% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.826848092e+001 +8.826848092e+001 +3.591848092e+001 +3.591848092e+001 +4.0022e+000 -1.2953e+000 +4.5713e-002 +4.0409e-001 +2.6589e+000 -1.8244e+000 +1.7325e+000 +2.5700e+000 +3.8827e+000 +3.7565e+000 -2.1214e+000 -1.5519e+000 -4.9910e+000 +2.6283e-001 +9.0165e-001 -4.9535e+000 +4.4113e+000 +3.7382e+000 +3.1228e+000 +1.0847e+000
8 +4.163588360e+001 +4.163588360e+001 -1.071411640e+001 -1.071411640e+001 +2.2665e-001 +1.2393e+000 +1.3849e+000 -4.1666e+000 +1.8554e+000 +2.7373e+000 -4.9888e+000 +4.0070e-001 +2.4395e+000 -1.4193e+000 -1.6585e-001 -3.2717e+000 +1.9641e+000 +1.5451e-001 -6.7437e-001 -2.2114e+000 -2.0304e+000 +8.1888e-001 +4.4003e-001 -1.2246e+000
225 +3.403305192e+001 +3.403305192e+001 -1.831694808e+001 -1.831694808e+001 +2.2665e-001 +2.2277e+000 +1.9705e+000 -1.1770e+000 -7.6405e-001 +4.7921e+000 -4.9888e+000 +2.4025e+000 +5.0639e-001 -1.4193e+000 +2.6148e+000 -2.2466e+000 -1.3857e-001 +4.9343e+000 -6.7437e-001 -8.8218e-001 -2.0304e+000 +8.1888e-001 +4.4003e-001 -4.5938e+000
337 +2.002862117e+001 +2.002862117e+001 -3.232137883e+001 -3.232137883e+001 -1.1548e+000 +2.6218e-001 +1.2214e+000 -3.4805e+000 -1.0308e-001 +8.5342e+000 -6.5800e+000 +1.5575e+000 +4.7590e+000 -6.4655e-001 +1.5822e+000 +3.0063e-001 +3.3578e+000 +3.5653e+000 +5.5549e-002 +3.0661e+000 -2.1149e+000 +1.7048e+000 +4.1918e+000 -2.7229e+000
658 +1.483491508e+001 +1.483491508e+001 -3.751508492e+001 -3.751508492e+001 -1.4661e+000 -3.8742e-001 +9.8000e-001 -1.7676e+000 -8.7830e-001 +3.7208e+000 -5.8762e+000 +1.9197e+000 -4.8001e-001 -1.7379e+000 +3.7456e+000 -3.7255e-001 +2.3747e+000 +1.0548e+000 +2.2165e-001 +4.4792e-001 -4.2365e+000 +1.4518e+000 +1.9955e+000 -1.0253e+000
909 +9.654026643e+000 +9.654026643e+000 -4.269597336e+001 -4.269597336e+001 -3.1609e+000 -1.9400e+000 +7.5808e-001 -4.9532e-002 -2.3333e+000 +6.4950e+000 -4.5828e+000 +7.0570e-001 +2.7770e+000 -2.0214e+000 +2.2822e+000 -6.4107e-001 +1.8193e+000 -8.6515e-002 -1.6236e-001 +2.2440e+000 -1.5013e+000 +1.8558e+000 -4.1931e-001 -1.9738e+000
1288 +5.606490975e+000 +5.606490975e+000 -4.674350903e+001 -4.674350903e+001 -9.7684e-001 -1.2613e+000 +1.0277e+000 -2.0528e+000 -8.1098e-001 +4.8494e+000 -4.1670e+000 +1.4361e+000 +4.4025e+000 -1.6924e+000 +2.8027e+000 -1.4071e+000 +1.7950e+000 -2.7776e-001 -6.5164e-001 +2.0428e+000 -8.3575e-001 +2.4921e+000 +3.0972e+000 -3.0398e+000
1371 +3.817320650e+000 +3.817320650e+000 -4.853267935e+001 -4.853267935e+001 -2.0977e+000 -7.4961e-001 +1.5615e+000 -2.2544e+000 -1.7404e+000 +5.4465e+000 -4.1861e+000 +3.1382e-001 +3.3698e+000 -9.7576e-001 +3.1636e+000 -1.3064e+000 +3.8118e+000 -3.8603e-001 -1.0245e+000 +1.9527e+000 -2.4018e+000 +1.2879e+000 +1.7544e+000 -3.0297e+000
1640 +2.387717588e+000 +2.387717588e+000 -4.996228241e+001 -4.996228241e+001 -1.6070e+000 -1.0767e+000 +1.5664e+000 -3.0128e+000 -1.3284e+000 +3.7925e+000 -4.7885e+000 +2.7962e-001 +3.9961e+000 -9.7038e-001 +3.3831e+000 -1.0584e+000 +2.9672e+000 -6.8620e-001 -1.4507e+000 +1.9664e+000 -1.2263e+000 +1.2582e+000 +2.2475e+000 -3.5396e+000
1804 +1.571442956e+000 +1.571442956e+000 -5.077855704e+001 -5.077855704e+001 -1.1049e+000 -1.5114e+000 +1.7102e+000 -2.5531e+000 -8.4046e-001 +3.6257e+000 -4.1889e+000 -4.7974e-002 +3.4555e+000 -1.3505e+000 +3.2977e+000 -3.1706e-001 +3.6553e+000 -4.9411e-001 -2.1385e+000 +2.1156e+000 -2.8393e-001 +1.2085e+000 +3.2650e+000 -3.5133e+000
