% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.376354074e+007 +1.376354074e+007 +1.376348580e+007 +1.376348580e+007 -2.7384e+000 -3.1578e+000 -2.6693e+000 +3.7063e+000 -1.9239e+000 +1.2827e+000 -2.5873e+000 +4.3326e+000 -3.0479e+000 -4.3601e+000 +2.5194e+000 +3.5708e+000 -1.7578e+000 +3.9859e+000 +3.4089e+000 +1.4579e+000 +3.3729e+000 -1.3389e+000 +3.2839e+000 -1.0563e+000
2 +7.166021345e+006 +7.166021345e+006 +7.165966405e+006 +7.165966405e+006 -1.6063e-001 -3.4775e+000 -1.6625e+000 -2.9457e+000 +2.6309e+000 +1.1678e+000 +4.9484e+000 -2.9655e+000 +2.5918e+000 -5.8563e-001 +4.1115e+000 +5.5183e-001 -6.0211e-001 -1.4390e+000 -4.8583e+000 -3.1708e+000 -9.3465e-001 +7.7891e-001 -3.7885e+000 -2.0820e+000
12 +1.720196933e+006 +1.720196933e+006 +1.720141993e+006 +1.720141993e+006 -4.6361e+000 -4.4337e+000 -4.4430e+000 -2.2273e+000 -6.0848e-001 -3.6355e+000 -4.5103e+000 -4.8477e+000 +2.1281e+000 +2.2105e+000 +2.9929e+000 -1.4169e+000 +1.8549e+000 +3.4336e+000 +2.5361e+000 -1.5233e+000 +1.5560e+000 +1.4369e+000 +1.8823e+000 -6.5154e-001
% function evaluation | noise-free fitness - Fopt (5.913000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.602064811e+007 +1.602064811e+007 +1.602070724e+007 +1.602070724e+007 +4.8315e+000 -3.6507e+000 +2.1505e+000 -5.1655e-001 -4.2147e+000 -4.3672e+000 -1.5626e+000 +4.0705e+000 +1.6139e+000 +4.0727e+000 +4.6010e+000 -3.0214e+000 -7.6294e-001 -7.1016e-001 -3.2339e+000 -2.5122e+000 +2.7520e+000 +1.9847e+000 +1.8653e+000 +4.0612e-001
2 +6.214237230e+006 +6.214237230e+006 +6.214296360e+006 +6.214296360e+006 +1.0441e+000 +1.5609e+000 -4.8993e+000 -2.1813e+000 -2.9039e+000 -9.2549e-001 -1.1864e+000 -5.6726e-001 -2.7095e+000 +3.6379e+000 -2.2412e+000 +4.0795e+000 +3.4252e+000 -2.0906e+000 -1.5109e+000 +3.9664e+000 +3.6467e+000 -6.3548e-001 -2.6780e+000 -1.1322e+000
61 +3.812766668e+006 +3.812766668e+006 +3.812825798e+006 +3.812825798e+006 -8.4251e-001 +3.2058e+000 -1.7273e+000 -1.1356e-001 -3.7207e+000 +2.9257e+000 -2.1730e+000 -1.8101e+000 +4.3920e+000 -1.7559e+000 +1.1474e+000 +4.0278e+000 +2.3050e+000 +4.6512e+000 -2.6993e+000 -4.9796e+000 -2.8501e-002 +2.9271e+000 +1.1981e+000 -4.9000e-001
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.230551675e+007 +2.230551675e+007 +2.230502522e+007 +2.230502522e+007 +3.3805e+000 +3.1189e+000 -1.1585e+000 -2.6969e+000 +3.3330e+000 -4.0267e+000 +8.7173e-001 +1.0820e+000 -1.8786e+000 -1.9320e+000 -2.1256e+000 +4.3281e-001 -3.1180e+000 -3.0242e+000 +4.4034e+000 +3.9182e+000 +3.2930e+000 -3.1824e+000 -2.2751e+000 -2.6441e-001
2 +6.574706875e+006 +6.574706875e+006 +6.574215345e+006 +6.574215345e+006 -3.2534e+000 -4.8775e+000 +3.3214e-002 -4.5739e+000 -3.4806e+000 +1.6441e+000 +1.3618e+000 -4.1997e-001 -3.9743e+000 -1.8885e+000 -2.3978e+000 -3.4245e+000 -8.7925e-002 -1.3491e+000 +1.9987e+000 -4.3308e+000 +1.4860e+000 +2.9231e+000 -3.4935e+000 +2.6065e+000
