% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.590555106e+002 +2.590555106e+002 +3.385355106e+002 +3.385355106e+002 +2.6466e+000 +4.0928e-001 +2.4548e+000 +3.0067e+000 +2.9851e+000 +2.7302e+000 -1.6677e+000 -4.4974e+000 +4.3680e+000 -2.7371e+000 +1.1259e+000 +1.4928e+000 -2.6687e+000 -1.2715e+000 -3.3727e+000 -2.8178e+000 +2.8472e+000 -1.2948e+000 +3.7766e-001 +1.4251e+000
4 +1.960798635e+002 +1.960798635e+002 +2.755598635e+002 +2.755598635e+002 +1.7541e+000 -4.1090e+000 -7.3309e-001 +2.3522e+000 -3.4106e+000 +4.5783e+000 +3.0099e-001 +1.4080e+000 +2.6049e+000 +1.4598e+000 -6.0657e-001 +2.4215e+000 +1.8068e+000 +4.2504e+000 -2.4396e+000 -1.5654e+000 +1.3228e+000 +1.1512e+000 +4.6167e+000 -1.2884e+000
23 +1.517481710e+002 +1.517481710e+002 +2.312281710e+002 +2.312281710e+002 +2.7475e+000 +4.7593e+000 -1.4204e+000 -2.1125e+000 -4.8651e+000 +5.6933e-001 +2.7187e+000 -3.3319e+000 -1.8240e+000 -3.9880e+000 +1.2350e+000 +2.3598e+000 +3.9940e+000 -1.0529e+000 +2.0365e+000 +1.3628e+000 +3.8082e+000 -3.9639e+000 -1.0218e+000 +2.2322e+000
249 +8.147671405e+001 +8.147671405e+001 +1.609567141e+002 +1.609567141e+002 +1.9825e+000 -3.7910e+000 +2.6662e+000 +1.6197e+000 -3.2456e+000 +2.9472e+000 +4.9743e-002 -1.4634e+000 -5.9195e-001 -2.8957e+000 -5.7010e+000 +4.4973e+000 +8.9270e-002 -3.3711e+000 +2.9401e+000 +6.5874e+000 -1.0698e+000 -3.0727e-001 +2.3356e+000 +8.0357e-001
370 +6.067786025e+001 +6.067786025e+001 +1.401578603e+002 +1.401578603e+002 +3.4216e+000 -2.2722e+000 -7.8007e-002 +3.7327e+000 -2.2243e+000 +9.3248e-001 -8.4445e-001 -7.9135e-001 -1.9107e-001 -5.1838e+000 -4.3932e+000 +2.2209e+000 +5.0753e-001 -2.6213e+000 +3.8618e+000 +5.0652e+000 +2.5929e-001 +8.4490e-001 +1.1622e+000 +3.0888e-001
917 +3.443243672e+001 +3.443243672e+001 +1.139124367e+002 +1.139124367e+002 +2.8270e+000 +1.2960e+000 -2.0943e+000 +1.5823e+000 -2.5280e+000 +1.2190e+000 -5.6659e-001 -1.6948e-001 -6.6710e-001 -3.0891e+000 -1.1664e+000 +1.4930e+000 -3.0112e-001 -2.3295e+000 +2.6047e+000 +3.4771e+000 +6.5180e-001 -3.9092e+000 +1.5285e+000 +4.7942e-001
1058 +1.426453124e+001 +1.426453124e+001 +9.374453124e+001 +9.374453124e+001 +2.0693e+000 -9.4955e-001 -4.5770e-001 +8.5215e-001 -1.4850e+000 +8.0418e-001 -7.7103e-001 +8.5302e-001 -3.5816e-001 -3.2991e+000 -3.6327e+000 +2.2591e+000 +5.2238e-001 -5.8984e-001 +3.6052e+000 +3.8494e+000 -5.5028e-001 -2.6377e+000 +2.0004e+000 -2.9812e-002
1590 +9.314094840e+000 +9.314094840e+000 +8.879409484e+001 +8.879409484e+001 +6.9975e-001 -4.7986e-001 -2.5271e-001 +1.2051e+000 -1.4476e+000 +4.7590e-001 -2.7376e-001 +6.5597e-001 -1.4551e+000 -3.3406e+000 -3.2849e+000 +2.3649e+000 +1.7635e-001 -8.7553e-001 +3.3927e+000 +3.7302e+000 -3.0929e-002 -2.3709e+000 +2.7583e+000 +5.0005e-001
1718 +5.397039642e+000 +5.397039642e+000 +8.487703964e+001 +8.487703964e+001 +4.2124e-001 -9.5026e-001 -3.2800e-001 +2.0318e+000 -1.8733e+000 +4.0253e-001 +1.1745e-002 +1.0901e+000 -2.0935e+000 -2.4025e+000 -3.1713e+000 +2.0228e+000 +6.7662e-001 +1.7324e-001 +3.0781e+000 +3.5196e+000 -1.5361e-001 -3.5454e+000 +2.7985e+000 +2.7067e-001
1939 +3.262895548e+000 +3.262895548e+000 +8.274289555e+001 +8.274289555e+001 +7.8236e-001 -1.3573e+000 -5.3151e-001 +1.2842e+000 -2.4558e+000 +9.7422e-001 +6.6276e-001 +3.6314e-002 -1.5504e+000 -2.5617e+000 -3.5086e+000 +1.8939e+000 +4.3295e-001 +1.9501e-001 +3.5513e+000 +3.2782e+000 -9.7288e-003 -3.7139e+000 +2.1141e+000 +7.3594e-001
2443 +2.201080830e+000 +2.201080830e+000 +8.168108083e+001 +8.168108083e+001 +7.4233e-001 -1.4865e+000 -5.6757e-001 +2.0098e+000 -2.6841e+000 +9.4336e-001 +5.6683e-001 +1.2293e-001 -1.5972e+000 -3.5035e+000 -3.6789e+000 +1.7401e+000 +4.2439e-001 +9.0509e-002 +3.5741e+000 +2.9296e+000 -3.4629e-001 -3.9408e+000 +2.0125e+000 +9.8441e-001
2742 +1.512234638e+000 +1.512234638e+000 +8.099223464e+001 +8.099223464e+001 +7.2045e-001 -1.3654e+000 -4.9371e-001 +1.8676e+000 -2.8350e+000 +6.1424e-001 +5.7978e-002 +1.1545e-001 -1.1947e+000 -3.3135e+000 -3.6682e+000 +1.7874e+000 +4.1372e-001 -3.3676e-001 +3.6080e+000 +2.9015e+000 -3.9004e-001 -3.9407e+000 +2.2506e+000 +9.6189e-001
