% function evaluation | noise-free fitness - Fopt (4.078000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.532458659e+001 +8.532458659e+001 +1.261045866e+002 +1.261045866e+002 -2.5275e+000 +2.9085e+000 -4.0966e-001 +8.3187e-001 -3.1308e+000 -5.9862e-001 +4.9978e+000 +2.0662e+000 +4.4383e+000 +3.1353e+000 -2.2617e+000 -1.3282e+000 -1.3003e+000 +2.8643e+000 -1.5261e+000 -2.1602e+000 +6.4796e-001 +1.1245e+000 -2.2829e+000 +4.4696e+000
680 +6.074744492e+001 +6.074744492e+001 +1.015274449e+002 +1.015274449e+002 -4.5698e+000 -2.4535e+000 +2.8952e+000 +5.2949e+000 +2.1557e+000 -1.9390e+000 +3.5486e+000 -3.7469e+000 -5.8124e-001 +5.2133e+000 +2.6222e+000 +3.5799e+000 -1.4120e+000 +2.8960e+000 +7.1060e-001 +1.0363e+000 +4.7611e+000 +2.2106e+000 +2.8656e+000 -1.5996e+000
1101 +3.968729925e+001 +3.968729925e+001 +8.046729925e+001 +8.046729925e+001 -4.3238e+000 -2.8117e+000 +1.7690e+000 +3.3818e+000 +2.1944e+000 -2.4377e+000 +3.3230e+000 -4.4611e+000 +4.3372e-001 +4.8289e+000 +3.6867e+000 +2.1508e+000 -1.3085e+000 +2.0041e+000 -1.0068e+000 -8.4401e-001 +2.4593e+000 +2.9375e+000 +2.1715e+000 -1.3457e+000
1345 +2.461994065e+001 +2.461994065e+001 +6.539994065e+001 +6.539994065e+001 -4.4410e+000 -3.5203e+000 +5.1373e-001 +3.2640e+000 +2.0029e+000 -2.8959e+000 +3.3388e+000 -2.2448e+000 +8.1250e-001 +4.3484e+000 +4.8225e+000 +2.2433e+000 -1.1667e+000 +2.3601e+000 -1.8016e+000 -7.7650e-001 +2.8982e+000 +3.1253e+000 +1.8765e+000 -3.0314e+000
2083 +1.414764166e+001 +1.414764166e+001 +5.492764166e+001 +5.492764166e+001 -4.4765e+000 -3.4102e+000 +2.3462e-001 +3.1636e+000 +2.0633e+000 -4.3905e+000 +2.5669e+000 -1.3665e+000 -9.9582e-001 +4.5615e+000 +5.1953e+000 +3.6297e+000 +2.7861e-002 +2.8156e+000 -1.5339e+000 -1.0703e+000 +2.3145e+000 +2.4849e+000 +2.0683e+000 -3.8101e+000
2167 +8.137179702e+000 +8.137179702e+000 +4.891717970e+001 +4.891717970e+001 -4.0162e+000 -3.9666e+000 +1.1277e+000 +2.9822e+000 +1.6394e+000 -5.2508e+000 +2.3925e+000 -2.1855e+000 -6.7858e-001 +4.7846e+000 +3.7988e+000 +3.0836e+000 +1.0045e-001 +2.9233e+000 -7.0435e-001 +4.7256e-001 +2.3245e+000 +3.1910e+000 +1.7645e+000 -2.4086e+000
2624 +6.054628517e+000 +6.054628517e+000 +4.683462852e+001 +4.683462852e+001 -3.4794e+000 -4.0739e+000 +5.2331e-001 +3.5716e+000 +8.7244e-001 -5.3950e+000 +1.5155e+000 -2.5833e+000 -4.0261e-001 +4.5666e+000 +4.4841e+000 +3.5338e+000 +1.0670e+000 +2.2959e+000 +8.8182e-002 +2.2551e-001 +2.4566e+000 +2.9086e+000 +3.0121e+000 -2.8696e+000
3043 +3.480625483e+000 +3.480625483e+000 +4.426062548e+001 +4.426062548e+001 -3.1626e+000 -3.3256e+000 +9.1265e-001 +3.4148e+000 +1.3244e+000 -5.2292e+000 +1.5538e+000 -2.5192e+000 +1.1363e-001 +4.5334e+000 +4.2817e+000 +2.7463e+000 +8.8120e-001 +2.4114e+000 +7.8708e-002 +8.1654e-001 +2.3712e+000 +2.8730e+000 +3.3170e+000 -3.3667e+000
3465 +2.432760157e+000 +2.432760157e+000 +4.321276016e+001 +4.321276016e+001 -3.2021e+000 -3.2295e+000 +5.1639e-001 +3.2513e+000 +1.5283e+000 -4.9845e+000 +1.6170e+000 -2.5257e+000 -1.2617e-002 +4.6519e+000 +4.6475e+000 +2.5688e+000 +5.8689e-001 +2.6772e+000 +2.7871e-003 +5.4084e-001 +2.3039e+000 +2.6080e+000 +3.0557e+000 -3.2423e+000
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.367109063e+001 +8.367109063e+001 +8.207109063e+001 +8.207109063e+001 -2.6320e+000 +4.8085e+000 +7.5801e-001 +4.7251e+000 -4.3460e+000 +2.6712e-001 -3.3446e+000 -6.5737e-001 +4.8124e+000 -6.5703e-001 +3.5070e+000 -1.0488e+000 +3.8226e+000 -5.6204e-001 -3.8077e+000 -7.9517e-001 +2.0658e+000 +2.9068e+000 +3.3468e+000 -1.4477e+000
752 +6.252893922e+001 +6.252893922e+001 +6.092893922e+001 +6.092893922e+001 +2.8122e+000 +5.5074e-001 -4.5987e+000 -2.2732e-001 +2.7610e+000 +3.8085e+000 -1.2748e+000 -5.2215e+000 +1.1900e+000 -1.4107e+000 -4.8912e+000 +4.0968e+000 -5.8100e+000 +1.1409e+000 -1.2698e+000 -2.2718e-001 +1.7332e+000 +3.8515e+000 +2.8233e+000 +9.1122e-001
944 +3.801305321e+001 +3.801305321e+001 +3.641305321e+001 +3.641305321e+001 +3.6392e+000 +4.2787e-001 -3.4680e+000 -1.2451e+000 +2.4275e+000 +4.1015e+000 -3.8321e-001 -1.6203e+000 +5.3906e-001 -9.3512e-001 -4.2316e+000 +1.6886e+000 -4.5007e+000 +1.0718e+000 -1.2868e+000 -4.2972e-001 +4.5652e-001 +2.3785e+000 -7.5111e-001 +4.1370e-001
1387 +2.228696385e+001 +2.228696385e+001 +2.068696385e+001 +2.068696385e+001 +3.1476e+000 +1.5913e-001 -1.7260e+000 -1.1349e+000 +2.0525e+000 +3.1525e+000 -5.4567e-001 -2.1130e+000 +2.5862e-001 -1.5201e+000 -4.1559e+000 +1.7566e+000 -4.3287e+000 +8.0067e-001 -1.7552e+000 -1.6914e+000 -4.3920e-003 +2.6486e+000 -3.8903e-001 +6.6874e-001
1641 +1.537807827e+001 +1.537807827e+001 +1.377807827e+001 +1.377807827e+001 +1.7851e+000 +4.5445e-001 -1.4861e+000 -9.7738e-001 +2.7767e+000 +2.4898e+000 -1.0462e+000 -2.1616e+000 -5.8452e-002 -8.5607e-001 -4.6410e+000 +1.6821e+000 -3.3973e+000 +9.1502e-001 -1.0656e+000 -1.9539e+000 -8.4922e-001 +2.2983e+000 +1.6352e+000 -3.2347e-001
1991 +9.510877233e+000 +9.510877233e+000 +7.910877233e+000 +7.910877233e+000 +2.2188e+000 +8.8444e-001 -1.5608e+000 -1.2458e+000 +2.8576e+000 +1.9770e+000 -6.0963e-001 -2.8771e+000 +4.8141e-002 -1.1837e+000 -4.4544e+000 +2.5683e+000 -3.5634e+000 +1.0832e+000 -7.9983e-001 -1.0817e+000 -1.3983e+000 +2.5151e+000 +1.4495e+000 -4.9537e-001
3095 +6.190238514e+000 +6.190238514e+000 +4.590238514e+000 +4.590238514e+000 +2.5489e+000 +9.5717e-001 -1.1094e+000 -2.0082e+000 +3.1120e+000 +1.8380e+000 +6.5783e-001 -4.0580e+000 +6.0814e-001 -5.4395e-001 -4.9324e+000 +2.5714e+000 -3.6697e+000 +4.0658e-001 -1.2495e+000 -8.8058e-001 -1.3372e+000 +3.0025e+000 +1.4680e+000 -3.0178e-001
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.554878132e+001 +8.554878132e+001 -2.852912187e+002 -2.852912187e+002 +3.1057e+000 +3.7500e+000 -3.6405e+000 +4.4628e+000 -1.5732e+000 -1.4999e+000 -3.7803e+000 -2.3881e+000 -3.1821e+000 +1.5196e+000 +3.9853e-001 -3.8858e+000 +1.0023e+000 -1.3358e+000 -2.6960e+000 +2.2435e+000 +7.3073e-001 +3.1162e+000 +3.6194e+000 -8.1463e-002
208 +6.013066624e+001 +6.013066624e+001 -3.107093338e+002 -3.107093338e+002 +6.5764e-001 -1.7587e+000 -4.8362e-001 +4.5353e-001 -5.7002e-001 +1.8635e+000 +7.5199e-001 +2.0113e+000 -5.2430e+000 -7.4012e-001 +3.5926e+000 -3.6596e+000 +2.4179e+000 +3.4094e-001 +7.0928e-001 +5.5901e-001 +4.5407e+000 -1.6623e+000 +1.1312e+000 +6.4379e+000
996 +3.428070909e+001 +3.428070909e+001 -3.365592909e+002 -3.365592909e+002 +1.5712e+000 +1.7215e-001 +5.0317e-001 +1.7904e+000 +6.1850e-001 +1.9510e+000 +7.1399e-001 +3.9915e+000 -4.5743e+000 +3.0423e-001 +4.4425e+000 -4.1944e+000 +1.3170e+000 +6.0026e-001 +5.2911e-001 +9.5105e-001 +3.5899e+000 -1.8895e+000 +2.1385e+000 +4.1380e+000
1046 +2.490206656e+001 +2.490206656e+001 -3.459379334e+002 -3.459379334e+002 +2.3334e+000 +2.2067e-001 +1.9962e-001 +1.0330e+000 -5.3098e-002 +6.8799e-001 -5.1111e-001 +1.7191e+000 -4.9015e+000 -5.3755e-001 +3.2622e+000 -3.8932e+000 +2.2745e+000 -3.9970e-001 +2.0487e+000 +5.5447e-001 +3.3250e+000 -2.8818e+000 +1.1902e+000 +4.4385e+000
1380 +1.512293889e+001 +1.512293889e+001 -3.557170611e+002 -3.557170611e+002 +3.2287e+000 -7.6150e-001 -9.2303e-001 +1.4241e-001 -4.8950e-002 +2.0169e-001 +1.2085e+000 +1.1649e+000 -4.5947e+000 -1.0410e+000 +3.4803e+000 -3.2373e+000 +1.1950e+000 +6.0168e-001 +1.1731e+000 +1.6188e+000 +4.0310e+000 -3.7584e+000 +1.4140e+000 +3.2458e+000
1494 +9.460120479e+000 +9.460120479e+000 -3.613798795e+002 -3.613798795e+002 +3.0972e+000 -5.2190e-002 -3.8374e-001 +1.0753e+000 -2.4313e-001 +7.9343e-001 +5.9466e-001 +1.8666e+000 -4.0834e+000 -3.2911e-001 +3.2795e+000 -3.3274e+000 +2.1273e+000 +5.5790e-001 +2.4420e+000 +1.0451e+000 +4.0978e+000 -3.6542e+000 +1.4663e+000 +3.7677e+000
1640 +5.959208680e+000 +5.959208680e+000 -3.648807913e+002 -3.648807913e+002 +3.4480e+000 -3.6691e-001 -2.3220e-001 +1.2488e+000 -5.7527e-001 +1.4643e+000 +9.8754e-001 +8.4607e-001 -3.6818e+000 +1.4573e-001 +3.2893e+000 -2.9044e+000 +1.8427e+000 +1.1802e+000 +1.7145e+000 +8.3311e-001 +3.6685e+000 -3.8741e+000 +1.8771e+000 +2.9269e+000
