% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.466143679e+005 +4.466143679e+005 +4.461522779e+005 +4.461522779e+005 +1.4088e+001 +8.7260e+000 +6.2685e+000 +9.2722e+000 +9.8239e+000 +1.0725e+001 +1.0105e+001 +8.6665e+000 +6.6676e+000 +6.7756e+000 +7.2223e+000 +6.7030e+000 +8.3988e+000 +1.2789e+001 +1.4973e+001 +1.1183e+001 +1.2149e+001 +7.9471e+000 +1.3048e+001 +1.2474e+001
3 +2.710493057e+005 +2.710493057e+005 +2.705872157e+005 +2.705872157e+005 +5.3516e+000 +1.1865e+001 +5.0176e+000 +6.2814e+000 +7.1052e+000 +7.6814e+000 +7.3181e+000 +9.0296e+000 +1.0748e+001 +9.5151e+000 +1.4005e+001 +1.0526e+001 +1.1134e+001 +8.8037e+000 +8.2177e+000 +1.3852e+001 +9.1252e+000 +1.4129e+001 +7.1735e+000 +1.1217e+001
28 +2.039942632e+005 +2.039942632e+005 +2.035321732e+005 +2.035321732e+005 +1.0577e+001 +1.2305e+001 +7.5485e+000 +6.8066e+000 +1.3858e+001 +1.0757e+001 +6.6027e+000 +7.3492e+000 +9.7586e+000 +7.6629e+000 +1.1756e+001 +5.7571e+000 +6.1372e+000 +1.4767e+001 +6.3160e+000 +8.7412e+000 +5.8343e+000 +1.2298e+001 +8.0785e+000 +9.9511e+000
320 +1.559881237e+005 +1.559881237e+005 +1.555260337e+005 +1.555260337e+005 +8.3751e+000 +8.1519e+000 +5.4054e+000 +1.1033e+001 +2.1842e+000 +5.4449e+000 +5.4172e+000 +7.2639e+000 +1.5903e+001 +7.2733e+000 +8.4930e+000 +1.5948e+001 +7.1225e+000 +9.4238e+000 +4.7690e+000 +8.9569e+000 +2.9704e+000 +1.8346e-001 +4.2261e+000 +3.2493e+000
731 +9.738599411e+004 +9.738599411e+004 +9.692390411e+004 +9.692390411e+004 +1.0610e+001 +1.4448e+001 +5.0399e+000 +5.9056e+000 +2.9495e+000 +1.5656e+001 +7.0004e+000 +6.7870e+000 +7.7747e+000 +9.2959e+000 +9.0939e-001 +4.6722e+000 +5.7344e+000 +1.2428e+001 +7.5523e+000 -2.0646e+000 +2.9175e+000 -4.1163e+000 +2.1772e+000 +2.5304e+000
769 +4.830700149e+004 +4.830700149e+004 +4.784491149e+004 +4.784491149e+004 -8.1726e-001 +4.8302e+000 +6.4835e+000 +8.4730e+000 +3.3835e+000 +5.1238e+000 +1.0615e+001 +1.0446e+001 +6.9875e+000 +6.0762e+000 +6.4679e+000 +2.6897e+000 +1.8294e+000 +8.8122e+000 +4.9602e+000 +3.2773e+000 +1.5492e+000 +1.8947e+000 -4.3410e-001 -1.3512e+000
1005 +3.097008972e+004 +3.097008972e+004 +3.050799972e+004 +3.050799972e+004 -3.2659e+000 -1.6991e-001 +4.1202e+000 +8.5810e+000 +1.5042e+000 +7.0161e+000 +9.8193e+000 +8.4897e+000 +4.2837e+000 +5.1842e+000 +5.8646e+000 +7.3711e+000 +2.5176e+000 +7.9306e+000 +2.8203e+000 +5.9569e-001 +1.5055e+000 -1.8997e+000 -1.7498e+000 +1.4409e+000
1153 +1.935105284e+004 +1.935105284e+004 +1.888896284e+004 +1.888896284e+004 -1.6929e+000 +7.1780e+000 +5.1389e+000 +8.9774e+000 +2.7936e+000 +9.0898e+000 +7.7373e+000 +8.7994e+000 +1.4397e+000 +6.4119e+000 +6.0207e+000 +6.6710e-001 +1.4310e+000 +6.9296e+000 +1.2252e+000 -1.0459e+000 +1.1107e+000 -3.4328e+000 -7.4626e-001 -2.6306e-001
1349 +1.581262968e+004 +1.581262968e+004 +1.535053968e+004 +1.535053968e+004 +7.5811e-001 +5.3149e+000 +4.8246e+000 +8.9185e+000 +1.2388e+000 +4.3916e+000 +6.7585e+000 +1.0795e+001 +1.2486e+000 +5.4912e+000 +5.9116e+000 -4.3099e-003 +1.9515e+000 +5.2756e+000 +1.6634e+000 -2.4724e+000 -1.0643e+000 -7.3873e-001 -2.0721e+000 -1.3387e+000
1508 +8.704404447e+003 +8.704404447e+003 +8.242314447e+003 +8.242314447e+003 -4.5058e-001 +5.7107e+000 +8.4789e-001 +7.1272e+000 +1.0953e+000 +3.8565e+000 +6.0381e+000 +1.0372e+001 -4.1971e-001 +4.1938e+000 +3.1719e+000 +4.1386e+000 +1.0848e+000 +3.6814e+000 +2.1474e+000 -8.0821e-001 +9.3541e-001 -6.2972e-001 -3.7012e+000 -4.6283e+000
1767 +6.097746940e+003 +6.097746940e+003 +5.635656940e+003 +5.635656940e+003 -2.8277e-001 +7.2180e+000 +1.2465e+000 +6.4701e+000 +1.0084e+000 +4.5467e+000 +4.2131e+000 +1.0416e+001 +3.8941e-001 +5.1866e+000 +2.1316e+000 +4.1940e+000 +7.7979e-001 +3.2908e+000 +1.0568e+000 -1.3116e+000 -3.5965e-001 -1.1514e+000 -3.3810e+000 -4.1240e+000
