% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.827015196e+001 +8.827015196e+001 -1.427984804e+001 -1.427984804e+001 -3.8036e+000 +4.4201e+000 -1.5520e+000 +3.3641e+000 -1.4075e+000 -3.4852e+000 -4.2468e+000 -4.4667e+000 +4.0448e+000 +4.1641e+000 -3.8286e+000 +3.2948e+000 +1.4460e+000 -2.3504e+000 +1.5679e+000 -4.0188e+000 -3.3935e+000 -1.9901e-001 +9.4399e-001 -2.2873e-001
6 +5.227296961e+001 +5.227296961e+001 -5.027703039e+001 -5.027703039e+001 +6.7301e-001 -3.1408e+000 +2.4438e+000 +4.2842e+000 -2.6647e+000 -7.3579e-001 +7.9988e-001 +2.3177e+000 +3.7948e-001 -4.1840e+000 -4.3596e+000 -4.6654e+000 +7.1949e-001 -3.5972e+000 -3.9567e+000 -2.5334e+000 -1.9931e+000 +2.1453e+000 -6.7417e-001 -3.8297e+000
8 +3.467724675e+001 +3.467724675e+001 -6.787275325e+001 -6.787275325e+001 -2.4449e+000 +3.0377e+000 +2.1639e-001 +1.5550e+000 -3.1322e+000 +3.5224e+000 -1.7185e+000 -4.7506e+000 -1.6128e+000 +8.5196e-001 -3.4633e+000 -6.0710e-002 +5.6880e-001 -3.8358e+000 -1.4868e+000 -9.4520e-001 +1.4117e+000 -1.4157e+000 -3.4174e+000 +2.3428e+000
14 +2.476195354e+001 +2.476195354e+001 -7.778804646e+001 -7.778804646e+001 +8.2417e-001 +6.5930e-001 +4.7440e+000 +2.4618e+000 +1.5203e+000 +2.2535e+000 +3.3907e-001 -4.3430e+000 +8.2841e-001 -2.9764e+000 +3.1623e+000 -4.1782e+000 -2.4146e-001 -1.7751e+000 -3.6089e+000 -2.8901e+000 -4.1441e+000 -4.0098e+000 +1.3862e+000 +3.0470e+000
279 +1.504953045e+001 +1.504953045e+001 -8.750046955e+001 -8.750046955e+001 -3.9106e+000 -1.7266e+000 -7.4266e-001 -1.1500e-001 -2.0339e+000 +7.6247e-001 -3.5614e-001 -2.6702e+000 -3.4112e+000 -6.8451e-001 +2.3991e+000 -1.7210e+000 +1.4649e+000 -1.5164e-001 -1.2327e+000 -1.0582e+000 -1.7733e+000 -1.4636e+000 +2.1481e+000 +3.8033e-001
1300 +9.564704879e+000 +9.564704879e+000 -9.298529512e+001 -9.298529512e+001 -2.5152e-001 -1.7569e+000 -4.4320e-001 -2.1687e-001 -1.6106e+000 +1.0758e+000 -2.8141e-001 -7.3564e-001 -1.7473e+000 +2.4434e-001 +2.9884e-001 +1.9383e+000 -2.0048e+000 +2.1247e+000 +1.3041e+000 -1.6316e+000 -2.2323e+000 +1.9665e+000 -1.1104e+000 +1.5331e+000
4812 +5.879371236e+000 +5.879371236e+000 -9.667062876e+001 -9.667062876e+001 +2.9882e-001 +1.4291e+000 -2.9807e-001 -6.8579e-001 -1.4282e+000 -4.8566e-001 +1.5646e+000 +3.4684e-001 +1.5143e+000 -5.3010e-001 +1.8516e-001 -8.9309e-002 +1.4083e-001 +7.3351e-001 +2.1956e-001 -1.3077e+000 -5.3640e-001 +4.9339e-001 +1.0554e-001 +2.0857e+000
255107 +3.555382352e+000 +3.555382352e+000 -9.899461765e+001 -9.899461765e+001 +3.5232e-001 +9.0400e-001 -1.1036e-001 +2.3247e+000 -4.0930e-001 +3.4164e-001 -9.7365e-001 +2.0188e+000 -6.9968e-001 -1.7538e+000 -2.0975e-001 +1.2570e+000 -1.0125e-001 -7.7335e-001 +1.8207e-001 -2.1160e+000 -1.3094e+000 +2.3075e-001 -8.1272e-001 +1.1813e-001
% function evaluation | noise-free fitness - Fopt (7.169000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.884991147e+001 +8.884991147e+001 +1.605399115e+002 +1.605399115e+002 +3.4926e-001 -2.1270e+000 -2.4167e-001 +1.0546e+000 +2.8431e+000 +2.0646e+000 -3.7810e+000 +8.3483e-001 +2.4594e+000 +1.1191e+000 -6.6064e-001 -3.2594e+000 -4.5762e+000 +1.1802e+000 -9.8503e-001 -1.0154e+000 -4.7609e+000 +1.4219e+000 +4.8829e+000 -2.3402e+000
3 +5.730801183e+001 +5.730801183e+001 +1.289980118e+002 +1.289980118e+002 -2.7073e+000 -4.6346e+000 -4.7089e+000 -5.6197e-001 +5.2197e-001 -4.9793e+000 +4.0351e+000 -4.0321e+000 -3.7976e+000 +4.5782e+000 -2.5889e+000 +4.1578e+000 +2.4057e+000 -3.5604e+000 -4.0998e+000 -8.7214e-001 +2.2674e-001 +4.3119e-003 +6.2925e-001 -2.2284e+000
17 +3.891414155e+001 +3.891414155e+001 +1.106041416e+002 +1.106041416e+002 +3.2827e+000 -3.3107e+000 +2.4470e+000 +1.9921e+000 +6.7790e-001 -4.7503e+000 +3.6302e+000 -2.3579e-002 +6.7438e-001 -1.3601e+000 +1.7445e+000 +3.5569e+000 +1.3734e+000 +3.7723e+000 +2.3459e+000 -2.9620e+000 -3.1741e+000 +6.0750e-001 +2.0885e+000 -2.6776e+000
84 +2.131172682e+001 +2.131172682e+001 +9.300172682e+001 +9.300172682e+001 -1.8687e+000 -3.0187e+000 -1.0502e+000 -6.7146e-001 -3.5366e+000 +8.5019e-001 +1.7724e+000 +3.3066e+000 -1.7816e+000 -2.3021e+000 -2.7754e+000 +1.6629e+000 -2.0876e+000 +1.2456e+000 +3.8993e-001 +3.0025e-001 +2.1547e-001 -1.9585e+000 -3.3870e+000 +2.1631e+000
202 +1.538051552e+001 +1.538051552e+001 +8.707051552e+001 +8.707051552e+001 -2.2784e-002 -2.1270e+000 +1.0119e+000 -9.3834e-001 +2.8431e+000 -2.9931e+000 +8.1733e-001 +2.2087e+000 -1.1057e+000 +2.2747e+000 -3.7125e-001 +1.1023e+000 +2.6373e-001 -1.4397e+000 +9.4884e-001 -8.3074e-001 +3.1501e+000 +1.4219e+000 -5.6876e-001 +4.4882e+000
1940 +9.602049572e+000 +9.602049572e+000 +8.129204957e+001 +8.129204957e+001 +5.9302e-001 -7.1515e-001 -2.8440e-001 +1.8402e+000 +1.2965e-001 -1.2801e-001 -5.3887e-002 +1.0889e+000 +3.8669e-001 +4.7330e-001 -7.2756e-001 -3.3348e+000 -2.6702e+000 -2.5478e+000 -5.8845e-003 +8.8044e-001 -1.1984e+000 -1.2689e+000 -8.3651e-001 -2.1817e-002
6266 +4.950269932e+000 +4.950269932e+000 +7.664026993e+001 +7.664026993e+001 +1.2414e+000 +1.3927e+000 +8.1815e-001 +1.7848e+000 -1.4458e-001 -2.9370e-001 -2.2753e-001 +6.7925e-001 +6.4897e-001 -8.0498e-001 +1.3264e+000 -1.3448e+000 +9.4873e-002 -1.0428e+000 +1.9217e+000 +1.1715e+000 -1.1909e+000 -3.2902e+000 -1.1945e-001 +6.9527e-001
280289 +3.977816699e+000 +3.977816699e+000 +7.566781670e+001 +7.566781670e+001 +7.1323e-001 +5.1424e-001 +1.3560e+000 -6.5424e-001 -1.1775e+000 +2.5441e-001 +7.5601e-001 +1.4394e+000 +2.6001e-001 -2.9259e-001 +7.7958e-001 -1.3205e-001 +7.3220e-002 +2.7167e-004 +5.6831e-001 +1.3818e-001 +3.5262e-001 -2.8166e+000 +2.0413e+000 -3.2356e-001
% function evaluation | noise-free fitness - Fopt (2.140100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.099451150e+001 +9.099451150e+001 +3.050045115e+002 +3.050045115e+002 -2.4654e+000 +4.1646e+000 -4.3951e-001 +2.9937e+000 +1.8038e+000 +1.1989e+000 +2.4384e+000 +1.5328e+000 -1.1455e+000 +8.1651e-001 +7.5585e-001 +4.4798e+000 -2.0954e+000 +1.0938e+000 -1.0823e-001 +4.6188e+000 +3.9146e+000 +9.6734e-001 +4.9456e+000 -4.0400e+000
3 +6.102237383e+001 +6.102237383e+001 +2.750323738e+002 +2.750323738e+002 +4.3609e+000 +4.8924e+000 +4.8375e+000 -4.6668e+000 +3.6632e+000 -2.9382e+000 +4.3764e+000 -1.6139e+000 -5.3932e-001 +6.4975e-001 -4.3116e-001 +1.2603e+000 -1.8973e+000 -4.2005e+000 +2.8952e+000 -3.0014e+000 -1.0412e+000 -1.1499e-001 +7.9968e-001 +8.3235e-002
