% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.000613248e+003 +9.000613248e+003 +8.983673248e+003 +8.983673248e+003 +1.2475e+001 +7.1805e+000 +6.1076e+000 +6.4529e+000 +7.4879e+000 +1.1802e+001 +7.3482e+000 +1.2342e+001 +1.4509e+001 +1.3384e+001 +1.1489e+001 +1.3146e+001 +1.0282e+001 +1.3482e+001 +1.3463e+001 +1.2162e+001 +9.6473e+000 +8.2899e+000 +1.0072e+001 +5.5571e+000
7 +4.859730273e+003 +4.859730273e+003 +4.842790273e+003 +4.842790273e+003 +6.9625e+000 +9.5334e+000 +8.0828e+000 +8.2163e+000 +1.2241e+001 +8.0750e+000 +8.8728e+000 +5.8948e+000 +6.7500e+000 +1.3645e+001 +7.4465e+000 +5.4898e+000 +5.8332e+000 +6.1410e+000 +1.4881e+001 +9.3263e+000 +1.1000e+001 +7.8799e+000 +1.3659e+001 +6.5012e+000
101 +3.560877994e+003 +3.560877994e+003 +3.543937994e+003 +3.543937994e+003 +4.0466e+000 +6.6024e+000 +4.2855e+000 +1.1412e+001 +1.2888e+001 +5.0135e+000 +7.5933e+000 +7.1421e+000 +6.4886e+000 +5.2554e+000 +7.1598e+000 +7.2250e+000 +6.2159e+000 +1.1521e+001 +1.0615e+001 +5.5773e+000 +1.2109e+001 +1.0725e+001 +1.0994e+001 +7.3571e+000
444 +2.438588716e+003 +2.438588716e+003 +2.421648716e+003 +2.421648716e+003 +3.0754e+000 +1.0964e+001 +3.1261e+000 +3.8694e+000 +5.7727e+000 +2.5709e+000 +1.4642e+001 +7.3367e+000 +6.8346e+000 +4.5484e+000 +3.9462e+000 +8.7965e+000 +1.1472e+001 +8.4476e+000 +3.4415e+000 +8.8407e+000 +3.3297e+000 +7.2013e+000 +5.5144e+000 +6.2755e+000
528 +1.251028364e+003 +1.251028364e+003 +1.234088364e+003 +1.234088364e+003 +6.3604e+000 +8.5289e+000 +3.6385e+000 +7.4886e+000 +1.9343e+000 +6.2279e+000 +9.0529e+000 +4.8845e+000 +4.3005e+000 +6.9863e+000 +7.6031e+000 +2.4715e+000 +4.1320e+000 +7.0768e+000 +8.7037e+000 +1.0282e+001 +4.2681e+000 +7.0266e+000 +8.1095e+000 +3.1162e+000
629 +7.753583518e+002 +7.753583518e+002 +7.584183518e+002 +7.584183518e+002 +6.3267e+000 +7.0463e+000 +6.9478e+000 +1.9646e+000 +2.0430e+000 +5.9648e+000 +7.4325e+000 -2.5719e+000 +7.4164e+000 +9.0090e+000 +1.6736e+000 +1.0137e+000 +6.0109e+000 +6.5384e+000 +6.4384e+000 +7.2615e+000 +9.1201e+000 +6.5696e+000 +2.1574e+000 -9.5443e-002
1092 +3.763884032e+002 +3.763884032e+002 +3.594484032e+002 +3.594484032e+002 +2.4937e+000 +6.8311e+000 +3.6952e+000 +5.6510e+000 +9.9240e-001 +2.5085e+000 +4.2483e+000 +2.2161e+000 +5.6353e+000 -3.9769e-001 +3.2413e+000 +5.3506e+000 +3.0969e+000 +8.2487e+000 +8.7558e+000 +3.4064e+000 +2.3973e+000 +5.4476e+000 +2.7699e+000 +5.1186e+000
1257 +1.988008196e+002 +1.988008196e+002 +1.818608196e+002 +1.818608196e+002 +5.4977e+000 +6.0788e+000 +5.2821e+000 +5.5546e+000 -2.2924e+000 +6.2161e+000 +3.5625e+000 -2.4391e+000 -2.4743e+000 +5.8863e+000 +7.5510e-001 +6.9302e+000 +5.0690e+000 +2.6005e+000 +5.8533e+000 +6.7428e+000 +3.0461e+000 +4.5723e+000 +3.0849e-001 +2.4720e+000
1598 +1.499137382e+002 +1.499137382e+002 +1.329737382e+002 +1.329737382e+002 +5.1856e+000 -7.2554e-001 +3.6760e+000 +1.3382e+000 -1.6338e+000 +3.7089e-001 +4.8260e+000 +6.7667e+000 -1.2842e+000 +5.9756e+000 +3.9757e+000 +4.9951e+000 +4.3573e-001 -4.9225e+000 +5.9688e+000 +4.0787e+000 +5.4241e+000 +3.8104e+000 +6.5302e+000 -2.1569e+000
1742 +7.936131136e+001 +7.936131136e+001 +6.242131136e+001 +6.242131136e+001 +1.0297e+000 -4.1494e+000 +5.1943e-001 +5.6510e+000 +2.4461e+000 +2.5085e+000 +6.9542e+000 +2.4122e+000 +1.1324e+000 -3.9769e-001 +3.2413e+000 +2.6460e+000 +3.0969e+000 +7.6072e-001 +5.1528e+000 +3.4064e+000 +3.6588e+000 +5.1168e+000 +3.9502e+000 +4.4993e+000
