% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.360842226e+003 +3.360842226e+003 +4.360842226e+003 +4.360842226e+003 -4.7420e+000 +4.7226e-001 +1.0761e-001 -1.6676e+000 +4.0129e+000 +2.5349e+000 +2.6617e+000 +6.1271e-001 +3.7410e+000 +3.0553e+000 +8.0940e-001 +4.5135e+000 +4.1513e+000 +2.6539e+000 -1.1762e+000 -4.8371e+000 -4.0407e+000 -2.8512e+000 -1.4593e+000 +3.7560e+000
3 +1.703088035e+003 +1.703088035e+003 +2.703088035e+003 +2.703088035e+003 -1.7625e+000 -1.8487e+000 +1.5806e+000 -6.3445e-001 +1.0974e-001 -1.4088e-001 +4.7163e+000 -3.8501e+000 +1.8146e+000 +6.2268e-001 +3.1727e+000 -1.0626e+000 -2.9265e+000 -3.7278e+000 -4.1691e+000 -1.0544e+000 +4.2212e+000 -2.2091e+000 -1.9538e+000 +1.4281e+000
4 +1.163857763e+003 +1.163857763e+003 +2.163857763e+003 +2.163857763e+003 -3.1756e+000 -3.7751e+000 -9.6553e-001 +9.5351e-001 +1.2379e-001 -2.0610e+000 -1.8105e+000 +4.9519e+000 +4.9852e+000 -2.4693e+000 +2.3927e+000 +2.8459e+000 -3.4150e+000 -3.5588e+000 +1.7612e+000 +3.7474e+000 -1.2944e+000 +2.5778e+000 +2.4251e-001 +2.7049e+000
5 +9.882194557e+002 +9.882194557e+002 +1.988219456e+003 +1.988219456e+003 +3.5435e-001 -1.5118e-001 +3.8586e+000 +9.9141e-001 +1.8626e+000 -2.4022e+000 -1.0907e+000 -1.0499e+000 -4.2671e+000 -1.2693e+000 +1.7189e+000 -3.3775e+000 +3.9376e+000 +3.0056e+000 +1.6511e+000 -3.5705e+000 +2.5615e+000 -1.2566e+000 -1.2917e+000 -3.1793e-001
294 +5.987300318e+002 +5.987300318e+002 +1.598730032e+003 +1.598730032e+003 -9.9355e-001 +1.5399e+000 -8.1666e-001 +1.7757e+000 +3.9335e+000 -9.7234e-001 -4.5337e+000 -5.3874e-001 +1.5370e+000 +2.9911e+000 -3.2291e+000 +2.2756e+000 +1.0228e+000 -1.1678e+000 +3.2144e+000 +4.5123e+000 +4.3369e+000 -4.3198e+000 -3.1861e+000 +2.0970e+000
631 +3.250870042e+002 +3.250870042e+002 +1.325087004e+003 +1.325087004e+003 -2.8668e+000 +2.8597e+000 +1.1138e+000 +4.2747e+000 -4.5891e-001 +1.9296e+000 -4.6090e+000 +6.8061e-001 -9.5779e-004 +4.0758e-001 -3.2977e+000 -3.4711e+000 -2.5841e+000 -7.6261e-001 +3.6517e+000 +3.9053e+000 +3.4378e+000 -2.0556e+000 +4.4259e-001 -2.1705e+000
2713 +2.364340711e+002 +2.364340711e+002 +1.236434071e+003 +1.236434071e+003 -1.5255e+000 +1.5321e+000 +2.0478e+000 +3.8994e+000 +4.6139e+000 -1.9285e+000 +7.4741e-001 +2.0993e+000 -2.1243e+000 -9.4292e-001 -2.3119e+000 -6.9334e-001 +2.2066e-001 -3.0941e+000 +5.0063e+000 +3.2414e+000 +1.6364e+000 +9.8164e-001 -1.1824e+000 -5.0341e-001
36400 +1.569787439e+002 +1.569787439e+002 +1.156978744e+003 +1.156978744e+003 -3.2315e+000 +3.2208e+000 +2.4659e+000 +3.5055e+000 +2.1364e+000 -4.6784e+000 -2.7867e+000 +9.5349e-002 -3.5680e+000 -1.4041e+000 -3.2312e+000 -1.9283e-001 +2.3307e-001 -3.9586e+000 +2.7446e+000 +3.7455e+000 +4.5677e+000 -4.4012e-001 -8.4558e-001 -3.3395e-001
38470 +9.951948525e+001 +9.951948525e+001 +1.099519485e+003 +1.099519485e+003 -3.2707e+000 +3.5188e+000 +2.4738e+000 +3.6754e+000 +2.0800e+000 -4.5130e+000 -2.6795e+000 +1.3536e-001 -3.5204e+000 -1.5037e+000 -3.2959e+000 -1.7256e-001 +2.3514e-001 -4.1103e+000 +2.7855e+000 +3.6883e+000 +4.6284e+000 -4.6676e-001 -9.8302e-001 -8.4443e-001
40098 +6.183418184e+001 +6.183418184e+001 +1.061834182e+003 +1.061834182e+003 -3.2862e+000 +3.3944e+000 +2.3479e+000 +3.7663e+000 +2.0682e+000 -4.5190e+000 -2.6473e+000 +2.7630e-001 -3.4508e+000 -1.5340e+000 -3.3101e+000 -1.8452e-001 +1.1513e-001 -4.0766e+000 +2.7484e+000 +3.5979e+000 +4.5597e+000 -3.8532e-001 -1.0590e+000 -6.6999e-001
