% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.379165434e+007 +2.379165434e+007 +2.379144446e+007 +2.379144446e+007 +3.5021e+000 -1.9308e+000 -2.0554e-002 -2.7280e-001 -2.7280e+000 +1.4649e+000 -4.8705e+000 +3.3267e+000 -9.8668e-001 -8.0498e-001 +2.5580e+000 -3.8783e+000 -3.4341e+000 +1.4723e+000 -3.0227e+000 -4.9156e+000 +3.6362e+000 -1.0723e+000 -5.9965e-001 -1.6052e+000
6 +8.780781504e+006 +8.780781504e+006 +8.780571624e+006 +8.780571624e+006 +4.9214e-001 -2.7392e+000 -4.5819e+000 +3.7941e+000 +6.8238e-001 +1.8956e+000 -3.1043e+000 -2.6884e+000 +1.2781e+000 +1.3835e+000 -9.2665e-001 +4.7977e+000 +3.0986e+000 -5.5238e-001 -1.0075e+000 +1.0461e+000 -7.5578e-001 +3.8439e-001 -1.2610e+000 -2.2253e-001
51 +2.250101420e+006 +2.250101420e+006 +2.249891540e+006 +2.249891540e+006 +2.4341e+000 -4.0536e+000 -1.3797e+000 +2.4823e+000 -2.9174e-001 +4.5193e+000 +3.7636e+000 +3.6293e+000 -2.7660e+000 +7.5225e-001 +3.2652e+000 -3.9248e+000 -1.3075e+000 -3.0150e+000 +4.0778e+000 -3.1643e+000 -3.1991e+000 +1.3450e+000 -1.7239e+000 +2.2324e+000
193 +3.539321902e+005 +3.539321902e+005 +3.537223102e+005 +3.537223102e+005 -2.8397e+000 +1.1756e+001 -3.3582e-001 +5.5840e+000 +2.4982e+000 +6.0609e+000 -2.2640e-001 -3.4563e+000 +3.8004e+000 +3.7257e-001 -7.5591e-001 +5.3595e+000 +1.7749e+000 +5.3178e-002 -4.4780e-001 -4.0973e+000 -1.9630e+000 +3.3029e+000 -2.6028e+000 +1.9540e+000
694 +2.308007441e+005 +2.308007441e+005 +2.305908641e+005 +2.305908641e+005 -4.0253e+000 +2.4283e+001 +1.7145e+000 +6.4418e+000 -1.0307e-001 +8.7522e+000 -2.2505e+000 -1.4503e+000 +4.0169e+000 -5.0966e-001 -3.1006e+000 +4.9921e+000 +2.5087e+000 -5.3143e-001 +1.0999e-001 -2.8012e+000 -2.8679e+000 +3.0592e+000 -2.2103e+000 +1.9744e+000
896 +1.425556019e+005 +1.425556019e+005 +1.423457219e+005 +1.423457219e+005 -4.4612e+000 +3.7595e+001 -1.4731e+000 +9.8220e+000 +2.0659e+000 +1.1171e+001 -2.6147e+000 -1.3155e+000 +6.1633e+000 -1.7868e+000 -2.7711e+000 +9.5863e-001 +3.3762e+000 -1.2067e+000 -1.3003e+000 -2.7879e+000 -3.3046e+000 +3.1978e+000 -2.3477e+000 +2.0508e+000
1147 +9.470706056e+004 +9.470706056e+004 +9.449718056e+004 +9.449718056e+004 -4.2589e+000 +3.5591e+001 +8.8119e-001 +4.0130e+000 +3.6222e+000 +7.8697e+000 -2.6939e-001 -7.7918e-002 +1.8598e-001 -1.5633e+000 -2.9981e+000 -1.7082e+000 +3.3246e+000 -6.7580e-001 -1.6981e+000 -3.8874e+000 -3.1066e+000 +3.1741e+000 -2.2835e+000 +2.0025e+000
1302 +5.771251729e+004 +5.771251729e+004 +5.750263729e+004 +5.750263729e+004 -4.2589e+000 +3.6838e+001 +8.8119e-001 +4.0911e+000 +3.6222e+000 +1.1905e+000 -2.6939e-001 +6.3021e-001 +1.8598e-001 -1.6646e-001 -3.0220e+000 +8.5078e-001 +3.3246e+000 -6.7580e-001 -1.6981e+000 -3.8874e+000 -3.1066e+000 +3.1741e+000 -2.2819e+000 +2.0025e+000
1503 +3.599103708e+004 +3.599103708e+004 +3.578115708e+004 +3.578115708e+004 -3.0049e+000 +1.9185e+001 +1.2918e+001 +5.6988e-001 +1.2964e+000 -3.3159e+000 +4.4496e-002 +2.2522e+000 +4.6287e-001 +2.1074e+000 -1.5764e+000 +2.8136e+000 +3.2035e+000 -1.1484e+000 -1.7666e+000 -3.7670e+000 -2.9425e+000 +3.2625e+000 -2.3992e+000 +1.9504e+000
1650 +2.453964058e+004 +2.453964058e+004 +2.432976058e+004 +2.432976058e+004 -9.4780e-001 +4.2688e+001 -2.7489e+000 -2.8639e+000 +4.1345e+000 -3.7264e+000 -7.5272e-001 +1.0347e-001 -4.4695e-001 +2.7882e+000 -3.0104e-001 +2.3180e+000 +4.0070e+000 -1.5555e+000 -1.7004e+000 -3.8356e+000 -2.9395e+000 +3.0962e+000 -2.4902e+000 +1.8374e+000
1740 +1.508366503e+004 +1.508366503e+004 +1.487378503e+004 +1.487378503e+004 -3.9738e+000 +4.3166e+001 +7.2890e+000 +7.5688e+000 -5.8610e-001 -6.5337e+000 +5.1298e+000 +2.6076e+000 -4.2553e-001 +1.3678e+000 +6.3003e-001 +1.6169e+000 +3.2713e+000 -1.5178e+000 -1.5850e+000 -3.6926e+000 -3.0307e+000 +3.0210e+000 -2.3955e+000 +1.9498e+000
2135 +9.069901482e+003 +9.069901482e+003 +8.860021482e+003 +8.860021482e+003 -2.5071e+000 +3.2053e+001 -1.8378e-001 +1.0190e+001 +3.9789e+000 -2.2480e-001 +5.8552e+000 -2.0295e-001 -2.5235e+000 +2.2630e+000 +9.1993e-001 +1.4968e+000 +4.1422e+000 -1.3211e+000 -1.6669e+000 -3.9365e+000 -2.9597e+000 +3.0686e+000 -2.3698e+000 +1.9227e+000
2375 +5.689659777e+003 +5.689659777e+003 +5.479779777e+003 +5.479779777e+003 -2.3534e+000 +2.9017e+001 +2.7582e+000 +1.1194e+001 +3.5688e+000 +2.2860e+000 +4.7132e+000 +6.7694e-001 -1.3176e+000 +2.9132e+000 +1.2038e+000 +1.4173e+000 +3.8598e+000 -1.4339e+000 -1.7158e+000 -3.8587e+000 -3.0051e+000 +3.0482e+000 -2.3629e+000 +1.9276e+000
2514 +3.149337597e+003 +3.149337597e+003 +2.939457597e+003 +2.939457597e+003 -5.4843e+000 +2.3027e+001 +5.3797e+000 +1.1237e+001 +3.9661e+000 +1.9568e+000 +1.1572e+000 +6.8676e-001 -1.3698e+000 +2.2616e+000 +9.4021e-001 +1.7346e+000 +3.9514e+000 -1.6184e+000 -1.5378e+000 -3.6926e+000 -3.0776e+000 +3.0624e+000 -2.3643e+000 +1.9191e+000
2616 +2.141865418e+003 +2.141865418e+003 +1.931985418e+003 +1.931985418e+003 -5.7990e+000 +1.7377e+001 +4.8457e+000 +3.5438e+000 +3.1919e+000 +2.4721e+000 +2.2859e+000 -1.0038e+000 -1.2294e+000 +2.2122e+000 +1.1971e+000 +1.7031e+000 +3.7186e+000 -1.5306e+000 -1.5636e+000 -3.8377e+000 -3.0440e+000 +3.0674e+000 -2.3945e+000 +1.9118e+000
2811 +1.575092140e+003 +1.575092140e+003 +1.365212140e+003 +1.365212140e+003 -2.1765e+000 +1.8785e+001 +2.0218e+000 +6.0997e+000 +3.5659e+000 +2.6317e+000 +1.4583e+000 -1.0992e+000 -1.1441e+000 +2.1227e+000 +1.0533e+000 +1.7048e+000 +4.0681e+000 -1.4057e+000 -1.5638e+000 -3.8137e+000 -3.0499e+000 +3.0682e+000 -2.3778e+000 +1.9107e+000
3099 +9.082350917e+002 +9.082350917e+002 +6.983550917e+002 +6.983550917e+002 -5.0835e+000 +1.1931e+001 +4.6120e+000 +3.1359e+000 +2.2748e+000 +3.1859e+000 +5.7123e-001 +1.1617e-001 -7.9682e-001 +2.4152e+000 +6.6177e-001 +1.6491e+000 +3.9244e+000 -1.3898e+000 -1.5318e+000 -3.8044e+000 -3.0539e+000 +3.0719e+000 -2.3777e+000 +1.9237e+000
3381 +6.061981914e+002 +6.061981914e+002 +3.963181914e+002 +3.963181914e+002 -3.4787e+000 +2.3828e+000 +6.9614e+000 +2.3340e+000 +3.4092e+000 +3.1177e+000 +1.4348e+000 -4.0879e-001 -1.4713e+000 +2.6596e+000 +7.1183e-001 +1.5881e+000 +3.9956e+000 -1.3841e+000 -1.5891e+000 -3.8194e+000 -3.0404e+000 +3.0594e+000 -2.3851e+000 +1.9211e+000
3603 +3.954124037e+002 +3.954124037e+002 +1.855324037e+002 +1.855324037e+002 -3.9516e+000 +5.8581e+000 +6.6321e+000 +1.5704e+000 +2.7417e+000 +3.5506e+000 +2.0045e+000 -3.8386e-001 -1.2889e+000 +2.4914e+000 +8.1797e-001 +1.6292e+000 +4.0274e+000 -1.3816e+000 -1.6012e+000 -3.7835e+000 -3.0540e+000 +3.0644e+000 -2.3765e+000 +1.9175e+000
3790 +1.785789692e+002 +1.785789692e+002 -3.130103084e+001 -3.130103084e+001 -3.1869e+000 +2.9836e+000 +5.3732e+000 +1.8844e+000 +1.9167e+000 +3.2630e+000 +2.3548e+000 -2.8209e-003 -1.2704e+000 +2.7327e+000 +7.2393e-001 +1.6010e+000 +4.0099e+000 -1.3973e+000 -1.5280e+000 -3.7666e+000 -3.0589e+000 +3.0592e+000 -2.3821e+000 +1.9153e+000
