% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.104151500e+003 +2.104151500e+003 +2.051801500e+003 +2.051801500e+003 +1.1215e+001 +1.2688e+001 +1.0866e+001 +1.0696e+001 +1.1120e+001 +1.0165e+001 +1.2658e+001 +6.5876e+000 +5.5941e+000 +1.1753e+001 +5.0897e+000 +1.4441e+001 +6.9594e+000 +6.9859e+000 +7.3635e+000 +9.4708e+000 +6.0589e+000 +7.1045e+000 +9.0403e+000 +1.0378e+001
3 +1.421067794e+003 +1.421067794e+003 +1.368717794e+003 +1.368717794e+003 +9.8266e+000 +1.2278e+001 +9.2549e+000 +6.4811e+000 +1.4974e+001 +1.0646e+001 +8.6006e+000 +1.4408e+001 +1.4909e+001 +6.7650e+000 +1.2205e+001 +6.6263e+000 +6.3683e+000 +1.4968e+001 +5.8566e+000 +1.0382e+001 +6.2726e+000 +1.1653e+001 +1.2838e+001 +8.2279e+000
26 +9.176609812e+002 +9.176609812e+002 +8.653109812e+002 +8.653109812e+002 +6.7518e+000 +9.4013e+000 +1.0609e+001 +5.5498e+000 +1.2308e+001 +1.4760e+001 +1.4527e+001 +1.1186e+001 +6.8312e+000 +5.9495e+000 +6.9084e+000 +1.4106e+001 +7.0310e+000 +5.0353e+000 +6.0039e+000 +6.7516e+000 +1.3616e+001 +1.4091e+001 +9.5518e+000 +5.0181e+000
194 +5.853332459e+002 +5.853332459e+002 +5.329832459e+002 +5.329832459e+002 +5.4195e+000 +1.0131e+001 +1.2498e+001 +1.0642e+001 +1.0804e+001 +1.5351e+001 +1.3420e+001 +8.6566e+000 +5.4031e+000 +1.2893e+001 +4.2653e+000 +5.4717e+000 +5.5552e+000 +6.3949e+000 +2.4766e+000 +7.5898e+000 +1.0287e+001 +1.3262e+001 +8.7987e+000 +4.2888e+000
694 +3.754571354e+002 +3.754571354e+002 +3.231071354e+002 +3.231071354e+002 +7.4784e+000 +6.4978e+000 +1.1027e+001 +5.7620e+000 +8.9685e+000 +1.1764e+001 +8.5908e+000 +7.8243e+000 +7.5679e+000 +2.9400e+000 +8.3341e+000 +7.4306e+000 +1.1667e+000 +5.4689e+000 -1.4819e-001 +7.4537e+000 +1.3236e+001 +1.3129e+001 +1.2187e+001 -2.3622e+000
918 +2.431330282e+002 +2.431330282e+002 +1.907830282e+002 +1.907830282e+002 +7.8268e+000 +2.7570e+000 +1.1236e+001 +5.0024e+000 +1.0846e+001 +6.9220e+000 +7.3313e+000 +1.0973e+001 +1.0376e+001 +6.8999e-001 +1.6048e+000 +7.9324e-001 +2.5901e+000 +8.2816e+000 +2.9567e+000 +7.4947e+000 +1.4172e+001 +1.4678e+001 +5.2475e+000 -1.0349e+000
1088 +1.561780217e+002 +1.561780217e+002 +1.038280217e+002 +1.038280217e+002 +6.6143e+000 +1.5860e+000 +1.0431e+001 +3.4926e+000 +8.8957e+000 +6.5561e+000 +7.8618e+000 +1.1211e+001 +7.8099e+000 -4.9784e+000 +3.8942e-001 -2.9360e+000 +3.2855e+000 +7.1021e+000 -1.8517e+000 +8.9551e+000 +1.4977e+001 +1.5984e+001 +7.9542e+000 -3.1986e+000
1489 +9.899215311e+001 +9.899215311e+001 +4.664215311e+001 +4.664215311e+001 +6.3331e+000 -3.6087e+000 +9.7638e+000 +7.0643e-001 +5.1254e+000 +2.1885e+000 +4.0010e+000 +1.1679e+001 +6.7177e+000 -9.9894e+000 -1.3592e-001 -7.2186e+000 +2.3741e+000 +5.6053e+000 -3.2203e+000 +7.2824e+000 +1.4292e+001 +1.6784e+001 +5.4996e+000 -4.7219e+000
2101 +6.267475796e+001 +6.267475796e+001 +1.032475796e+001 +1.032475796e+001 +5.7710e+000 -2.4408e+000 +9.3811e+000 +9.8846e-001 +2.8422e+000 -7.2607e-002 +8.0295e-001 +7.5140e+000 +6.5000e+000 -7.5080e+000 +2.6726e+000 -8.8206e+000 +3.0537e+000 +3.0603e+000 -4.8506e+000 +6.9614e+000 +1.2627e+001 +1.5781e+001 +3.5366e+000 -7.0111e+000
3057 +3.843479483e+001 +3.843479483e+001 -1.391520517e+001 -1.391520517e+001 +5.4386e+000 -4.1226e+000 +8.3267e+000 -1.2970e+000 +7.6625e-001 -2.0583e+000 -5.6121e-002 +5.0472e+000 +6.0130e+000 -1.5438e+000 +2.3759e+000 -6.9389e+000 +3.7379e+000 -2.5900e+000 -5.1364e+000 +7.4549e+000 +1.0666e+001 +1.0989e+001 +4.1636e+000 -7.4007e+000
4732 +2.507483710e+001 +2.507483710e+001 -2.727516290e+001 -2.727516290e+001 +4.4009e+000 -4.7130e+000 +8.4011e+000 -1.8473e+000 -1.3671e+000 -1.2082e+000 +2.1702e-001 +3.0823e+000 +4.5848e+000 -7.1518e-001 +4.1282e+000 -4.1918e+000 +2.9741e+000 -3.8125e+000 -4.9169e+000 +4.5103e+000 +8.5236e+000 +6.0268e+000 +4.9017e+000 -8.1160e+000
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.959198258e+003 +1.959198258e+003 +1.779658258e+003 +1.779658258e+003 +7.0342e+000 +5.4713e+000 +9.1478e+000 +6.3247e+000 +6.2434e+000 +1.1274e+001 +7.1091e+000 +7.1654e+000 +1.0796e+001 +7.4259e+000 +9.8431e+000 +1.0315e+001 +7.9286e+000 +1.3797e+001 +1.0766e+001 +6.7851e+000 +5.8535e+000 +9.6323e+000 +1.1809e+001 +7.1527e+000
99 +1.060150888e+003 +1.060150888e+003 +8.806108878e+002 +8.806108878e+002 +7.9166e+000 +8.8193e+000 +7.8220e+000 -1.8057e+000 +1.4247e+001 +8.9733e+000 +9.1284e+000 +8.0662e+000 +6.2777e+000 +5.4305e+000 +8.3848e+000 +1.1171e+001 +1.4945e+001 +8.4315e+000 +1.1151e+001 +1.4278e+001 +8.0182e+000 +1.3975e+001 +9.3052e+000 +7.0080e+000
113 +7.589368864e+002 +7.589368864e+002 +5.793968864e+002 +5.793968864e+002 +5.8806e+000 +7.2521e+000 +1.1695e+001 +1.0383e+001 -2.1908e+000 +8.1805e+000 +7.0653e+000 +7.1251e+000 +1.0700e+001 +5.0040e+000 +9.1961e+000 +4.2677e+000 +2.3016e+000 +1.0357e+001 +6.1730e+000 +5.0852e+000 +9.1992e+000 +1.1675e+001 +7.4491e+000 +6.3992e+000
494 +5.462425533e+002 +5.462425533e+002 +3.667025533e+002 +3.667025533e+002 +2.6665e+000 +2.1771e+000 +1.2517e+001 +9.2011e+000 +1.6702e+000 +8.2784e+000 +1.0085e+001 -3.3102e+000 +8.7830e+000 +5.8428e+000 +1.0853e+001 +7.2756e+000 +1.1477e+001 +8.1256e+000 +1.2360e+000 +7.5659e+000 +8.0944e+000 +8.7429e+000 +7.8515e+000 -9.2948e-001
815 +3.701877244e+002 +3.701877244e+002 +1.906477244e+002 +1.906477244e+002 +5.2229e+000 +8.4477e+000 +9.2708e+000 +7.2990e+000 +8.2118e+000 +6.8614e+000 +7.9244e+000 +1.9121e+000 +1.3028e+001 +1.6835e+000 +1.3859e+001 -5.4608e+000 +1.5327e+001 +5.7971e+000 +5.2561e+000 +1.0115e+001 +3.5458e+000 +5.8457e+000 +2.1343e+000 +2.8068e+000
1121 +2.120582010e+002 +2.120582010e+002 +3.251820101e+001 +3.251820101e+001 +4.2591e+000 +8.0521e+000 +7.3410e+000 +9.7770e+000 -8.4173e-001 +4.7501e+000 +7.8127e+000 +3.1343e+000 +6.1483e+000 +1.1569e+000 +1.0022e+001 -7.9605e+000 +9.3085e+000 +3.6241e+000 +9.6476e+000 +8.9020e+000 +2.5225e+000 +6.7928e+000 +6.4052e+000 -3.7805e+000
1318 +1.546338639e+002 +1.546338639e+002 -2.490613607e+001 -2.490613607e+001 +1.1394e+000 +7.5372e+000 +8.3279e+000 +4.7124e+000 +2.3762e+000 +4.2693e+000 +1.4432e+000 +3.6872e+000 +8.1896e+000 +1.0360e+000 +8.4137e+000 -5.7836e-001 +1.4543e+001 +2.4825e+000 +8.8751e+000 +8.1281e+000 +3.2534e+000 +7.9991e+000 +3.7753e+000 -1.4445e+000
1594 +9.701029480e+001 +9.701029480e+001 -8.252970520e+001 -8.252970520e+001 -5.7970e-001 +7.3667e+000 +6.1376e+000 +2.5909e+000 -4.6738e-001 +1.7617e+000 -1.2205e+000 +5.5622e+000 +4.3914e+000 +6.8229e-001 +7.3239e+000 -2.9306e-001 +1.5007e+001 -4.2754e-002 +1.1450e+001 +6.1092e+000 +3.1174e+000 +8.3871e+000 +3.5819e+000 -2.6264e+000
1993 +6.308866836e+001 +6.308866836e+001 -1.164513316e+002 -1.164513316e+002 +6.2134e-001 +7.4372e+000 +5.1561e+000 +2.7140e+000 -2.5170e+000 +1.0770e+000 +2.7509e-001 +7.8889e+000 +2.4755e+000 +6.9098e-001 +5.2742e+000 +2.1697e+000 +1.3124e+001 -7.4982e-001 +1.0088e+001 +5.0719e+000 +2.6452e+000 +9.9540e+000 +2.4817e+000 -5.3519e+000
2497 +3.852174568e+001 +3.852174568e+001 -1.410182543e+002 -1.410182543e+002 -2.0965e+000 +6.5742e+000 +2.7927e+000 -9.6781e-001 -2.9686e+000 -5.8817e-001 -1.6154e+000 +1.1146e+001 +6.6916e-001 +1.1245e+000 +5.1842e+000 +3.8539e+000 +1.1972e+001 -2.1829e+000 +1.1146e+001 +3.8675e+000 +2.4654e+000 +1.0592e+001 +1.4700e+000 -4.8656e+000
3730 +2.503316647e+001 +2.503316647e+001 -1.545068335e+002 -1.545068335e+002 -3.6941e+000 +6.4182e+000 +1.7041e+000 +1.2229e-001 -2.6570e+000 -2.5626e+000 +1.2972e+000 +1.1101e+001 +1.9429e+000 +2.0037e+000 +4.4078e+000 +3.4018e+000 +9.5435e+000 -1.8303e+000 +7.9594e+000 +1.5063e+000 +1.4051e+000 +1.1996e+001 +1.1085e+000 -3.5287e+000
6721 +1.582070558e+001 +1.582070558e+001 -1.637192944e+002 -1.637192944e+002 -2.8617e+000 +6.3651e+000 +6.0842e-001 +1.2404e+000 -2.0349e+000 -3.8101e+000 +2.3229e+000 +8.8051e+000 +1.1233e+000 +2.4260e+000 +3.4955e+000 +2.1617e+000 +1.2403e+000 -9.9927e-001 +4.2836e+000 +9.4170e-001 +4.0391e-001 +8.7435e+000 +4.6351e-001 -3.5381e+000
% function evaluation | noise-free fitness - Fopt (7.731000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.661560391e+003 +3.661560391e+003 +3.738870391e+003 +3.738870391e+003 +9.8087e+000 +7.9643e+000 +1.3668e+001 +1.3232e+001 +1.4187e+001 +6.9413e+000 +9.1653e+000 +5.0489e+000 +8.3203e+000 +5.7990e+000 +1.3571e+001 +1.1683e+001 +5.3691e+000 +6.3816e+000 +5.5864e+000 +1.1299e+001 +1.2363e+001 +1.0305e+001 +7.3735e+000 +1.0961e+001
17 +2.451921424e+003 +2.451921424e+003 +2.529231424e+003 +2.529231424e+003 +9.9717e+000 +1.3970e+001 +1.1662e+001 +5.0474e+000 +1.3930e+001 +1.4429e+001 +8.6514e+000 +8.2914e+000 +1.3186e+001 +1.1719e+001 +5.1711e+000 +8.0976e+000 +8.1856e+000 +1.2895e+001 +8.2740e+000 +7.4095e+000 +9.3234e+000 +5.7263e+000 +9.4275e+000 +1.0816e+001
444 +1.564509029e+003 +1.564509029e+003 +1.641819029e+003 +1.641819029e+003 +4.8233e+000 +1.3024e+001 +6.3622e+000 +9.2276e+000 +2.7872e+000 +1.2861e+001 +8.8607e+000 -4.1072e-001 +8.7599e+000 +8.8404e+000 +3.4948e+000 +1.4523e+001 +1.0952e+001 +7.8995e+000 +1.0231e+001 +9.1773e+000 +9.2427e+000 +1.2739e+001 +5.1291e+000 +5.1467e+000
546 +9.102255190e+002 +9.102255190e+002 +9.875355190e+002 +9.875355190e+002 +7.3176e+000 +9.9538e+000 +9.0196e+000 +9.4383e+000 +1.6250e+001 +4.5301e+000 +6.6075e+000 +1.0925e-001 +1.1418e+001 +9.3587e+000 +9.6158e+000 +4.9543e+000 +4.1292e+000 +3.7360e+000 +1.2468e+001 -9.7027e-001 +7.6285e+000 +5.8149e+000 +3.0945e+000 +1.0072e+001
