% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.913977964e+007 +1.913977964e+007 +1.913985591e+007 +1.913985591e+007 +6.7065e+000 +7.6407e+000 +1.4248e+001 +9.4992e+000 +6.7939e+000 +1.1519e+001 +1.1027e+001 +1.0389e+001 +1.1298e+001 +1.1790e+001 +1.3424e+001 +1.0095e+001 +9.4690e+000 +1.1203e+001 +1.1269e+001 +1.2148e+001 +5.3519e+000 +1.2172e+001 +8.1495e+000 +9.6091e+000
3 +4.940359681e+005 +4.940359681e+005 +4.941122381e+005 +4.941122381e+005 +1.2853e+001 +1.1416e+001 +1.3735e+001 +7.7404e+000 +9.4446e+000 +8.9547e+000 +7.9687e+000 +1.2604e+001 +5.1018e+000 +1.4670e+001 +5.2693e+000 +9.3457e+000 +1.3175e+001 +8.1771e+000 +1.3407e+001 +1.0784e+001 +5.2029e+000 +1.0290e+001 +8.2123e+000 +5.0534e+000
14 +2.608183205e+003 +2.608183205e+003 +2.684453205e+003 +2.684453205e+003 +9.2652e+000 +1.2900e+001 +1.4635e+001 +1.4761e+001 +9.5565e+000 +1.0819e+001 +5.3511e+000 +7.6396e+000 +9.8808e+000 +1.1157e+001 +1.0382e+001 +5.9946e+000 +1.3874e+001 +7.3063e+000 +1.4190e+001 +9.9936e+000 +8.2594e+000 +9.8009e+000 +1.0927e+001 +9.5411e+000
258 +2.263662276e+003 +2.263662276e+003 +2.339932276e+003 +2.339932276e+003 +9.3380e+000 +6.6641e+000 +1.2682e+001 +2.0014e+001 +6.2164e+000 +7.0146e+000 +7.9229e+000 +5.3164e+000 +6.2338e+000 +6.6080e+000 +1.0901e+001 +6.8010e+000 +9.9705e+000 +1.3534e+001 +8.4078e+000 +1.2095e+001 +1.3327e+001 +9.6896e+000 -1.0976e+000 +2.6115e+000
880 +1.573180930e+003 +1.573180930e+003 +1.649450930e+003 +1.649450930e+003 +5.1968e+000 +2.3481e+000 +7.0474e+000 +2.3439e+001 +4.5641e+000 +6.6601e+000 +6.5574e+000 +2.7356e+000 +5.9778e-001 +2.8037e+000 +9.5285e+000 +4.0240e+000 +9.2341e+000 +1.4404e+001 +1.4343e+000 +8.6589e+000 +1.1587e+001 +6.3688e+000 -9.4699e+000 -2.5494e+000
1974 +9.817950651e+002 +9.817950651e+002 +1.058065065e+003 +1.058065065e+003 -2.2843e+000 -2.0449e+000 +1.0763e+000 +1.7843e+001 +2.2043e+000 +3.0307e+000 +5.7328e+000 +1.0967e-001 -3.5435e+000 -3.1768e+000 +8.5410e+000 +4.0836e-001 +5.3725e+000 +1.3206e+001 +6.2669e-001 +2.5756e+000 +9.2396e+000 -4.7923e-001 -1.4998e+001 -5.8121e+000
2396 +6.303547128e+002 +6.303547128e+002 +7.066247128e+002 +7.066247128e+002 -4.5995e+000 +8.1542e-001 +1.3562e+000 +1.2807e+001 +2.8093e+000 +2.3561e+000 +6.2371e+000 +3.0548e+000 -3.1557e+000 -2.3548e+000 +8.0851e+000 +1.4220e+000 +3.5992e+000 +1.0292e+001 +4.0363e+000 +7.3683e-001 +8.5081e+000 -2.3795e+000 -1.0586e+001 -9.9724e-001
8102 +3.980313413e+002 +3.980313413e+002 +4.743013413e+002 +4.743013413e+002 -5.2453e+000 -8.4110e-001 -3.7360e+000 +6.2418e+000 +1.4625e+000 -9.3094e-002 +5.1633e+000 +4.4097e+000 -6.4411e+000 -4.6332e+000 +3.4898e+000 -2.2216e-001 -5.5201e-001 +4.0966e+000 +4.8136e+000 -3.0575e+000 +5.3699e+000 -4.6380e+000 -7.3713e+000 +2.5407e+000
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.458349346e+008 +2.458349346e+008 +2.458349120e+008 +2.458349120e+008 +6.2597e+000 +1.0828e+001 +1.0246e+001 +6.6834e+000 +1.2414e+001 +1.4991e+001 +6.3564e+000 +1.1015e+001 +1.4205e+001 +9.1581e+000 +1.4884e+001 +1.0372e+001 +1.4313e+001 +8.5293e+000 +6.0122e+000 +6.3971e+000 +1.0014e+001 +1.0459e+001 +1.2480e+001 +6.2077e+000
