% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.417373196e+002 +3.417373196e+002 +3.325273196e+002 +3.325273196e+002 +3.3334e+000 -2.3192e+000 +3.3258e-001 +1.5157e+000 +1.7727e+000 -3.7332e+000 +4.2876e+000 +1.3957e+000 +1.4227e+000 -4.6938e+000 +2.9664e+000 -3.9474e+000 -4.7580e+000 -3.3743e+000 -4.3282e+000 -2.4857e+000 +3.7453e+000 +1.8947e+000 -1.2819e+000 -2.5422e+000
72 +2.441212425e+002 +2.441212425e+002 +2.349112425e+002 +2.349112425e+002 +6.0338e+000 +9.5674e+000 -5.6410e+000 +1.1896e+000 -4.6946e+000 -3.7889e-001 -5.1669e-001 -2.7891e+000 -2.0605e+000 +4.8115e+000 +6.0286e+000 -8.2500e+000 +4.0396e+000 +3.8808e-001 +2.4745e+000 -6.7011e+000 +4.6141e+000 +2.4527e+000 -8.1074e+000 +3.9607e+000
219 +1.582291938e+002 +1.582291938e+002 +1.490191938e+002 +1.490191938e+002 +2.6142e+000 +1.4863e+001 -8.3949e+000 +8.3374e+000 -5.1181e+000 -1.0197e+000 +7.2143e+000 +2.2818e+000 +5.5018e-001 +7.6162e+000 -1.6620e+000 -1.2859e+001 +5.1047e+000 +2.8322e+000 +4.2413e+000 -1.4019e+001 +1.0195e+001 +6.0074e+000 -1.9256e+001 +8.0439e+000
255 +8.988770717e+001 +8.988770717e+001 +8.067770717e+001 +8.067770717e+001 +1.8286e+001 +1.7595e+001 -1.2390e+001 -1.7637e+000 -4.6042e+000 +1.7028e+000 +1.7006e+001 +4.1941e+000 +7.1503e+000 -5.5542e+000 -1.7660e+000 -1.7445e+001 +5.9167e+000 +1.3800e+001 +2.0688e+000 -1.9304e+001 +1.5809e+001 +1.6281e+001 -1.5153e+001 +7.8663e+000
327 +5.454930349e+001 +5.454930349e+001 +4.533930349e+001 +4.533930349e+001 +1.1999e+001 +1.9546e+001 -1.7526e+001 +4.0132e+000 -2.8808e+000 +3.5494e+000 +2.3246e+001 +2.8399e+000 +7.6118e+000 -1.0259e+001 -1.0797e+001 -1.9787e+001 +1.1641e+001 +9.4288e+000 -2.5657e+000 -2.2919e+001 +2.4058e+001 +1.7530e+001 -2.4312e+001 +5.3301e+000
392 +3.293896671e+001 +3.293896671e+001 +2.372896671e+001 +2.372896671e+001 +1.8239e+001 +1.8579e+001 -1.0243e+001 +8.2342e+000 -6.8071e+000 +4.2863e-001 +1.0383e+001 +3.8752e+000 +7.1297e+000 -1.8030e+001 -1.1302e+001 -1.4958e+001 +6.4456e+000 +5.4194e+000 -4.5403e+000 -2.1994e+001 +2.8803e+001 +1.0376e+001 -2.7328e+001 +5.8495e+000
502 +2.104252413e+001 +2.104252413e+001 +1.183252413e+001 +1.183252413e+001 +1.3810e+001 +3.1720e+001 -6.6042e+000 +7.2542e+000 -9.0298e+000 +1.5872e+000 +2.1775e+001 +1.2536e+001 +1.1142e+001 -2.9795e+001 -1.9021e+001 -2.0354e+001 +1.8448e+001 +1.1842e+001 -1.6731e+001 -3.7099e+001 +3.1952e+001 +1.4460e+001 -4.4451e+001 +5.9807e+000
600 +1.026149278e+001 +1.026149278e+001 +1.051492783e+000 +1.051492783e+000 +2.2192e+001 +4.2359e+001 +9.8133e-002 +2.2347e+001 -1.0343e+001 +2.8095e+000 +2.1777e+001 +2.2278e+001 +2.2962e+001 -6.2635e+001 -3.0644e+001 -2.8300e+001 +3.8005e+001 +1.3051e+001 -3.1713e+001 -6.2572e+001 +4.3118e+001 +2.0266e+001 -6.1920e+001 +7.1811e+000
612 +3.986292586e+000 +3.986292586e+000 -5.223707414e+000 -5.223707414e+000 +2.5459e+001 +4.7716e+001 +1.8717e+000 +2.4300e+001 -1.3769e+001 +5.1138e+000 +2.2602e+001 +2.6774e+001 +2.6784e+001 -7.3657e+001 -3.8783e+001 -3.7113e+001 +4.6708e+001 +1.5670e+001 -4.0908e+001 -7.0945e+001 +5.0266e+001 +1.9726e+001 -7.2788e+001 +8.2782e+000
614 -3.552713679e-014 -3.552713679e-014 -9.210000000e+000 -9.210000000e+000 +3.3051e+001 +5.4326e+001 +5.4728e+000 +3.2497e+001 -1.6526e+001 +6.9545e+000 +2.5597e+001 +3.5722e+001 +3.3287e+001 -9.2717e+001 -4.6008e+001 -4.2564e+001 +6.0125e+001 +1.7156e+001 -5.3923e+001 -8.6927e+001 +5.5856e+001 +2.2005e+001 -8.9539e+001 +8.8329e+000
% function evaluation | noise-free fitness - Fopt (6.559900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.888052601e+002 +3.888052601e+002 +1.044795260e+003 +1.044795260e+003 -3.1290e+000 +3.4303e+000 -3.6261e+000 +2.6093e+000 +1.6717e+000 +3.8255e+000 -4.2138e+000 -3.6776e+000 +4.6093e+000 +4.9551e+000 +5.2214e-001 +4.3604e+000 +9.9520e-001 -3.8073e+000 +1.0355e+000 +3.6791e+000 -1.8227e+000 +4.4441e+000 -9.4632e-001 +6.9235e-001
96 +2.449023974e+002 +2.449023974e+002 +9.008923974e+002 +9.008923974e+002 +2.9312e+000 +4.0651e+000 -3.6047e+000 -2.4941e+000 -7.2709e-001 -4.5736e+000 -3.2327e-001 +2.6996e+000 -3.1926e-001 -3.6230e+000 +2.2531e+000 +2.2845e+000 +4.5600e+000 +2.0303e+000 +4.4306e+000 -5.9499e+000 -5.1309e+000 -2.6345e+000 +3.9364e+000 +2.3082e+000
142 +1.489623806e+002 +1.489623806e+002 +8.049523806e+002 +8.049523806e+002 +2.1197e+000 +2.6266e+000 +4.3307e+000 +2.2371e+000 -8.4521e+000 -6.7191e-001 +7.7182e+000 -3.3678e+000 +5.6183e+000 -3.5634e+000 -1.9943e+000 +4.0941e+000 +2.9897e+000 -6.4399e+000 +9.6113e+000 +7.3986e+000 -7.8826e+000 -6.8555e+000 +1.1292e+001 +5.7274e+000
197 +9.455614324e+001 +9.455614324e+001 +7.505461432e+002 +7.505461432e+002 -2.3187e+000 +7.4345e+000 -1.2272e+001 +1.3732e+001 -9.7789e+000 -6.3699e+000 -3.5073e+000 +5.7619e-001 -6.3042e+000 -5.8220e+000 +1.1470e+000 +6.1062e+000 +1.1061e+001 -9.8717e+000 +8.3060e+000 -2.6048e+000 -5.4214e+000 -8.9730e+000 +8.2397e+000 +6.6215e+000
265 +6.030846671e+001 +6.030846671e+001 +7.162984667e+002 +7.162984667e+002 -6.7011e-001 +1.9689e+001 -3.1850e+001 +8.8703e+000 -1.6670e+001 -3.7653e+000 -9.7600e+000 -1.6410e+000 -1.4747e+001 -5.9601e+000 +2.3230e+000 +5.7588e+000 +3.3987e+001 -1.7061e+001 +8.6064e+000 +1.1086e+001 -2.5028e+001 -2.4771e+001 +1.6695e+001 +1.0753e+001
394 +2.880890414e+001 +2.880890414e+001 +6.847989041e+002 +6.847989041e+002 -1.4338e+000 +1.4279e+001 -6.5270e+000 +4.0458e+001 -4.6228e+000 -1.4108e+001 -1.0092e+001 +7.2121e+000 -2.9076e+001 -6.8609e+000 +5.0791e+000 +1.3670e+001 +4.2694e+001 -3.5044e+001 +1.1239e+001 +1.2219e+001 -3.3426e+001 -1.8247e+001 +3.5295e+001 +1.4839e+001
441 +1.390013519e+001 +1.390013519e+001 +6.698901352e+002 +6.698901352e+002 +1.9574e-001 +1.9851e+000 -1.0640e+001 +2.0763e+001 -4.2543e+000 -1.6843e+001 -1.0279e+001 +5.8699e+000 -2.4032e+001 -8.4828e+000 +6.0852e+000 +1.3942e+001 +4.5558e+001 -3.7457e+001 +1.3002e+001 +2.1652e+001 -3.5562e+001 -2.8360e+001 +4.1535e+001 +1.4976e+001
531 +3.521272394e+000 +3.521272394e+000 +6.595112724e+002 +6.595112724e+002 +5.3650e+000 -6.3659e+000 -2.0603e+001 +3.5913e+001 -6.0335e+000 -2.2412e+001 -1.4826e+001 +1.1230e+001 -3.5571e+001 -3.8169e+000 +6.4013e+000 +3.2081e+001 +8.3130e+001 -7.4376e+001 +1.1259e+001 +3.7061e+001 -5.8464e+001 -4.5807e+001 +8.1924e+001 +3.5296e+001
541 +7.854156681e-002 +7.854156681e-002 +6.560685416e+002 +6.560685416e+002 +4.9215e+000 -1.1410e+001 -2.6554e+001 +3.3857e+001 -6.6374e+000 -2.7505e+001 -1.5018e+001 +1.1881e+001 -3.8432e+001 -5.8935e+000 +5.9060e+000 +3.4351e+001 +8.7049e+001 -7.9710e+001 +1.4602e+001 +4.5704e+001 -6.1758e+001 -5.2277e+001 +9.1095e+001 +3.7167e+001
545 -3.410605132e-013 -3.410605132e-013 +6.559900000e+002 +6.559900000e+002 +7.8513e+000 -2.1956e+001 -3.6025e+001 +2.9753e+001 -8.5235e+000 -3.3847e+001 -1.7354e+001 +1.3816e+001 -4.2361e+001 -6.0800e+000 +6.6393e+000 +4.3543e+001 +1.0670e+002 -9.9523e+001 +1.7367e+001 +6.1245e+001 -7.5330e+001 -6.8268e+001 +1.1578e+002 +4.7213e+001
% function evaluation | noise-free fitness - Fopt (6.671000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.087133869e+002 +4.087133869e+002 +4.754233869e+002 +4.754233869e+002 -6.9514e-001 +4.5393e+000 +7.2773e-001 +3.8083e+000 +8.3498e-001 +4.4710e+000 -4.2836e+000 +2.6379e+000 +9.6730e-001 +4.9468e+000 -5.7606e-001 +1.1605e+000 -2.6676e+000 +4.9984e+000 -3.3152e+000 +4.7909e+000 +2.9915e+000 +3.5000e+000 -2.0252e+000 -1.7065e-001
3 +3.598906416e+002 +3.598906416e+002 +4.266006416e+002 +4.266006416e+002 +4.8571e+000 +4.3740e+000 +4.6292e+000 +4.4389e+000 +4.0744e+000 +1.8404e+000 +2.2885e+000 +4.1183e+000 +9.0700e-001 -2.2244e-001 -2.2682e+000 -9.3264e-001 +3.7422e+000 -5.8314e-001 +4.6022e+000 +4.1761e+000 -2.1854e+000 -4.1143e+000 +3.4104e+000 +2.9218e+000
45 +2.422498213e+002 +2.422498213e+002 +3.089598213e+002 +3.089598213e+002 +3.6838e+000 +4.1776e+000 +2.8360e+000 +2.2753e-001 +9.1658e-001 +3.2936e+000 -1.1582e+000 -1.3096e+000 +4.5831e+000 +3.1819e+000 -4.0052e+000 +2.3830e+000 -3.0775e+000 -2.0224e+000 +2.9242e+000 +4.7820e+000 -2.3319e+000 -4.5344e+000 -3.6725e+000 -4.4894e+000
149 +1.566154427e+002 +1.566154427e+002 +2.233254427e+002 +2.233254427e+002 +5.6357e+000 +6.7811e-002 +7.1412e-001 -7.1038e-002 -4.2566e+000 +5.3712e+000 -3.1760e+000 -1.4299e+000 +4.8078e+000 +7.8211e+000 -6.1764e+000 +3.0506e+000 -1.1499e+000 +1.5170e+000 +9.1283e+000 +6.7558e+000 -6.6564e+000 -5.5711e+000 -6.5914e+000 -7.4145e+000
