% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.706924125e+005 +3.706924125e+005 +3.708162425e+005 +3.708162425e+005 -2.2177e+000 -2.6854e+000 -3.4719e+000 +3.0952e-001 +2.9969e+000 -3.3127e+000 -8.2652e-001 -3.6576e+000 -8.7755e-001 -4.3746e-001 -2.2927e+000 +4.7929e+000 -9.6951e-001 -4.4674e+000 +1.0516e+000 -9.1738e-001 +5.7810e-001 +4.2753e+000 -3.3546e+000 +2.1599e+000
5 +2.203792881e+005 +2.203792881e+005 +2.205031181e+005 +2.205031181e+005 -3.9067e+000 +3.6054e+000 -4.9753e+000 +4.6283e+000 -2.0651e+000 -1.0783e+000 +1.2378e+000 +1.7513e+000 -3.6499e+000 -2.9992e-001 -2.5483e+000 +1.8625e+000 +3.1281e+000 -1.8058e+000 -2.8129e+000 -2.7414e+000 -9.7396e-001 -2.1360e+000 +2.8773e+000 +2.0296e+000
36 +1.458187215e+005 +1.458187215e+005 +1.459425515e+005 +1.459425515e+005 -2.7574e+000 -1.1375e+000 -3.5519e+000 +3.0955e+000 +3.2714e+000 +3.5465e-001 +4.0869e-001 -2.4859e+000 -1.3426e+000 +1.7963e+000 -4.4777e+000 -4.4366e+000 -3.1186e+000 -9.8361e-001 -3.2997e+000 -1.2640e+000 -1.1788e+000 +2.2900e+000 -2.3269e+000 +1.8672e+000
55 +9.281173551e+004 +9.281173551e+004 +9.293556551e+004 +9.293556551e+004 +5.8667e-002 +3.2300e+000 +1.0496e+000 +9.0308e-001 -2.0651e+000 -1.0783e+000 +1.2378e+000 +1.7513e+000 -3.6499e+000 -2.2108e+000 -2.5483e+000 -3.8734e+000 +9.8719e-001 -6.2737e-001 -2.8129e+000 +2.5471e+000 -1.4534e+000 -1.9528e+000 +2.8773e+000 -9.9023e-002
333 +5.327521423e+004 +5.327521423e+004 +5.339904423e+004 +5.339904423e+004 -3.1186e+000 -1.8647e+000 -1.1848e+000 +1.2810e+000 -3.6646e-001 +6.4647e-001 +1.8863e+000 -3.7229e-001 -3.6388e+000 -1.4359e+000 -2.9757e-001 -1.2119e+000 +2.6679e-001 -3.0127e+000 +1.9506e+000 -2.7027e+000 +7.9985e-001 +5.2538e-001 -5.0067e-001 -2.5938e+000
990 +2.824689786e+004 +2.824689786e+004 +2.837072786e+004 +2.837072786e+004 -1.2414e+000 -2.1399e+000 -1.9608e-001 -3.4671e+000 -1.5732e+000 +1.3321e+000 +2.0763e+000 -2.9262e-001 -1.9840e+000 -2.6958e+000 +2.3877e-003 +5.6405e-001 -5.0951e-001 -8.5914e-001 +2.1605e+000 -2.4036e+000 -1.9518e+000 +1.3231e+000 -5.8399e-001 -9.9669e-001
1636 +1.478908285e+004 +1.478908285e+004 +1.491291285e+004 +1.491291285e+004 -4.1622e-001 +2.1834e+000 +1.0108e+000 +2.2745e+000 -1.1304e+000 +7.5658e-001 +1.9090e+000 -9.4503e-001 +6.3943e-001 +1.1484e+000 -2.8668e+000 -4.4366e+000 +1.8812e+000 -2.8319e+000 +6.8772e-001 -3.3415e+000 -1.8922e+000 -9.7194e-001 +1.6439e+000 -1.2596e+000
1885 +8.853438215e+003 +8.853438215e+003 +8.977268215e+003 +8.977268215e+003 -1.8211e+000 -8.5142e-001 +1.1311e+000 -3.6340e-001 -1.2045e+000 -8.6268e-001 +1.6280e+000 +2.6270e-001 -1.5878e+000 -3.1691e+000 +1.4991e+000 -2.9176e-001 +8.6494e-001 +1.5369e+000 +1.6393e+000 +1.1690e+000 -1.9926e+000 -1.0656e+000 -4.3116e-001 -8.6745e-001
2726 +5.454060835e+003 +5.454060835e+003 +5.577890835e+003 +5.577890835e+003 -1.1801e+000 +2.3744e-001 -1.2873e+000 +1.1747e+000 -1.2354e+000 -1.0479e+000 +1.5927e+000 -7.9497e-001 +5.5788e-002 -5.1541e-001 -1.4439e+000 -1.6294e+000 -1.8978e+000 -1.2992e+000 +4.2716e-001 -4.5148e-001 -2.0962e+000 +1.5009e+000 +2.0295e-002 -3.9317e-001
3040 +2.902061811e+003 +2.902061811e+003 +3.025891811e+003 +3.025891811e+003 -7.1874e-001 +3.0343e-001 +2.5633e-001 +1.5180e+000 +6.3365e-001 +2.7561e-001 +1.1457e+000 -2.3338e-001 -7.2468e-001 +8.3978e-001 -4.9222e-002 -1.3700e+000 -1.7353e-001 -2.0185e+000 +1.1772e-001 -1.3038e+000 -1.1344e+000 +1.2364e+000 +2.6278e-001 +1.0475e-001
