% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.344752816e+005 +6.344752816e+005 +6.339287816e+005 +6.339287816e+005 +3.9213e+000 +2.8270e+000 -4.0502e+000 +4.2041e+000 +3.1866e+000 -3.5017e+000 +4.8253e+000 +1.4666e+000 -1.1616e+000 -4.9613e+000 +3.0073e+000 -2.1425e+000 +2.8539e-001 -5.4629e-001 -4.0446e+000 +3.0241e+000 -3.9311e+000 +3.9215e+000 +3.3048e+000 -4.7317e+000
3 +4.877573155e+005 +4.877573155e+005 +4.872108155e+005 +4.872108155e+005 -4.0393e+000 -4.0072e+000 +1.3295e-001 +3.3081e+000 +2.0099e+000 -2.2388e+000 -4.8832e+000 +1.3895e+000 +1.7888e+000 -4.6535e+000 -4.3434e+000 +6.5627e-001 -1.0915e+000 +1.2546e+000 +3.7344e+000 +2.7354e+000 -2.1476e+000 +2.8998e+000 +4.1925e+000 -3.8377e+000
4 +1.585133737e+005 +1.585133737e+005 +1.579668737e+005 +1.579668737e+005 +7.7190e-001 +2.5906e+000 -2.3189e+000 +3.5984e+000 -1.3433e+000 -2.4836e+000 +2.2171e+000 +2.1763e+000 +9.9464e-001 -4.6844e+000 +3.2572e+000 +2.3288e+000 +2.0937e+000 -3.5715e+000 +3.1063e+000 +3.7831e+000 -3.7670e-002 -3.7879e+000 +2.8817e+000 -1.1066e+000
8 +6.091873544e+004 +6.091873544e+004 +6.037223544e+004 +6.037223544e+004 -3.1052e+000 -1.4943e+000 +1.9307e+000 +2.6658e+000 -5.6115e-001 -3.9865e-001 +1.7794e+000 +2.2684e+000 -3.9477e+000 -2.3476e+000 -2.4399e+000 +2.2752e+000 +3.9038e+000 +3.5594e+000 +3.8364e+000 -4.2257e+000 +8.6365e-001 -3.5803e+000 -1.8898e-001 +2.3090e+000
90 +3.416375386e+004 +3.416375386e+004 +3.361725386e+004 +3.361725386e+004 +7.3058e-001 +5.2650e+000 +1.1013e-001 -3.8900e+000 +5.0145e-002 -2.1304e+000 -3.6711e+000 +1.7308e+000 -5.2261e+000 -2.5343e+000 -2.0860e+000 +1.7346e+000 -2.3223e+000 -3.7636e+000 +1.0848e+000 -1.8492e+000 +2.4330e-001 -6.5832e-001 -1.5802e+000 +1.1921e+000
92 +1.861632887e+004 +1.861632887e+004 +1.806982887e+004 +1.806982887e+004 -9.0202e-002 +4.8187e+000 +8.7633e-001 -1.9627e+000 +1.8714e+000 -4.0219e+000 -2.4848e-001 +4.1340e+000 -2.1761e+000 -8.3543e-002 -1.6423e+000 +9.7138e-001 -2.8847e-001 -2.1593e+000 -1.6249e+000 -3.4123e+000 +1.9644e-001 -2.8939e+000 +1.9680e-001 +3.3066e+000
251 +1.311536904e+004 +1.311536904e+004 +1.256886904e+004 +1.256886904e+004 +7.9968e-001 +6.6734e-001 +1.9270e+000 -8.1823e-001 -1.5249e+000 -4.0219e+000 -2.4848e-001 +4.1340e+000 -2.5824e+000 +1.5696e+000 +5.7196e-001 +9.7138e-001 -2.8847e-001 -1.9420e+000 +3.4045e+000 -3.4123e+000 +1.9644e-001 -2.8939e+000 +1.9680e-001 +3.3066e+000
403 +9.526001115e+003 +9.526001115e+003 +8.979501115e+003 +8.979501115e+003 -2.7468e+000 +2.3948e+000 +3.6263e+000 -1.3329e+000 +3.3686e-002 -3.0527e+000 -3.0261e+000 -1.4617e+000 -1.6886e+000 +2.3046e+000 +1.4094e+000 +7.9090e-001 +1.6308e+000 -1.3620e+000 +3.9338e-001 -2.7878e+000 -1.3498e+000 -3.4495e+000 +3.0715e-001 +2.2261e+000
488 +5.197792211e+003 +5.197792211e+003 +4.651292211e+003 +4.651292211e+003 -2.7468e+000 +2.3948e+000 +1.3218e-001 -1.3329e+000 -5.9862e-002 -1.9502e+000 -1.0614e+000 -4.1815e-001 -1.6886e+000 +2.3046e+000 -1.2827e+000 +2.1461e-001 +1.6308e+000 -1.3620e+000 +2.2843e+000 -2.7878e+000 +6.7906e-001 -3.4495e+000 +3.0715e-001 +2.2261e+000
1032 +3.529060850e+003 +3.529060850e+003 +2.982560850e+003 +2.982560850e+003 -1.8877e+000 +3.0526e+000 +6.6043e-001 -1.1947e+000 +3.1143e-001 -2.0094e+000 -2.7987e-001 +8.9677e-001 -1.6399e+000 +1.8331e+000 -7.1827e-001 +9.9780e-001 +1.4831e+000 -1.1073e+000 +2.1138e+000 -2.7376e+000 +1.9057e-001 -3.5206e+000 +2.2825e-001 +2.0128e+000
1103 +2.329383869e+003 +2.329383869e+003 +1.782883869e+003 +1.782883869e+003 -2.4505e+000 +3.2377e+000 +1.3365e-001 -4.9004e-001 +1.7606e-001 -2.1941e+000 +2.7711e-001 -1.8450e-001 -1.7959e+000 +1.2526e+000 -9.7832e-001 +8.9154e-001 +7.9208e-001 -1.1498e+000 +2.7100e+000 -2.4279e+000 +5.7180e-001 -3.1481e+000 -4.5418e-001 +2.0060e+000
