% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.826523516e+001 +6.826523516e+001 -3.428476484e+001 -3.428476484e+001 +2.3043e-001 +1.0800e+000 -4.6128e+000 -2.3642e+000 -6.3379e-001 +1.4566e+000 -4.1527e+000 +2.2476e+000 +2.4698e+000 -4.1769e-001 +2.8159e+000 +3.5326e+000 +3.6913e+000 -1.3389e+000 +4.9581e+000 -2.1157e+000 +3.2293e+000 +3.5209e+000 -4.1007e+000 +2.6463e+000
3 +3.171626880e+001 +3.171626880e+001 -7.083373120e+001 -7.083373120e+001 -3.2327e+000 +1.7196e+000 +3.9617e+000 -2.0202e+000 +1.0556e+000 +3.3864e+000 +2.2204e-001 -3.3816e+000 -1.3068e+000 -8.6022e-001 -9.5893e-001 +1.9881e+000 +3.0178e+000 -4.1290e+000 +3.4115e+000 -1.2944e+000 -1.7913e+000 -9.2210e-001 +4.2214e+000 -1.5786e+000
45 +2.163750273e+001 +2.163750273e+001 -8.091249727e+001 -8.091249727e+001 +2.8356e+000 -6.2966e-001 +3.1822e+000 +1.5756e+000 -4.4346e+000 +8.0523e-001 +8.5256e-001 +7.6681e-001 -1.2123e-001 -1.1428e+000 +2.5306e+000 +2.0517e+000 +2.0477e+000 +1.7256e+000 -3.8156e+000 +2.9643e-001 -1.1521e+000 +3.4672e+000 -1.2843e+000 +1.2331e+000
311 +1.414928414e+001 +1.414928414e+001 -8.840071586e+001 -8.840071586e+001 +6.7894e-002 +1.4709e-001 +1.5999e+000 +1.3671e+000 -3.2049e+000 +1.2064e+000 +1.5295e+000 -2.2600e+000 -1.8904e+000 +6.5603e-001 +1.1791e+000 -2.3580e-001 -1.0300e+000 +1.3256e+000 -1.8361e+000 +4.3736e-002 -1.4121e+000 +2.5815e+000 +3.0252e+000 +8.9888e-001
910 +9.993085818e+000 +9.993085818e+000 -9.255691418e+001 -9.255691418e+001 +1.5139e+000 +3.5734e-001 -1.3525e+000 -1.0286e+000 +8.9849e-001 +1.9417e-001 +6.3418e-001 -1.7726e+000 -1.8728e+000 -2.1012e+000 +2.7932e+000 +1.7891e+000 -5.1645e-001 +7.9970e-001 -1.8224e+000 +9.5606e-001 -2.7142e+000 +1.3323e-001 +6.6143e-001 -9.4327e-001
24287 +6.280792933e+000 +6.280792933e+000 -9.626920707e+001 -9.626920707e+001 -9.2923e-001 -1.7410e+000 -2.5950e+000 -2.5240e+000 -1.3780e-001 -1.9546e-001 -1.9321e-003 -8.3131e-001 -1.3904e+000 +2.1819e-001 -6.7359e-001 +2.0780e-001 +4.0963e-002 +8.8678e-001 +2.3022e-001 +7.6765e-001 +5.3781e-001 -1.6974e-002 +8.2274e-001 +5.3576e-001
% function evaluation | noise-free fitness - Fopt (7.169000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.687388193e+001 +5.687388193e+001 +1.285638819e+002 +1.285638819e+002 -3.0734e+000 -3.0976e+000 -5.9291e-001 -1.3494e+000 -2.7293e+000 +2.2126e+000 +4.8551e+000 -3.4083e+000 -4.1197e+000 -1.1028e+000 -4.3957e+000 -1.2258e+000 +4.0072e+000 +3.4518e+000 -4.1019e+000 -4.8174e-001 -4.6374e-002 -3.7280e+000 -1.1604e+000 +4.3573e+000
3 +2.981408029e+001 +2.981408029e+001 +1.015040803e+002 +1.015040803e+002 +6.5849e-002 +4.4991e+000 +1.5141e-001 -3.5325e+000 -1.2218e+000 -3.3389e-001 -1.1261e-001 +7.8346e-001 +3.2051e-001 +7.1378e-001 +1.9272e+000 -1.5825e-001 +1.6436e+000 -4.1110e+000 -2.7324e+000 -1.0291e+000 +2.1748e+000 -3.7872e+000 +4.1565e+000 -3.7169e+000
86 +2.292956205e+001 +2.292956205e+001 +9.461956205e+001 +9.461956205e+001 -3.0334e+000 -1.5095e+000 -9.3472e-001 +3.2368e+000 +2.4599e+000 -1.8367e+000 -2.7072e+000 +2.1454e+000 -2.9628e+000 +2.1983e+000 +4.5051e+000 +4.0377e-001 -1.9143e+000 +1.8481e+000 -1.2747e-001 -2.7128e+000 +1.3923e+000 -1.1893e+000 +3.1896e+000 +6.1858e-001
