% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.224948005e+007 +3.224948005e+007 +3.224927017e+007 +3.224927017e+007 -3.4619e+000 +3.2091e+000 +2.5840e+000 -3.9441e+000 +4.6937e+000 +2.0449e+000 +4.4900e+000 +2.7995e-001 -2.4769e+000 +5.7651e-001 +4.9839e+000 +1.4405e+000 -2.8421e+000 -4.3960e-001 +4.3805e-001 -1.5257e+000 -1.6527e+000 +3.8725e+000 +4.4159e+000 -8.0196e-001
4 +1.029568533e+007 +1.029568533e+007 +1.029547545e+007 +1.029547545e+007 -6.0645e-001 -2.4818e+000 -7.5988e-001 +3.1438e+000 -4.3061e+000 -4.2231e+000 -3.9727e+000 +1.8509e+000 -3.5886e-001 +7.8275e-001 +4.9142e+000 -1.9312e+000 -1.2006e+000 +1.1709e+000 +6.1276e-001 +4.4485e+000 -3.1235e+000 +3.8264e+000 +5.1963e-001 +6.1516e-001
11 +5.632517066e+006 +5.632517066e+006 +5.632307186e+006 +5.632307186e+006 +3.9020e+000 +2.5790e-001 -2.7888e-001 +4.6186e+000 +4.0711e+000 -1.2999e+000 -2.0576e+000 +1.4382e+000 +3.3507e+000 -2.4513e+000 -4.1793e+000 -6.9657e-001 -1.6972e+000 -4.3249e+000 -2.0925e-002 +8.0933e-001 -3.1291e+000 +6.0819e-001 -2.6885e+000 +3.6923e+000
64 +3.412049537e+006 +3.412049537e+006 +3.411839657e+006 +3.411839657e+006 +3.7720e-001 -2.1614e+000 +4.5612e+000 -8.2564e-001 +4.0169e+000 +1.8107e+000 -3.2443e+000 -2.0664e+000 +2.0103e+000 +6.2194e-002 +1.0416e+000 -3.0920e+000 -3.1013e+000 -4.4998e-001 +3.2660e+000 -3.0178e+000 -2.2506e-001 +6.3881e-001 -2.7724e+000 +2.3045e+000
137 +2.490920871e+006 +2.490920871e+006 +2.490710991e+006 +2.490710991e+006 +3.7721e+000 +1.9307e+000 -9.2775e+000 -1.5571e+000 +4.3894e-001 +7.3662e-001 -2.5349e+000 +4.3506e-001 +7.7977e+000 -8.5703e-001 -2.9268e+000 -4.1101e+000 -2.5492e+000 +3.7419e+000 +4.7349e-001 -2.4136e+000 -3.2710e+000 +3.8038e+000 -3.9359e+000 +2.1879e+000
320 +5.928497869e+005 +5.928497869e+005 +5.926399069e+005 +5.926399069e+005 +6.3417e+000 -5.4956e-002 -7.0044e+000 -2.3671e+000 +5.2990e+000 -1.3006e+000 -2.0437e+000 +4.8439e-001 -3.9737e-001 -2.6546e-001 +1.6499e+000 +9.0744e-001 +2.0101e+000 +1.0886e-001 -1.3612e+000 -3.6451e+000 -2.2297e+000 +4.0333e+000 -3.1401e+000 +2.0709e+000
481 +3.475584866e+005 +3.475584866e+005 +3.473486066e+005 +3.473486066e+005 +1.1566e+001 +2.1133e+000 -2.4561e+000 -2.9603e+000 +1.3641e+001 -1.2255e+000 -4.7867e+000 -2.0084e+000 -9.1395e+000 -8.1960e-001 -4.4801e+000 +1.3514e+000 +3.6244e+000 -2.2113e+000 -1.8125e+000 -2.9785e+000 -3.6416e+000 +3.7334e+000 -2.0720e+000 +2.1133e+000
979 +1.883981567e+005 +1.883981567e+005 +1.881882767e+005 +1.881882767e+005 +9.3833e+000 +9.9515e-001 -2.2815e+000 -4.1330e+000 +1.4399e+001 -1.6680e+000 -5.1326e+000 -9.7972e-001 -1.1584e+001 -1.2521e-001 -1.0150e+000 +4.8282e+000 +3.8406e+000 -1.4291e+000 -1.6561e+000 -3.8712e+000 -3.9031e+000 +3.2267e+000 -2.1748e+000 +1.9235e+000
1054 +1.531341210e+005 +1.531341210e+005 +1.529242410e+005 +1.529242410e+005 +1.0646e+001 +1.2312e+000 -5.0229e+000 -4.3385e+000 +1.2629e+001 -2.0083e+000 -4.0028e+000 -2.8013e-001 -9.1744e+000 +1.1937e+000 +4.8455e-001 +5.6639e+000 +4.7424e+000 -9.8374e-001 -2.1987e+000 -3.2064e+000 -3.6215e+000 +3.2247e+000 -2.3521e+000 +1.8967e+000
1205 +9.320723705e+004 +9.320723705e+004 +9.299735705e+004 +9.299735705e+004 +9.0260e+000 +3.7197e-001 -2.1545e+000 -3.9952e+000 +1.2868e+001 -2.3289e+000 -4.7198e+000 -6.3878e-001 -2.6610e+000 +1.4826e+000 +2.0196e+000 +4.1976e+000 +4.3330e+000 -2.1274e+000 -2.1250e+000 -2.8856e+000 -3.2326e+000 +2.9361e+000 -2.4444e+000 +1.9385e+000
