% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.804071037e+007 +2.804071037e+007 +2.804050049e+007 +2.804050049e+007 +2.1081e+000 +1.7073e+000 +3.5574e-001 -2.6400e+000 -4.2031e+000 -1.8980e-001 -1.4165e+000 +9.7646e-001 -2.7352e+000 +2.1175e+000 -1.2412e+000 -3.0332e+000 -1.2042e+000 +2.6419e+000 -8.9485e-001 +3.2124e+000 -7.5047e-001 -2.2765e+000 -1.2837e+000 -2.2061e+000
4 +2.482711996e+007 +2.482711996e+007 +2.482691008e+007 +2.482691008e+007 -1.3210e+000 +2.8079e-002 -2.4587e+000 -7.2108e-001 -3.7741e+000 +1.4692e+000 -1.6392e+000 +4.6581e+000 -3.7603e-001 -3.9245e+000 +1.7796e+000 +4.2149e+000 +4.0788e+000 -1.1851e+000 +3.7966e+000 -2.7082e-002 -3.0892e+000 -4.6818e+000 +6.2875e-001 +4.2724e+000
7 +1.064716967e+007 +1.064716967e+007 +1.064695979e+007 +1.064695979e+007 +4.9442e+000 +1.6423e+000 +4.0108e+000 +3.3081e+000 -2.2108e+000 +1.1034e+000 -3.0184e+000 +1.8707e+000 -3.0168e+000 +4.5066e+000 -3.0928e-001 +2.8627e+000 +2.7325e+000 -3.8459e+000 -3.3181e+000 -2.9260e+000 -3.6228e+000 +3.4356e+000 +1.3323e+000 -9.2964e-003
8 +9.100606202e+006 +9.100606202e+006 +9.100396322e+006 +9.100396322e+006 -4.8780e+000 -3.3173e+000 +4.5966e+000 -4.6108e+000 -3.3045e+000 -2.6373e+000 -4.9041e+000 -1.3312e+000 +4.4531e-001 -4.4526e+000 -3.8445e-001 +7.4444e-002 -4.3126e+000 -1.6576e+000 +2.7999e+000 -1.3210e+000 -3.6806e+000 +3.5168e+000 -2.6606e+000 -9.3211e-001
12 +4.789747196e+006 +4.789747196e+006 +4.789537316e+006 +4.789537316e+006 +4.7865e+000 +4.0707e+000 +2.0911e+000 -5.0126e-001 +4.0855e+000 +1.7977e+000 +6.0557e-001 +7.5808e-001 +1.0044e+000 +4.9059e+000 +3.9392e+000 +1.7344e-001 +1.1051e+000 -4.6633e+000 -3.4262e+000 -5.7778e-001 -7.0568e-001 +3.2894e+000 -4.7678e+000 +1.0714e+000
69 +3.029513295e+006 +3.029513295e+006 +3.029303415e+006 +3.029303415e+006 +3.8953e-001 +4.0707e+000 +4.2116e+000 -5.0126e-001 +4.0855e+000 +5.8157e+000 -1.6478e+000 +7.5808e-001 -9.1414e-001 +4.9059e+000 +7.5842e+000 +1.7344e-001 +1.1051e+000 -4.6633e+000 -3.4262e+000 +1.1121e+000 -2.6557e+000 +1.3005e+000 -2.0312e+000 +2.6874e+000
87 +1.847245777e+006 +1.847245777e+006 +1.847035897e+006 +1.847035897e+006 -2.5428e+000 +2.7797e+000 +6.2530e+000 +3.6963e+000 -1.9519e-001 +2.9152e+000 -5.6580e+000 -4.5657e+000 -1.2630e+000 +2.7134e+000 -1.6344e-001 +1.7189e+000 -1.2093e+000 -1.7813e+000 +1.9819e+000 -7.5601e-001 -2.7755e+000 +4.6553e+000 -2.7381e+000 +1.3374e+000
399 +1.357822796e+006 +1.357822796e+006 +1.357612916e+006 +1.357612916e+006 -2.4823e+000 +3.3404e+000 +9.6465e+000 +4.9792e+000 +2.6780e-001 +4.1136e+000 -6.4143e+000 -6.9254e+000 -2.7008e+000 +3.0415e+000 +1.7112e+000 +4.4080e+000 -1.2869e+000 -4.1010e+000 +5.2482e-001 -2.8589e-002 -3.7779e+000 +3.5671e+000 -2.1447e+000 +2.1938e+000
419 +9.388959331e+005 +9.388959331e+005 +9.386860531e+005 +9.386860531e+005 +2.0631e+000 +2.1327e+000 +7.2072e+000 -2.1171e+000 -3.0888e+000 +8.8096e+000 +4.7018e+000 -1.1140e+001 +1.5860e+000 +5.1494e+000 +3.0658e+000 +2.4048e-001 +5.8631e-001 -4.2764e+000 -1.0274e+000 -4.2629e+000 -4.7439e+000 +4.0495e+000 -2.2175e+000 +1.5977e+000
654 +6.218861674e+005 +6.218861674e+005 +6.216762874e+005 +6.216762874e+005 +4.3953e-001 +5.3940e+000 +1.1079e+001 -8.6695e+000 -9.1810e+000 +7.7784e+000 +1.3476e+001 -1.1010e+001 +9.2980e-001 +7.5383e+000 -1.4711e+000 -1.3396e+000 +2.3030e+000 -3.4565e+000 +3.2671e-002 -4.6329e+000 -3.8832e+000 +3.8652e+000 -2.7877e+000 +1.6191e+000
