% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.706077183e+003 +4.706077183e+003 +4.799017183e+003 +4.799017183e+003 -4.1977e+000 -3.8565e+000 +2.4990e+000 +1.5893e-001 -4.1177e+000 -1.4933e+000 +3.8371e+000 -4.7597e+000 -4.5260e+000 +3.4691e-001 -4.6808e+000 +4.6420e+000 +2.8859e+000 -4.3830e+000 +1.8853e+000 -1.2491e-001 +8.8708e-001 -1.2271e+000 +3.7048e+000 -2.3270e+000
3 +2.988947659e+003 +2.988947659e+003 +3.081887659e+003 +3.081887659e+003 -1.8584e+000 +3.0492e+000 +3.7074e+000 -9.4736e-001 -2.8862e-001 -2.8803e-001 +4.2845e+000 +2.5771e+000 -2.0593e+000 +1.0572e+000 +4.3114e-001 -1.9893e+000 +2.4473e+000 +1.4216e+000 -2.7443e+000 -4.2768e+000 -4.2870e+000 -7.4749e-002 +2.6900e-001 -3.2008e+000
6 +1.216159168e+003 +1.216159168e+003 +1.309099168e+003 +1.309099168e+003 -1.3669e+000 +1.6841e+000 -1.6623e+000 +1.5989e+000 +2.4611e+000 +2.5571e+000 +3.5779e+000 -1.9621e+000 -1.5128e+000 +2.0721e+000 -3.7243e+000 +1.5172e-002 -1.6242e+000 -2.7095e+000 -3.5834e-001 -2.7509e+000 -1.2937e+000 +2.6669e+000 -1.4313e+000 -2.6384e+000
67 +8.264241298e+002 +8.264241298e+002 +9.193641298e+002 +9.193641298e+002 -3.7202e+000 +4.1345e+000 -1.5424e+000 +1.9750e+000 -2.8041e+000 -2.0496e+000 -2.6536e+000 +1.4417e+000 +5.4754e-001 +4.2756e+000 -4.4824e+000 -7.0414e+000 +1.1826e+000 +1.5641e+000 -2.0877e+000 +4.1599e+000 +6.1865e+000 -3.5170e+000 -1.3609e+000 +1.9638e+000
85 +4.652910367e+002 +4.652910367e+002 +5.582310367e+002 +5.582310367e+002 +7.2188e-001 +9.9761e-001 -3.8019e+000 +5.4826e-001 +2.7228e+000 +4.4014e+000 +1.6726e+000 -6.9535e-001 +2.0198e+000 +1.0953e+000 +1.8381e+000 -3.4484e+000 +1.2088e+000 -3.6778e-001 +2.8724e+000 +1.4938e+000 +4.1836e+000 +1.4189e+000 +1.5121e+000 -7.8294e-001
199 +3.859233217e+002 +3.859233217e+002 +4.788633217e+002 +4.788633217e+002 -1.4050e+000 +3.1209e+000 -1.0624e+000 +1.4392e+000 +2.5668e+000 +2.0609e+000 +3.9546e+000 -2.1006e+000 -2.6024e+000 +3.8985e-001 -3.3742e+000 -3.2749e+000 +2.1950e-001 -3.3830e+000 +2.9140e-001 +3.9388e+000 +6.3742e+000 +3.4650e-001 +3.7727e-001 -2.1509e+000
547 +2.341911621e+002 +2.341911621e+002 +3.271311621e+002 +3.271311621e+002 -3.6976e+000 +4.4333e+000 +9.7125e-001 +1.5379e+000 +1.7579e+000 +1.5081e+000 +6.1759e+000 -2.8321e+000 +8.4432e-001 +8.7373e-002 -4.2550e+000 -3.5765e+000 +2.1937e+000 -9.5059e-001 -1.6600e+000 +2.4578e+000 +7.0542e+000 -1.2172e+000 -4.3031e-001 -1.5920e+000
723 +1.541904193e+002 +1.541904193e+002 +2.471304193e+002 +2.471304193e+002 -4.6498e+000 +2.0925e+000 -1.9440e+000 +2.4513e+000 +2.0543e+000 +5.7716e-001 +4.1174e+000 -2.1714e+000 +3.4674e+000 +1.0164e+000 -4.2832e+000 -7.3295e+000 +4.9857e+000 +2.6579e+000 -6.2857e-001 +6.1965e+000 +5.9395e+000 -2.2859e+000 -3.3283e+000 +1.0696e+000
1640 +9.803069895e+001 +9.803069895e+001 +1.909706989e+002 +1.909706989e+002 -3.7946e+000 +2.6568e+000 +1.0997e+000 +1.9660e+000 +2.0051e+000 +7.9089e-001 +2.4107e+000 -3.1179e+000 +4.3036e+000 +1.5484e+000 -3.4652e+000 -6.2023e+000 +3.3891e+000 +1.3360e+000 -1.3745e+000 +5.0018e+000 +5.5350e+000 -1.3731e+000 -1.6574e+000 -3.3333e-001
2075 +5.337986642e+001 +5.337986642e+001 +1.463198664e+002 +1.463198664e+002 -1.7478e+000 +2.9274e+000 +2.3189e+000 +2.1008e+000 +2.4544e+000 +3.0319e+000 +2.2897e+000 -2.4336e+000 +3.5529e+000 +2.3175e+000 -1.6678e+000 -4.9198e+000 +2.4543e+000 +2.4693e+000 -1.1523e+000 +4.1491e+000 +3.7880e+000 -1.3757e+000 -1.1789e-001 -1.4198e+000
2382 +3.919876125e+001 +3.919876125e+001 +1.321387612e+002 +1.321387612e+002 -3.8997e-001 +3.0282e+000 +2.2246e+000 +2.5510e+000 +2.5453e+000 +4.0406e+000 +3.1912e+000 -2.7193e+000 +1.9101e+000 +2.8922e+000 -3.9147e-001 -5.3934e+000 +1.7086e+000 +2.1463e+000 -9.8676e-001 +2.9198e+000 +3.1869e+000 -2.9875e+000 +3.8951e-001 +6.3000e-001
3040 +2.048490155e+001 +2.048490155e+001 +1.134249015e+002 +1.134249015e+002 -7.4235e-001 +3.0220e+000 +2.2565e+000 +2.7565e+000 +2.7844e+000 +4.1009e+000 +3.8028e+000 -2.5499e+000 +2.4415e+000 +2.7987e+000 +1.6102e-001 -5.1545e+000 +1.1527e+000 +2.1637e+000 -6.0295e-001 +2.3967e+000 +2.4739e+000 -2.7373e+000 -9.0457e-001 +8.0458e-001
