% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.935798406e+001 +3.935798406e+001 -6.319201594e+001 -6.319201594e+001 -2.6126e+000 +3.3764e-001 -4.4856e+000 +4.9879e-001 +1.4464e+000 +1.0210e+000 +5.7904e-001 -9.2703e-001 +4.2447e+000 -2.0053e+000 +4.6132e+000 +3.6761e+000 +1.8495e+000 +2.0374e+000 -1.7055e+000 +1.9897e+000 -1.6683e+000 +6.2352e-001 -3.4531e+000 -4.5372e+000
145 +2.290085541e+001 +2.290085541e+001 -7.964914459e+001 -7.964914459e+001 -2.6312e-001 -1.9155e-001 -4.1332e+000 -1.7348e-001 -1.5329e+000 -3.2312e+000 -4.2342e+000 +3.9625e+000 +3.5219e-001 +6.6622e-001 +1.3530e+000 -1.9788e+000 -1.9201e-001 -2.5131e+000 +3.4390e+000 -1.3069e+000 -7.2459e-003 +2.8536e+000 +1.5749e+000 -4.8082e+000
205 +1.451053836e+001 +1.451053836e+001 -8.803946164e+001 -8.803946164e+001 -2.1266e+000 -3.0206e-001 -3.1365e-002 -4.4036e-001 -2.1805e+000 -3.1723e+000 +2.1403e+000 +5.0713e-001 +8.4628e-001 -2.8250e+000 +3.9367e-001 +8.2573e-001 -7.1403e-001 -1.8437e+000 +1.1209e-001 +4.1736e-001 +3.7534e+000 -1.7135e+000 -1.8178e+000 -2.8581e+000
1674 +9.590796060e+000 +9.590796060e+000 -9.295920394e+001 -9.295920394e+001 +1.2003e+000 +7.3379e-001 -2.7354e+000 -1.1805e+000 -3.2476e+000 -1.6885e+000 +6.9266e-001 -7.3201e-001 +1.2101e-001 -1.8957e+000 +1.8165e+000 +7.5094e-001 +2.6735e+000 -1.2966e+000 +4.4002e-001 +1.6765e+000 +9.1742e-001 -1.5467e+000 -4.4347e-001 -1.4411e+000
17886 +6.011461359e+000 +6.011461359e+000 -9.653853864e+001 -9.653853864e+001 +8.9424e-002 +8.1140e-001 -8.2618e-001 -3.1310e-001 +1.1364e+000 +5.8969e-002 +8.3279e-001 +3.9488e-001 -6.1165e-001 -1.8551e+000 -1.2682e+000 +3.9985e-001 +8.9913e-001 -2.9207e+000 +2.3600e+000 -3.0047e-002 -2.1875e+000 -8.2641e-003 +2.8225e-001 +5.8154e-001
% function evaluation | noise-free fitness - Fopt (7.169000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.326033207e+001 +3.326033207e+001 +1.049503321e+002 +1.049503321e+002 +3.9262e+000 -8.1084e-001 +3.5012e+000 +4.3358e+000 -2.0545e+000 +4.3677e+000 +4.4852e+000 +4.3220e+000 -1.0162e+000 -1.6963e+000 -4.9075e+000 -8.7747e-001 -9.9464e-001 -7.4991e-001 +2.6690e+000 +1.9498e+000 -2.4734e+000 +2.4447e+000 -6.7943e-001 +7.0424e-002
35 +2.053669342e+001 +2.053669342e+001 +9.222669342e+001 +9.222669342e+001 +7.0007e-001 -1.8798e+000 +2.0529e+000 -3.7352e-001 -5.9491e-001 +5.4369e-001 +2.0672e+000 +2.0434e+000 -1.3378e-001 -4.8428e+000 -1.1024e+000 -3.5091e+000 -4.9193e+000 -3.3105e+000 +7.4402e-001 +1.5897e+000 +2.2922e+000 +8.5823e-001 -4.0399e+000 -1.7924e-001
232 +1.420139634e+001 +1.420139634e+001 +8.589139634e+001 +8.589139634e+001 +6.6144e-001 -2.0759e+000 -7.8764e-001 -1.0240e+000 -9.9325e-001 +1.9613e+000 +7.8875e-001 +6.7323e-001 +3.2579e+000 -2.6002e+000 +6.3160e-001 -3.3272e+000 -1.4418e+000 -1.8701e+000 +6.3173e-001 +1.5803e+000 -8.2518e-001 +2.3644e-001 -1.5122e+000 -7.6176e-001
739 +9.866747509e+000 +9.866747509e+000 +8.155674751e+001 +8.155674751e+001 +1.2430e+000 -1.3326e+000 +1.2390e+000 +2.4152e+000 -2.3610e-001 +9.6151e-001 +1.8559e+000 -3.5845e+000 +9.1237e-001 -1.3409e+000 +5.8992e-001 -2.0335e+000 -9.0605e-001 -6.9474e-001 -4.3874e-001 +2.4517e+000 -3.8827e-003 +1.0137e+000 +4.9154e-002 -1.9246e-001
