% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.631339954e+007 +7.631339954e+007 +7.631352337e+007 +7.631352337e+007 +1.1381e+001 +1.2042e+001 +9.1042e+000 +1.1398e+001 +1.3070e+001 +5.1064e+000 +8.3248e+000 +1.3678e+001 +1.3224e+001 +1.3908e+001 +1.3932e+001 +1.4144e+001 +9.2478e+000 +9.8235e+000 +1.2037e+001 +1.2438e+001 +6.1678e+000 +1.0413e+001 +1.0188e+001 +5.6762e+000
7 +5.523195164e+007 +5.523195164e+007 +5.523207547e+007 +5.523207547e+007 +1.4133e+001 +8.6745e+000 +1.1562e+001 +8.0186e+000 +9.3401e+000 +7.2611e+000 +6.1986e+000 +1.3635e+001 +1.1491e+001 +1.3276e+001 +6.3962e+000 +9.4567e+000 +9.6958e+000 +5.2942e+000 +5.2734e+000 +5.9499e+000 +1.2904e+001 +1.1965e+001 +1.2256e+001 +1.2693e+001
18 +3.458733879e+007 +3.458733879e+007 +3.458746262e+007 +3.458746262e+007 +5.8668e+000 +1.1653e+001 +1.3818e+001 +6.4324e+000 +6.1588e+000 +1.1756e+001 +5.9506e+000 +5.0318e+000 +1.0899e+001 +5.0043e+000 +1.2857e+001 +1.0114e+001 +7.7420e+000 +6.4015e+000 +8.4579e+000 +1.1000e+001 +1.3705e+001 +1.0590e+001 +8.7505e+000 +5.6145e+000
54 +1.235000000e+002 +1.235000000e+002 +2.473300000e+002 +2.473300000e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
% function evaluation | noise-free fitness - Fopt (4.751000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.874242341e+007 +4.874242341e+007 +4.874247092e+007 +4.874247092e+007 +9.4916e+000 +6.9212e+000 +6.4054e+000 +5.6317e+000 +1.3643e+001 +1.2247e+001 +1.1624e+001 +1.3478e+001 +6.4020e+000 +1.1724e+001 +7.9468e+000 +1.1436e+001 +1.4429e+001 +1.1069e+001 +1.3848e+001 +1.4252e+001 +5.4124e+000 +8.5189e+000 +8.1838e+000 +9.7511e+000
16 +3.386571604e+007 +3.386571604e+007 +3.386576355e+007 +3.386576355e+007 +1.4808e+001 +6.3831e+000 +7.4780e+000 +1.1042e+001 +9.1008e+000 +1.3302e+001 +1.3525e+001 +8.8080e+000 +1.0849e+001 +7.5116e+000 +6.2743e+000 +5.8428e+000 +5.6777e+000 +5.0453e+000 +1.1093e+001 +1.0557e+001 +9.6645e+000 +7.2078e+000 +9.2892e+000 +9.6678e+000
53 +1.235000000e+002 +1.235000000e+002 +1.710100000e+002 +1.710100000e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
% function evaluation | noise-free fitness - Fopt (5.534000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.902783140e+007 +5.902783140e+007 +5.902788674e+007 +5.902788674e+007 +1.0711e+001 +1.3850e+001 +1.3542e+001 +1.4572e+001 +1.2746e+001 +9.9231e+000 +5.6709e+000 +6.7130e+000 +6.1874e+000 +8.4732e+000 +6.4436e+000 +7.6529e+000 +6.8369e+000 +6.5375e+000 +1.2686e+001 +5.8099e+000 +5.2024e+000 +8.4712e+000 +5.6050e+000 +1.4290e+001
