% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.016342180e+005 +4.016342180e+005 +4.017580480e+005 +4.017580480e+005 -3.1382e-001 -2.0149e+000 -3.1975e+000 +4.3204e+000 -8.6544e-001 +2.1378e+000 +2.1237e+000 +3.6148e+000 -2.7116e+000 -4.2485e+000 -1.2348e+000 +3.6029e+000 +4.2576e+000 -2.9850e+000 -3.1885e+000 -4.5812e+000 +3.8115e+000 +2.4693e+000 -2.2346e+000 +3.4765e+000
3 +2.505162357e+005 +2.505162357e+005 +2.506400657e+005 +2.506400657e+005 +2.2920e-001 +1.4066e+000 -4.4191e+000 -2.6019e+000 +4.0077e+000 +4.8544e+000 +1.8013e+000 +1.6037e+000 -2.4438e+000 -4.2723e+000 +9.5876e-001 -1.6527e+000 +3.3449e+000 -4.1349e+000 +1.0761e+000 +7.9096e-001 -1.9442e-001 -1.6712e+000 +2.4902e+000 +2.7517e+000
14 +1.393614223e+005 +1.393614223e+005 +1.394852523e+005 +1.394852523e+005 -3.1415e+000 -2.9237e+000 -2.2086e-001 +6.7660e-001 -3.3532e+000 -1.6909e+000 -3.5883e+000 -4.8766e-001 -2.4545e+000 +1.9142e+000 +4.0860e+000 -3.3637e+000 -4.6508e-001 -8.1647e-001 +2.1952e+000 +1.3823e+000 +3.4303e-001 -2.6444e-001 -1.5182e+000 +2.8785e+000
72 +9.264230397e+004 +9.264230397e+004 +9.276613397e+004 +9.276613397e+004 -2.5191e-001 -5.2914e+000 -1.3477e+000 +7.6562e-001 -1.2330e+000 -1.6051e+000 -2.7597e+000 +3.1403e+000 +1.9307e+000 -2.4820e+000 +4.5628e+000 -2.4388e+000 +3.3562e-002 -1.4614e+000 -2.1476e-001 +1.8264e+000 +1.4643e-001 -6.4285e-001 +1.2984e+000 -5.8012e-001
151 +5.485286944e+004 +5.485286944e+004 +5.497669944e+004 +5.497669944e+004 +6.4385e-001 -3.5416e-001 +3.7249e-001 +2.4725e+000 -1.7683e+000 -7.1484e-001 -3.5435e+000 +7.7713e-001 +3.1670e+000 -3.7255e+000 -7.1134e-001 -8.4917e-001 +4.1570e-001 -4.1018e-001 +4.9872e-001 +3.1048e-001 +2.3697e+000 +1.8953e+000 +4.7265e-001 +2.3101e+000
225 +3.612007260e+004 +3.612007260e+004 +3.624390260e+004 +3.624390260e+004 +1.3230e+000 -1.4049e+000 -2.3181e-001 +1.9563e+000 -2.3441e+000 -1.8010e+000 -4.1938e+000 +3.2608e-001 +3.3703e+000 -3.6321e+000 +2.2582e+000 +5.3685e-001 +7.1683e-001 +1.0369e-001 -4.7810e-001 +1.0288e+000 +1.2641e+000 +1.8800e-001 +1.3558e+000 +2.0861e+000
397 +1.902650522e+004 +1.902650522e+004 +1.915033522e+004 +1.915033522e+004 -1.3009e+000 -7.2059e-001 +3.2078e-001 +1.0549e+000 -2.6227e-001 -5.8842e-001 -1.4468e+000 +1.3310e+000 +2.1909e+000 -1.4856e+000 -6.0191e-001 +2.6470e+000 -4.0914e-001 +1.2968e+000 +1.9725e+000 +2.1948e+000 +1.8222e+000 +1.0153e+000 +2.3066e+000 +1.1627e+000
405 +1.124797222e+004 +1.124797222e+004 +1.137180222e+004 +1.137180222e+004 -6.3228e-001 +4.1713e-001 +1.9661e-001 +1.9171e+000 -1.2366e+000 -1.0187e+000 -7.2447e-001 +5.2845e-001 +1.5321e+000 -1.9869e+000 +2.7625e-002 +2.5300e+000 +2.6582e-001 +1.4497e+000 +3.0792e+000 +6.8447e-001 +6.6935e-001 +9.5113e-001 +1.5909e+000 +9.1318e-001
500 +9.891129438e+003 +9.891129438e+003 +1.001495944e+004 +1.001495944e+004 +1.3828e-001 +2.4198e-001 +1.0932e+000 +3.6262e-001 -1.3053e+000 -2.4744e-001 -2.4805e-001 +2.1323e-001 +2.0408e+000 -3.5570e+000 +6.5613e-002 +8.0425e-001 +5.1848e-001 +5.2751e-001 +3.0986e+000 +2.5740e+000 -1.6312e+000 +2.4020e+000 -6.0555e-001 -1.8543e-001
859 +5.920644563e+003 +5.920644563e+003 +6.044474563e+003 +6.044474563e+003 +4.7706e-001 -1.9757e-001 +3.7164e-001 -5.2521e-002 +1.3997e-001 -8.5006e-002 +1.2646e+000 +3.3766e-001 +9.6726e-001 -3.7438e+000 +3.8166e-001 +2.0546e-001 +5.3085e-003 +6.6220e-002 +1.1209e+000 +1.0294e+000 -1.8204e+000 +2.8877e+000 +4.4479e-001 -5.7262e-001
903 +3.201980554e+003 +3.201980554e+003 +3.325810554e+003 +3.325810554e+003 +1.5411e+000 +2.0230e-001 -2.1546e-001 -3.5807e-001 +8.5994e-001 -1.1606e+000 +1.0936e+000 +1.5194e-001 +3.2480e-001 -2.3743e+000 +1.6362e+000 +2.0769e-001 -4.5428e-001 +5.4785e-001 +1.0495e-001 +3.4196e-001 -2.7981e+000 +8.4016e-001 -5.8804e-001 -2.0636e-001
956 +1.717269917e+003 +1.717269917e+003 +1.841099917e+003 +1.841099917e+003 +1.4774e+000 +2.8330e-001 -1.6245e-001 -3.9163e-001 +2.9547e-001 -9.3731e-001 +1.1079e+000 +5.4944e-001 +3.5844e-001 -2.2117e+000 +1.5551e+000 +2.0345e-001 -6.5313e-001 +5.3056e-001 +4.8647e-001 +5.7984e-002 -1.1926e+000 +1.0444e+000 -4.7326e-001 +5.1738e-001
