% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.526830745e+005 +6.526830745e+005 +6.528069045e+005 +6.528069045e+005 -4.3526e-001 +3.8532e+000 +9.6214e-001 -2.5744e+000 -3.8440e+000 +3.5613e+000 +3.6393e-002 -2.9575e+000 -4.3156e+000 +4.8458e+000 -2.9514e+000 +3.7616e+000 +4.5047e+000 +4.5179e+000 +3.5515e+000 +2.9038e+000 -2.7835e+000 +1.3160e-002 -1.9260e-001 -2.4989e+000
6 +5.978392222e+005 +5.978392222e+005 +5.979630522e+005 +5.979630522e+005 -5.8284e-001 +1.7397e+000 +4.3844e+000 -1.3216e+000 +3.8683e+000 +8.1175e-003 -2.7042e+000 +6.0683e-001 +8.5190e-001 +4.4971e+000 -3.9043e+000 +4.6962e+000 -4.5276e+000 -3.4855e+000 -3.6631e+000 +4.6015e-001 +3.9071e+000 -1.4047e+000 +2.3994e+000 +2.5619e+000
7 +1.231826168e+005 +1.231826168e+005 +1.233064468e+005 +1.233064468e+005 -2.2132e+000 +4.3379e+000 -5.8243e-001 -4.1627e+000 -7.4132e-001 +6.3555e-001 -1.7224e+000 +1.7320e+000 -3.1405e-001 -2.1096e-001 +3.4995e+000 +3.4509e+000 +1.0310e+000 +4.6951e+000 -1.5956e+000 +3.3367e+000 +1.9956e+000 +2.7213e-002 -3.8090e-001 +1.3740e+000
10 +9.918018330e+004 +9.918018330e+004 +9.930401330e+004 +9.930401330e+004 +1.8322e+000 -6.3067e-001 +2.1244e+000 +4.0453e+000 -2.6581e-001 +4.5521e-001 +3.0155e+000 -6.6953e-001 +4.1749e-001 -2.2510e+000 +1.3381e+000 -7.8006e-001 +1.0239e+000 -1.6899e+000 +1.4524e-001 -4.4596e+000 -5.2883e-001 +4.5287e+000 +3.1639e+000 +8.2705e-001
94 +3.019076815e+004 +3.019076815e+004 +3.031459815e+004 +3.031459815e+004 -6.3902e-001 -2.4869e-001 +5.6007e-001 +1.2582e-001 -2.0780e+000 +9.6266e-001 -1.7263e+000 -5.4697e-001 -1.6600e+000 -1.1742e+000 +4.9582e-001 +1.7522e+000 +1.4618e+000 +2.5357e+000 +9.0986e-001 -2.6266e+000 -3.0280e+000 +1.5023e+000 +3.1431e-001 +2.7628e+000
327 +1.627595749e+004 +1.627595749e+004 +1.639978749e+004 +1.639978749e+004 +7.6288e-001 -8.5442e-001 +1.4413e+000 +1.9579e+000 -2.7612e+000 +1.7544e+000 +1.3323e-001 +1.1351e+000 +7.3158e-001 -2.6454e+000 -2.5549e-001 -1.6585e-001 +1.1625e+000 +7.4757e-001 +2.9917e+000 -3.5342e-001 -1.0716e+000 +2.4745e+000 +1.6782e+000 -1.2193e+000
419 +4.963213588e+003 +4.963213588e+003 +5.087043588e+003 +5.087043588e+003 -5.6718e-001 +1.2179e+000 -3.1140e-001 +1.7591e-001 -1.3071e-001 -1.1329e-002 +7.8104e-001 -6.3296e-001 +4.9910e-001 -9.2360e-001 +3.3211e-002 -2.3392e+000 +5.9905e-001 -4.8569e-001 +3.0472e-001 +2.0619e+000 -4.8334e-001 +1.2880e+000 +6.6611e-001 +8.4071e-001
670 +2.177159438e+003 +2.177159438e+003 +2.300989438e+003 +2.300989438e+003 -5.6718e-001 +1.2179e+000 +1.1115e+000 -3.3139e-001 -1.3071e-001 -1.1329e-002 -2.9664e-001 -6.3296e-001 +2.3612e-001 -9.2360e-001 +4.9584e-001 +1.6879e+000 +5.9905e-001 -4.8569e-001 +4.7190e-001 +3.2365e-001 -4.8334e-001 +1.2880e+000 -1.9935e-001 +8.4071e-001
1175 +1.482790359e+003 +1.482790359e+003 +1.606620359e+003 +1.606620359e+003 -7.9989e-001 +1.7382e+000 -1.2871e-002 +1.2227e+000 -1.0280e+000 +1.9333e-001 +1.7320e-001 -1.0591e+000 -4.0636e-001 -6.0809e-002 -9.2142e-001 -2.4324e-001 -4.8067e-001 -7.4033e-001 +7.2005e-001 -3.8465e-001 -6.5116e-001 +7.9137e-001 +3.4564e-001 +5.1496e-001
1377 +9.793999295e+002 +9.793999295e+002 +1.103229930e+003 +1.103229930e+003 +8.2143e-002 +2.0126e+000 +2.8072e-001 +3.6826e-001 -6.9670e-001 +3.5198e-002 +3.9536e-001 -7.7645e-001 -1.3720e-005 -5.5541e-001 -2.8298e-002 +4.6043e-001 -4.1696e-001 -7.0804e-001 +5.2610e-001 +1.3765e-001 -5.3077e-001 +1.2282e+000 +4.4715e-001 +3.2086e-001
1637 +5.249891045e+002 +5.249891045e+002 +6.488191045e+002 +6.488191045e+002 -8.2495e-001 +6.4232e-001 +7.4006e-001 -7.3502e-001 -5.1608e-001 -2.5528e-001 -1.1767e-001 -4.8559e-002 +2.9382e-001 -4.3657e-001 +2.4269e-001 +4.0721e-001 +5.2264e-002 +2.1447e-001 +1.7269e-001 +1.1443e+000 -7.5684e-001 +8.6634e-001 +9.2332e-001 +3.6820e-001
1644 +3.559938438e+002 +3.559938438e+002 +4.798238438e+002 +4.798238438e+002 -6.3740e-001 +1.0487e+000 +5.0469e-001 -3.6173e-001 -3.2970e-001 -2.9671e-001 +1.5763e-001 -2.9051e-001 +1.3140e-001 -5.2406e-001 +2.2855e-001 +1.5584e-001 -6.1584e-002 -1.9541e-003 +1.8302e-001 +7.2235e-001 -5.9649e-001 +8.9809e-001 +6.3611e-001 +3.4482e-001
2142 +2.077903670e+002 +2.077903670e+002 +3.316203670e+002 +3.316203670e+002 -1.0892e-001 +8.5669e-001 +7.0981e-001 +8.5165e-002 -2.5085e-001 -4.8324e-002 +2.0326e-001 -1.8429e-001 +1.8063e-001 -3.6269e-001 -3.5921e-001 +4.7529e-001 -7.3704e-001 -4.0176e-002 +1.6567e-001 +3.0008e-001 -5.1324e-001 +6.6714e-001 +3.4684e-001 +1.6197e-001
2283 +1.464658986e+002 +1.464658986e+002 +2.702958986e+002 +2.702958986e+002 -3.8358e-001 +6.3326e-001 +4.5693e-001 -3.9567e-001 -1.1529e-001 +2.2532e-001 -1.5424e-001 -1.8143e-001 -1.6111e-001 -8.7984e-002 -2.3934e-001 +4.2555e-001 +5.6133e-002 +2.5247e-001 +4.3739e-001 +6.4628e-001 -2.1171e-001 +2.4012e-001 +3.8920e-001 +1.0838e-002
2815 +8.376779683e+001 +8.376779683e+001 +2.075977968e+002 +2.075977968e+002 -2.7446e-001 +5.3804e-001 +3.1224e-001 -3.1543e-001 +1.7640e-001 +5.4598e-002 -4.7967e-002 -1.1703e-001 -6.2027e-002 -1.6968e-001 -2.2092e-001 +6.0212e-001 -7.3494e-002 +2.0079e-001 +1.7920e-003 +6.3892e-001 -5.3721e-001 +2.4156e-001 +6.6308e-001 +6.3009e-001
3126 +5.972573993e+001 +5.972573993e+001 +1.835557399e+002 +1.835557399e+002 -1.9666e-001 +2.1037e-001 +3.1538e-001 -1.8962e-001 +9.9921e-002 -8.0737e-002 -4.9713e-002 -8.5878e-002 -2.9950e-002 -2.7190e-001 -3.0878e-001 +4.4988e-001 -1.8605e-001 -1.7224e-002 +1.8212e-001 +5.5181e-001 -7.8096e-001 +2.4324e-001 +6.5237e-001 +8.1899e-001
3515 +3.806845184e+001 +3.806845184e+001 +1.618984518e+002 +1.618984518e+002 -1.9549e-001 +3.0352e-001 +2.6386e-001 -2.2294e-001 +1.1844e-001 -1.0986e-001 +5.3607e-003 -5.6080e-002 -8.8181e-002 -2.8273e-001 -4.5681e-001 +6.4280e-001 -1.1635e-001 +3.7806e-002 +1.4743e-001 +4.4654e-001 -7.1989e-001 +2.2972e-001 +8.1962e-001 +9.4364e-001
4684 +2.235531489e+001 +2.235531489e+001 +1.461853149e+002 +1.461853149e+002 -1.6767e-001 +3.0679e-001 +4.2599e-001 -3.6460e-001 +6.4994e-002 -1.3922e-001 +2.9109e-001 -9.7925e-002 -7.4175e-002 -3.3769e-001 -3.6447e-001 +7.0689e-001 -2.6695e-001 +1.0219e-001 +2.6114e-001 +5.1697e-001 -7.7939e-001 +9.6303e-002 +8.4509e-001 +8.0902e-001
5363 +1.570767894e+001 +1.570767894e+001 +1.395376789e+002 +1.395376789e+002 -1.7748e-001 +3.4196e-001 +4.6240e-001 -3.3317e-001 +6.1977e-002 -1.5717e-001 +3.9086e-001 +5.5736e-002 -1.1176e-001 -3.6408e-001 -3.7664e-001 +7.0264e-001 -2.5823e-001 +1.9865e-001 +3.5553e-001 +4.9163e-001 -7.4761e-001 -7.8611e-003 +8.2525e-001 +8.3089e-001
17304 +9.992801848e+000 +9.992801848e+000 +1.338228018e+002 +1.338228018e+002 -1.6946e-001 +2.2371e-001 +6.6714e-002 -1.8055e-001 -1.7449e-002 -3.2171e-002 +2.6589e-001 +5.0921e-001 +7.1042e-002 +7.3711e-003 -7.2108e-001 +1.0559e+000 -8.0096e-002 -1.6871e-001 -1.7286e-001 +4.1548e-001 -4.8237e-001 +1.2720e-001 +7.1142e-001 +9.0359e-001
