% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.675473240e+001 +7.675473240e+001 +1.481047324e+002 +1.481047324e+002 +4.6175e-001 +3.6502e+000 +9.0334e-001 -9.8411e-001 -3.1909e+000 -9.7529e-002 +1.8402e+000 +2.4489e+000 -1.8144e+000 -3.5941e+000 -2.6839e+000 +2.5879e+000 +3.6662e+000 -2.3653e+000 +8.9079e-001 +3.3608e+000 +4.2270e+000 +1.5405e+000 +8.0611e-001 -4.3038e+000
5 +5.298374178e+001 +5.298374178e+001 +1.243337418e+002 +1.243337418e+002 +3.5170e+000 -3.6189e+000 +4.1003e-001 +4.3885e+000 +5.1743e-003 +1.3308e+000 -9.3540e-001 -4.1530e-001 -1.3997e+000 +3.9168e+000 -1.5023e+000 +4.2337e+000 -2.4251e+000 -2.1757e-001 +2.5966e+000 -6.8254e-001 -2.3629e+000 -3.5491e+000 -8.0704e-001 -3.2720e-001
236 +3.251116779e+001 +3.251116779e+001 +1.038611678e+002 +1.038611678e+002 +8.1449e-001 +3.4413e+000 +2.6732e+000 -2.2406e+000 +3.8183e+000 -4.8994e-001 +3.3521e+000 +2.5684e+000 -4.6550e+000 +6.2741e+000 +4.4541e-001 -4.1306e+000 -4.6276e+000 -1.5878e+000 -3.0434e+000 -4.4841e+000 +2.5525e+000 +1.0226e+000 -2.0518e+000 +7.3458e-001
32013 +2.498592035e+001 +2.498592035e+001 +9.633592035e+001 +9.633592035e+001 -1.5209e-001 +3.6295e+000 +3.3317e+000 -2.8199e+000 +9.9499e-001 +4.9459e+000 +1.7646e+000 +4.8579e+000 +2.1206e+000 -4.1161e+000 -1.6181e+000 +3.3485e+000 +5.5225e+000 -4.3972e-002 -3.9009e+000 +6.7431e+000 +2.9366e+000 +8.2392e+000 -2.8508e-001 +1.1968e+000
1024218 +1.549272178e+001 +1.549272178e+001 +8.684272178e+001 +8.684272178e+001 -4.5918e+000 +3.5364e+000 +3.3219e+000 +3.0112e-001 +2.8884e+000 -3.6609e+000 -1.1032e+000 -3.2508e+000 -3.4709e+000 -2.1261e+000 -2.8227e+000 -5.9157e-001 -2.4861e+000 -5.2562e+000 +1.1930e+000 -2.8636e+000 -1.4815e+000 +2.1582e+000 -1.8092e+000 +2.2690e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.161575582e+001 +8.161575582e+001 -2.736042442e+002 -2.736042442e+002 -4.6477e+000 +2.6274e+000 -4.3981e+000 +3.7461e+000 -2.4531e+000 +1.6234e+000 +2.8866e+000 +3.7152e+000 +1.4726e+000 -1.4927e+000 +2.3963e+000 -2.4967e+000 -1.2108e+000 +4.9964e-001 -1.6776e+000 +3.0340e+000 -4.5157e+000 +4.4577e-001 +2.1308e+000 +1.6090e+000
4 +6.281339999e+001 +6.281339999e+001 -2.924066000e+002 -2.924066000e+002 +3.1604e-001 -2.6245e+000 -4.8610e+000 -9.3381e-001 +2.2198e+000 -1.3076e-002 -4.3854e+000 -1.1110e+000 +2.3511e+000 +4.4650e-001 +3.2099e+000 +2.3025e+000 -4.5845e+000 -4.6954e+000 +2.3213e+000 +9.1195e-001 +3.6981e+000 +1.3144e+000 +2.7674e+000 +4.4550e-001
56 +2.998806017e+001 +2.998806017e+001 -3.252319398e+002 -3.252319398e+002 -3.8017e+000 -2.9278e+000 +3.9429e+000 -1.3632e+000 -2.4144e+000 -3.2986e+000 -3.4192e-001 +4.0883e-001 -4.0368e+000 -1.5705e+000 +3.0692e+000 +1.3740e-001 -5.6555e+000 +2.5816e-001 -2.2712e+000 +7.5847e-001 +1.7731e+000 +4.0334e+000 -1.8358e-001 +3.0582e+000
5468 +1.865340723e+001 +1.865340723e+001 -3.365665928e+002 -3.365665928e+002 +4.1230e+000 +4.4973e+000 -4.8370e+000 -5.6041e+000 +2.7099e+000 -3.5725e+000 -2.8301e+000 -5.8314e-001 -9.3793e-001 +2.7558e+000 -3.2808e+000 -5.2539e+000 +3.3270e+000 -2.6564e+000 -7.1681e+000 -4.2655e+000 +1.7403e+000 +1.8449e-001 -7.6917e-001 -5.7510e+000
