% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.267868393e+003 +4.267868393e+003 +3.805778393e+003 +3.805778393e+003 +3.3264e+000 +3.9560e+000 -1.6502e+000 +1.3870e+000 +4.7775e+000 +4.6536e+000 -5.4265e-001 +4.9618e+000 +4.8231e+000 -2.8916e+000 +4.7774e+000 -2.0068e-001 -3.5160e+000 +1.1922e+000 +3.2481e+000 +2.3173e+000 +4.2006e+000 -5.5249e-001 +2.1940e+000 -1.5916e+000
4 +3.420761399e+003 +3.420761399e+003 +2.958671399e+003 +2.958671399e+003 -2.4939e+000 -4.8697e+000 +4.1843e+000 +2.1378e+000 -4.5855e+000 -4.2372e-001 +1.6398e+000 -1.6447e+000 +2.7344e+000 -4.4906e+000 -1.4441e+000 -3.4207e+000 +3.9443e+000 +4.3378e+000 +4.9334e+000 -3.5430e+000 +4.4413e-002 -4.8013e+000 -3.3792e+000 -1.8354e+000
5 +2.287764110e+003 +2.287764110e+003 +1.825674110e+003 +1.825674110e+003 -4.4021e-001 +3.6297e+000 +8.8086e-001 -4.7869e+000 -3.0007e+000 +3.5525e+000 -1.7855e+000 +2.0896e+000 -1.8728e+000 -6.8573e-001 +5.7546e-001 -2.5029e+000 +4.3308e+000 -1.4678e+000 -2.1147e-001 +2.8115e+000 +3.2278e-001 +3.4952e+000 -9.4471e-001 +1.8578e-001
14 +1.145348040e+003 +1.145348040e+003 +6.832580401e+002 +6.832580401e+002 +1.3554e-002 +4.3863e+000 +2.3692e+000 +1.8246e+000 +4.9760e+000 -2.4843e+000 +2.0978e+000 -2.1960e+000 -3.2537e+000 +1.8954e+000 -4.1943e+000 -4.5506e+000 -1.2689e-001 +1.3485e+000 +2.0111e+000 -3.3837e+000 +1.4218e+000 +2.1948e+000 -2.0073e+000 -4.7399e+000
23 +7.143955239e+002 +7.143955239e+002 +2.523055239e+002 +2.523055239e+002 +4.2757e+000 +8.5264e-001 +1.3258e+000 +1.8204e+000 +2.1112e+000 -3.9000e+000 +3.2156e-001 +7.0790e-001 +2.9897e+000 -2.6024e+000 -4.3605e+000 -4.7937e+000 +5.5208e-001 -2.8761e+000 +8.6722e-001 -2.8258e+000 +2.9689e+000 -9.8824e-001 -1.5702e+000 -2.8323e-001
287 +4.726731542e+002 +4.726731542e+002 +1.058315419e+001 +1.058315419e+001 +4.8427e+000 +2.3504e+000 +3.5726e+000 +1.4371e+000 +6.9555e-001 -4.0018e+000 -1.0377e+000 +1.9844e+000 +2.1678e+000 -4.6899e-001 -3.0050e+000 -3.6417e+000 +7.2453e-001 -3.4929e+000 -1.0546e+000 -2.7352e+000 +1.8955e+000 +2.0263e+000 -1.0107e+000 +1.5102e+000
476 +3.970089185e+002 +3.970089185e+002 -6.508108152e+001 -6.508108152e+001 +3.9142e+000 +2.3539e+000 +4.9759e+000 +1.6574e+000 +1.4550e+000 -1.9115e+000 +8.8150e-002 +5.1703e+000 +2.6707e+000 -1.0518e+000 -4.0295e+000 -5.2883e+000 +5.4727e-002 -3.0042e+000 -1.3223e+000 -1.8742e+000 +5.0212e-001 +2.4242e+000 -1.8507e+000 +3.6030e+000
985 +2.382098673e+002 +2.382098673e+002 -2.238801327e+002 -2.238801327e+002 +9.0148e-001 +1.4149e+000 +3.2461e+000 +1.7145e+000 +1.6342e+000 +2.3925e+000 +2.2124e-001 +1.3801e+000 +3.6804e+000 +4.7328e-001 -5.2811e+000 -4.8014e+000 -1.0939e+000 -1.7681e+000 -3.0517e-001 -5.0846e+000 -2.9451e-002 +4.2114e+000 -3.8605e+000 +2.4633e+000
3161 +1.503862909e+002 +1.503862909e+002 -3.117037091e+002 -3.117037091e+002 -2.4744e+000 +3.3485e-001 +4.0593e+000 +9.2976e-001 +1.5673e+000 +2.1413e+000 +2.7455e+000 +2.9768e+000 +1.2191e+000 +1.6634e-001 -4.2275e+000 -3.7551e+000 -5.6861e-002 -2.9698e+000 -6.3867e-001 -5.0710e+000 +8.7293e-002 +2.6668e+000 -3.6135e+000 +2.3597e+000
6846 +9.998875168e+001 +9.998875168e+001 -3.621012483e+002 -3.621012483e+002 -1.3196e+000 +2.1266e+000 +4.0152e+000 +7.1826e-001 +2.2870e+000 +8.0475e-001 +1.7957e+000 +2.0566e+000 +1.7746e+000 -3.3983e-002 -3.2153e+000 -3.8147e+000 -6.5020e-002 -2.9556e+000 -1.3644e+000 -3.8242e+000 -1.5524e-001 +1.3020e+000 -2.0141e+000 +2.1803e+000
10322 +5.940478388e+001 +5.940478388e+001 -4.026852161e+002 -4.026852161e+002 -1.2696e+000 +2.1790e+000 +4.0770e+000 -1.6131e-001 +2.4086e+000 +2.1804e+000 +1.8183e+000 +1.8001e+000 +1.7067e+000 -3.0727e-002 -3.3095e+000 -3.7935e+000 -1.6049e-001 -2.9367e+000 -1.3653e+000 -4.2367e+000 -2.4682e-001 +2.6392e+000 -2.3798e+000 +2.1875e+000
12587 +3.940956532e+001 +3.940956532e+001 -4.226804347e+002 -4.226804347e+002 -1.3354e+000 +2.3115e+000 +4.0665e+000 -1.4001e-001 +2.4105e+000 +2.1574e+000 +1.8226e+000 +1.8632e+000 +1.7435e+000 -2.5164e-002 -3.3366e+000 -3.8082e+000 -1.5585e-001 -2.9044e+000 -1.3928e+000 -4.3056e+000 -2.4878e-001 +2.6558e+000 -2.4478e+000 +2.1817e+000
13319 +2.484121675e+001 +2.484121675e+001 -4.372487833e+002 -4.372487833e+002 -1.3601e+000 +2.3016e+000 +4.0638e+000 -4.5149e-002 +2.3002e+000 +2.1096e+000 +1.7593e+000 +2.5920e+000 +1.7501e+000 -2.2508e-002 -3.2920e+000 -3.8172e+000 -1.6619e-001 -2.9435e+000 -1.3820e+000 -4.3131e+000 -3.3493e-001 +2.5957e+000 -2.4190e+000 +2.1618e+000
15431 +1.483052252e+001 +1.483052252e+001 -4.472594775e+002 -4.472594775e+002 -1.3349e+000 +2.3273e+000 +4.0536e+000 -1.1522e-001 +2.2843e+000 +2.1788e+000 +1.7933e+000 +2.6162e+000 +1.7971e+000 +6.9834e-002 -3.3075e+000 -3.7840e+000 -1.5512e-001 -2.9651e+000 -1.3876e+000 -4.3300e+000 -3.3267e-001 +2.5973e+000 -2.4824e+000 +2.1858e+000
