% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.470476518e+004 +2.470476518e+004 +2.479770518e+004 +2.479770518e+004 +5.7250e+000 +1.4428e+001 +1.0879e+001 +1.2426e+001 +1.0118e+001 +7.9974e+000 +5.0319e+000 +9.2789e+000 +1.2822e+001 +7.2484e+000 +8.7098e+000 +1.0246e+001 +8.4566e+000 +7.2254e+000 +8.3690e+000 +7.1811e+000 +1.3387e+001 +5.7228e+000 +8.7510e+000 +1.1202e+001
53 +1.756574751e+003 +1.756574751e+003 +1.849514751e+003 +1.849514751e+003 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
152 +1.150772127e+003 +1.150772127e+003 +1.243712127e+003 +1.243712127e+003 +0.0000e+000 +2.5545e+000 +1.5367e+000 +0.0000e+000 +1.0561e-001 +0.0000e+000 +5.8852e+000 -6.3271e-001 +0.0000e+000 +1.4840e+000 +3.3387e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 -8.9878e-001 +5.7424e+000 +0.0000e+000 +2.5651e+000 -1.0937e+000
386 +9.741425833e+002 +9.741425833e+002 +1.067082583e+003 +1.067082583e+003 -1.9254e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +5.4201e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +1.2948e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +5.1314e-001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
393 +5.014685457e+002 +5.014685457e+002 +5.944085457e+002 +5.944085457e+002 +2.4390e+000 +2.5981e+000 +2.3667e+000 +0.0000e+000 -3.1481e+000 +0.0000e+000 -2.0061e+000 +0.0000e+000 +3.6677e+000 +4.0281e+000 +0.0000e+000 -5.3463e+000 +3.4132e+000 +0.0000e+000 -6.2977e-001 +0.0000e+000 +2.8712e+000 -3.6132e-001 -3.1961e+000 +0.0000e+000
788 +3.695264831e+002 +3.695264831e+002 +4.624664831e+002 +4.624664831e+002 -4.9322e-001 +1.7717e+000 -1.3185e+000 +9.2313e-001 +1.1942e+000 +4.2682e+000 -7.9803e-002 -1.9772e-001 +5.3986e+000 +0.0000e+000 +4.1733e-001 -1.9974e+000 -1.4092e+000 +0.0000e+000 +7.8722e-002 -6.6048e-001 +2.8712e+000 +1.8066e-001 +1.4513e+000 -3.8046e+000
1869 +2.149370533e+002 +2.149370533e+002 +3.078770533e+002 +3.078770533e+002 -6.1710e-001 +2.6702e+000 +2.6407e-001 -6.3397e-001 +2.9676e+000 +3.0434e+000 +6.4445e-001 -5.9317e-001 +7.4565e+000 +1.8551e+000 -1.0413e+000 -4.6122e+000 +4.9427e-001 +0.0000e+000 +1.0394e-001 -2.3579e-001 +1.9427e+000 +1.4679e-001 -2.0176e+000 -1.2009e+000
2939 +1.475688227e+002 +1.475688227e+002 +2.405088227e+002 +2.405088227e+002 -6.4490e-002 +3.3639e+000 +1.8990e+000 +1.5054e+000 +1.3872e+000 +5.7175e+000 +3.6755e+000 -9.2646e-002 +4.7449e+000 +2.4552e+000 +1.3818e-001 -5.2056e+000 -2.8929e-001 +0.0000e+000 -3.8900e-002 +7.8512e-001 +1.6082e+000 -5.6809e-001 -2.1461e-001 +1.3014e+000
4933 +7.207129240e+001 +7.207129240e+001 +1.650112924e+002 +1.650112924e+002 +3.6147e-001 +1.7103e+000 +6.3081e-001 +1.2316e+000 +2.2984e+000 +4.4514e+000 +3.6774e-001 -1.5511e-001 +3.3541e+000 +1.9319e+000 +1.3508e+000 -4.1683e+000 -1.0117e+000 +0.0000e+000 +9.4712e-002 +2.8159e+000 +3.1524e+000 -1.6278e+000 +1.6745e+000 -4.3217e-001
7713 +6.075557338e+001 +6.075557338e+001 +1.536955734e+002 +1.536955734e+002 -9.9492e-001 +4.3129e+000 +2.4319e+000 +2.8425e+000 +2.7435e+000 +3.7251e+000 +2.0073e+000 -1.0532e+000 +2.6079e+000 +3.4098e+000 -7.2381e-001 -4.2842e+000 -6.4724e-001 +0.0000e+000 +6.1501e-004 +3.1979e+000 +4.3015e+000 -1.5758e+000 +4.1103e+000 -1.3502e-001
