% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.793616824e+007 +3.793616824e+007 +3.793631739e+007 +3.793631739e+007 +6.7573e+000 +9.2745e+000 +9.1581e+000 +7.9291e+000 +5.6539e+000 +1.3079e+001 +7.7571e+000 +8.9136e+000 +1.3777e+001 +1.4353e+001 +5.4916e+000 +9.7765e+000 +1.1947e+001 +1.4094e+001 +1.2680e+001 +1.1326e+001 +8.8794e+000 +1.4670e+001 +8.1839e+000 +1.3099e+001
18 +1.808777018e+007 +1.808777018e+007 +1.808791933e+007 +1.808791933e+007 +1.1461e+001 +1.1984e+001 +6.8678e+000 +6.5945e+000 +5.4563e+000 +5.7329e+000 +8.9880e+000 +6.6520e+000 +8.6052e+000 +5.8829e+000 +1.0414e+001 +9.5792e+000 +5.4723e+000 +7.9310e+000 +6.9203e+000 +8.4068e+000 +1.1801e+001 +7.8403e+000 +9.0987e+000 +1.0032e+001
321 +1.365157426e+007 +1.365157426e+007 +1.365172341e+007 +1.365172341e+007 +1.0511e+001 +8.6096e+000 +1.0232e+001 +7.8726e+000 +3.8189e+000 +6.3068e+000 +7.6781e+000 +5.0441e+000 +7.3788e+000 +7.6983e+000 +7.6239e+000 +3.5929e+000 +8.9999e+000 +8.7771e+000 +8.2516e+000 +9.8542e+000 +1.1869e+001 +3.9786e+000 +7.1902e+000 +6.1826e+000
731 +7.949956793e+006 +7.949956793e+006 +7.950105943e+006 +7.950105943e+006 +7.4694e+000 +6.6096e+000 +3.3128e+000 +6.0336e+000 +4.7434e+000 +8.6974e+000 +8.2944e+000 +5.8626e+000 +6.4402e+000 +3.9649e+000 +6.6321e+000 +5.7347e+000 +5.8838e+000 +9.3629e+000 +3.9725e+000 +8.4618e+000 +7.0233e+000 +9.3808e+000 +4.6495e+000 +1.0704e+001
893 +6.126325246e+006 +6.126325246e+006 +6.126474396e+006 +6.126474396e+006 +8.2707e+000 +5.2192e+000 +2.7269e+000 +5.9592e+000 +2.9896e+000 +8.6691e+000 +7.5752e+000 +4.1996e+000 +4.3550e+000 +3.9791e+000 +5.2894e+000 +5.7686e+000 +8.1195e+000 +7.9997e+000 +3.6401e+000 +8.8619e+000 +8.2710e+000 +6.0426e+000 +4.7339e+000 +1.0241e+001
1181 +3.943989201e+006 +3.943989201e+006 +3.944138351e+006 +3.944138351e+006 +8.4456e+000 +5.0183e+000 -6.4209e-001 +5.1247e+000 +1.4655e+000 +7.3660e+000 +6.9824e+000 +3.2649e+000 +3.5028e+000 +3.5140e+000 +2.8883e+000 +4.3513e+000 +8.3322e+000 +6.0268e+000 +2.6107e+000 +8.6359e+000 +6.8974e+000 +3.4926e+000 +2.0961e+000 +1.1438e+001
1362 +2.390982086e+006 +2.390982086e+006 +2.391131236e+006 +2.391131236e+006 +5.4954e+000 +3.2442e+000 -2.5459e+000 +4.3997e+000 +2.7601e-001 +6.2900e+000 +6.6973e+000 +4.1311e+000 +3.1989e+000 +2.0978e+000 +3.8418e+000 +4.2204e+000 +5.9573e+000 +6.4187e+000 +7.7302e-001 +6.9937e+000 +6.0347e+000 +4.3516e+000 +2.4721e+000 +1.1556e+001
1576 +1.552558446e+006 +1.552558446e+006 +1.552707596e+006 +1.552707596e+006 +4.6179e+000 +2.7897e+000 -1.2169e+000 +3.3450e+000 +3.2702e-001 +5.0304e+000 +5.9524e+000 +3.7967e+000 +1.7862e+000 +2.0180e+000 +2.6096e+000 +3.5036e+000 +4.5831e+000 +5.2028e+000 +1.0792e+000 +7.1758e+000 +4.2836e+000 +1.6098e+000 +3.1968e+000 +1.3044e+001
1831 +9.518294454e+005 +9.518294454e+005 +9.519785954e+005 +9.519785954e+005 +3.2194e+000 +4.4393e+000 +1.0394e+000 +3.2975e+000 -8.6926e-001 +3.5560e+000 +4.5491e+000 +5.3742e-001 +1.7256e+000 +8.0493e-001 +1.8295e+000 +1.3835e+000 +4.1006e+000 +5.2200e+000 +1.1246e+000 +6.5900e+000 +2.7955e+000 +2.0875e+000 +5.7500e-001 +1.3181e+001
1999 +5.829511692e+005 +5.829511692e+005 +5.831003192e+005 +5.831003192e+005 +4.4069e+000 +2.5107e+000 -1.6108e+000 +4.6441e+000 -1.9640e-001 +2.9785e+000 +4.0884e+000 +3.6441e+000 -9.4704e-002 -1.1683e+000 +2.0440e+000 +3.7006e+000 +2.2650e+000 +2.6330e+000 +5.1617e-001 +5.0083e+000 +2.7295e+000 +1.9076e+000 +1.8924e+000 +1.4831e+001
2121 +3.853957572e+005 +3.853957572e+005 +3.855449072e+005 +3.855449072e+005 +3.9867e+000 +2.5369e+000 -1.1198e+000 +3.5999e+000 -2.0682e+000 +2.0101e+000 +4.4877e+000 +2.2534e+000 -6.3552e-002 +7.4677e-001 +1.3136e+000 +3.3601e+000 +2.4485e+000 +3.0692e+000 +5.6332e-001 +3.6392e+000 +3.3323e+000 +2.6511e+000 +1.2694e+000 +1.4748e+001
2292 +2.420304440e+005 +2.420304440e+005 +2.421795940e+005 +2.421795940e+005 +2.5190e+000 +3.3382e+000 +1.4434e+000 +4.6466e+000 -2.1716e+000 +2.0545e+000 +2.9989e+000 +2.4261e+000 -9.2240e-001 -4.4529e-001 +8.3622e-001 +2.4204e+000 +3.0379e+000 +2.5128e+000 -4.2647e-001 +3.2811e+000 +2.3111e+000 +1.6306e+000 +2.1646e+000 +1.5484e+001
2449 +1.573847686e+005 +1.573847686e+005 +1.575339186e+005 +1.575339186e+005 +3.2383e+000 +2.2782e+000 -3.6470e-002 +3.6763e+000 -2.4121e+000 +1.5989e+000 +2.8693e+000 +1.6526e+000 -9.9658e-001 -5.6033e-001 -1.4758e-001 +2.6640e+000 +3.0674e+000 +2.6516e+000 +1.5576e-001 +2.2348e+000 +2.6017e+000 +1.9678e+000 +1.3876e+000 +1.5741e+001
2618 +8.887629825e+004 +8.887629825e+004 +8.902544825e+004 +8.902544825e+004 +2.0829e+000 +1.0474e+000 +2.2597e+000 +4.4991e+000 -1.8889e+000 +1.0613e+000 +1.7639e+000 +1.9495e+000 -4.7962e-001 +2.7175e-002 -1.5538e+000 +2.0946e+000 +3.1720e+000 +1.3868e+000 -4.9200e-001 +2.3761e+000 +1.5318e+000 +1.3444e+000 +1.0599e+000 +1.5862e+001
2812 +5.821597002e+004 +5.821597002e+004 +5.836512002e+004 +5.836512002e+004 +2.1464e+000 +2.0867e+000 +3.7290e-001 +3.3563e+000 -2.5094e+000 +4.7586e-001 +1.9038e+000 +1.4493e+000 +3.4502e-002 -2.4487e-002 -1.9390e+000 +1.7360e+000 +2.1353e+000 +6.7274e-001 -6.0810e-002 +1.6726e+000 +2.1133e+000 +1.8810e+000 +2.2138e+000 +1.6182e+001
2951 +3.920021047e+004 +3.920021047e+004 +3.934936047e+004 +3.934936047e+004 +2.3172e+000 +6.8690e-001 +3.2343e-001 +3.2880e+000 -2.4196e+000 -5.7144e-002 +1.6945e+000 +5.8756e-001 -7.4301e-001 +4.9700e-002 -1.4533e+000 +2.6913e+000 +2.1040e+000 +2.4916e-001 +1.8641e-001 +1.4275e+000 +1.7880e+000 +1.7012e+000 +1.7416e+000 +1.5973e+001
3070 +2.446088163e+004 +2.446088163e+004 +2.461003163e+004 +2.461003163e+004 +1.7344e+000 +9.3726e-001 +1.3885e+000 +3.1040e+000 -1.5640e+000 +6.1789e-001 +1.2834e+000 +2.3659e-002 -3.2457e-001 +5.3981e-002 -2.3581e+000 +1.7146e+000 +1.3514e+000 +8.3625e-001 -2.4285e-001 +1.3237e+000 +1.3261e+000 +1.3786e+000 +1.5560e+000 +1.6441e+001
3176 +1.531196497e+004 +1.531196497e+004 +1.546111497e+004 +1.546111497e+004 +1.5102e+000 +3.4161e-001 +1.3813e+000 +2.7105e+000 -1.5491e+000 -1.9745e-001 +9.7474e-001 +1.6473e-002 -5.8743e-001 +3.4684e-001 -1.6047e+000 +2.0773e+000 +1.6022e+000 +3.6068e-001 -3.6309e-001 +5.9832e-001 +6.1165e-001 +1.0914e+000 +1.5945e+000 +1.6632e+001
3431 +9.857822670e+003 +9.857822670e+003 +1.000697267e+004 +1.000697267e+004 +1.2262e+000 -1.3104e-001 +6.6302e-001 +2.4246e+000 -2.0805e+000 -9.8393e-003 +6.9622e-001 -1.0599e+000 -5.6639e-001 -7.0065e-002 -2.4265e+000 +1.4407e+000 +3.4342e-001 -2.2698e-001 +8.8421e-002 +6.1230e-001 +1.9095e-001 +1.2204e+000 +2.0773e+000 +1.7006e+001
3586 +6.178445783e+003 +6.178445783e+003 +6.327595783e+003 +6.327595783e+003 +1.1584e+000 -5.4497e-002 +9.7529e-001 +2.4550e+000 -1.8521e+000 -4.6101e-001 +3.3011e-001 -5.4590e-001 +8.1728e-002 +1.3115e-001 -2.3703e+000 +1.5736e+000 +1.4705e+000 -5.0813e-001 +2.8935e-001 +3.7221e-001 +3.3439e-001 +1.8490e+000 +1.7076e+000 +1.7505e+001
3777 +3.920870220e+003 +3.920870220e+003 +4.070020220e+003 +4.070020220e+003 +8.8344e-001 -5.4431e-002 +5.7268e-001 +2.4226e+000 -1.8728e+000 -3.5319e-001 -2.5433e-001 -6.6099e-001 -2.7541e-001 +2.6241e-001 -2.2521e+000 +1.3701e+000 +1.5114e+000 -2.1116e-001 +2.8321e-001 +1.9664e-001 +4.5262e-001 +1.3555e+000 +1.8811e+000 +1.6871e+001
4046 +2.299525097e+003 +2.299525097e+003 +2.448675097e+003 +2.448675097e+003 +7.8070e-001 +8.6607e-002 +5.8599e-001 +2.5502e+000 -1.8002e+000 -3.1959e-001 -3.4937e-001 -1.2034e+000 -5.5185e-001 +5.9659e-001 -1.5615e+000 +1.0601e+000 +2.0654e+000 -6.0952e-001 -1.6712e-001 -1.0045e-002 +5.8473e-001 +1.3373e+000 +1.7788e+000 +1.7108e+001
4213 +1.483607161e+003 +1.483607161e+003 +1.632757161e+003 +1.632757161e+003 +6.0439e-001 +1.3383e-001 +4.8566e-001 +2.4507e+000 -1.9744e+000 -4.0530e-001 -2.2786e-001 -1.1984e+000 -4.3773e-001 +4.9643e-001 -1.5142e+000 +1.1225e+000 +2.8517e+000 -3.4001e-001 -2.0962e-001 +4.6484e-002 +7.0891e-001 +1.4582e+000 +1.7121e+000 +1.7298e+001
