% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.415703393e+002 +1.415703393e+002 +8.922033933e+001 +8.922033933e+001 +8.3761e-001 +4.8792e+000 +2.7280e-001 +1.0877e+000 +2.3043e+000 -1.4840e+000 +3.4624e-001 -3.5459e+000 +2.8634e+000 -5.4306e-001 +9.5661e-001 +4.0854e+000 +4.3353e+000 +4.7428e+000 +1.7207e+000 -2.5323e-001 -2.3492e+000 -4.1173e+000 -1.8543e+000 -4.2292e+000
5 +7.039302752e+001 +7.039302752e+001 +1.804302752e+001 +1.804302752e+001 -1.9201e+000 -1.4374e+000 +2.0799e-001 -4.9517e+000 -4.7056e+000 -3.6622e+000 -4.0521e+000 -4.2668e+000 +3.0960e+000 -2.5304e+000 +1.7507e+000 -4.5876e+000 -4.5111e+000 +3.4498e+000 -4.7279e+000 +1.8663e+000 -4.6377e+000 +1.9704e+000 +1.6217e+000 -3.5991e+000
21 +4.987180319e+001 +4.987180319e+001 -2.478196812e+000 -2.478196812e+000 +3.0639e+000 -3.6162e+000 -3.4234e+000 +2.2946e+000 -1.2048e+000 +1.1097e+000 -3.3741e+000 -3.7904e+000 -3.6599e+000 -2.5414e+000 +3.6979e+000 +3.4406e+000 -2.0312e+000 -3.0572e+000 -1.4674e+000 -2.8266e+000 -4.0132e+000 +2.0821e+000 +1.1482e+000 -3.4910e+000
24 +3.750169701e+001 +3.750169701e+001 -1.484830299e+001 -1.484830299e+001 +4.6516e+000 -2.2386e+000 -5.2944e-001 -2.1465e+000 -8.8320e-001 +3.7934e+000 +2.9023e+000 -4.4999e+000 +4.6253e+000 +2.8191e+000 -2.5536e+000 +4.3196e+000 -1.2637e+000 -3.3384e+000 +2.7212e+000 -3.4707e+000 -1.9155e+000 +5.8355e-001 +4.1959e+000 -3.8646e+000
1276 +2.459194298e+001 +2.459194298e+001 -2.775805702e+001 -2.775805702e+001 -5.7753e+000 +1.3313e+000 -2.0091e+000 +3.4632e+000 -2.6860e+000 +2.5189e+000 -5.0850e+000 -2.5111e+000 +1.0485e+000 -7.4414e+000 +2.5542e+000 -1.2030e+000 +1.6601e+000 -2.2357e+000 +2.5189e+000 +6.3506e-001 -1.6755e+000 -2.4164e+000 +1.2955e+000 -2.2106e+000
3660 +1.538147685e+001 +1.538147685e+001 -3.696852315e+001 -3.696852315e+001 -3.3380e+000 -1.7801e+000 +2.5976e+000 -2.6094e+000 -1.4225e-001 +3.5728e+000 -3.9079e+000 -2.2784e+000 +2.1032e+000 -2.6857e+000 +3.0589e+000 -1.4032e+000 +4.9734e+000 -2.0791e+000 -3.7149e+000 +4.3960e+000 -4.3244e+000 +2.9407e+000 +1.7510e+000 -3.3575e+000
4911 +6.909254838e+000 +6.909254838e+000 -4.544074516e+001 -4.544074516e+001 -8.1409e-001 -2.3457e+000 +2.1306e+000 -8.2393e-001 -1.0100e+000 +1.9029e+000 -3.5136e+000 -1.2894e+000 +3.6853e+000 -2.4305e+000 +1.1836e+000 -2.9435e+000 +2.3251e+000 -1.7281e+000 +9.9310e-002 +2.2917e-001 -2.4458e+000 +1.7906e+000 +3.9785e+000 -4.7366e+000
6013 +5.600239864e+000 +5.600239864e+000 -4.674976014e+001 -4.674976014e+001 -2.2690e+000 -1.7221e+000 +1.4479e+000 -1.6058e+000 -2.8958e-001 +3.1520e+000 -5.6845e+000 +8.1480e-001 +3.8616e+000 -1.6672e+000 +3.9817e+000 +3.6206e-001 +1.7685e+000 -1.6844e+000 -1.9912e+000 +1.2191e+000 -1.6131e+000 +2.1921e+000 +3.5228e+000 -2.9649e+000
7073 +3.631373794e+000 +3.631373794e+000 -4.871862621e+001 -4.871862621e+001 -1.8782e+000 -1.0246e+000 +2.7444e+000 -2.4674e+000 -2.8542e+000 +3.0542e+000 -2.7693e+000 +1.9210e-001 +3.0942e+000 -7.0553e-001 +2.9050e+000 -3.1294e-001 +2.8503e+000 -9.5945e-001 -1.0617e+000 +1.4462e+000 -1.1016e+000 +1.0063e+000 +1.1675e+000 -4.5610e+000
8345 +1.991889821e+000 +1.991889821e+000 -5.035811018e+001 -5.035811018e+001 -8.4348e-001 -1.1433e+000 +2.3310e+000 -2.5461e+000 -1.5467e+000 +3.4678e+000 -3.3521e+000 -6.2934e-001 +2.5801e+000 -2.2095e+000 +3.1712e+000 -1.0410e+000 +3.9501e+000 -1.0309e+000 -1.3304e+000 +1.4804e+000 -6.7386e-001 +1.3801e-001 +2.6823e+000 -4.1742e+000
8730 +1.108586774e+000 +1.108586774e+000 -5.124141323e+001 -5.124141323e+001 -8.4096e-001 -1.2611e+000 +2.5562e+000 -2.3457e+000 -7.9387e-001 +3.1620e+000 -3.5800e+000 -1.4016e-002 +2.4051e+000 -1.2730e+000 +2.9005e+000 -9.3957e-001 +3.5648e+000 -1.4778e+000 -2.4716e+000 +4.4627e-001 -5.8402e-001 +1.9398e+000 +2.9341e+000 -4.1664e+000
9072 +9.874243915e-001 +9.874243915e-001 -5.136257561e+001 -5.136257561e+001 -2.3106e-001 -1.2988e+000 +2.7497e+000 -1.4326e+000 -1.4031e+000 +3.6361e+000 -4.4497e+000 -1.3865e-001 +2.7360e+000 -1.1880e+000 +3.2417e+000 -9.1074e-001 +3.1599e+000 -9.3018e-001 -2.3183e+000 +6.9433e-001 -9.3021e-001 +2.0259e+000 +3.1750e+000 -3.9300e+000
9979 +6.124848141e-001 +6.124848141e-001 -5.173751519e+001 -5.173751519e+001 -1.2182e+000 -9.0078e-001 +2.3579e+000 -2.2419e+000 -1.3120e+000 +3.6694e+000 -3.7401e+000 -1.7128e-001 +2.6527e+000 -1.6493e+000 +3.2553e+000 -2.5025e-001 +3.4249e+000 -8.9275e-001 -2.0558e+000 +1.1871e+000 -1.3676e+000 +2.6181e+000 +3.2549e+000 -4.3756e+000
10708 +3.906947829e-001 +3.906947829e-001 -5.195930522e+001 -5.195930522e+001 -9.3962e-001 -1.3444e+000 +2.2216e+000 -2.3839e+000 -1.2529e+000 +3.8542e+000 -3.8683e+000 -3.4401e-002 +2.1502e+000 -1.7198e+000 +3.1816e+000 -6.2429e-001 +3.3653e+000 -1.1096e+000 -1.9996e+000 +1.0467e+000 -1.1701e+000 +1.7463e+000 +2.5510e+000 -3.7856e+000
11467 +2.379046050e-001 +2.379046050e-001 -5.211209540e+001 -5.211209540e+001 -7.3660e-001 -1.5458e+000 +2.5432e+000 -2.3115e+000 -1.3028e+000 +3.9679e+000 -3.9651e+000 -2.5457e-001 +2.5972e+000 -1.8301e+000 +3.2645e+000 -6.2319e-001 +3.5652e+000 -8.0722e-001 -1.9494e+000 +1.0950e+000 -1.2650e+000 +1.6134e+000 +3.3288e+000 -3.9304e+000
12426 +1.519385706e-001 +1.519385706e-001 -5.219806143e+001 -5.219806143e+001 -8.7581e-001 -1.2961e+000 +2.6426e+000 -2.0987e+000 -1.1182e+000 +3.5447e+000 -4.0297e+000 +1.5094e-001 +2.7512e+000 -1.7655e+000 +3.0740e+000 -5.9494e-001 +3.3577e+000 -1.1498e+000 -1.7400e+000 +1.0238e+000 -1.2932e+000 +1.8219e+000 +3.1848e+000 -4.0784e+000
13420 +6.984665555e-002 +6.984665555e-002 -5.228015334e+001 -5.228015334e+001 -8.9856e-001 -1.2482e+000 +2.5131e+000 -2.2667e+000 -1.4393e+000 +3.5139e+000 -4.1179e+000 +3.1301e-002 +2.8095e+000 -1.5879e+000 +2.9601e+000 -6.8466e-001 +3.5134e+000 -9.9620e-001 -1.7690e+000 +1.2559e+000 -1.2107e+000 +1.8163e+000 +3.2299e+000 -3.9371e+000
