% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.807471218e+003 +2.807471218e+003 +2.900411218e+003 +2.900411218e+003 +5.4524e-001 -9.7678e-001 +9.0491e-001 -4.3981e+000 -4.1056e+000 +1.6593e+000 -1.2150e+000 +1.8251e+000 +2.6568e+000 +2.6356e+000 +2.9015e+000 -4.1549e+000 -4.6686e+000 -1.5862e+000 -4.5723e+000 +3.2665e+000 -3.2664e+000 +3.6751e+000 -3.1972e+000 +6.1377e-001
7 +1.159048327e+003 +1.159048327e+003 +1.251988327e+003 +1.251988327e+003 -3.4052e+000 +3.2793e+000 +2.7663e+000 +5.2766e-001 -5.7331e-001 +2.8894e+000 +3.2280e+000 -1.1040e+000 +4.7926e+000 +1.1820e+000 -1.7723e+000 +1.7352e+000 +1.7694e+000 +3.2792e-001 +6.7152e-001 +2.8878e+000 +2.8817e-002 -3.7761e+000 -3.7713e+000 -4.1622e+000
72 +9.851376128e+002 +9.851376128e+002 +1.078077613e+003 +1.078077613e+003 -8.7914e-001 -3.5916e+000 -2.5567e+000 +2.2420e-001 +3.8514e+000 +2.4244e+000 -1.6827e+000 +4.3627e+000 +4.3207e+000 +4.2487e+000 +1.3278e+000 -1.9148e+000 -2.7935e+000 +5.1836e+000 +2.3391e+000 +1.3287e+000 +2.8408e+000 -7.5510e+000 +3.4612e+000 +2.5158e+000
378 +5.985182082e+002 +5.985182082e+002 +6.914582082e+002 +6.914582082e+002 -2.7068e+000 -6.5833e-001 +4.5346e-001 +2.3482e+000 -1.4560e+000 +3.0073e+000 -1.6154e+000 +1.3557e+000 +1.7389e+000 -1.2538e+000 -8.9868e+000 -5.4157e+000 -5.3673e-001 -1.0984e+000 +9.2806e-001 +5.4196e+000 +2.9564e+000 +2.3557e+000 +6.8733e+000 +1.4643e+000
662 +3.350479671e+002 +3.350479671e+002 +4.279879671e+002 +4.279879671e+002 +5.1091e+000 -8.4578e-001 -1.2124e+000 +3.1766e+000 +1.9739e-001 +3.2685e+000 -4.6442e+000 -2.8479e-001 +5.7097e+000 +2.6910e+000 +3.3012e+000 -1.5889e+000 -3.1679e+000 -3.2101e-001 +6.8497e-001 +1.9775e+000 +5.8331e+000 -5.0162e+000 -2.6502e+000 +2.9626e+000
2068 +2.489197919e+002 +2.489197919e+002 +3.418597919e+002 +3.418597919e+002 -6.2274e-001 +4.7936e+000 +3.5957e+000 +1.5681e+000 -2.0928e+000 +3.9841e+000 +2.5256e+000 +1.7793e+000 +3.1824e+000 +4.2960e+000 +2.7743e+000 -3.5357e+000 -2.6966e+000 -2.3015e+000 +3.3988e-001 -1.8290e+000 +5.1964e+000 -3.2039e+000 +4.4380e+000 -3.3893e+000
2652 +1.448493789e+002 +1.448493789e+002 +2.377893789e+002 +2.377893789e+002 +1.8926e+000 +2.2720e+000 -1.3350e+000 +1.5780e-001 +2.2151e+000 +2.6194e+000 +6.5969e-001 -2.9579e+000 +6.4939e+000 +1.3299e+000 +3.4434e+000 -2.9440e+000 -1.4447e+000 -6.4141e-002 +2.9101e+000 +5.5667e-001 +2.8693e+000 -2.1533e+000 -1.6470e+000 +7.0530e-002
6359 +8.996330092e+001 +8.996330092e+001 +1.829033009e+002 +1.829033009e+002 +1.1493e+000 +3.8389e+000 +2.4472e-001 +2.4317e+000 +4.3641e-001 +4.7938e+000 +5.1520e+000 +3.1937e-001 +1.6820e+000 +1.9111e+000 -1.4206e+000 -3.6475e+000 -1.4914e+000 -3.6918e-001 +8.0712e-001 +2.3470e+000 +4.3757e+000 -3.8186e+000 +3.6321e-001 -1.7334e+000
9796 +6.026798862e+001 +6.026798862e+001 +1.532079886e+002 +1.532079886e+002 -8.7639e-001 +1.4763e+000 +2.0791e+000 +2.6700e+000 +5.5190e-001 +3.3339e+000 +9.8740e-001 +6.3944e-001 +4.5643e+000 +2.6881e+000 +2.0944e+000 -4.9764e+000 +4.8813e-001 +5.8388e-002 +2.1055e+000 +1.6245e+000 +2.1398e+000 -2.8540e+000 +2.8802e+000 -1.1988e+000
12223 +3.973324230e+001 +3.973324230e+001 +1.326732423e+002 +1.326732423e+002 +4.1799e-001 +1.6935e+000 -1.6676e-002 +1.4990e+000 +2.0928e+000 +4.8658e+000 +1.3119e+000 -1.2904e+000 +3.5451e+000 +1.9283e+000 +2.3282e+000 -5.0910e+000 -2.2204e+000 +4.3005e-001 +1.8857e+000 +2.5037e+000 +2.8052e+000 -4.1537e+000 +1.1615e+000 +1.6567e+000
18026 +2.249897203e+001 +2.249897203e+001 +1.154389720e+002 +1.154389720e+002 -6.6161e-001 +1.5380e+000 +1.2328e+000 +2.5469e+000 +9.4092e-001 +3.4857e+000 +1.8737e+000 -2.2654e+000 +3.3681e+000 +2.8258e+000 +1.2889e+000 -4.6873e+000 -4.9760e-001 +7.1328e-001 +1.1325e+000 +2.8303e+000 +3.9292e+000 -3.1683e+000 +1.1749e+000 +2.9872e-001
21960 +1.514471029e+001 +1.514471029e+001 +1.080847103e+002 +1.080847103e+002 -4.4186e-001 +6.8923e-001 -3.5270e-002 +2.8172e+000 +2.4966e+000 +3.7509e+000 +1.8448e+000 -2.0575e+000 +3.4630e+000 +1.9843e+000 +2.7705e+000 -4.0999e+000 -1.6614e+000 +4.9361e-001 +1.1957e+000 +2.4372e+000 +3.7311e+000 -2.9823e+000 +1.9742e+000 +9.4951e-001
26333 +8.061156786e+000 +8.061156786e+000 +1.010011568e+002 +1.010011568e+002 -4.4081e-001 +2.0802e-001 -2.3424e-001 +3.6262e+000 +2.4816e+000 +3.4079e+000 +1.5501e+000 -2.4020e+000 +3.5674e+000 +2.3646e+000 +2.6530e+000 -3.4439e+000 -2.1553e+000 +4.2386e-001 +1.3268e+000 +2.8234e+000 +3.8900e+000 -3.3525e+000 +1.7414e+000 +2.6729e-001
35990 +6.013255002e+000 +6.013255002e+000 +9.895325500e+001 +9.895325500e+001 +4.9974e-001 +1.1684e+000 -4.1264e-001 +2.8761e+000 +1.7076e+000 +3.6349e+000 +1.8618e+000 -2.1446e+000 +3.3117e+000 +2.0126e+000 +1.7261e+000 -3.4073e+000 -1.6893e+000 +1.6611e-001 +1.4957e+000 +2.6964e+000 +4.5546e+000 -3.3844e+000 +1.1899e+000 +4.9316e-001
56999 +3.885808983e+000 +3.885808983e+000 +9.682580898e+001 +9.682580898e+001 -3.9177e-002 +7.5717e-001 +2.3322e-001 +3.4096e+000 +2.4158e+000 +4.2611e+000 +2.0386e+000 -2.2173e+000 +3.3549e+000 +2.1577e+000 +1.8598e+000 -3.6887e+000 -1.4608e+000 +6.4752e-001 +1.7037e+000 +2.1819e+000 +3.5556e+000 -3.0379e+000 +3.0482e+000 +9.8353e-001
70718 +1.774978586e+000 +1.774978586e+000 +9.471497859e+001 +9.471497859e+001 -2.7861e-001 +1.0187e+000 +5.0181e-001 +3.2838e+000 +2.1936e+000 +4.1057e+000 +1.6128e+000 -2.2377e+000 +3.6569e+000 +2.3698e+000 +1.6143e+000 -3.3772e+000 -1.7846e+000 +4.9581e-001 +1.2777e+000 +2.5504e+000 +3.8144e+000 -3.0299e+000 +2.8551e+000 +3.8677e-001
97029 +1.545788013e+000 +1.545788013e+000 +9.448578801e+001 +9.448578801e+001 -3.5243e-002 +9.4720e-001 +3.0266e-001 +2.8994e+000 +2.2870e+000 +3.8867e+000 +1.7882e+000 -2.3478e+000 +3.8886e+000 +2.2855e+000 +1.9608e+000 -3.7439e+000 -1.8006e+000 +3.1375e-001 +1.3798e+000 +2.6905e+000 +3.7933e+000 -3.1361e+000 +2.1198e+000 +3.7569e-001
109819 +9.589701264e-001 +9.589701264e-001 +9.389897013e+001 +9.389897013e+001 -1.7316e-001 +6.9993e-001 +3.3874e-001 +3.1696e+000 +2.3855e+000 +3.9455e+000 +1.3505e+000 -2.2489e+000 +3.7674e+000 +2.3719e+000 +1.7427e+000 -3.5742e+000 -1.5165e+000 +6.6419e-001 +1.1629e+000 +2.3672e+000 +3.7758e+000 -3.1018e+000 +2.3558e+000 +5.9089e-001
129059 +5.920033853e-001 +5.920033853e-001 +9.353200339e+001 +9.353200339e+001 -7.1259e-002 +8.8948e-001 +9.6635e-002 +3.0907e+000 +2.2869e+000 +3.8473e+000 +1.7724e+000 -2.4906e+000 +3.5770e+000 +1.9755e+000 +1.9310e+000 -3.6670e+000 -1.6831e+000 +4.7797e-001 +1.3745e+000 +2.7858e+000 +3.8607e+000 -3.0509e+000 +2.4992e+000 +5.2168e-001
136936 +3.742462699e-001 +3.742462699e-001 +9.331424627e+001 +9.331424627e+001 -1.8182e-001 +8.2266e-001 +2.9365e-001 +3.0619e+000 +2.2756e+000 +3.8269e+000 +1.4968e+000 -2.4228e+000 +3.9374e+000 +2.2252e+000 +1.7183e+000 -3.8376e+000 -1.4845e+000 +5.4025e-001 +1.4794e+000 +2.5912e+000 +3.6963e+000 -2.9905e+000 +2.6097e+000 +6.8585e-001
138727 +2.453968669e-001 +2.453968669e-001 +9.318539687e+001 +9.318539687e+001 -1.9423e-001 +8.0573e-001 +2.3516e-001 +3.2209e+000 +2.3255e+000 +3.8034e+000 +1.7302e+000 -2.5662e+000 +3.7446e+000 +2.1356e+000 +1.7178e+000 -3.7915e+000 -1.5293e+000 +5.6243e-001 +1.3501e+000 +2.8376e+000 +3.7832e+000 -3.0271e+000 +2.5542e+000 +5.6776e-001
146620 +1.525293672e-001 +1.525293672e-001 +9.309252937e+001 +9.309252937e+001 -2.0980e-001 +7.0461e-001 +3.0010e-001 +3.1193e+000 +2.2788e+000 +3.8742e+000 +1.6201e+000 -2.4070e+000 +3.8210e+000 +2.1392e+000 +1.8016e+000 -3.7738e+000 -1.6262e+000 +5.4171e-001 +1.2785e+000 +2.7383e+000 +3.6901e+000 -3.0851e+000 +2.5808e+000 +5.5859e-001
147858 +6.721615983e-002 +6.721615983e-002 +9.300721616e+001 +9.300721616e+001 -2.6191e-001 +7.6227e-001 +2.5999e-001 +3.1019e+000 +2.3190e+000 +3.8935e+000 +1.7145e+000 -2.5129e+000 +3.8477e+000 +2.1349e+000 +1.7569e+000 -3.7086e+000 -1.5788e+000 +6.2221e-001 +1.2869e+000 +2.7407e+000 +3.7425e+000 -3.0798e+000 +2.4931e+000 +6.0585e-001
150792 +5.546138260e-002 +5.546138260e-002 +9.299546138e+001 +9.299546138e+001 -2.3957e-001 +7.0305e-001 +2.8587e-001 +3.1657e+000 +2.3729e+000 +3.8715e+000 +1.7699e+000 -2.4746e+000 +3.8581e+000 +2.1452e+000 +1.6985e+000 -3.6958e+000 -1.5717e+000 +6.1519e-001 +1.3113e+000 +2.7582e+000 +3.7520e+000 -3.0862e+000 +2.4978e+000 +6.2733e-001
158745 +3.728880684e-002 +3.728880684e-002 +9.297728881e+001 +9.297728881e+001 -1.9157e-001 +6.9966e-001 +3.0026e-001 +3.1083e+000 +2.4098e+000 +3.9460e+000 +1.7460e+000 -2.5086e+000 +3.8848e+000 +2.1586e+000 +1.7176e+000 -3.6719e+000 -1.5311e+000 +6.2618e-001 +1.3093e+000 +2.7065e+000 +3.6860e+000 -3.1067e+000 +2.5222e+000 +5.9422e-001
168120 +2.296677681e-002 +2.296677681e-002 +9.296296678e+001 +9.296296678e+001 -2.1649e-001 +6.9426e-001 +2.9392e-001 +3.1576e+000 +2.3857e+000 +3.9018e+000 +1.6880e+000 -2.4596e+000 +3.8271e+000 +2.1443e+000 +1.7178e+000 -3.6974e+000 -1.5376e+000 +6.3047e-001 +1.2839e+000 +2.7583e+000 +3.7389e+000 -3.0810e+000 +2.5299e+000 +6.1567e-001
168317 +1.472677609e-002 +1.472677609e-002 +9.295472678e+001 +9.295472678e+001 -2.1799e-001 +7.3589e-001 +3.0200e-001 +3.0775e+000 +2.3879e+000 +3.9035e+000 +1.7443e+000 -2.4727e+000 +3.8177e+000 +2.1565e+000 +1.6980e+000 -3.6898e+000 -1.5455e+000 +6.2615e-001 +1.3166e+000 +2.7624e+000 +3.6847e+000 -3.0437e+000 +2.5432e+000 +6.2333e-001
172567 +1.939969820e-007 +1.939969820e-007 +9.294000019e+001 +9.294000019e+001 -2.1799e-001 +7.3589e-001 +3.0200e-001 +3.0945e+000 +2.3879e+000 +3.9035e+000 +1.7584e+000 -2.4727e+000 +3.8177e+000 +2.1565e+000 +1.6474e+000 -3.6995e+000 -1.5099e+000 +6.2615e-001 +1.2890e+000 +2.7255e+000 +3.6904e+000 -3.0437e+000 +2.5432e+000 +6.2333e-001
175769 +3.297434148e-008 +3.297434148e-008 +9.294000003e+001 +9.294000003e+001 -2.1319e-001 +7.4063e-001 +2.7148e-001 +3.1012e+000 +2.4188e+000 +3.9170e+000 +1.7354e+000 -2.4474e+000 +3.8243e+000 +2.1369e+000 +1.6887e+000 -3.6749e+000 -1.5295e+000 +6.3675e-001 +1.3114e+000 +2.7012e+000 +3.6866e+000 -3.0598e+000 +2.5247e+000 +6.1412e-001
