% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.293665206e+001 +9.293665206e+001 +1.642866521e+002 +1.642866521e+002 -3.7183e+000 -2.7680e+000 +3.9473e+000 +2.0115e+000 -2.2884e+000 +2.0026e+000 -4.9049e+000 +2.9887e+000 -3.5164e+000 -2.7120e+000 -1.2259e+000 -2.7527e+000 +1.4202e+000 -1.7376e+000 +4.0780e+000 -3.1493e+000 +3.6813e+000 +3.2397e+000 +1.3429e+000 -1.7549e+000
7 +6.170744820e+001 +6.170744820e+001 +1.330574482e+002 +1.330574482e+002 -2.2170e-001 -3.9009e+000 +3.5729e-001 -2.8352e+000 -2.5102e+000 -9.0366e-001 -7.2507e-001 -4.2226e+000 +7.1287e-001 +3.4388e+000 -3.5703e+000 -8.7239e-001 +4.7438e+000 -1.6714e+000 +4.9389e+000 -2.2793e+000 -2.4547e+000 +1.6972e+000 -4.8695e+000 +1.4182e+000
122 +3.744850651e+001 +3.744850651e+001 +1.087985065e+002 +1.087985065e+002 -4.5627e+000 +3.1656e+000 -2.7858e+000 +1.1613e+000 +1.9963e-001 -8.0429e-001 +2.7499e+000 -4.9256e+000 +1.9497e+000 +3.5521e+000 -1.2984e+000 +1.7818e+000 +4.2449e+000 +4.5009e+000 -1.3059e+000 +8.4133e-001 +2.7715e-002 +1.9245e+000 -7.4012e-001 -8.6051e-001
4115 +1.990861718e+001 +1.990861718e+001 +9.125861718e+001 +9.125861718e+001 +4.4373e+000 -1.7384e+000 +1.2193e+000 -1.4626e+000 -1.3205e+000 -5.0975e+000 -5.3501e-001 +1.2761e+000 -1.6893e+000 +1.6314e+000 -2.3149e+000 +5.8154e-001 -8.2930e-001 -9.9747e-001 +2.4179e+000 +1.3775e+000 -1.0283e+000 +5.0868e+000 +1.0690e+000 +4.0459e+000
75216 +1.415560604e+001 +1.415560604e+001 +8.550560604e+001 +8.550560604e+001 -2.5884e+000 -4.3050e+000 -1.5735e+000 +1.0592e+000 -6.3879e+000 -1.3132e+000 +3.2409e+000 +2.1421e+000 -8.4046e-001 +5.1999e-001 -5.1226e+000 -1.2772e-001 +3.6687e+000 -2.8170e+000 +3.4776e-001 -4.4889e+000 -4.3786e-001 +3.5716e-001 +1.3933e+000 -6.4467e-002
1566705 +9.944271598e+000 +9.944271598e+000 +8.129427160e+001 +8.129427160e+001 -3.7157e+000 +3.8580e+000 +4.4304e+000 -2.7135e+000 +4.7720e+000 +3.7618e+000 +4.3433e+000 -1.3904e+000 -5.0534e+000 +1.4942e+000 +1.5945e+000 -3.6137e+000 +1.8953e+000 +1.9067e+000 +2.4272e+000 -2.6529e+000 +1.3647e+000 +3.7504e+000 -3.1547e+000 -3.4985e+000
3111305 +6.296507749e+000 +6.296507749e+000 +7.764650775e+001 +7.764650775e+001 -1.3758e+000 +3.9795e+000 -3.6707e+000 -8.0757e-001 +1.4059e+000 +4.6624e+000 +2.2692e+000 +4.8614e+000 +1.1057e-001 +1.5936e+000 +1.4400e+000 -1.7583e+000 -2.3661e-001 -2.5785e-001 +4.2424e+000 -7.3425e-001 -1.6256e+000 +5.4989e-001 +8.8892e-002 +3.9978e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.894793783e+001 +9.894793783e+001 -2.562720622e+002 -2.562720622e+002 +2.4117e+000 +1.6433e-001 +1.7922e+000 -3.3810e+000 +3.8490e+000 +2.1548e-001 -4.8404e+000 +4.8638e+000 +1.3529e+000 -1.2883e+000 -1.5680e+000 -3.7025e+000 +4.3049e+000 -3.3653e+000 -3.5165e+000 -2.3406e+000 +2.4038e+000 -3.4297e+000 +3.6037e+000 +9.8106e-001
14 +5.105760180e+001 +5.105760180e+001 -3.041623982e+002 -3.041623982e+002 -1.3822e+000 +4.0697e+000 +4.6573e+000 +4.1358e+000 +5.9510e-001 +2.7464e-001 +4.0042e+000 +1.3314e+000 +1.4850e+000 +1.8049e+000 +1.8570e+000 -7.2654e-001 +3.5727e+000 -3.0684e+000 +4.0993e+000 -3.8156e+000 -3.6706e+000 -4.9097e+000 +4.1491e-001 -3.9511e+000
