% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.176044557e+007 +5.176044557e+007 +5.176059472e+007 +5.176059472e+007 +1.1826e+001 +5.9706e+000 +1.4070e+001 +1.3571e+001 +1.4698e+001 +7.4233e+000 +1.1166e+001 +8.8216e+000 +1.1396e+001 +1.4516e+001 +8.9144e+000 +1.4172e+001 +1.0943e+001 +5.7568e+000 +1.2607e+001 +1.4611e+001 +1.3400e+001 +6.9224e+000 +8.3440e+000 +8.6559e+000
3 +3.605511633e+007 +3.605511633e+007 +3.605526548e+007 +3.605526548e+007 +8.0463e+000 +1.4092e+001 +1.2619e+001 +9.2976e+000 +1.1612e+001 +1.0289e+001 +9.5272e+000 +1.1404e+001 +6.9653e+000 +9.6099e+000 +5.0008e+000 +5.8498e+000 +1.3236e+001 +6.1734e+000 +1.4440e+001 +6.7086e+000 +1.4197e+001 +6.4650e+000 +7.3629e+000 +6.7993e+000
35 +2.438212125e+007 +2.438212125e+007 +2.438227040e+007 +2.438227040e+007 +1.0870e+001 +8.3437e+000 +7.6317e+000 +5.6537e+000 +9.7747e+000 +5.3597e+000 +1.0196e+001 +1.1593e+001 +9.9238e+000 +1.2707e+001 +1.0925e+001 +1.0393e+001 +9.1513e+000 +6.6605e+000 +5.4581e+000 +1.1555e+001 +1.0279e+001 +7.4534e+000 +7.0779e+000 +1.1703e+001
313 +1.078946304e+007 +1.078946304e+007 +1.078961219e+007 +1.078961219e+007 +6.8317e+000 +4.9129e+000 +7.2222e+000 +1.0428e+001 +8.0155e+000 +9.0985e+000 +9.0588e+000 +7.6743e+000 +8.7858e+000 +5.8886e+000 +5.8765e+000 +8.2502e+000 +8.2195e+000 +9.3037e+000 +6.3568e+000 +8.1670e+000 +6.8808e+000 +6.5608e+000 +3.2114e+000 +1.4998e+001
565 +7.688823924e+006 +7.688823924e+006 +7.688973074e+006 +7.688973074e+006 +8.0785e+000 +4.9514e+000 +7.3430e+000 +4.2812e+000 +6.3052e+000 +5.2024e+000 +5.2710e+000 +7.2927e+000 +6.1353e+000 +3.8397e+000 +5.3037e+000 +3.4312e+000 +8.3383e+000 +9.4020e+000 -2.8090e+000 +2.0087e+000 +4.1938e+000 +1.2283e+001 +4.7184e-001 -7.1209e-001
653 +5.743468894e+006 +5.743468894e+006 +5.743618044e+006 +5.743618044e+006 -1.2547e+000 +7.2057e+000 +8.8508e+000 +1.2330e+001 +2.8115e+000 +4.8319e+000 +4.5235e+000 +4.8365e+000 -9.4489e-001 +3.2014e+000 +4.7595e+000 +3.8712e+000 +3.6295e+000 +7.2313e+000 +8.1365e+000 +8.2229e+000 +5.5594e-001 +2.3780e+000 -8.4145e-001 +1.4593e+001
721 +3.505098947e+006 +3.505098947e+006 +3.505248097e+006 +3.505248097e+006 +6.7155e+000 +4.5778e+000 +8.8341e+000 +3.9511e+000 +3.1110e+000 +4.1073e+000 +6.6921e+000 -1.6639e-001 +5.4930e+000 +5.0580e+000 +5.7731e+000 +2.0535e+000 +6.6634e+000 +6.4613e+000 -3.0699e+000 -1.5690e+000 +5.0853e+000 +5.4875e+000 +5.6600e+000 +1.8003e+001
1100 +1.967851366e+006 +1.967851366e+006 +1.968000516e+006 +1.968000516e+006 +7.5816e-001 +5.3801e+000 +5.0183e+000 -3.6122e+000 +5.3956e+000 +3.9021e+000 +4.5185e+000 +4.0160e+000 +6.1504e+000 +6.8648e+000 -6.3745e+000 +7.0428e-002 +4.8223e+000 +2.1341e+000 -2.3014e+000 -7.1503e+000 +4.7930e+000 +2.6889e-002 +4.7778e-001 -6.0062e-001
1303 +1.575329647e+006 +1.575329647e+006 +1.575478797e+006 +1.575478797e+006 -1.2547e+000 +6.9340e+000 +3.1173e+000 +5.8108e+000 +2.8115e+000 +4.9745e+000 +4.0794e+000 +4.0110e+000 +8.8684e-001 +2.6649e+000 -9.0299e+000 +3.3715e+000 +6.0157e+000 +4.3357e+000 -2.2549e+000 -8.4225e+000 +2.7223e-001 +1.4104e+000 +1.7010e+000 +1.0044e+000
1544 +8.151961662e+005 +8.151961662e+005 +8.153453162e+005 +8.153453162e+005 +4.8300e+000 +5.8418e+000 -3.2697e+000 +5.0087e+000 +1.8166e+000 +2.3310e+000 +2.8564e+000 -2.9494e+000 +2.8121e+000 +5.6825e+000 -3.7941e+000 -9.7905e-001 +3.7409e+000 +2.1265e+000 -2.7808e+000 +8.3061e-001 -2.2710e+000 +5.5136e+000 +1.9650e+000 +2.7671e+001
1596 +5.753025853e+005 +5.753025853e+005 +5.754517353e+005 +5.754517353e+005 +4.2431e-002 +1.7906e+000 +3.0641e+000 +6.5432e+000 +2.0559e+000 +8.4912e-001 +3.0234e+000 +4.4569e+000 -3.2175e+000 +5.0802e+000 +1.4394e+000 -2.9350e+000 +5.1146e+000 +6.4002e-001 -5.0572e+000 -1.1399e+000 -9.7359e-001 +4.0616e+000 +1.9420e+000 +1.8842e+001
1903 +3.122353875e+005 +3.122353875e+005 +3.123845375e+005 +3.123845375e+005 -1.2547e+000 +2.4116e+000 +8.4365e-001 +3.0744e+000 +1.5578e+000 +1.0738e+000 +1.0662e-001 +1.6033e-001 -1.1706e+000 +5.5094e+000 +2.2673e+000 +3.3715e+000 +7.9584e-001 -3.1397e-001 +7.5676e-001 +2.7057e+000 -2.2672e+000 -6.0403e-002 +3.5010e+000 +2.1575e+001
2253 +1.369305097e+005 +1.369305097e+005 +1.370796597e+005 +1.370796597e+005 -1.7466e+000 +2.4116e+000 -2.2424e-001 +3.0744e+000 +1.5578e+000 +1.0738e+000 -1.2998e+000 -5.0881e+000 -1.1706e+000 +5.8841e-001 -2.2473e+000 +3.3715e+000 +7.9584e-001 +5.2348e-001 +7.5676e-001 -1.3979e+000 -2.2672e+000 -6.0403e-002 -8.9218e+000 +2.5383e+001
2459 +9.686019473e+004 +9.686019473e+004 +9.700934473e+004 +9.700934473e+004 -3.0597e+000 -1.2150e+000 +2.8479e+000 -9.4320e-001 -1.4580e+000 -2.4089e+000 -1.1710e-002 -4.5256e+000 +6.7000e-001 +3.0973e+000 -2.9937e-001 -1.3103e+000 +5.1805e+000 +2.6223e-001 -1.5442e+000 -3.0025e+000 -1.0573e+000 -9.6741e-001 -5.8211e+000 +2.2296e+001
2589 +3.582824600e+004 +3.582824600e+004 +3.597739600e+004 +3.597739600e+004 -2.3223e+000 -2.0352e-001 -1.6400e+000 +1.1378e-001 -4.9382e+000 -8.8208e-001 -3.0551e+000 -2.0329e+000 +2.0009e+000 +2.0599e+000 -2.4165e+000 -6.9820e-001 +4.0445e+000 -1.6870e+000 -1.7535e+000 -2.6227e+000 -4.1027e+000 +1.7194e+000 +3.1956e-001 +1.7141e+001
3077 +2.448551459e+004 +2.448551459e+004 +2.463466459e+004 +2.463466459e+004 -2.1622e+000 +2.1680e+000 +1.8021e+000 +9.9341e-001 -2.8558e+000 -1.7330e+000 -1.2371e+000 -3.8739e+000 +1.3733e+000 +8.1117e-001 -2.4861e+000 -3.0553e-001 +3.3359e+000 +1.6700e-001 -1.6609e+000 -3.8942e+000 +7.1496e-001 -7.6274e-001 -2.2823e+000 +6.6387e-001
3319 +1.384483249e+004 +1.384483249e+004 +1.399398249e+004 +1.399398249e+004 -1.6372e+000 -1.1588e+000 -1.5562e+000 -7.3034e-001 -5.7183e+000 -3.6790e-001 -1.5673e+000 -2.7695e+000 -1.5958e+000 +8.7664e-001 -4.9155e+000 -1.1171e+000 +1.7861e+000 -8.7679e-001 +1.4982e-001 -9.1190e-001 -2.1001e-001 -3.5714e-002 +1.8443e+000 +1.4071e+001
