% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.830937886e+001 +6.830937886e+001 -3.424062114e+001 -3.424062114e+001 -3.3510e+000 +2.3813e-001 +1.6982e+000 -1.4966e+000 +6.2123e-001 +4.9242e+000 +2.3870e+000 +1.3986e+000 -3.8347e+000 -1.5095e+000 +3.3457e+000 +1.9150e+000 -4.8126e+000 -2.0765e+000 -1.4347e+000 -3.8346e+000 +4.6429e+000 -2.7429e+000 -4.8802e+000 -3.5521e+000
3 +3.273935427e+001 +3.273935427e+001 -6.981064573e+001 -6.981064573e+001 -3.8167e+000 -2.2552e+000 +2.1775e-001 -3.9405e+000 +4.2776e+000 -2.5974e+000 +2.3651e+000 -2.9552e+000 -3.6657e-001 +1.5909e+000 -9.7871e-001 -1.5242e+000 -4.0157e+000 -9.5008e-001 -5.6732e-001 +4.0705e-001 -1.0409e+000 -4.7478e+000 +1.0343e+000 +9.8306e-001
15 +2.500121605e+001 +2.500121605e+001 -7.754878395e+001 -7.754878395e+001 +1.4384e+000 +1.5863e+000 -4.1046e+000 -7.5092e-002 -2.5340e+000 +1.8204e+000 -1.7246e+000 -3.8003e+000 -1.1307e+000 +3.2694e-002 +2.8922e+000 -1.8880e+000 +1.2178e+000 +1.0019e+000 +9.4003e-001 +2.1588e+000 +3.8191e-001 +1.1902e+000 +6.2666e-001 -4.3521e+000
173 +1.469511971e+001 +1.469511971e+001 -8.785488029e+001 -8.785488029e+001 -4.8802e-001 -2.0810e+000 -2.0981e+000 -2.2463e+000 -1.3749e+000 +8.6058e-001 -2.8366e-001 -2.8674e+000 +2.8484e-001 -1.0683e+000 +6.1524e-001 -3.7283e+000 -1.0337e+000 -1.8742e-001 +2.3022e+000 +1.8545e+000 -1.8145e-001 -1.2719e+000 +2.5497e+000 -2.8221e+000
866 +9.442640095e+000 +9.442640095e+000 -9.310735991e+001 -9.310735991e+001 -1.7484e+000 -5.4516e-001 -2.4240e+000 -1.9771e+000 -1.5693e+000 -6.8329e-001 +1.2558e+000 -1.4862e+000 +1.4548e+000 -5.0868e-001 +2.1726e+000 -5.9638e-001 +3.6489e-001 +8.2613e-001 -2.3983e-001 +1.9846e+000 -1.1030e+000 -6.7454e-001 -2.1526e-001 -3.4212e+000
3424 +6.138926276e+000 +6.138926276e+000 -9.641107372e+001 -9.641107372e+001 -1.8536e+000 -5.1300e-001 -1.2138e+000 -1.9127e+000 -3.8536e-001 -2.3450e-001 +1.2143e+000 +6.7600e-001 +2.1317e+000 -1.1403e+000 +7.7500e-001 -9.7041e-001 -3.2755e-001 -1.2213e+000 -1.4235e+000 +1.3837e-001 +3.3339e-001 -8.1853e-001 +6.1347e-001 -1.8707e+000
8623 +3.898065367e+000 +3.898065367e+000 -9.865193463e+001 -9.865193463e+001 -1.8535e+000 -5.1187e-001 -1.2152e+000 -1.9133e+000 -3.8420e-001 -2.3582e-001 +1.2126e+000 +6.7686e-001 +2.1320e+000 -1.1382e+000 +7.7501e-001 -9.6959e-001 -3.2869e-001 -1.2217e+000 -1.4240e+000 +1.3965e-001 +3.3436e-001 -8.1847e-001 +6.1414e-001 -1.8687e+000
25399 +2.511462987e+000 +2.511462987e+000 -1.000385370e+002 -1.000385370e+002 -1.8540e+000 -5.1347e-001 -1.2117e+000 -1.9125e+000 -3.8381e-001 -2.3787e-001 +1.2144e+000 +6.7560e-001 +2.1366e+000 -1.1368e+000 +7.7320e-001 -9.6796e-001 -3.2878e-001 -1.2230e+000 -1.4246e+000 +1.3705e-001 +3.3420e-001 -8.1714e-001 +6.1444e-001 -1.8689e+000
40519 +1.584742337e+000 +1.584742337e+000 -1.009652577e+002 -1.009652577e+002 -1.8538e+000 -5.1767e-001 -1.2056e+000 -1.9141e+000 -3.7603e-001 -2.3766e-001 +1.2198e+000 +6.7549e-001 +2.1362e+000 -1.1391e+000 +7.6478e-001 -9.6480e-001 -3.2899e-001 -1.2271e+000 -1.4221e+000 +1.3660e-001 +3.3358e-001 -8.1718e-001 +6.1490e-001 -1.8699e+000
453558 +9.999584363e-001 +9.999584363e-001 -1.015500416e+002 -1.015500416e+002 -1.8724e+000 -5.5643e-001 -1.2116e+000 -1.9062e+000 -3.4622e-001 -2.3302e-001 +1.2377e+000 +6.3668e-001 +2.1571e+000 -1.1303e+000 +8.2321e-001 -9.3647e-001 -3.2649e-001 -1.2310e+000 -1.4285e+000 +1.4693e-001 +3.2728e-001 -8.0799e-001 +6.2544e-001 -1.8698e+000
% function evaluation | noise-free fitness - Fopt (7.169000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.516467972e+001 +4.516467972e+001 +1.168546797e+002 +1.168546797e+002 -1.6184e+000 +3.6546e+000 -3.8701e+000 -3.6446e+000 -2.1174e-001 +2.1595e+000 -2.5492e+000 +2.9224e+000 -1.1587e+000 -1.5312e+000 -2.8493e-001 -3.0384e+000 +1.0002e+000 +3.2886e+000 -5.1949e-002 +1.4982e+000 -1.9885e+000 +3.1604e+000 -4.5854e+000 -7.3110e-001
3 +2.580207044e+001 +2.580207044e+001 +9.749207044e+001 +9.749207044e+001 +2.6040e+000 +1.5358e+000 -2.2324e+000 -2.4142e+000 -3.9346e+000 -4.5104e+000 +4.0243e-001 -1.6243e+000 -2.6897e+000 -2.3862e+000 +9.2789e-001 +1.3380e+000 +1.1112e+000 +1.0710e+000 -3.4791e+000 -3.9270e+000 +2.7804e-001 -2.4630e+000 +8.1932e-001 +4.6349e-001
22 +1.986945307e+001 +1.986945307e+001 +9.155945307e+001 +9.155945307e+001 +1.0940e+000 +2.4395e+000 -7.1347e-001 -2.8171e+000 -1.7005e+000 -4.0698e-001 -1.2618e+000 +4.8739e+000 -4.0215e+000 +1.8857e+000 +7.2566e-001 -1.8609e+000 -9.1796e-001 +1.4320e+000 +8.3835e-001 -2.4547e+000 +1.3172e-001 +2.0020e+000 +9.9351e-001 +3.7846e+000
373 +1.457740643e+001 +1.457740643e+001 +8.626740643e+001 +8.626740643e+001 +4.0815e+000 +1.3241e+000 +1.5576e+000 -1.4539e+000 -2.2478e+000 +1.2988e+000 +4.4941e-001 +3.6601e+000 -1.9435e+000 -8.3428e-001 -1.0486e+000 -6.6232e-002 +1.4198e+000 +2.0380e+000 +2.2346e+000 -3.3097e+000 +6.6234e-001 -1.5480e-002 -2.4138e-001 +8.7592e-001
401 +9.123759816e+000 +9.123759816e+000 +8.081375982e+001 +8.081375982e+001 +2.5719e+000 -1.2769e+000 +3.8141e+000 -2.3924e+000 -1.0147e+000 -1.0980e+000 +1.8900e+000 -3.0322e-002 +2.1001e+000 +7.4615e-001 -1.9470e+000 -2.8471e-001 -7.9076e-002 +1.2521e+000 +1.3275e+000 -4.4818e-001 +1.7248e+000 -1.3034e-001 +7.0553e-001 -4.0115e-001
1846 +5.585701574e+000 +5.585701574e+000 +7.727570157e+001 +7.727570157e+001 +1.2005e+000 +5.9899e-001 -7.1552e-001 -1.7597e+000 -9.5689e-001 -8.3152e-001 +1.5686e+000 +7.7656e-002 -4.6376e-001 +1.3816e+000 -9.7831e-001 +2.5804e+000 -1.6108e+000 -1.6584e-001 +9.7038e-001 +6.0194e-001 +1.4239e+000 +6.3630e-004 +5.8059e-002 +8.2380e-002
28398 +3.953311510e+000 +3.953311510e+000 +7.564331151e+001 +7.564331151e+001 +2.0448e+000 +9.6749e-001 +1.7002e+000 -4.8343e-001 -8.9469e-001 -1.2310e+000 +1.0024e+000 +1.0138e-001 -1.2834e+000 +1.3626e+000 -9.6984e-001 -8.9575e-001 -1.5659e+000 +5.0825e-002 +8.3502e-001 +5.5316e-001 +8.3241e-001 -3.4715e-001 -3.8057e-002 +1.6679e-002
39651 +2.490844220e+000 +2.490844220e+000 +7.418084422e+001 +7.418084422e+001 +2.0429e+000 +9.6647e-001 +1.7005e+000 -4.8590e-001 -8.9115e-001 -1.2324e+000 +1.0017e+000 +1.0191e-001 -1.2836e+000 +1.3613e+000 -9.6857e-001 -8.9632e-001 -1.5620e+000 +5.0393e-002 +8.3630e-001 +5.5239e-001 +8.3279e-001 -3.4737e-001 -3.5791e-002 +1.5535e-002
46259 +1.584542699e+000 +1.584542699e+000 +7.327454270e+001 +7.327454270e+001 +2.0431e+000 +9.6491e-001 +1.6944e+000 -4.8875e-001 -8.8892e-001 -1.2359e+000 +1.0001e+000 +1.0032e-001 -1.2814e+000 +1.3621e+000 -9.6876e-001 -8.9174e-001 -1.5630e+000 +5.1406e-002 +8.3697e-001 +5.5268e-001 +8.3339e-001 -3.4924e-001 -3.7115e-002 +1.6127e-002
56258 +9.985764577e-001 +9.985764577e-001 +7.268857646e+001 +7.268857646e+001 +2.0422e+000 +9.6702e-001 +1.6904e+000 -4.8477e-001 -8.8402e-001 -1.2394e+000 +1.0026e+000 +1.0263e-001 -1.2853e+000 +1.3622e+000 -9.6848e-001 -8.9023e-001 -1.5626e+000 +5.1045e-002 +8.3666e-001 +5.5482e-001 +8.3755e-001 -3.4974e-001 -3.3676e-002 +1.6056e-002
