% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.947667505e+003 +1.947667505e+003 +1.485577505e+003 +1.485577505e+003 -8.7288e-001 -1.4708e+000 -4.9147e+000 +3.7922e-001 -1.1646e+000 +2.0104e+000 -4.7119e+000 +3.8372e+000 +3.3942e+000 +2.7214e+000 +3.7663e+000 -2.0503e+000 -3.5172e+000 -1.2473e+000 -4.2032e+000 -1.7132e+000 -3.9827e+000 +4.6997e+000 +1.0223e+000 -1.6134e+000
4 +1.517889673e+003 +1.517889673e+003 +1.055799673e+003 +1.055799673e+003 +1.2547e+000 -1.3720e+000 -3.1243e+000 +4.0235e+000 -2.5113e+000 -1.1372e+000 -4.5993e-001 +2.6208e+000 -2.0366e+000 +9.9008e-001 -4.7474e+000 -6.0665e-001 -3.3198e+000 -4.6316e+000 +1.8456e+000 -1.9303e+000 -3.7314e+000 -6.2252e-001 -4.6327e+000 -2.2753e+000
164 +9.012170573e+002 +9.012170573e+002 +4.391270573e+002 +4.391270573e+002 -3.7697e+000 -1.2791e+000 -3.9624e+000 +7.4318e-001 -5.7168e+000 -3.3477e+000 -3.9709e+000 +8.8752e-001 -4.0383e+000 -9.9510e-001 +5.5135e-001 -1.0307e+000 -3.7274e-001 +4.1009e-001 -2.2645e+000 -4.6939e+000 -2.2539e+000 +1.6190e+000 +2.1028e+000 +4.2029e+000
280 +6.018944577e+002 +6.018944577e+002 +1.398044577e+002 +1.398044577e+002 -2.4619e+000 +2.2647e+000 -4.5492e+000 -1.0585e+000 -4.0038e+000 +1.8714e-001 +2.3295e-001 -1.5680e+000 -6.9564e-001 +4.6071e-002 +1.6967e+000 -2.0853e+000 -9.2852e-001 +1.3575e-001 -2.2361e+000 -4.2349e+000 +3.5500e-002 +1.4932e+000 +2.3433e+000 +3.9577e+000
723 +3.656045366e+002 +3.656045366e+002 -9.648546344e+001 -9.648546344e+001 +4.4049e-002 +1.3633e+000 -3.7810e+000 -2.9662e+000 +2.4503e+000 +9.5905e-001 +2.5375e+000 +1.6476e+000 -8.3817e-001 +9.7544e-001 +1.1062e+000 -3.0247e+000 -1.2800e+000 -8.6614e-001 -4.5011e-002 -3.9534e+000 +2.5224e-001 +3.1528e+000 +2.7723e+000 +1.7157e+000
1552 +2.345073728e+002 +2.345073728e+002 -2.275826272e+002 -2.275826272e+002 +6.4090e-001 +1.8997e+000 -3.2564e+000 +1.6556e+000 +2.0583e+000 +2.1486e+000 +4.6449e-001 +2.5309e+000 -1.7282e-001 +1.1829e+000 +2.1513e+000 -3.1548e+000 -1.9376e-001 -3.2444e+000 -1.2149e-001 -3.8984e+000 -4.2574e-001 +2.2637e+000 +2.3407e+000 +2.0849e+000
2174 +1.455509490e+002 +1.455509490e+002 -3.165390510e+002 -3.165390510e+002 -6.0553e-001 +3.2813e+000 +1.9937e+000 +1.5498e+000 +2.1838e+000 +3.4960e+000 +1.7645e+000 +2.0452e+000 -8.7149e-001 -4.9886e-001 +1.7093e+000 -3.7695e+000 -7.1800e-001 -3.3808e+000 +4.8644e-001 -3.2906e+000 +2.0396e-002 +3.0486e+000 +2.0305e+000 +1.5047e+000
4642 +9.968705921e+001 +9.968705921e+001 -3.624029408e+002 -3.624029408e+002 -5.1209e-001 +3.2403e+000 +2.1293e+000 +1.4809e+000 +2.2644e+000 +3.5115e+000 +1.7323e+000 +1.9251e+000 -8.5083e-001 -6.0854e-001 +1.7202e+000 -3.7437e+000 -8.3197e-001 -3.5513e+000 +1.0196e+000 -3.0772e+000 +9.7823e-003 +2.9050e+000 +2.0780e+000 +1.5284e+000
5286 +6.110042545e+001 +6.110042545e+001 -4.009895746e+002 -4.009895746e+002 +2.7323e-001 +3.2507e+000 +2.2004e+000 +1.4516e+000 +2.2381e+000 +3.6238e+000 +1.7924e+000 +1.8951e+000 +1.2667e+000 -5.0617e-001 +1.6922e+000 -3.6850e+000 -8.6084e-001 -3.4237e+000 +9.9540e-001 -3.1103e+000 -5.7221e-003 +2.9554e+000 +2.1026e+000 +1.4910e+000
7258 +3.915515521e+001 +3.915515521e+001 -4.229348448e+002 -4.229348448e+002 +3.8949e-001 +3.2733e+000 +2.1701e+000 +1.5566e+000 +2.2590e+000 +2.1438e+000 +1.7649e+000 +1.8863e+000 +1.1396e+000 -5.5392e-001 +1.6909e+000 -3.7475e+000 -3.5396e-001 -3.4419e+000 +1.0080e+000 -3.0896e+000 +9.3088e-003 +2.9258e+000 +2.0926e+000 +1.5249e+000
% function evaluation | noise-free fitness - Fopt (7.766000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.742559907e+003 +7.742559907e+003 +7.820219907e+003 +7.820219907e+003 +1.5301e+000 -4.3466e+000 +3.0010e+000 -1.9510e+000 +3.3608e+000 -3.6782e+000 -4.5496e+000 -2.9477e+000 -4.0952e+000 -1.2533e+000 -4.6324e+000 -1.3956e+000 +3.2300e+000 -4.7330e+000 +4.2338e+000 +8.3833e-001 +1.7403e+000 +5.9315e-001 -4.9180e+000 -3.0483e+000
6 +5.253493207e+003 +5.253493207e+003 +5.331153207e+003 +5.331153207e+003 -4.5808e+000 +1.1407e+000 +1.0259e+000 +1.2906e+000 -2.0822e+000 -7.6693e-001 -2.4315e+000 -2.1833e+000 -7.0662e-001 +4.9121e+000 +4.1916e+000 +8.6258e-001 +2.7297e+000 -3.6883e+000 +2.6295e+000 +3.0682e+000 -1.6557e+000 +2.4044e+000 -4.7861e+000 +3.2383e+000
8 +2.360448725e+003 +2.360448725e+003 +2.438108725e+003 +2.438108725e+003 +1.6060e+000 -4.0884e+000 +2.7281e+000 +4.8649e+000 -1.7433e+000 -4.5895e+000 +2.3381e+000 +3.6770e+000 +9.3721e-001 -2.8251e+000 +2.7064e+000 +7.3661e-001 -1.4634e+000 -4.9645e+000 +3.9269e-001 -8.4972e-001 -3.3275e+000 +4.6186e+000 +1.1688e+000 +2.3619e+000
39 +1.529473908e+003 +1.529473908e+003 +1.607133908e+003 +1.607133908e+003 -1.7843e+000 -3.6447e+000 -7.2008e-001 -1.3352e+000 -4.3370e+000 +2.1897e+000 -2.5822e+000 -4.1828e+000 +9.0638e-001 +2.9707e+000 +1.0681e+000 -2.4733e+000 -3.3469e-001 +4.9800e+000 -2.6225e+000 +9.4084e-001 +1.0561e+000 -1.7847e+000 +1.0876e+000 -4.9698e+000
246 +8.939779647e+002 +8.939779647e+002 +9.716379647e+002 +9.716379647e+002 +6.2082e-001 -1.9877e+000 -1.2093e-001 +1.6447e+000 +3.2481e+000 -1.4026e+000 -2.3911e-001 -2.7345e+000 -1.6160e+000 -1.5815e+000 +3.1989e-001 +5.5258e+000 -4.8133e+000 -6.3761e-001 -4.2095e+000 -1.1586e+000 -1.4486e+000 -2.7070e+000 +1.3149e+000 -2.6688e+000
470 +6.078793928e+002 +6.078793928e+002 +6.855393928e+002 +6.855393928e+002 +2.0012e+000 -4.4547e+000 +1.1635e+000 +3.4039e+000 +1.6979e+000 +1.9704e-001 +7.8105e-001 -2.4631e+000 +1.6960e-001 -1.0629e+000 +3.2953e+000 +2.9366e+000 -3.5911e+000 -4.6071e+000 +7.4277e-001 -2.3686e-001 +3.5357e-001 -2.2808e+000 -1.0124e+000 -1.9436e+000
887 +3.859803724e+002 +3.859803724e+002 +4.636403724e+002 +4.636403724e+002 -1.2513e-001 -2.8967e+000 -6.1084e-001 +3.0565e+000 +1.4530e+000 -2.4659e+000 +5.5280e-001 -1.0085e+000 -5.6851e-001 -4.0585e+000 +1.8253e+000 -5.5519e-001 -4.3162e+000 -3.4386e+000 +4.8715e-001 -6.7707e-001 +2.7373e-001 -2.4902e+000 +2.1485e+000 -4.1813e+000
1500 +2.296969579e+002 +2.296969579e+002 +3.073569579e+002 +3.073569579e+002 -6.4112e-001 -1.7756e+000 +9.7428e-001 +1.8279e+000 +1.7390e+000 -1.1851e+000 -8.1604e-001 -1.2220e+000 -5.2639e-001 -4.0245e+000 +2.1667e+000 +5.8414e-001 -2.5352e+000 -1.9857e+000 +2.4822e+000 +1.2341e+000 -2.1685e-001 -3.4231e+000 +2.0603e+000 -4.6235e+000
2269 +1.552378194e+002 +1.552378194e+002 +2.328978194e+002 +2.328978194e+002 -8.7316e-001 -2.2217e+000 -7.9155e-001 +1.6234e+000 +1.5868e+000 -4.5509e-001 -1.0791e-001 -1.1977e+000 -5.2218e-001 -3.7987e+000 +2.3636e+000 -4.9719e-001 -1.5001e+000 -2.5087e+000 +1.8943e+000 +1.8163e+000 -5.0332e-001 -2.3439e+000 +2.4477e+000 -4.2368e+000
3353 +9.850609986e+001 +9.850609986e+001 +1.761660999e+002 +1.761660999e+002 -7.3839e-001 -2.5132e+000 +4.6918e-001 +2.3324e+000 +1.0232e+000 -1.3326e+000 +5.9492e-001 +1.7849e-001 +2.6288e-001 -3.8357e+000 +2.3272e+000 -4.8066e-001 -2.1664e-001 -1.6810e+000 +1.9615e+000 +1.3130e+000 -4.9136e-001 -1.9064e+000 +2.4489e+000 -3.1838e+000
6956 +5.194444579e+001 +5.194444579e+001 +1.296044458e+002 +1.296044458e+002 +1.3298e+000 -2.5188e+000 +3.7423e-001 +1.8120e+000 +1.5632e+000 -1.2933e+000 +6.7258e-001 +7.7325e-002 +1.2346e-001 -3.8467e+000 +2.3432e+000 -3.8545e-001 -1.5456e-001 -1.6171e+000 +1.9205e+000 +1.7636e+000 -5.1824e-001 -2.3865e+000 +2.4539e+000 -2.8197e+000
% function evaluation | noise-free fitness - Fopt (1.156800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.116774939e+004 +1.116774939e+004 +1.128342939e+004 +1.128342939e+004 -2.1961e+000 -1.3518e+000 +1.1047e+000 +3.4658e+000 +1.2958e+000 -1.3491e+000 +4.8864e+000 +2.2406e-001 +1.1383e+000 -1.0720e+000 -4.5922e+000 +3.9675e+000 +2.4807e+000 -2.0153e+000 -3.3213e+000 +2.5188e-001 +4.1335e+000 -3.3581e+000 +9.4930e-001 +4.3602e+000
4 +1.395797188e+003 +1.395797188e+003 +1.511477188e+003 +1.511477188e+003 -3.6965e-001 -3.9213e-001 -4.2275e+000 +4.9601e+000 +2.0171e+000 -8.4027e-002 +1.7753e+000 +3.9195e+000 +2.5619e+000 -3.5905e+000 -1.8381e+000 -4.5277e+000 +2.1079e+000 +5.9829e-001 +2.7352e+000 +1.6561e+000 -8.8601e-001 +3.8529e+000 -3.7137e+000 +4.9717e+000
85 +8.297455318e+002 +8.297455318e+002 +9.454255318e+002 +9.454255318e+002 -3.8831e+000 -2.8486e-001 +4.3553e-002 -2.7573e+000 +2.5214e+000 +2.5859e+000 +4.5837e-001 +9.9798e-001 -1.1513e+000 +1.1454e+000 -4.8587e-001 +1.3485e-001 +2.7380e+000 +3.4280e-001 -2.1806e+000 -3.3769e+000 -1.8835e+000 +4.4911e-001 +1.3982e+000 -1.0592e+000
409 +6.299183795e+002 +6.299183795e+002 +7.455983795e+002 +7.455983795e+002 -3.1978e+000 -1.0810e+000 -1.7393e+000 +3.1461e+000 +7.2190e-001 -8.6474e-001 +8.4450e-002 +4.4273e+000 +2.3861e+000 -3.0651e+000 +1.6807e+000 -3.0756e-001 +3.8191e+000 +1.9749e+000 -2.4867e+000 +1.9723e+000 -3.0146e+000 +4.7740e+000 +2.1955e+000 -7.6130e-001
824 +3.597362995e+002 +3.597362995e+002 +4.754162995e+002 +4.754162995e+002 -2.7649e+000 -9.8181e-001 -5.1570e-001 +1.4704e+000 -2.5435e-001 -4.4400e+000 +1.1194e+000 +3.9792e+000 +2.5937e+000 -9.8282e-001 +3.1422e+000 -2.4651e+000 +3.0420e+000 +7.4074e-001 +7.6817e-001 +7.0031e-001 -1.0472e+000 +4.4572e+000 +1.3746e+000 -1.6999e-002
1184 +2.474998066e+002 +2.474998066e+002 +3.631798066e+002 +3.631798066e+002 -2.7563e+000 -1.0262e+000 -5.2776e-001 +2.0831e+000 +3.3766e-001 -2.4981e+000 +6.4723e-001 +6.9614e-001 +3.0991e+000 -1.2666e+000 +3.2486e+000 -2.6337e+000 +2.8995e+000 +2.4291e-001 -3.8117e-001 +7.1712e-001 -2.8551e-001 +4.4510e+000 +3.2171e+000 -6.5201e-001
2382 +1.557852946e+002 +1.557852946e+002 +2.714652946e+002 +2.714652946e+002 +1.0612e-001 -1.1077e+000 +2.3171e-001 +2.2996e+000 +1.7580e+000 -3.2155e+000 +2.2735e+000 +1.2259e+000 +3.2266e+000 -2.3977e+000 +2.6149e+000 -2.0885e+000 +2.8977e+000 +1.2141e+000 +5.1829e-001 +3.0718e-001 +3.5206e-001 +4.1117e+000 +3.4059e+000 -5.3572e-001
4581 +9.603209763e+001 +9.603209763e+001 +2.117120976e+002 +2.117120976e+002 +1.2085e+000 -1.0616e+000 -6.2123e-001 +3.1827e+000 +2.9372e+000 -3.1986e+000 +3.5277e+000 +1.7955e+000 +3.1548e+000 -4.4058e+000 +2.1882e+000 -1.7888e+000 +2.8214e+000 +2.4232e-001 +1.5160e+000 -3.3925e-001 +6.4684e-002 +3.4359e+000 +3.0754e+000 -1.1253e+000
6114 +5.141741005e+001 +5.141741005e+001 +1.670974101e+002 +1.670974101e+002 +1.2489e+000 -1.0624e+000 -5.4393e-001 +3.1888e+000 +2.8270e+000 -3.1917e+000 +3.5592e+000 +1.8349e+000 +3.2365e+000 -2.0162e+000 +2.2057e+000 -1.7844e+000 +2.8250e+000 +2.7549e-001 +1.6630e+000 -3.2411e-001 +9.6987e-002 +3.4674e+000 +3.0703e+000 -8.9970e-001
7088 +3.909463552e+001 +3.909463552e+001 +1.547746355e+002 +1.547746355e+002 +1.2617e+000 -1.0412e+000 -6.0899e-001 +3.1890e+000 +2.7808e+000 -3.1637e+000 +3.5167e+000 +1.7266e+000 +3.2522e+000 -1.4255e+000 +2.1903e+000 -1.7838e+000 +2.8031e+000 +1.8786e-001 +1.6199e+000 -3.4615e-001 +8.9125e-002 +3.4642e+000 +3.1256e+000 -8.9328e-001
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.133351215e+003 +1.133351215e+003 +1.129641215e+003 +1.129641215e+003 +2.3221e+000 -3.8138e+000 -4.2208e+000 +4.5851e+000 -4.5052e+000 +6.1616e-001 -4.4444e+000 -1.6143e+000 -3.1688e+000 +4.4118e+000 -4.7149e+000 +3.8424e+000 -4.8888e-001 +3.3584e+000 -2.1860e+000 -3.2856e+000 +1.3486e+000 +3.4657e+000 +3.8279e+000 -4.0807e+000
37 +6.016862489e+002 +6.016862489e+002 +5.979762489e+002 +5.979762489e+002 -3.3450e+000 -6.6303e-001 -1.9119e+000 +3.9365e+000 -1.0656e+000 +4.2864e+000 -6.5112e-001 +2.4465e+000 +2.6561e+000 +3.3434e+000 +1.1912e+000 -3.4127e+000 +8.1858e-001 +4.0716e-003 -7.3699e-001 -2.7895e+000 -1.0548e+000 +1.9781e+000 +3.6299e+000 -3.8557e+000
1081 +3.822675461e+002 +3.822675461e+002 +3.785575461e+002 +3.785575461e+002 -2.4954e+000 -1.3604e+000 +2.9854e-001 +3.8310e+000 -4.3196e-001 +2.5330e+000 -5.7889e-001 +2.4889e-001 +6.0024e-001 +2.8695e+000 +9.1890e-001 +1.5098e+000 +2.7237e-001 -2.6566e+000 +3.7217e-001 -2.8240e+000 +1.1351e+000 +3.0726e-001 +3.8008e+000 -3.5779e+000
1609 +2.476913139e+002 +2.476913139e+002 +2.439813139e+002 +2.439813139e+002 +1.4256e+000 +1.1704e+000 -8.7981e-002 +4.1021e+000 -9.0000e-002 +5.0960e+000 -4.8233e-001 -2.2421e-001 +1.2279e+000 +2.4952e+000 +3.4697e+000 +2.5853e+000 +3.3082e+000 -5.3887e-001 +3.5890e-002 -2.9589e+000 +1.1467e+000 +1.4481e-001 +3.0088e+000 -3.9081e+000
2598 +1.543343065e+002 +1.543343065e+002 +1.506243065e+002 +1.506243065e+002 +9.0104e-001 -1.0023e+000 +1.5920e+000 +4.8014e+000 +8.5302e-001 +4.3152e+000 -2.5688e-001 -1.3429e+000 +1.7561e+000 +1.2155e+000 +3.0905e+000 +1.0258e+000 +2.6223e+000 -1.1462e+000 +4.9021e-001 -2.5354e+000 +1.1145e+000 +7.7440e-001 +3.4108e+000 -3.5729e+000
5969 +9.775166528e+001 +9.775166528e+001 +9.404166528e+001 +9.404166528e+001 +9.7163e-001 -3.2734e+000 +8.2526e-001 +3.9925e+000 +2.1708e+000 +4.4823e+000 +1.8100e-001 -2.0283e+000 +1.7424e+000 +8.9596e-001 +2.7483e+000 +1.0974e+000 +3.1460e+000 -1.6768e+000 +4.7299e-001 -2.4927e+000 +1.1055e+000 +1.4636e+000 +3.2081e+000 -3.5042e+000
% function evaluation | noise-free fitness - Fopt (1.321800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.054667759e+003 +4.054667759e+003 +4.186847759e+003 +4.186847759e+003 +4.4678e+000 +4.2627e-002 -4.9699e+000 -6.1579e-001 -1.1403e+000 +3.3638e+000 +3.0258e+000 +2.6913e+000 +1.5417e+000 -4.7768e+000 -2.1267e+000 +1.1939e+000 -3.6931e+000 -3.9625e+000 -2.0689e+000 +2.9724e+000 +9.1664e-001 -4.0750e+000 +3.1468e+000 -1.5445e+000
8 +1.920581778e+003 +1.920581778e+003 +2.052761778e+003 +2.052761778e+003 +4.2929e+000 -3.6892e+000 +5.9004e-001 +2.0467e+000 +4.6579e+000 +5.4220e-001 +1.1571e-001 +4.3445e+000 +2.6160e-001 +1.3175e+000 -2.5466e+000 -2.9862e+000 -1.8967e+000 -3.3649e+000 +3.0059e+000 +9.9213e-001 -2.0514e+000 +3.6756e+000 -3.6620e+000 +2.6049e+000
11 +1.516458065e+003 +1.516458065e+003 +1.648638065e+003 +1.648638065e+003 +3.6180e+000 +2.9053e+000 +4.1396e+000 -3.9393e+000 +1.9473e+000 -4.3489e-001 -2.7202e+000 +4.0693e-001 -1.9657e+000 +4.7379e+000 -2.0187e+000 +2.2662e+000 -5.6968e-001 -4.8771e+000 -1.1182e+000 +1.4936e+000 -4.3770e+000 -3.2725e+000 -1.4812e+000 +2.1950e+000
92 +8.851837899e+002 +8.851837899e+002 +1.017363790e+003 +1.017363790e+003 -3.9187e+000 -1.6737e+000 -2.8116e+000 +1.4318e+000 -1.0632e+000 +2.4706e+000 -5.5085e+000 +1.6005e-001 -1.8719e+000 -1.3191e+000 -1.6351e+000 +3.6822e+000 +2.3209e-001 -1.1096e+000 +2.3718e+000 -7.9392e-001 +5.0106e-001 +8.9055e-001 -9.9435e-001 -4.5355e-001
462 +5.530509079e+002 +5.530509079e+002 +6.852309079e+002 +6.852309079e+002 +1.3237e+000 +4.5726e+000 +1.7986e+000 -6.7507e-001 +1.4511e+000 +2.8921e+000 +1.4698e+000 +3.1331e+000 -2.9583e+000 -1.3701e+000 +1.0070e+000 +5.3668e+000 +1.1548e+000 +4.6272e+000 +2.2712e+000 +1.9250e+000 +7.2999e-001 +8.6307e-001 -1.3074e+000 -7.5047e-001
743 +3.956239631e+002 +3.956239631e+002 +5.278039631e+002 +5.278039631e+002 +2.1426e+000 -1.4040e+000 -1.0322e+000 +2.8034e-001 +5.3736e-001 +2.0009e+000 +2.1977e+000 +1.4825e-001 -2.0963e+000 -1.5740e+000 +1.2528e+000 +4.1661e+000 +8.4275e-001 +4.2935e+000 +1.6830e+000 +3.2516e+000 +8.9793e-001 +2.9204e+000 +1.3778e-001 +1.4369e+000
998 +2.499933708e+002 +2.499933708e+002 +3.821733708e+002 +3.821733708e+002 +5.4375e-001 -1.5374e+000 -2.1857e-001 -3.5470e-001 +2.5672e-001 +1.7733e+000 +2.4361e+000 -5.7715e-001 -1.0082e+000 -1.3622e+000 +4.1926e-001 +2.0943e+000 -3.5779e-001 +2.7840e+000 +2.3924e+000 +1.8333e+000 +5.1690e-001 +2.7462e+000 +5.8802e-001 +1.3189e+000
3409 +1.509204824e+002 +1.509204824e+002 +2.831004824e+002 +2.831004824e+002 +1.8097e+000 +1.5486e+000 +3.5553e+000 +2.7814e-001 -6.8119e-002 +1.8416e-001 +1.7060e+000 -2.0612e+000 -7.5906e-001 +1.4979e+000 +2.3985e-001 +2.5370e+000 +5.8879e-001 +2.7877e+000 +2.3722e+000 +1.8704e+000 +6.4513e-001 +3.3651e+000 +1.1083e+000 +1.6639e+000
6107 +9.834901764e+001 +9.834901764e+001 +2.305290176e+002 +2.305290176e+002 +2.0076e+000 +1.4983e+000 +3.5512e+000 -1.8879e+000 +2.4448e+000 +7.3261e-001 +1.5477e+000 -1.8905e+000 +2.0040e-001 -6.0630e-002 +2.6656e-001 +2.5071e+000 +4.7425e-001 +2.7893e+000 +2.7459e+000 +2.3855e+000 +9.8390e-001 +3.1461e+000 +1.3330e+000 +1.4629e+000
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.023799206e+003 +2.023799206e+003 +1.982059206e+003 +1.982059206e+003 +1.7597e+000 -2.0497e+000 +1.6560e+000 +3.0076e+000 +3.2955e+000 -4.0153e+000 +3.8402e-001 +2.4071e+000 -1.2495e-001 +4.2842e-001 -1.7473e+000 +2.3186e+000 -1.5931e-001 +3.5831e+000 +3.5947e+000 -4.6211e+000 -5.0120e-001 -2.5705e+000 +1.4416e-001 -1.7213e+000
