% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.840592990e+002 +1.840592990e+002 +1.317092990e+002 +1.317092990e+002 -2.8854e+000 -1.5925e+000 -1.2616e+000 +3.6535e-001 +2.9583e-001 -1.9751e+000 +8.9637e-003 -2.0367e+000 -4.0455e+000 -1.9867e+000 +2.8054e+000 +1.4538e-001 -1.6125e+000 +3.0134e+000 -4.4529e+000 -2.7528e+000 -1.2983e+000 +4.6880e+000 +1.6469e+000 +4.1540e+000
4 +7.286068506e+001 +7.286068506e+001 +2.051068506e+001 +2.051068506e+001 +4.4611e+000 -9.2690e-001 +2.1224e+000 -1.8068e+000 +3.9183e+000 +2.2011e+000 -3.3736e+000 -1.4069e+000 +4.6229e+000 +9.9065e-001 -2.7062e+000 +3.6500e+000 +5.7876e-001 +3.9921e+000 +4.0895e+000 -3.2476e+000 +7.7937e-002 +4.9649e+000 -2.1616e+000 -2.3496e+000
36 +4.599492670e+001 +4.599492670e+001 -6.355073299e+000 -6.355073299e+000 -1.2677e+000 -2.0846e+000 +7.3623e-001 -3.9752e+000 -3.2672e+000 +3.2358e-001 -2.9220e+000 -8.0038e-001 +8.8585e-001 -4.5996e+000 +4.3091e+000 -3.7570e+000 +4.2521e+000 -2.7116e+000 +4.3739e+000 +4.1575e+000 -4.5380e+000 -2.0075e-001 -3.7921e+000 -3.5597e+000
73 +3.501995769e+001 +3.501995769e+001 -1.733004231e+001 -1.733004231e+001 -3.8952e+000 -3.2071e+000 -2.3092e+000 -4.5918e+000 -5.1508e+000 -2.4881e+000 -2.7283e+000 -2.6079e+000 +1.2612e+000 -5.9530e+000 +2.7780e+000 -5.0434e+000 +4.9082e+000 -9.3282e-001 +1.0212e+000 +3.0231e+000 -2.4949e+000 +1.7964e+000 -7.3309e-001 -3.6437e+000
193 +2.349730597e+001 +2.349730597e+001 -2.885269403e+001 -2.885269403e+001 -3.5883e-001 -9.6730e-001 +2.8156e+000 -2.2620e+000 -2.7401e+000 -9.7036e-002 -5.3435e-001 -5.6511e+000 +1.5591e+000 -3.9392e+000 -1.9976e+000 -7.7141e-001 +1.1127e+000 -6.2671e-001 +1.7559e+000 -2.7415e-001 +2.2839e+000 -1.6130e+000 -1.0761e+000 -4.4131e+000
456 +1.508121761e+001 +1.508121761e+001 -3.726878239e+001 -3.726878239e+001 -6.3910e-001 -2.9750e+000 +1.5161e+000 +2.6621e-002 -4.1622e+000 -4.6582e-001 -1.2989e+000 -1.6124e+000 +2.4257e+000 -3.8737e+000 +1.9739e+000 -1.5042e+000 -4.5359e-001 -1.1417e+000 -1.0800e+000 -8.8854e-001 +1.4044e+000 +1.0884e+000 -1.8610e-001 -3.7881e+000
1113 +9.842326138e+000 +9.842326138e+000 -4.250767386e+001 -4.250767386e+001 +1.1201e+000 -1.9147e+000 +2.8109e+000 -1.7961e+000 -2.7810e+000 +9.8413e-001 +3.7607e-002 -1.0504e+000 +2.2799e+000 -3.4776e+000 +1.0995e+000 -5.2096e-001 +1.2643e+000 +2.2477e-001 -6.2774e-001 +1.6545e+000 +7.8257e-001 +2.2228e+000 +3.9012e+000 -5.3701e+000
1863 +5.496797039e+000 +5.496797039e+000 -4.685320296e+001 -4.685320296e+001 +4.2717e-002 -2.7087e+000 +3.1252e+000 -2.8590e+000 -2.6483e+000 +2.1222e+000 -3.6319e+000 -1.8125e+000 +3.7700e+000 -1.9809e+000 +1.7701e+000 -1.2827e+000 +3.4604e+000 -2.1279e+000 -5.4861e-001 +2.3769e+000 +6.5153e-001 +1.7508e+000 +1.7394e+000 -5.1244e+000
2395 +3.869372063e+000 +3.869372063e+000 -4.848062794e+001 -4.848062794e+001 -1.0155e-001 -2.6331e+000 +2.6668e+000 -2.5729e+000 -2.3342e+000 +2.1694e+000 -2.8988e+000 -1.2756e+000 +3.3224e+000 -1.6039e+000 +2.5560e+000 -1.1288e+000 +3.2672e+000 -1.8402e+000 -1.0697e+000 +1.5780e+000 +3.2175e-001 +1.1087e+000 +2.8323e+000 -4.9401e+000
2928 +2.434663618e+000 +2.434663618e+000 -4.991533638e+001 -4.991533638e+001 -1.1435e-003 -2.1066e+000 +3.2070e+000 -2.0327e+000 -2.1186e+000 +3.2875e+000 -3.4195e+000 +1.0909e+000 +3.0142e+000 -1.6995e+000 +3.2955e+000 +3.3997e-001 +3.0059e+000 +2.9980e-003 -2.1747e+000 +1.2888e+000 -4.0026e-001 +2.7267e+000 +3.8220e+000 -4.3027e+000
