% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.625841416e+001 +1.625841416e+001 +2.312841416e+001 +2.312841416e+001
2 +1.018233000e+001 +1.018233000e+001 +1.705233000e+001 +1.705233000e+001
15 +8.874917290e+000 +8.874917290e+000 +1.574491729e+001 +1.574491729e+001
106 +5.795698219e+000 +5.795698219e+000 +1.266569822e+001 +1.266569822e+001
% function evaluation | noise-free fitness - Fopt (1.000000000000e-002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.371748495e+001 +1.371748495e+001 +1.372748495e+001 +1.372748495e+001
10 +9.257620069e+000 +9.257620069e+000 +9.267620069e+000 +9.267620069e+000
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.944279280e+001 +1.944279280e+001 -1.111672072e+002 -1.111672072e+002
3 +1.011748252e+001 +1.011748252e+001 -1.204925175e+002 -1.204925175e+002
6 +6.256317750e+000 +6.256317750e+000 -1.243536822e+002 -1.243536822e+002
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.682654801e+001 +1.682654801e+001 -2.062934520e+002 -2.062934520e+002
2 +9.765381182e+000 +9.765381182e+000 -2.133546188e+002 -2.133546188e+002
182 +6.151047401e+000 +6.151047401e+000 -2.169689526e+002 -2.169689526e+002
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.179829756e+000 +9.179829756e+000 -3.525017024e+001 -3.525017024e+001
27 +5.509985572e+000 +5.509985572e+000 -3.892001443e+001 -3.892001443e+001
% function evaluation | noise-free fitness - Fopt (1.994000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.428255437e+001 +1.428255437e+001 +3.422255437e+001 +3.422255437e+001
4 +6.626078915e+000 +6.626078915e+000 +2.656607892e+001 +2.656607892e+001
% function evaluation | noise-free fitness - Fopt (2.047400000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.922169237e+001 +2.922169237e+001 +2.339616924e+002 +2.339616924e+002
2 +7.415497873e+000 +7.415497873e+000 +2.121554979e+002 +2.121554979e+002
% function evaluation | noise-free fitness - Fopt (-3.887700000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.561809219e+001 +1.561809219e+001 -3.731519078e+002 -3.731519078e+002
5 +8.815479032e+000 +8.815479032e+000 -3.799545210e+002 -3.799545210e+002
82 +5.483536316e+000 +5.483536316e+000 -3.832864637e+002 -3.832864637e+002
% function evaluation | noise-free fitness - Fopt (-1.918000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.245644268e+001 +1.245644268e+001 -6.723557317e+000 -6.723557317e+000
22 +8.510835464e+000 +8.510835464e+000 -1.066916454e+001 -1.066916454e+001
42 +5.025822919e+000 +5.025822919e+000 -1.415417708e+001 -1.415417708e+001
% function evaluation | noise-free fitness - Fopt (-3.724500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.416584298e+001 +1.416584298e+001 -3.582841570e+002 -3.582841570e+002
2 +9.077931316e+000 +9.077931316e+000 -3.633720687e+002 -3.633720687e+002
% function evaluation | noise-free fitness - Fopt (8.450000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.322630739e+001 +1.322630739e+001 +2.167630739e+001 +2.167630739e+001
12 +8.358334767e+000 +8.358334767e+000 +1.680833477e+001 +1.680833477e+001
24 +5.153652163e+000 +5.153652163e+000 +1.360365216e+001 +1.360365216e+001
% function evaluation | noise-free fitness - Fopt (1.184000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.220122353e+001 +1.220122353e+001 +2.404122353e+001 +2.404122353e+001
31 +8.956274436e+000 +8.956274436e+000 +2.079627444e+001 +2.079627444e+001
% function evaluation | noise-free fitness - Fopt (1.581200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.813119109e+001 +1.813119109e+001 +1.762511911e+002 +1.762511911e+002
2 +8.780514595e+000 +8.780514595e+000 +1.669005146e+002 +1.669005146e+002
% function evaluation | noise-free fitness - Fopt (-1.021200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.581515338e+001 +1.581515338e+001 -8.630484662e+001 -8.630484662e+001
14 +9.774659098e+000 +9.774659098e+000 -9.234534090e+001 -9.234534090e+001
66 +5.723127146e+000 +5.723127146e+000 -9.639687285e+001 -9.639687285e+001
% function evaluation | noise-free fitness - Fopt (-8.798000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.826627861e+001 +1.826627861e+001 -6.971372139e+001 -6.971372139e+001
3 +1.001817094e+001 +1.001817094e+001 -7.796182906e+001 -7.796182906e+001
8 +6.737562656e+000 +6.737562656e+000 -8.124243734e+001 -8.124243734e+001
