% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.328975727e+007 +5.328975727e+007 +5.328990642e+007 +5.328990642e+007 +1.0528e+001 +1.3016e+001 +1.2501e+001 +1.1713e+001 +1.4127e+001 +1.0398e+001 +1.4783e+001 +8.0303e+000 +9.8336e+000 +8.7475e+000 +1.1534e+001 +7.7803e+000 +1.2864e+001 +1.4997e+001 +1.3294e+001 +8.1983e+000 +9.2018e+000 +9.7568e+000 +1.2112e+001 +7.2244e+000
3 +2.620335395e+007 +2.620335395e+007 +2.620350310e+007 +2.620350310e+007 +1.2592e+001 +7.8453e+000 +9.7318e+000 +7.0638e+000 +1.2272e+001 +1.4024e+001 +7.6169e+000 +7.1419e+000 +1.1954e+001 +5.8935e+000 +6.8190e+000 +6.0986e+000 +1.1578e+001 +7.9215e+000 +1.0548e+001 +6.9129e+000 +5.9625e+000 +5.1497e+000 +6.6008e+000 +1.0279e+001
22 +2.215772621e+007 +2.215772621e+007 +2.215787536e+007 +2.215787536e+007 +1.1403e+001 +1.1437e+001 +8.8749e+000 +6.2737e+000 +7.3217e+000 +9.2293e+000 +5.8151e+000 +7.7024e+000 +5.0527e+000 +6.9589e+000 +7.9594e+000 +9.6777e+000 +9.7481e+000 +8.5984e+000 +5.4454e+000 +1.3954e+001 +7.6169e+000 +7.4237e+000 +1.1728e+001 +1.4447e+001
54 +2.605689310e+004 +2.605689310e+004 +2.620604310e+004 +2.620604310e+004 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
528 +2.348163126e+004 +2.348163126e+004 +2.363078126e+004 +2.363078126e+004 +0.0000e+000 +0.0000e+000 +0.0000e+000 +2.5238e+000 +0.0000e+000 +0.0000e+000 -7.1040e-001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 -1.2977e+000 +0.0000e+000
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.089776448e+007 +4.089776448e+007 +4.089676448e+007 +4.089676448e+007 +1.1086e+001 +1.1579e+001 +7.9052e+000 +5.9241e+000 +7.9415e+000 +6.1736e+000 +1.2454e+001 +9.6616e+000 +8.7246e+000 +7.9436e+000 +1.0265e+001 +1.4093e+001 +7.5237e+000 +9.8700e+000 +9.9179e+000 +9.4817e+000 +5.0145e+000 +1.4829e+001 +6.6955e+000 +7.6647e+000
5 +3.618898563e+007 +3.618898563e+007 +3.618798563e+007 +3.618798563e+007 +1.2232e+001 +1.2368e+001 +8.5294e+000 +8.4596e+000 +5.6047e+000 +7.6619e+000 +8.4803e+000 +9.7712e+000 +1.4531e+001 +8.3052e+000 +6.4969e+000 +8.9396e+000 +6.5288e+000 +1.4917e+001 +6.4700e+000 +5.3605e+000 +1.1724e+001 +6.7161e+000 +9.5338e+000 +1.2947e+001
54 +7.833729069e+004 +7.833729069e+004 +7.733729069e+004 +7.733729069e+004 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
222 +5.915593686e+004 +5.915593686e+004 +5.815593686e+004 +5.815593686e+004 +0.0000e+000 -1.1018e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 -1.3119e+000 +0.0000e+000 -2.6245e+000 -5.8417e-001 +0.0000e+000 +0.0000e+000 -2.4780e+000 -3.7068e+000 -1.8528e+000 +0.0000e+000 -2.0950e+000 -2.4707e+000 -3.4037e+000 +0.0000e+000 +0.0000e+000
