% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.654313996e+004 +1.654313996e+004 +1.754313996e+004 +1.754313996e+004 +1.4733e+001 +1.3249e+001 +9.9857e+000 +1.3308e+001 +1.2625e+001 +1.2871e+001 +1.3069e+001 +5.8191e+000 +1.0322e+001 +1.1050e+001 +1.4192e+001 +8.9426e+000 +8.0937e+000 +1.2472e+001 +1.4584e+001 +6.5369e+000 +8.1906e+000 +5.9199e+000 +7.7115e+000 +1.1763e+001
6 +1.406953527e+004 +1.406953527e+004 +1.506953527e+004 +1.506953527e+004 +1.1203e+001 +7.8729e+000 +1.4834e+001 +1.4054e+001 +7.4458e+000 +9.5856e+000 +1.1613e+001 +1.3741e+001 +1.0557e+001 +1.3891e+001 +8.1462e+000 +1.0906e+001 +8.8348e+000 +6.6306e+000 +7.2476e+000 +8.9271e+000 +5.8074e+000 +9.9983e+000 +1.2164e+001 +9.1269e+000
184 +9.946948899e+003 +9.946948899e+003 +1.094694890e+004 +1.094694890e+004 +1.3398e+001 +9.7287e+000 +1.4576e+001 +8.0930e+000 +7.5036e+000 +1.4239e+001 +7.8735e+000 +1.2038e+001 +5.7104e+000 +1.8903e+000 +1.5777e+000 +8.9132e+000 +7.6082e+000 +1.1108e+001 +1.2340e+001 +2.2943e+000 +1.0569e+001 +4.6446e+000 +5.1036e+000 +7.8371e+000
446 +6.058487137e+003 +6.058487137e+003 +7.058487137e+003 +7.058487137e+003 +1.4978e+001 +8.6437e+000 +1.4775e+001 +8.1946e+000 +7.1369e+000 +7.0998e+000 +3.5220e+000 +1.3825e+001 +7.8325e+000 +4.8951e+000 +1.2678e+000 +7.4406e+000 +7.9843e+000 +6.4109e+000 +1.3348e+001 +3.4704e+000 +1.0420e+001 +3.1596e-001 +6.9915e+000 +6.0107e+000
743 +3.913836969e+003 +3.913836969e+003 +4.913836969e+003 +4.913836969e+003 +1.1446e+001 +1.1826e+001 +1.5478e+001 +5.9120e+000 -3.0668e+000 +2.9581e+000 -2.1629e+000 +7.5388e+000 +8.3181e+000 -4.3160e+000 -1.9138e-001 +1.0755e+001 +9.4364e+000 +1.5157e+000 +6.9133e+000 +2.8879e-001 +2.2175e+000 -2.9097e+000 +2.3597e+000 -1.2110e+000
880 +2.478832235e+003 +2.478832235e+003 +3.478832235e+003 +3.478832235e+003 +1.3458e+001 +3.5051e+000 +5.5532e+000 +3.6940e+000 +5.9862e-001 +9.6639e+000 -5.0313e-001 +7.2199e+000 +2.4475e+000 +2.6335e+000 +5.6772e-001 -4.7138e-001 +5.7044e+000 -5.3244e-001 +2.5406e-001 +4.4449e+000 +9.2259e+000 -8.9561e+000 -1.0990e+000 +8.5536e-001
1440 +1.341949849e+003 +1.341949849e+003 +2.341949849e+003 +2.341949849e+003 +7.6018e+000 +5.2147e+000 +8.7436e+000 +8.6300e+000 +6.8022e+000 +7.3569e+000 +3.4746e+000 -2.3768e+000 +4.4944e+000 -1.5836e+000 +1.9909e-001 -8.6498e-001 +1.1290e+000 -6.3918e-001 +9.3822e+000 +2.4001e+000 +1.8212e+000 -1.5098e+000 -2.0914e+000 -7.3761e+000
1836 +8.182844362e+002 +8.182844362e+002 +1.818284436e+003 +1.818284436e+003 +1.8153e+000 +3.1795e+000 +5.7259e+000 +2.3192e+000 +7.0408e+000 +1.6328e+000 +4.1230e-001 +5.5937e+000 -1.6346e+000 +1.2684e+000 -7.5935e-001 -1.5861e+000 +1.2571e+000 -6.4383e+000 +5.5403e+000 -3.6940e+000 -1.2403e+000 -9.2641e-001 -1.5801e+000 +3.1224e+000
2620 +6.268148582e+002 +6.268148582e+002 +1.626814858e+003 +1.626814858e+003 -5.6110e-001 +4.9086e+000 +2.7881e+000 +7.0503e+000 +1.8426e+000 +5.3541e+000 -3.3640e+000 -9.5640e-002 +2.3260e-002 -3.4740e-001 -5.3593e+000 -4.0499e+000 -4.1563e+000 -6.6639e-001 +5.8604e+000 -2.6262e-001 -9.9899e-001 -4.7718e-001 -5.5707e+000 -4.6653e-003
3440 +3.964978620e+002 +3.964978620e+002 +1.396497862e+003 +1.396497862e+003 +5.8293e-001 +2.2188e+000 +4.1345e+000 +1.1370e+000 +1.9884e+000 +1.4700e+000 -7.2259e-001 +1.9872e+000 +8.3609e-001 +1.1640e+000 -3.1305e+000 -2.7215e+000 -3.8445e+000 -1.6319e+000 +2.3731e+000 +4.8689e+000 +1.7168e+000 +1.9419e-001 -2.9310e+000 -9.8790e-002
