% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.923894165e+003 +4.923894165e+003 +4.461804165e+003 +4.461804165e+003 -2.7396e+000 +1.0159e-001 -1.9935e+000 +3.5460e-001 +3.3687e+000 -2.9415e+000 -1.1688e+000 -4.8477e+000 -4.2382e+000 -2.8897e+000 -2.8130e+000 +4.3239e+000 +3.3560e+000 +1.9732e+000 -2.9733e+000 +4.0764e+000 -2.9762e+000 -1.9577e+000 -4.7585e+000 +3.1193e+000
3 +3.774177595e+003 +3.774177595e+003 +3.312087595e+003 +3.312087595e+003 +3.8942e+000 -5.8736e-001 +2.9379e+000 +4.4130e+000 -1.2296e+000 +3.7563e+000 -9.1212e-001 -1.1317e+000 +2.7013e-001 +2.9823e+000 +4.8505e+000 -2.4387e+000 -2.4428e+000 -2.0948e+000 +1.3261e+000 +3.7284e+000 +1.3004e-002 -9.2511e-001 -2.8736e+000 -9.6888e-001
4 +1.422387242e+003 +1.422387242e+003 +9.602972420e+002 +9.602972420e+002 -2.1825e+000 +2.6482e+000 +3.1533e+000 +1.1928e+000 -4.1077e+000 +3.3911e+000 -3.3780e-001 -1.3222e+000 -6.6712e-001 +3.3949e+000 -3.4250e-001 -2.4429e+000 -4.6935e+000 -3.7608e-001 +8.7436e-001 -9.8701e-001 +3.8334e-001 -4.2248e+000 -4.2196e+000 -4.3763e+000
59 +8.285633013e+002 +8.285633013e+002 +3.664733013e+002 +3.664733013e+002 -1.3893e+000 -1.2230e+000 +2.6591e+000 +2.0387e+000 +3.9721e+000 +6.2375e-001 -4.1482e+000 -7.1697e-001 -1.9753e+000 -4.2854e+000 +7.9781e-001 -4.1083e-001 +2.3243e+000 -5.4062e-001 +1.8003e+000 -2.3599e+000 -1.0332e+000 +7.2892e-001 -2.2845e+000 -2.2545e-001
311 +5.829266681e+002 +5.829266681e+002 +1.208366681e+002 +1.208366681e+002 -5.5011e+000 +2.2764e+000 +2.9979e-001 +3.3758e+000 +7.1557e+000 +2.9493e+000 -5.1948e-003 +2.7272e+000 +2.9385e+000 -4.2418e+000 -3.5604e+000 -5.2906e+000 +9.9588e-001 -1.0155e+000 +2.7341e-001 -4.6055e+000 -4.7283e+000 +8.0156e-001 -2.2658e+000 +6.2549e-001
772 +3.646345612e+002 +3.646345612e+002 -9.745543877e+001 -9.745543877e+001 -7.5337e-001 -1.3725e+000 +5.4539e+000 +3.7430e-001 +4.3306e+000 +3.8869e+000 +1.1018e+000 -6.6988e-001 +3.6312e+000 +1.4226e-001 -2.7371e+000 -3.6283e+000 +4.3316e-001 -1.3615e+000 -9.0906e-001 -1.6282e+000 -1.9714e+000 +2.8174e+000 -2.4102e+000 +1.5559e+000
1298 +2.436139241e+002 +2.436139241e+002 -2.184760759e+002 -2.184760759e+002 +5.6432e-001 +2.3529e-001 +5.7968e-001 +2.4651e+000 +3.4305e+000 +3.6228e+000 +2.3846e+000 +3.1046e+000 +1.6713e+000 +1.8147e+000 -1.5974e+000 -5.2034e+000 +1.1699e+000 -1.5795e+000 -8.1426e-001 -3.4025e+000 -1.5133e+000 +2.2777e+000 -3.1354e+000 +2.0574e+000
2946 +1.315393364e+002 +1.315393364e+002 -3.305506636e+002 -3.305506636e+002 +5.7535e-001 +2.0733e+000 +7.7572e-001 +1.5281e+000 +1.4134e+000 +2.2246e+000 +2.5305e+000 +3.3362e+000 +1.0245e+000 -9.9325e-002 -1.0865e+000 -3.3189e+000 -1.0550e+000 -1.9883e+000 -9.7451e-001 -3.3688e+000 -1.1388e+000 +2.5994e+000 -3.2135e+000 +2.4877e+000
52079 +9.151456229e+001 +9.151456229e+001 -3.705754377e+002 -3.705754377e+002 -2.3796e+000 -1.4530e+000 -4.7254e-001 +7.1713e-001 +1.5641e+000 +1.3125e+000 +1.8000e+000 +2.6991e+000 +2.5270e+000 +5.8248e-002 -2.6974e+000 -3.3782e+000 +3.7333e-001 -3.4998e+000 -4.6766e-001 -4.3932e+000 -1.1461e+000 +3.2819e+000 -2.7563e+000 +1.8473e+000
54377 +6.048457166e+001 +6.048457166e+001 -4.016054283e+002 -4.016054283e+002 -2.3796e+000 +3.2925e-001 +1.2286e+000 +6.2725e-001 +1.4939e+000 +1.3417e+000 +1.7121e+000 +2.6672e+000 +2.5347e+000 +5.2081e-002 -2.7026e+000 -4.2796e+000 +3.6435e-001 -3.2988e+000 -4.6776e-001 -4.3867e+000 -1.1467e+000 +3.3016e+000 -2.7945e+000 +1.8470e+000
