% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.725867353e+005 +3.725867353e+005 +3.721246453e+005 +3.721246453e+005 +1.4013e+001 +7.7146e+000 +6.6330e+000 +1.3421e+001 +6.4074e+000 +1.2276e+001 +9.4972e+000 +1.0659e+001 +1.0787e+001 +1.0111e+001 +1.2956e+001 +5.4089e+000 +1.4364e+001 +1.4630e+001 +9.5623e+000 +9.0786e+000 +6.3719e+000 +7.2163e+000 +1.3881e+001 +1.4595e+001
6 +2.449382769e+005 +2.449382769e+005 +2.444761869e+005 +2.444761869e+005 +1.1816e+001 +1.3918e+001 +1.3887e+001 +6.3742e+000 +1.1074e+001 +1.4666e+001 +1.3818e+001 +9.2766e+000 +1.0421e+001 +1.3864e+001 +9.1128e+000 +6.3235e+000 +1.2280e+001 +1.0673e+001 +5.8176e+000 +1.4474e+001 +8.8881e+000 +7.5304e+000 +1.1180e+001 +9.9694e+000
8 +8.878935230e+004 +8.878935230e+004 +8.832726230e+004 +8.832726230e+004 +5.3308e+000 +1.4516e+001 +9.7509e+000 +1.1490e+001 +7.7801e+000 +1.3877e+001 +7.4544e+000 +6.8549e+000 +1.1181e+001 +1.3448e+001 +9.4530e+000 +1.4937e+001 +6.4744e+000 +6.9487e+000 +1.4233e+001 +6.7461e+000 +5.2184e+000 +1.0282e+001 +5.4450e+000 +5.5302e+000
50 +5.348425363e+004 +5.348425363e+004 +5.302216363e+004 +5.302216363e+004 +6.9912e+000 +6.8249e+000 +1.3568e+001 +6.8374e+000 +8.7715e+000 +1.1704e+001 +1.1619e+001 +1.3107e+001 +1.0178e+001 +1.4473e+001 +1.4022e+001 +8.0505e+000 +1.0662e+001 +7.9579e+000 +8.3669e+000 +6.1512e+000 +5.6892e+000 +1.2822e+001 +5.9205e+000 +6.0130e+000
123 +3.202131731e+004 +3.202131731e+004 +3.155922731e+004 +3.155922731e+004 +9.4826e+000 +6.2112e+000 +1.5932e+001 +8.6211e+000 +1.1125e+001 +1.0963e+001 +8.3656e+000 +5.4467e+000 +9.4074e+000 +5.0015e+000 +6.6393e+000 +5.1404e+000 +2.7257e+000 +3.2911e+000 +7.4692e+000 +6.7637e+000 +9.2204e+000 +5.1496e+000 +5.5276e+000 +9.7225e+000
314 +1.630639687e+004 +1.630639687e+004 +1.584430687e+004 +1.584430687e+004 +3.4316e+000 +1.0115e+001 +8.9827e+000 +9.7531e+000 +7.0738e+000 +8.9523e+000 +1.4644e+001 +5.1725e+000 +6.5082e+000 +1.0292e+001 +4.5166e+000 +3.9431e+000 +3.0516e+000 +6.3711e+000 +9.6441e+000 -1.2800e+000 +5.7928e+000 +5.6925e+000 +1.7253e+000 +7.4986e+000
639 +1.366803754e+004 +1.366803754e+004 +1.320594754e+004 +1.320594754e+004 +3.1766e+001 +1.3553e+001 +1.8318e+001 +1.2838e+001 +4.7654e+000 +7.1032e+000 +4.6669e+000 +7.8324e+000 +2.4309e+000 +7.6122e+000 +5.8915e+000 +2.8804e+000 +4.3900e+000 +1.1553e+000 +7.6762e+000 -1.7446e+000 +6.5409e+000 -1.6654e-001 +2.6109e+000 +8.0585e+000
750 +9.784380532e+003 +9.784380532e+003 +9.322290532e+003 +9.322290532e+003 +1.4471e+001 +9.9300e+000 +1.3568e+001 +1.8930e+001 +3.3070e+000 +3.9508e+000 +7.4431e+000 +9.1419e+000 -5.2322e-001 -4.7343e+000 +5.9019e+000 +2.8098e+000 +2.9484e+000 -4.7516e-001 +6.1707e+000 +1.0556e-001 +5.3527e+000 -3.2959e+000 +3.3332e+000 +6.7634e+000
840 +6.296578677e+003 +6.296578677e+003 +5.834488677e+003 +5.834488677e+003 +1.3966e+001 +8.2392e+000 +3.4171e+000 +1.1463e+001 +9.4870e+000 -2.3206e+000 +9.4019e+000 +4.1401e+000 +6.8519e+000 +6.4416e+000 +3.5697e+000 +7.2627e+000 +4.4111e+000 -1.4843e+000 +4.5885e+000 -1.2483e+001 +1.9061e+000 +4.5539e+000 +5.7976e-001 +3.9970e+000
1165 +3.305490655e+003 +3.305490655e+003 +2.843400655e+003 +2.843400655e+003 +6.5998e+000 +1.1829e+001 +1.3359e+001 +3.8148e+000 +1.0595e+000 +1.4636e+001 +9.5479e+000 +8.5674e+000 +4.1698e+000 +3.6567e+000 +9.4102e-002 +1.2291e+000 -3.9817e+000 +3.7135e-001 +2.2041e+000 -3.4594e-001 +3.9626e+000 +6.6368e+000 -2.2423e+000 +3.9850e+000
