% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.426996733e+002 +2.426996733e+002 +3.221796733e+002 +3.221796733e+002 +3.1743e+000 -2.1687e+000 -4.1074e+000 -2.8552e+000 -2.4805e+000 -2.8390e+000 -9.9311e-001 +3.7985e+000 -4.4900e+000 -8.7370e-001 +1.8634e+000 +4.3277e+000 -4.0165e+000 +1.2561e+000 +2.1722e+000 -3.5024e-001 -1.8296e-001 -1.4883e+000 -4.9180e+000 -3.4624e+000
6 +1.400371266e+002 +1.400371266e+002 +2.195171266e+002 +2.195171266e+002 +7.0897e-001 -1.3387e+000 -5.8209e-001 +4.9501e+000 -2.7672e+000 -8.9727e-001 -3.6978e+000 -1.6853e+000 +3.8784e+000 -1.4465e+000 -4.0757e+000 +3.6738e+000 -2.3699e+000 +4.8488e-001 +1.7905e+000 +2.3062e+000 -1.2235e-001 -2.0773e+000 -3.6157e+000 -3.3012e+000
241 +8.646264119e+001 +8.646264119e+001 +1.659426412e+002 +1.659426412e+002 +6.6260e-001 +1.4420e+000 +1.3801e+000 +1.8973e+000 -1.8175e+000 +1.2963e+000 +4.7530e-001 -1.9773e+000 -2.4203e+000 -1.9166e+000 +8.5737e-001 +5.7804e-001 +1.3028e+000 +1.9639e-001 +4.7988e+000 +8.0290e+000 +2.9574e-001 -1.7585e+000 +1.6110e+000 -1.7408e+000
406 +6.003199589e+001 +6.003199589e+001 +1.395119959e+002 +1.395119959e+002 +3.6035e+000 -3.3203e-001 -1.0889e+000 +8.0409e-001 -5.7985e-001 +2.7406e+000 -2.5733e+000 -1.4002e+000 -3.1881e+000 -1.9034e+000 -2.7202e+000 +1.9351e+000 +2.0369e+000 +3.5936e+000 +2.1585e+000 +4.3848e+000 +1.5802e+000 -3.1580e+000 +2.9605e+000 +3.7634e-001
777 +3.950337609e+001 +3.950337609e+001 +1.189833761e+002 +1.189833761e+002 +3.7422e+000 +3.4147e-002 -2.9412e+000 +9.8080e-003 -2.8540e+000 +2.1856e+000 -1.2158e+000 -1.2879e+000 -1.9379e+000 -2.3489e+000 -4.7262e+000 +1.9768e+000 +2.2508e+000 -3.0088e-001 +4.4975e+000 +4.6281e+000 +5.0539e-001 -2.1218e+000 +3.1353e+000 +1.9627e+000
1070 +2.335273100e+001 +2.335273100e+001 +1.028327310e+002 +1.028327310e+002 -1.0102e+000 -8.6600e-001 -2.6704e+000 +2.8136e+000 -4.0652e+000 -5.6796e-001 +3.3898e-002 +1.8079e+000 -2.0768e+000 -2.2493e+000 -3.5623e+000 +2.7450e+000 +1.5554e+000 -6.3662e-001 +3.3007e+000 +5.0213e+000 -1.7707e+000 -2.8108e+000 +3.2032e+000 +1.0881e+000
1309 +1.166370686e+001 +1.166370686e+001 +9.114370686e+001 +9.114370686e+001 +1.0197e+000 -1.4732e+000 -1.2541e+000 +2.3642e+000 -4.9492e+000 -2.9506e-001 -2.1048e-001 +2.4876e-001 -2.3374e+000 -2.9578e+000 -3.8846e+000 +2.5232e+000 +1.1018e+000 -3.0171e-001 +2.6641e+000 +4.4000e+000 +2.2058e-001 -3.3155e+000 +2.0762e+000 +8.8597e-001
1716 +8.095176919e+000 +8.095176919e+000 +8.757517692e+001 +8.757517692e+001 +1.3537e+000 -2.0059e+000 -9.2910e-001 +2.1400e+000 -3.5719e+000 +2.0903e-002 +3.1002e-001 +6.4046e-001 -2.3531e+000 -2.7472e+000 -4.1024e+000 +2.3677e+000 +7.7797e-001 -1.1870e+000 +2.6517e+000 +2.9150e+000 +2.1940e-001 -3.3552e+000 +1.5589e+000 +6.7091e-001
1865 +5.266675057e+000 +5.266675057e+000 +8.474667506e+001 +8.474667506e+001 +1.1294e+000 -1.6866e+000 -8.1009e-001 +1.8691e+000 -2.0394e+000 +5.6563e-001 -2.6772e-001 +8.2236e-001 -2.5053e+000 -3.3497e+000 -3.7236e+000 +2.2906e+000 +1.3636e+000 -1.4065e+000 +3.8215e+000 +2.8749e+000 +1.2823e-001 -3.8321e+000 +1.8247e+000 +1.0182e+000
2181 +3.830264515e+000 +3.830264515e+000 +8.331026452e+001 +8.331026452e+001 +1.7537e-001 -2.0120e+000 -7.3589e-001 +1.7270e+000 -2.6866e+000 +8.4628e-002 +1.8365e-001 -3.3670e-001 -1.9349e+000 -3.2268e+000 -4.1107e+000 +2.8875e+000 +5.7231e-001 -6.3626e-001 +3.4579e+000 +3.2646e+000 +4.7471e-001 -3.2587e+000 +2.3949e+000 +9.7627e-001
