% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.312641420e+003 +8.312641420e+003 +7.850551420e+003 +7.850551420e+003 -2.9222e+000 -1.1840e+000 -2.6970e+000 +1.2333e+000 -3.3205e+000 +1.5945e+000 -7.9789e-001 +3.3575e+000 +3.7713e+000 +9.9442e-002 -1.9930e+000 +5.5312e-001 +2.3169e+000 -2.7803e-001 +2.3658e+000 +4.5431e+000 +1.0011e+000 -3.9667e+000 +4.6814e+000 -3.2183e+000
7 +3.691306289e+003 +3.691306289e+003 +3.229216289e+003 +3.229216289e+003 +1.6251e+000 +1.9172e+000 -3.6638e+000 +4.6684e+000 -1.1567e-001 -1.2554e-001 -1.1525e+000 -7.4576e-001 -1.8868e+000 -1.7522e+000 +4.3178e-001 -3.6186e-001 -2.8381e+000 -4.8269e+000 +2.6534e+000 +1.9782e+000 +3.7146e-001 -3.0948e-001 +4.0965e+000 -3.1279e+000
10 +2.364074364e+003 +2.364074364e+003 +1.901984364e+003 +1.901984364e+003 -2.4932e+000 -5.2745e-001 +5.1015e-001 +4.1806e+000 -9.2544e-001 +1.3851e+000 -2.5829e+000 -1.1357e+000 +1.2620e+000 -3.4112e+000 +3.5689e+000 +4.0175e+000 +1.6108e+000 +2.5866e+000 +3.9631e-002 -1.0154e+000 -2.3145e-001 -1.7835e+000 +3.4256e-001 -3.6099e+000
30 +1.398677971e+003 +1.398677971e+003 +9.365879712e+002 +9.365879712e+002 +2.9979e+000 -2.2899e+000 +1.5314e+000 -6.9594e-001 -3.4034e+000 +9.7824e-001 +2.6693e+000 -3.8346e+000 -6.6905e-001 +7.1147e-001 -2.2771e+000 -3.3010e+000 -1.6331e+000 +1.1761e+000 -1.0462e+000 +3.0657e-001 +3.5101e-001 -3.5295e+000 +2.9381e-001 -4.4673e+000
76 +9.031175411e+002 +9.031175411e+002 +4.410275411e+002 +4.410275411e+002 +2.9005e+000 +2.2641e+000 -3.2343e+000 -4.5238e+000 -4.3539e+000 +7.6894e-001 +3.7998e-002 -1.0678e+000 -3.3576e-001 +4.6366e+000 -1.8031e+000 -3.8288e+000 -1.6549e+000 -3.8362e+000 +1.0186e+000 +1.3891e+000 -3.3035e+000 +3.7655e+000 -6.8989e-001 +2.9574e+000
419 +6.121518169e+002 +6.121518169e+002 +1.500618169e+002 +1.500618169e+002 +1.1982e-001 +5.8855e-001 +2.8318e-001 +3.4943e-001 -2.7902e+000 -1.6905e-001 -6.1401e-001 +1.9311e+000 -4.8545e+000 +3.2827e+000 -5.5759e-002 -2.6272e+000 -1.3163e+000 -3.9882e+000 -1.4991e+000 -2.1167e+000 +3.4271e-001 +2.0024e+000 +9.7490e-001 +3.8121e+000
977 +3.956150547e+002 +3.956150547e+002 -6.647494534e+001 -6.647494534e+001 -2.3500e+000 +1.1444e+000 -1.6570e-001 +1.3712e+000 -3.4026e+000 +7.1395e-001 +4.5712e-001 +1.3500e+000 -2.5098e+000 +2.8221e+000 +2.2935e-001 -5.1470e+000 -7.9707e-001 -4.0269e+000 +3.6713e-001 -2.5624e+000 -1.6756e-001 +2.1747e+000 +2.7919e+000 +1.8582e+000
2047 +2.375507942e+002 +2.375507942e+002 -2.245392058e+002 -2.245392058e+002 -9.7319e-001 +6.0717e-001 +1.2207e+000 -1.0826e-001 +7.1819e-001 +8.4630e-001 +2.6420e+000 +3.2904e+000 -7.3905e-001 +2.6709e+000 +1.2201e+000 -3.8453e+000 -2.8815e-001 -4.6025e+000 +4.5636e-001 -3.1261e+000 -6.4487e-001 +1.6097e+000 +2.0320e+000 +2.4735e+000
10046 +1.445122819e+002 +1.445122819e+002 -3.175777181e+002 -3.175777181e+002 +2.3052e+000 +6.8404e-001 +1.2161e+000 -7.3037e-001 +1.4757e+000 +2.1803e+000 +1.6976e+000 +1.9745e+000 +6.3914e-001 -3.8537e-001 +7.8066e-001 -3.1289e+000 -1.7213e-001 -3.8877e+000 +2.1052e-001 -3.1134e+000 +3.0099e-001 +2.8698e+000 +2.1325e+000 +1.8712e+000
385822 +8.992022869e+001 +8.992022869e+001 -3.721697713e+002 -3.721697713e+002 +1.3892e+000 +1.2760e+000 +1.2234e+000 +1.4826e+000 +1.5422e+000 +2.8899e+000 +1.6360e+000 +2.6259e+000 +7.1978e-001 +7.9272e-001 +1.7363e+000 -3.7328e+000 -8.7693e-001 -2.9458e+000 +1.3411e+000 -4.3135e+000 +3.0887e-001 +1.9387e+000 +2.8288e+000 +2.4391e+000
