% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.195059535e+005 +5.195059535e+005 +5.196551035e+005 +5.196551035e+005 -5.9250e-001 +4.8065e+000 -1.2724e-002 +3.7471e+000 -2.6881e+000 -6.0099e-001 +4.0422e+000 +2.1095e+000 -1.2834e+000 +4.2566e+000 -4.4546e+000 -3.1515e-001 -4.7332e+000 -1.8988e-001 -4.9863e+000 -1.5429e+000 +1.0794e+000 -1.4084e+000 -1.9483e+000 -2.6799e+000
6 +3.112063223e+005 +3.112063223e+005 +3.113554723e+005 +3.113554723e+005 -3.7404e+000 -3.3630e-001 +2.0697e+000 +9.4107e-001 -4.4383e+000 -4.5037e-001 -3.7235e+000 -1.8661e+000 +2.0560e+000 -1.3848e+000 +3.8934e+000 +2.5246e+000 +4.1749e+000 +3.9437e+000 -2.9354e+000 -6.7134e-001 -2.1966e+000 +3.0060e+000 +1.4032e-001 -4.2269e+000
15 +2.242998103e+005 +2.242998103e+005 +2.244489603e+005 +2.244489603e+005 +6.9849e-001 +1.3148e+000 -2.7888e+000 +4.5036e+000 -2.6603e+000 +3.5288e+000 +1.1139e+000 +2.9982e+000 -2.2769e-001 +1.4073e+000 -1.4164e+000 +8.2616e-001 -1.6327e+000 -1.2052e+000 +2.0037e+000 +5.8230e-001 +3.1166e-001 +3.1550e+000 -2.8056e+000 -4.6491e+000
30 +1.439116345e+005 +1.439116345e+005 +1.440607845e+005 +1.440607845e+005 -1.4794e+000 -3.9555e+000 -1.5691e+000 +9.9297e-001 -3.8543e+000 -3.9685e+000 +1.0498e+000 +1.4998e+000 -4.6388e+000 +4.7317e+000 -4.5712e+000 -2.2252e-001 -1.8491e-001 -1.4188e-001 -3.9757e+000 -3.4806e-001 +7.2847e-001 +1.9695e+000 +4.6328e-001 -2.8417e+000
68 +9.419186516e+004 +9.419186516e+004 +9.434101516e+004 +9.434101516e+004 +3.3314e-001 -2.6696e-001 +1.1258e+000 -1.4576e+000 -7.9501e-001 +1.4998e+000 +2.4906e+000 -1.3032e+000 -1.6341e+000 -1.5789e+000 -1.0210e+000 +9.9219e-001 +1.1210e+000 +2.2865e-001 +1.8626e+000 +1.8951e+000 +1.5662e-003 +3.7446e+000 -1.3169e+000 +4.9751e-001
306 +5.648435345e+004 +5.648435345e+004 +5.663350345e+004 +5.663350345e+004 +5.4171e-001 -2.2489e+000 +1.2529e+000 -5.9869e-001 -7.2938e+000 -3.1579e+000 -6.5070e-001 -1.2620e+000 -3.4903e+000 +6.1504e-001 -5.5531e+000 -1.3334e+000 +2.9710e+000 +2.5030e-001 +9.7201e-001 -8.6939e-001 -1.3859e+000 +2.7310e+000 -1.0176e+000 -6.2554e+000
484 +3.100071183e+004 +3.100071183e+004 +3.114986183e+004 +3.114986183e+004 +2.4193e+000 -1.7065e+000 -2.0845e+000 +6.0773e-001 -4.2506e+000 +4.2743e-001 -1.8939e+000 -1.2437e+000 +1.1282e+000 +1.7859e-001 -3.6621e+000 +1.6097e+000 +3.5484e+000 -1.3961e+000 -3.3822e+000 -1.4564e+000 +1.7843e+000 +2.0536e+000 -1.7092e+000 +7.1852e-002
603 +2.494566775e+004 +2.494566775e+004 +2.509481775e+004 +2.509481775e+004 +1.9174e+000 -1.2855e+000 -2.8607e-001 -2.3443e+000 -4.9561e+000 -6.1814e-001 -6.2984e-001 -1.7471e+000 -1.2698e+000 +9.4050e-001 -4.3716e+000 +3.5834e-001 +2.7624e+000 -5.2640e-001 -5.5329e-001 -1.4441e-001 -8.2559e-001 -3.9783e-001 -3.4101e+000 -3.3858e+000
748 +1.140812166e+004 +1.140812166e+004 +1.155727166e+004 +1.155727166e+004 -2.1810e-001 -1.2053e+000 -1.7110e+000 -6.7201e-001 -5.4077e+000 -1.2243e+000 -1.7036e+000 -2.4324e+000 -3.2335e-001 -1.9102e+000 -3.2691e+000 +4.1531e-001 +3.3512e+000 -2.8360e+000 -3.3205e+000 -3.2370e+000 +1.1500e+000 -1.4582e+000 -3.0268e+000 -2.2789e+000
939 +5.830117235e+003 +5.830117235e+003 +5.979267235e+003 +5.979267235e+003 +4.0535e-001 -2.3328e+000 +5.3374e-001 +1.8006e+000 -5.1073e+000 -8.3348e-001 -3.7484e-002 -1.5783e+000 -8.4958e-001 -1.6711e+000 -4.4579e+000 -3.0072e-001 +2.9899e+000 -1.6899e+000 -4.9580e-001 -1.3347e+000 -1.9825e+000 +3.8836e-001 -2.0280e+000 -1.6712e+000
947 +2.430919378e+003 +2.430919378e+003 +2.580069378e+003 +2.580069378e+003 +4.2419e-001 -9.5358e-001 -1.0182e+000 +9.5106e-001 -4.9889e+000 -8.2882e-001 -1.6661e+000 -2.1368e+000 -1.4211e+000 -1.0472e+000 -3.3844e+000 +6.6036e-002 +2.5319e+000 -2.2688e+000 -2.4236e+000 -2.2457e+000 +2.3586e-001 -8.3979e-001 -2.2920e+000 -1.2146e+000
1304 +1.134507477e+003 +1.134507477e+003 +1.283657477e+003 +1.283657477e+003 +2.1596e-001 -1.2479e+000 -5.5894e-001 +1.4067e+000 -4.1848e+000 -1.0854e+000 -5.7050e-001 -1.6494e+000 -1.1097e+000 -1.7162e-001 -3.5757e+000 -2.2747e-001 +1.6858e+000 -1.4221e+000 -1.8218e+000 -1.4936e+000 -1.1999e-001 -1.2038e+000 -1.4550e+000 -9.4559e-001
1801 +8.185907232e+002 +8.185907232e+002 +9.677407232e+002 +9.677407232e+002 +2.1085e-001 -8.0656e-001 +2.0305e-001 +1.4392e+000 -4.7177e+000 -1.2761e+000 -1.1845e+000 -1.9146e+000 -7.8808e-001 -1.8350e-001 -3.3718e+000 -6.8809e-002 +1.7885e+000 -1.1411e+000 -1.7528e+000 -1.4879e+000 -3.6958e-001 -6.4266e-001 -1.2785e+000 -1.6398e+000
1977 +5.811655685e+002 +5.811655685e+002 +7.303155685e+002 +7.303155685e+002 -2.3453e-001 -1.3584e+000 -1.7480e-001 +1.7900e+000 -3.0128e+000 -8.8174e-001 -9.4677e-001 -1.6946e+000 -1.0576e+000 -1.5398e-002 -2.4286e+000 -8.4823e-002 +1.8231e+000 -1.3708e+000 -1.9989e+000 -1.3383e+000 -1.1274e+000 -8.5723e-001 -1.2056e+000 -7.2125e-001
2374 +3.110201641e+002 +3.110201641e+002 +4.601701641e+002 +4.601701641e+002 -9.6467e-003 -2.7077e-001 +5.3801e-002 +1.5786e+000 -2.6893e+000 -1.0534e+000 -1.2174e+000 -2.4356e+000 -4.0021e-001 -1.0992e-001 -2.1613e+000 +1.1554e-001 +1.8436e+000 -1.3858e+000 -1.8284e+000 -1.4679e+000 -3.5910e-001 +2.6520e-001 -1.5744e+000 -1.9032e+000
2821 +2.454447585e+002 +2.454447585e+002 +3.945947585e+002 +3.945947585e+002 -4.7176e-001 -4.5321e-001 +1.5830e-001 +1.7128e+000 -2.8076e+000 -1.6877e+000 -1.7921e+000 -2.5042e+000 -3.5351e-001 -2.2070e-001 -2.1647e+000 +3.0997e-001 +1.8385e+000 -1.3588e+000 -1.6625e+000 -1.5139e+000 -5.0143e-001 +4.3695e-001 -1.7048e+000 -2.3521e+000
3185 +1.483856543e+002 +1.483856543e+002 +2.975356543e+002 +2.975356543e+002 +1.2667e-001 -3.1098e-001 -1.3645e-001 +1.6236e+000 -3.1134e+000 -1.8043e+000 -1.2265e+000 -1.7037e+000 -7.2140e-001 -1.4294e-001 -2.5865e+000 +3.1836e-002 +1.8641e+000 -1.5573e+000 -1.8183e+000 -1.5988e+000 -4.8641e-002 +4.9700e-001 -1.6985e+000 -2.5052e+000
3983 +9.411396358e+001 +9.411396358e+001 +2.432639636e+002 +2.432639636e+002 -3.3114e-002 -3.7075e-001 -7.9308e-002 +1.8106e+000 -2.8986e+000 -1.4197e+000 -1.0709e+000 -1.5716e+000 -4.9136e-001 -3.0821e-001 -2.5386e+000 -3.3084e-001 +1.5118e+000 -1.4836e+000 -1.7856e+000 -1.5064e+000 -2.8517e-001 +4.2927e-001 -1.8678e+000 -2.8100e+000
4462 +6.266900065e+001 +6.266900065e+001 +2.118190007e+002 +2.118190007e+002 -2.6451e-002 -5.2172e-001 -1.0278e-001 +1.7409e+000 -2.8351e+000 -1.3463e+000 -9.9297e-001 -1.5267e+000 -4.3456e-001 -3.2053e-001 -2.6170e+000 -5.0122e-001 +1.7654e+000 -1.4288e+000 -1.7394e+000 -1.5883e+000 -3.8964e-001 +2.1129e-003 -2.4856e+000 -3.7218e+000
5018 +3.974110220e+001 +3.974110220e+001 +1.888911022e+002 +1.888911022e+002 +2.2963e-003 -4.5826e-001 -8.3163e-002 +1.8154e+000 -2.7356e+000 -1.3636e+000 -1.0548e+000 -1.5029e+000 -2.9973e-001 -2.0358e-001 -2.5984e+000 -3.1795e-001 +1.8343e+000 -1.3893e+000 -1.6654e+000 -1.3860e+000 -6.5276e-001 -2.5356e-001 -2.8268e+000 -3.9553e+000
5369 +2.451871307e+001 +2.451871307e+001 +1.736687131e+002 +1.736687131e+002 -3.7454e-002 -4.0574e-001 -1.4796e-002 +1.8235e+000 -2.7644e+000 -1.3435e+000 -1.0351e+000 -1.4745e+000 -3.4032e-001 -1.5139e-001 -2.6454e+000 -2.8881e-001 +1.8026e+000 -1.4353e+000 -1.6299e+000 -1.3645e+000 -6.5698e-001 -2.6625e-001 -2.8004e+000 -3.7611e+000
5959 +1.542397722e+001 +1.542397722e+001 +1.645739772e+002 +1.645739772e+002 -7.4659e-002 -3.7967e-001 +2.3003e-002 +1.8252e+000 -2.7685e+000 -1.2914e+000 -1.0183e+000 -1.3745e+000 -3.8482e-001 -2.2430e-001 -2.6569e+000 -2.6914e-001 +1.8504e+000 -1.5027e+000 -1.6594e+000 -1.4859e+000 -6.8563e-001 -3.1094e-001 -2.7451e+000 -3.8489e+000
7964 +9.935758434e+000 +9.935758434e+000 +1.590857584e+002 +1.590857584e+002 -6.2438e-002 -3.8191e-001 +6.3137e-003 +1.8233e+000 -2.7828e+000 -1.2662e+000 -9.6831e-001 -1.3604e+000 -3.9307e-001 -2.2767e-001 -2.5989e+000 -2.0063e-001 +1.7743e+000 -1.5298e+000 -1.6896e+000 -1.4677e+000 -8.3914e-001 -3.3300e-001 -2.8040e+000 -3.8715e+000
15507 +6.307094857e+000 +6.307094857e+000 +1.554570949e+002 +1.554570949e+002 -6.3627e-002 -3.8675e-001 +1.0582e-002 +1.8549e+000 -2.7422e+000 -1.2126e+000 -8.3537e-001 -1.0992e+000 +4.5006e-002 +4.3845e-001 -1.8162e+000 +5.1858e-001 +2.2857e+000 -1.2866e+000 -1.6443e+000 -1.4787e+000 -8.7999e-001 -3.4958e-001 -2.7836e+000 -3.8691e+000
20356 +3.966081854e+000 +3.966081854e+000 +1.531160819e+002 +1.531160819e+002 -4.8319e-002 -3.7161e-001 +9.5967e-003 +1.8445e+000 -2.7384e+000 -1.1925e+000 -8.1053e-001 -1.0812e+000 +7.9483e-002 +4.8670e-001 -1.7176e+000 +6.9462e-001 +2.5778e+000 -8.6189e-001 -1.1983e+000 -1.2398e+000 -7.9990e-001 -3.4628e-001 -2.7811e+000 -3.8646e+000
23092 +2.507352459e+000 +2.507352459e+000 +1.516573525e+002 +1.516573525e+002 -5.1706e-002 -3.7971e-001 +3.2945e-002 +1.8530e+000 -2.7387e+000 -1.1814e+000 -8.0714e-001 -1.0796e+000 +8.7250e-002 +4.9552e-001 -1.6872e+000 +7.5095e-001 +2.6983e+000 -6.5946e-001 -8.6856e-001 -8.1998e-001 -4.3137e-001 -1.9529e-001 -2.7760e+000 -3.8603e+000
24210 +1.584301294e+000 +1.584301294e+000 +1.507343013e+002 +1.507343013e+002 -3.7602e-002 -3.8003e-001 +1.2128e-002 +1.8479e+000 -2.7398e+000 -1.1885e+000 -7.9558e-001 -1.0566e+000 +9.2980e-002 +4.9173e-001 -1.6851e+000 +7.6143e-001 +2.7133e+000 -6.2304e-001 -7.8509e-001 -6.4483e-001 -1.4354e-001 +1.4893e-001 -2.5529e+000 -3.7770e+000
