% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.509800316e+001 +1.509800316e+001 +2.196800316e+001 +2.196800316e+001 +9.2995e-001 +3.5330e+000 -8.6639e-001 -1.1067e+000 -1.1286e+000 -2.9849e+000 +1.4377e+000 +4.3345e+000 +4.7149e+000 -3.5626e+000 -1.9831e+000 -2.7245e+000 +4.5321e+000 +1.3345e-001 +3.7624e-002 +7.5443e-001 -9.2929e-001 -3.8673e+000 +1.6863e+000 +1.2273e+000
12 +9.203899325e+000 +9.203899325e+000 +1.607389933e+001 +1.607389933e+001 -9.0396e-001 -8.5147e-001 -4.9131e+000 -4.0279e+000 -3.0042e+000 -3.7530e+000 -3.9528e+000 +7.0544e-002 +4.6515e-002 +3.7945e+000 +1.9890e+000 +8.4104e-001 +4.4206e+000 +2.8792e+000 +2.5201e+000 +5.0024e-001 -2.1464e+000 -2.5464e+000 +4.3054e-001 -4.0360e+000
27 +6.044063098e+000 +6.044063098e+000 +1.291406310e+001 +1.291406310e+001 -1.0820e+000 +2.4140e+000 +2.7265e+000 +4.0111e+000 -1.3146e-001 +7.7569e-001 +4.8865e-001 -2.4983e+000 -1.8296e+000 -4.7879e-001 -4.3005e+000 +4.6769e+000 -3.7493e+000 +2.3548e+000 +7.5501e-001 +3.0597e-001 -1.3758e+000 -2.4959e-001 -3.2258e+000 -4.3612e+000
1893 +3.918471100e+000 +3.918471100e+000 +1.078847110e+001 +1.078847110e+001 +3.4606e-003 -2.5125e+000 +1.6415e-001 +2.2575e+000 -1.3735e+000 +1.5938e+000 +1.8596e+000 -1.9595e+000 +2.6635e+000 +8.3353e-001 +7.4475e-001 +2.1472e+000 -3.9921e+000 +1.3972e+000 -2.0314e+000 +1.7076e-001 +1.8133e+000 -1.6972e-001 -2.0927e+000 -1.7950e+000
20572 +1.676573618e+000 +1.676573618e+000 +8.546573618e+000 +8.546573618e+000 -2.4158e+000 -3.2346e+000 -2.1940e-002 -7.3312e-001 -1.9735e+000 +2.8544e+000 +3.2789e+000 -1.1347e+000 +4.9861e-001 -3.1345e-002 +2.5277e+000 +3.8304e+000 -2.1124e+000 +9.9099e-001 -4.7550e+000 +1.2834e+000 +3.5634e+000 +9.1357e-001 +4.8125e-001 -1.0104e+000
21355 +1.545005043e+000 +1.545005043e+000 +8.415005043e+000 +8.415005043e+000 -2.4157e+000 -3.2341e+000 -2.2062e-002 -7.3300e-001 -1.9736e+000 +2.8543e+000 +3.2787e+000 -1.1348e+000 +4.9834e-001 -3.1290e-002 +2.5279e+000 +3.8303e+000 -2.1125e+000 +9.9119e-001 -4.7550e+000 +1.2835e+000 +3.5630e+000 +9.1349e-001 +4.8128e-001 -1.0104e+000
48960 +8.872190335e-001 +8.872190335e-001 +7.757219033e+000 +7.757219033e+000 -2.4174e+000 -3.2299e+000 -2.3017e-002 -7.4387e-001 -1.9712e+000 +2.8523e+000 +3.2667e+000 -1.1354e+000 +4.9061e-001 -3.2425e-002 +2.5237e+000 +3.8291e+000 -2.1146e+000 +9.9146e-001 -4.7574e+000 +1.2951e+000 +3.5654e+000 +9.1179e-001 +4.7912e-001 -1.0141e+000
57783 +6.173150338e-001 +6.173150338e-001 +7.487315034e+000 +7.487315034e+000 -2.4181e+000 -3.2299e+000 -2.3439e-002 -7.4977e-001 -1.9691e+000 +2.8511e+000 +3.2606e+000 -1.1356e+000 +4.8645e-001 -3.2135e-002 +2.5232e+000 +3.8284e+000 -2.1146e+000 +9.9335e-001 -4.7588e+000 +1.3042e+000 +3.5673e+000 +9.1118e-001 +4.7772e-001 -1.0180e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e-002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.797506803e+001 +1.797506803e+001 +1.798506803e+001 +1.798506803e+001 -2.6067e+000 +2.6614e+000 +2.9657e+000 -3.4429e+000 -3.1285e+000 -4.5396e+000 -6.2950e-001 -2.2054e+000 +9.2969e-001 -2.2903e+000 +3.0924e+000 +2.0434e+000 +1.6908e-001 -7.8631e-001 -1.5749e+000 -3.9025e+000 +4.0218e+000 -2.6003e+000 -4.5952e-001 +3.4661e+000
5 +1.448719312e+001 +1.448719312e+001 +1.449719312e+001 +1.449719312e+001 +7.2511e-002 -1.9069e-001 -2.0592e+000 -4.2502e+000 -7.4068e-001 -3.2043e-002 -4.5397e+000 -3.4813e+000 +4.2298e+000 -2.1571e+000 -4.3051e+000 +9.3686e-001 +1.0231e+000 +3.0938e+000 -5.0247e-001 -3.7223e+000 -2.5135e+000 +2.3448e+000 -9.7261e-001 -1.6183e+000
7 +4.949232486e+000 +4.949232486e+000 +4.959232486e+000 +4.959232486e+000 +4.0046e+000 +2.4913e+000 -1.6328e+000 -2.0660e+000 -3.1483e+000 +4.7093e+000 -2.0863e+000 +4.5119e+000 -4.5575e+000 -9.5952e-001 +3.7012e-001 +2.4016e+000 -1.5173e+000 -3.9310e+000 +3.0066e+000 -4.9588e+000 +3.8531e+000 -4.5084e+000 -3.1849e+000 -4.7447e-001
3516 +3.819329183e+000 +3.819329183e+000 +3.829329183e+000 +3.829329183e+000 +3.6026e+000 -9.4905e-001 +1.9769e+000 +1.1341e+000 +3.7797e+000 +3.1838e+000 +1.8756e+000 +2.7393e+000 -3.7127e+000 +2.7512e+000 +1.3380e+000 +1.5399e+000 -2.9562e+000 -8.4674e-001 +4.2038e+000 +5.1542e-001 +3.7271e+000 -4.8009e+000 +4.1021e+000 -1.6451e+000
20955 +2.481978856e+000 +2.481978856e+000 +2.491978856e+000 +2.491978856e+000 +3.6000e+000 -9.3836e-001 +1.9687e+000 +1.1275e+000 +3.7746e+000 +3.1847e+000 +1.8611e+000 +2.7329e+000 -3.7131e+000 +2.7433e+000 +1.3318e+000 +1.5431e+000 -2.9530e+000 -8.5152e-001 +4.1926e+000 +5.1222e-001 +3.7260e+000 -4.7965e+000 +4.0849e+000 -1.6401e+000
572750 +1.571738410e+000 +1.571738410e+000 +1.581738410e+000 +1.581738410e+000 +3.6008e+000 -9.3868e-001 +1.9670e+000 -3.8288e-001 -3.2015e+000 +3.1849e+000 +1.4256e+000 +3.5048e+000 -3.1392e+000 +2.7434e+000 +1.3327e+000 -7.1680e-001 -2.7197e+000 -8.5082e-001 +4.1929e+000 +5.1579e-001 +3.1278e+000 -4.7956e+000 +1.0210e+000 -1.6407e+000
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.188854828e+001 +2.188854828e+001 -1.087214517e+002 -1.087214517e+002 +3.7085e+000 +1.5571e+000 +2.5128e+000 -4.0438e+000 -2.1883e+000 +1.8823e+000 +3.2153e+000 +4.1446e+000 -2.9702e+000 -2.3288e+000 +4.7754e+000 +3.4490e+000 -2.3195e+000 +1.4599e+000 -2.8297e+000 -2.4640e-001 +1.6477e+000 -4.0913e+000 -4.8029e+000 -7.9185e-001
5 +8.166833312e+000 +8.166833312e+000 -1.224431667e+002 -1.224431667e+002 +1.3607e+000 +1.5650e-001 -5.6601e-001 +1.7940e+000 +2.7428e+000 -2.1001e+000 -2.6347e+000 -3.3370e+000 -1.3321e+000 -4.2155e+000 -4.0515e-001 -4.8873e+000 -2.0624e+000 +3.5303e+000 -4.9835e+000 -2.9025e+000 +1.8627e+000 +1.2574e+000 -1.5843e+000 -4.6782e+000
207 +6.247643036e+000 +6.247643036e+000 -1.243623570e+002 -1.243623570e+002 +8.9354e-001 +1.5549e+000 -3.4584e-001 -2.2426e+000 -3.6009e+000 +2.0627e+000 -7.4654e-001 -2.9395e+000 +2.1085e+000 +2.4966e+000 -2.1851e-001 -5.1520e+000 +1.6112e+000 +1.8785e+000 -7.0596e-001 +2.4797e+000 +5.3458e+000 -1.8050e+000 -1.6407e+000 -1.0292e+000
