% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.939200406e+006 +1.939200406e+006 +1.939236306e+006 +1.939236306e+006 +1.4065e+000 +4.4164e+000 -2.0048e+000 -2.2359e+000 -3.7067e+000 -9.3894e-001 +1.7506e+000 +2.7444e+000 -3.7416e+000 +3.4257e+000 +2.3679e+000 -3.0152e+000 -4.2637e+000 -4.5489e+000 +4.3265e+000 -1.8745e+000 -3.6098e+000 -4.9795e+000 -3.9942e+000 +4.8532e+000
2 +1.109217118e+006 +1.109217118e+006 +1.109253018e+006 +1.109253018e+006 +3.4076e+000 +4.5940e+000 -7.0765e-001 +1.5279e+000 -4.7153e+000 -4.2616e-001 +2.5971e+000 -3.6287e+000 +4.2627e+000 -4.4151e+000 +3.0281e+000 +3.7055e+000 +2.7520e+000 +3.1068e+000 -8.8457e-002 +3.5161e+000 -1.6838e+000 +4.7076e+000 +2.3774e+000 +9.5823e-001
5 +8.017153383e+005 +8.017153383e+005 +8.017512383e+005 +8.017512383e+005 +4.2737e+000 +3.6458e-002 -1.3435e+000 +1.6463e+000 +2.4789e-001 +3.2551e+000 +4.3176e+000 +3.5555e+000 +1.7256e+000 -1.9892e+000 -2.8245e+000 +9.7044e-001 +2.1464e+000 +3.0211e+000 +3.3007e+000 -2.2569e+000 +3.1712e+000 +1.1780e+000 -1.9892e+000 -4.0608e+000
24 +5.854739383e+005 +5.854739383e+005 +5.855098383e+005 +5.855098383e+005 +4.0065e+000 +1.3457e+000 +1.7387e+000 +2.9405e+000 -3.3098e+000 -3.2793e+000 +4.9504e+000 +2.2382e+000 -3.3737e+000 -2.6904e-001 +1.6305e+000 -1.5758e+000 -1.2182e+000 -1.8224e+000 +3.5910e+000 -4.5939e+000 +3.3439e+000 +1.8882e+000 -1.8538e+000 +5.8880e-001
55 +2.815675682e+005 +2.815675682e+005 +2.816034682e+005 +2.816034682e+005 +2.9067e-001 +3.6069e+000 +2.0905e+000 +3.3534e+000 -7.9846e-001 -2.7027e+000 +2.2046e+000 -1.9156e+000 +2.1558e+000 -3.3591e-001 -4.4522e-001 -1.4366e+000 -1.9077e+000 -2.2081e+000 +3.2517e+000 -4.6714e+000 -1.2930e+000 +4.6084e+000 +2.4936e+000 +4.5283e-002
% function evaluation | noise-free fitness - Fopt (3.137000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.176957758e+006 +1.176957758e+006 +1.176989128e+006 +1.176989128e+006 -3.5594e+000 +2.9645e+000 -2.3898e+000 -2.8905e+000 +2.8960e+000 -1.6962e+000 -1.0277e-001 +2.8086e+000 +2.3505e+000 +2.5357e+000 +4.1890e+000 +1.3673e+000 -3.3145e+000 +2.7797e+000 +3.8167e+000 -2.2662e+000 +4.6156e+000 +7.3434e-001 -1.1541e+000 -2.7320e+000
2 +5.578228581e+005 +5.578228581e+005 +5.578542281e+005 +5.578542281e+005 +3.5717e+000 +4.8156e+000 -3.8660e+000 +4.1441e+000 +2.4666e+000 -3.4986e+000 -4.3172e+000 +4.0580e+000 -3.7036e+000 -4.0834e+000 +3.4396e+000 -4.7939e+000 +2.9508e+000 -3.8047e+000 -1.5906e+000 -4.4662e+000 +1.0948e+000 +2.2256e+000 +3.7048e+000 +4.8504e+000
42 +3.695785163e+005 +3.695785163e+005 +3.696098863e+005 +3.696098863e+005 +4.4691e+000 -3.1773e+000 +4.0828e+000 +2.4515e+000 -2.2813e+000 -3.0024e+000 -1.1010e+000 +4.3119e+000 -3.4641e+000 +2.5120e+000 -2.2281e+000 -7.2800e-001 +2.1479e-001 -4.7985e+000 -1.5746e+000 +4.3850e+000 -3.3432e+000 -3.5431e+000 -7.8619e-001 -2.1511e+000
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
