% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.750354078e+003 +7.750354078e+003 +7.733414078e+003 +7.733414078e+003 +9.0413e+000 +1.2795e+001 +1.4077e+001 +1.1496e+001 +6.1410e+000 +1.1080e+001 +7.9838e+000 +1.3937e+001 +6.6144e+000 +1.3026e+001 +1.2305e+001 +6.6528e+000 +1.4157e+001 +9.2528e+000 +7.2325e+000 +9.0049e+000 +8.6769e+000 +7.1911e+000 +9.8888e+000 +6.2523e+000
14 +5.679251093e+003 +5.679251093e+003 +5.662311093e+003 +5.662311093e+003 +6.1418e+000 +1.1528e+001 +1.0784e+001 +7.2510e+000 +6.9610e+000 +7.1714e+000 +9.2609e+000 +5.4897e+000 +1.3028e+001 +1.2232e+001 +9.4022e+000 +8.2570e+000 +6.7578e+000 +1.2588e+001 +6.1275e+000 +9.4792e+000 +9.9084e+000 +1.0893e+001 +1.3861e+001 +6.8603e+000
463 +3.824183958e+003 +3.824183958e+003 +3.807243958e+003 +3.807243958e+003 +7.4852e+000 +6.0263e+000 +8.9839e+000 +9.3225e+000 +1.1347e+001 +8.8418e+000 +8.4289e+000 +4.9650e+000 +1.0470e+001 +1.6746e+000 +7.9090e+000 +3.5608e+000 +1.2464e+001 +4.2955e+000 +1.1620e+001 +8.7686e+000 +7.3222e+000 +1.3779e+001 +4.4073e+000 +6.1165e+000
708 +2.248530273e+003 +2.248530273e+003 +2.231590273e+003 +2.231590273e+003 +2.0490e+000 +9.0985e+000 +6.1795e+000 +8.8115e+000 +3.5543e+000 +4.9988e+000 +1.3994e+001 +1.3496e+000 +4.8888e+000 +5.7544e+000 +7.0661e+000 +5.6128e+000 +9.2087e+000 +5.1858e+000 +7.2159e+000 +5.7209e+000 +4.2438e+000 +1.2116e+001 +6.9869e+000 +8.4238e+000
945 +1.108676556e+003 +1.108676556e+003 +1.091736556e+003 +1.091736556e+003 +9.6075e+000 +5.3905e+000 +5.0124e-001 +9.8148e+000 +1.0360e+001 +6.0604e+000 +8.1465e+000 +4.0383e+000 +6.1169e+000 +1.6348e+000 +3.8742e+000 +6.8148e+000 +4.6121e+000 +6.8204e+000 +6.9323e+000 +6.3121e+000 +4.5254e+000 +4.3592e+000 +2.5323e+000 +4.9209e+000
1090 +9.347418380e+002 +9.347418380e+002 +9.178018380e+002 +9.178018380e+002 +7.5260e+000 +5.7048e+000 +9.4018e-001 +1.0370e+001 +9.9057e+000 +5.6222e+000 +7.5836e+000 +3.1723e+000 +2.7615e+000 +8.8524e-001 +4.3232e+000 +5.0568e+000 +3.2236e+000 +7.3506e+000 +6.9976e+000 +6.4935e+000 +4.2318e+000 +3.9362e+000 +2.9316e+000 +5.1770e+000
1236 +5.431740127e+002 +5.431740127e+002 +5.262340127e+002 +5.262340127e+002 +5.6354e+000 +4.4630e+000 -1.7198e+000 +9.2967e+000 +7.4699e+000 +6.9647e+000 +6.7530e+000 +2.9197e+000 +3.2808e+000 -2.0349e+000 +2.0927e+000 +4.3950e+000 -6.3203e-001 +7.2314e+000 +7.6034e+000 +3.1708e+000 +2.0558e+000 +5.0406e+000 -8.4856e-001 +3.8426e+000
1330 +2.793786658e+002 +2.793786658e+002 +2.624386658e+002 +2.624386658e+002 +6.2304e+000 +4.7280e+000 +1.6699e+000 +7.2697e+000 +6.1112e+000 +5.7084e+000 +5.1685e+000 +2.9300e+000 +2.4031e+000 +3.3181e+000 +2.8735e+000 +5.2121e+000 +2.7996e+000 +6.3464e+000 +7.6790e+000 +5.9793e+000 +3.4790e+000 +5.0024e+000 +3.1839e+000 +6.6140e+000
1411 +2.437408652e+002 +2.437408652e+002 +2.268008652e+002 +2.268008652e+002 +4.2169e+000 +4.5789e+000 +1.9976e+000 +8.5279e+000 +6.7153e+000 +4.9602e+000 +4.9133e+000 +3.0933e+000 +1.2335e+000 +2.8676e+000 +1.3366e+000 +1.5511e+000 +2.5112e+000 +5.4835e+000 +6.3784e+000 +5.7488e+000 +3.2762e+000 +2.0201e+000 +3.5324e+000 +5.8968e+000
1541 +1.030101684e+002 +1.030101684e+002 +8.607016840e+001 +8.607016840e+001 +5.9628e+000 +4.2425e+000 +1.5079e+000 +6.3523e+000 +6.1550e+000 +4.7593e+000 +5.7510e+000 +2.6013e+000 -7.5891e-001 +1.7233e+000 +1.8749e+000 +1.0904e+000 +4.9346e+000 +5.3559e+000 +6.3433e+000 +5.1384e+000 +2.7178e+000 +1.4408e+000 +2.8620e+000 +3.5759e+000
