% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.195317901e+006 +2.195317901e+006 +2.194771401e+006 +2.194771401e+006 +9.4306e+000 +7.1232e+000 +1.0018e+001 +9.9109e+000 +6.0390e+000 +6.8962e+000 +9.3282e+000 +6.7245e+000 +8.7521e+000 +6.1135e+000 +1.2087e+001 +1.0843e+001 +8.2323e+000 +5.1110e+000 +1.2649e+001 +8.9261e+000 +5.2102e+000 +6.0035e+000 +1.4954e+001 +8.5739e+000
128 +1.370982982e+006 +1.370982982e+006 +1.370436482e+006 +1.370436482e+006 +9.9655e+000 +7.8780e+000 +1.2116e+001 +1.1901e+001 +6.0390e+000 +6.8962e+000 +9.3282e+000 +1.0413e+001 +8.7521e+000 +6.1135e+000 +9.2554e+000 +6.3516e+000 +4.5135e+000 +5.1110e+000 +1.3114e+001 +8.9261e+000 +3.2728e+000 +1.1359e+001 -3.7190e-001 +8.6487e+000
620 +9.294928837e+005 +9.294928837e+005 +9.289463837e+005 +9.289463837e+005 +5.7778e+000 +6.0302e+000 +1.5083e+001 +7.7504e+000 -3.7399e+000 +1.1669e+001 +7.6533e+000 +1.5945e+001 +5.6145e+000 +7.6533e+000 +1.0535e+001 +3.5105e+000 +1.4642e+000 +2.8333e+000 +6.3379e-002 +8.4033e+000 +8.6249e+000 +2.6326e+000 +2.2089e+000 +5.7664e+000
794 +6.128003976e+005 +6.128003976e+005 +6.122538976e+005 +6.122538976e+005 +1.1258e+001 +1.3556e+001 +8.1546e+000 +1.1639e+001 +8.2680e+000 +5.9432e+000 +8.1550e+000 +1.1090e+001 +2.6282e-001 +9.9602e+000 +3.4103e+000 -3.3488e+000 +9.1524e+000 +2.3290e-001 +4.2418e+000 +6.7054e+000 +3.4749e+000 +1.3910e+000 +4.1708e+000 +4.7932e+000
1021 +3.584548830e+005 +3.584548830e+005 +3.579083830e+005 +3.579083830e+005 +9.5039e+000 +5.9862e+000 +2.8251e+000 +7.8804e+000 +8.2751e+000 +9.0616e+000 +5.3218e+000 +1.1870e+001 +5.5382e+000 +5.1857e+000 -1.8435e+000 -1.7295e+000 +2.3279e+000 +6.2008e+000 +8.7843e+000 +5.2582e+000 +5.8841e+000 +1.3665e+000 -3.0864e+000 +3.1707e+000
1252 +2.444903460e+005 +2.444903460e+005 +2.439438460e+005 +2.439438460e+005 +1.2274e+001 +1.0111e+001 +8.1575e+000 +5.1765e+000 +7.9641e+000 +7.5998e+000 +4.0117e+000 +8.6602e+000 +3.5471e+000 +4.9536e+000 +4.4942e+000 -8.5489e-001 +3.6754e+000 +6.8550e-002 +4.5333e+000 +4.2565e+000 +6.5488e+000 +1.0728e+000 -4.0603e+000 +3.4641e+000
1426 +1.228519286e+005 +1.228519286e+005 +1.223054286e+005 +1.223054286e+005 +7.9902e+000 +1.0007e+001 +2.7251e+000 +4.2456e+000 +7.6158e+000 +7.1663e+000 +1.6979e+000 +8.1722e+000 +8.5548e-001 +2.2172e+000 -1.6233e+000 -1.3296e-001 +1.9792e+000 +1.4976e+000 +4.1622e+000 +2.1467e+000 +3.5471e+000 -6.8089e-001 -5.0660e+000 +2.0409e+000
1610 +9.501386517e+004 +9.501386517e+004 +9.446736517e+004 +9.446736517e+004 +7.7639e+000 +8.9032e+000 +4.2143e+000 +2.1916e+000 +8.2728e+000 +6.5650e+000 +2.0124e+000 +6.5565e+000 +3.3714e-001 +1.5175e+000 -1.0635e+000 -1.5123e-003 +2.4178e+000 -5.3870e-001 +3.0612e+000 +1.4198e+000 +4.4006e+000 -2.0162e+000 -4.4327e+000 +1.8989e+000
1777 +6.242507990e+004 +6.242507990e+004 +6.187857990e+004 +6.187857990e+004 +7.4573e+000 +7.4471e+000 +2.2430e+000 +2.5087e+000 +7.7505e+000 +7.0166e+000 +1.5903e+000 +5.7621e+000 -2.5291e-001 +1.1703e+000 +3.9329e-001 -8.9261e-001 +3.3678e+000 -1.6723e+000 +3.6043e+000 +9.2379e-001 +3.3841e+000 -2.5136e+000 -3.1124e+000 +7.0591e-001
1995 +3.280465945e+004 +3.280465945e+004 +3.225815945e+004 +3.225815945e+004 +5.9919e+000 +6.4696e+000 +4.5191e+000 +2.3296e+000 +7.7989e+000 +2.3264e+000 +8.6846e-001 +4.0375e+000 +2.3058e+000 +7.4719e-001 +2.9895e+000 +9.4946e-001 +4.1369e+000 -8.7845e-001 +3.0410e+000 +3.3439e-001 +3.5939e+000 -1.8049e+000 -2.3450e+000 +7.5399e-001
