% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.045979913e+007 +3.045979913e+007 +3.045992296e+007 +3.045992296e+007 +7.3771e+000 +1.4051e+001 +8.8550e+000 +1.2548e+001 +8.8404e+000 +1.0135e+001 +7.4029e+000 +6.2038e+000 +9.2449e+000 +6.5837e+000 +5.3863e+000 +1.0844e+001 +6.9617e+000 +6.7390e+000 +1.0944e+001 +5.1295e+000 +1.0888e+001 +1.0245e+001 +5.6292e+000 +1.2893e+001
188 +2.287326788e+007 +2.287326788e+007 +2.287339171e+007 +2.287339171e+007 +8.3460e+000 +1.2108e+001 +3.2377e+000 +5.9014e+000 +1.8269e+001 +6.5272e+000 +1.2065e+001 +1.3218e+001 +5.4453e+000 +6.2423e+000 +7.0786e+000 +2.7260e+000 +3.9924e+000 +2.8470e+000 +8.9665e+000 +1.6002e+001 +1.1022e+001 +9.2545e+000 +7.0980e+000 +9.2214e+000
308 +1.516076231e+007 +1.516076231e+007 +1.516088614e+007 +1.516088614e+007 +1.0854e+001 +8.0472e+000 +5.6085e+000 +8.6388e+000 +1.3175e+001 +1.0793e+001 +6.9443e+000 +1.1231e+001 +1.1865e+001 +3.5921e+000 +7.0845e+000 +7.5180e+000 +1.7740e+000 +3.0476e+000 +4.4316e+000 +8.9780e+000 +6.0178e+000 +7.5024e+000 +5.3175e+000 +7.6836e+000
488 +8.587184949e+006 +8.587184949e+006 +8.587308779e+006 +8.587308779e+006 +8.3460e+000 +5.0970e+000 +3.2377e+000 +4.6810e+000 +7.0439e-001 +7.4111e+000 +1.0212e+000 +1.6273e+001 +5.4453e+000 +4.7203e+000 +9.7904e+000 +3.3471e+000 +3.9924e+000 +6.1415e+000 +4.6517e+000 +8.5268e+000 +1.1402e+000 +9.2545e+000 -1.4671e+000 +9.3143e+000
721 +4.682294555e+006 +4.682294555e+006 +4.682418385e+006 +4.682418385e+006 -1.3242e+000 +2.3649e+000 -2.5823e+000 +4.7952e+000 -3.5410e+000 +7.8804e+000 +9.4116e-001 +5.7331e+000 +8.1028e+000 +1.2600e+000 +1.0349e+001 +9.1603e+000 +2.7563e+000 +5.8325e+000 -2.0345e+000 +6.6053e+000 +4.9568e+000 +6.4185e+000 +5.9821e+000 +9.0196e+000
781 +2.257967304e+006 +2.257967304e+006 +2.258091134e+006 +2.258091134e+006 +2.5226e+000 -7.2655e-001 -2.1830e+000 -6.2722e-001 -3.0778e+000 +5.3210e+000 -4.2300e+000 +2.2062e+000 +6.8122e+000 +4.8300e+000 +5.1598e+000 -3.0373e+000 +1.0100e+001 -2.2736e+000 +4.3836e+000 +9.3534e+000 +2.6619e+000 +2.2206e+000 +3.0244e+000 +9.4899e+000
1072 +1.509043934e+006 +1.509043934e+006 +1.509167764e+006 +1.509167764e+006 +3.6511e+000 +2.7444e+000 -1.0213e+000 +7.0779e+000 -4.7436e+000 +2.7962e+000 -5.2390e-001 +5.8861e-003 +7.2279e+000 -1.6884e+000 -6.6447e+000 -4.1649e+000 +3.7912e+000 -6.3759e-001 -3.4832e+000 +4.8973e+000 -1.3221e+000 +3.2204e+000 +6.0414e+000 +3.2551e+000
1183 +8.861632881e+005 +8.861632881e+005 +8.862871181e+005 +8.862871181e+005 +5.1154e+000 +3.4587e-001 +5.6932e+000 +1.6545e+000 +3.8446e-001 +2.6352e+000 +2.5880e+000 +4.8351e+000 +5.1516e+000 -4.9170e+000 -1.8682e+000 -1.8066e+000 -7.4032e-001 -4.9651e+000 +1.7488e+000 +5.9220e+000 +1.9697e+000 +7.0770e+000 -1.1023e+000 +2.5742e+000
1521 +3.428542352e+005 +3.428542352e+005 +3.429780652e+005 +3.429780652e+005 -1.3242e+000 +2.9539e+000 +2.9195e+000 -2.2180e+000 +1.2957e+000 +1.6351e+000 +2.4406e-001 +7.4597e+000 +5.3504e+000 -4.2920e+000 +6.9725e+000 +4.3614e+000 +4.9430e+000 +6.4366e-001 +4.4298e+000 +5.4736e+000 +1.1682e+000 +1.5385e+000 +2.8777e+000 +5.8018e+000
1848 +2.418817551e+005 +2.418817551e+005 +2.420055851e+005 +2.420055851e+005 +1.4095e+000 -3.1218e+000 +4.2976e+000 +2.9395e+000 -2.4904e+000 -1.3403e+000 -1.5572e+000 +1.4733e+000 +1.9464e+000 -6.2088e-001 +7.6913e+000 -4.5569e-002 +2.9271e+000 -5.7829e-001 +4.4543e+000 +4.3097e+000 +3.4725e+000 +3.3126e+000 +1.3308e+000 -1.7825e+000
2434 +1.425873611e+005 +1.425873611e+005 +1.427111911e+005 +1.427111911e+005 +1.2904e-001 -1.6692e+000 +5.7780e+000 +1.5309e+000 -1.5971e+000 -2.0423e+000 -5.0962e-001 +5.6496e+000 +3.4413e+000 -4.1406e+000 +7.1874e-001 +5.2549e-001 +3.2836e+000 +2.2027e+000 +3.7820e+000 +4.5931e+000 +2.4700e+000 +4.0337e+000 -4.4982e-001 +3.8123e+000
2647 +9.775044153e+004 +9.775044153e+004 +9.787427153e+004 +9.787427153e+004 +2.9864e+000 +1.0480e+000 +1.1994e+000 -9.7986e-001 -2.8001e+000 +2.3313e+000 +2.8040e+000 +1.1679e+000 -3.2319e+000 -1.6336e+000 +1.2440e+000 -3.0588e+000 +3.1701e+000 +6.8659e-001 -1.2244e+000 +1.2604e+000 +2.5871e+000 -1.6261e+000 +2.9891e+000 +1.5490e+000
2935 +5.166296944e+004 +5.166296944e+004 +5.178679944e+004 +5.178679944e+004 +2.4621e+000 +3.4909e+000 +9.7895e-001 -8.8324e-001 -4.0359e+000 -1.3868e+000 -2.3574e-001 +3.0850e+000 +8.7205e-001 +4.3266e+000 -1.4575e+000 -6.5538e-001 -1.2927e+000 -7.4893e-001 +1.0895e-001 +5.9570e-001 -8.4993e-001 -8.9923e-001 -5.9862e-001 +8.7022e-001
3307 +2.668103646e+004 +2.668103646e+004 +2.680486646e+004 +2.680486646e+004 +8.0385e-001 +4.7845e-001 -9.2087e-001 +7.9732e-001 -1.1878e+000 +3.4945e+000 -1.0269e+000 +9.6310e-001 +5.2712e-001 -1.1722e+000 -3.6031e+000 -5.3465e-001 -9.9973e-001 -2.6595e-001 -9.4762e-001 +2.1879e+000 +1.9167e+000 +2.5119e+000 +4.3120e-002 +2.6200e-002
3497 +2.462142327e+004 +2.462142327e+004 +2.474525327e+004 +2.474525327e+004 +2.1926e+000 -1.7255e-001 +1.1699e+000 +1.6547e-001 -2.4154e+000 -9.9556e-001 +1.4231e+000 +1.4272e+000 +1.4735e+000 -2.6121e+000 -2.3326e-001 -8.2496e-001 -1.7108e+000 +6.8659e-001 +1.4748e+000 +3.2770e+000 +6.0654e-001 -9.7569e-001 +2.7324e+000 +2.4858e+000
