% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.165690151e+007 +1.165690151e+007 +1.165697778e+007 +1.165697778e+007 +1.6317e-001 +1.9222e-001 +1.2451e+000 +3.8604e+000 +1.4358e+000 +1.1924e-001 -1.8808e+000 -4.6887e+000 -1.1835e+000 +1.5380e-001 +3.8567e+000 +3.3237e+000 -3.9082e+000 -4.0539e+000 -3.6329e-002 -4.6684e+000 -4.1654e+000 +3.1973e+000 -2.2689e+000 -9.4741e-001
3 +1.194644159e+003 +1.194644159e+003 +1.270914159e+003 +1.270914159e+003 -1.7537e+000 -4.2645e+000 +1.3234e+000 -1.8852e+000 -4.2009e+000 +1.5818e+000 +2.0003e+000 -2.4308e+000 +3.2232e+000 +4.3841e+000 -2.7934e-001 +3.0975e+000 -3.1908e+000 -2.8981e+000 +1.0835e+000 -3.2398e+000 +4.7904e-001 -4.1139e+000 -6.7387e-001 -2.2785e+000
95 +3.003748662e+002 +3.003748662e+002 +3.766448662e+002 +3.766448662e+002 +1.0619e+000 -2.2418e+000 -7.5621e-001 -2.1981e+000 +3.9956e+000 +3.2353e+000 +1.4027e+000 -3.8032e+000 -1.5890e+000 +3.9323e+000 -1.0889e+000 -7.0122e-002 +4.5407e-001 +9.7677e-001 +3.3683e+000 +1.6142e+000 -1.3325e+000 +1.0747e+000 -3.0582e+000 +9.1065e-001
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.292896538e+006 +9.292896538e+006 +9.292873988e+006 +9.292873988e+006 -2.2240e+000 +3.1000e+000 +1.1996e+000 +9.6069e-001 -2.9156e+000 +3.9771e+000 -3.5183e+000 +4.6294e+000 +1.9186e+000 +1.9514e+000 +3.8817e+000 +3.3532e+000 -4.6544e+000 -2.5819e+000 +1.3908e+000 -3.5831e-001 -1.3747e+000 -1.1891e+000 -1.3499e-001 +4.0572e+000
4 +7.828659612e+005 +7.828659612e+005 +7.828434112e+005 +7.828434112e+005 +1.4360e+000 +1.4393e+000 -4.6806e+000 -2.8702e+000 +1.9856e+000 -8.1748e-001 -3.4754e+000 -3.7629e+000 -4.7622e+000 -2.7439e+000 -1.8052e+000 -2.3630e+000 +2.5336e+000 -3.2483e+000 +2.1744e+000 -2.1561e+000 -4.2628e+000 -4.5918e+000 -4.2854e+000 +3.3671e+000
6 +4.614939227e+005 +4.614939227e+005 +4.614713727e+005 +4.614713727e+005 -3.0129e+000 +3.4751e+000 -2.4235e+000 -9.9720e-001 -3.3201e+000 +7.4118e-001 +1.6760e+000 -4.3851e+000 +8.8008e-001 +2.1988e+000 -1.5457e+000 -2.8272e+000 +1.5096e+000 +4.0363e+000 -1.4500e+000 -1.4106e+000 -1.8644e+000 -2.3954e-001 -3.9246e+000 +2.3075e+000
16 +9.973768593e+003 +9.973768593e+003 +9.951218593e+003 +9.951218593e+003 -1.5544e+000 +3.4884e+000 -4.5561e+000 -3.8937e+000 -9.5009e-001 +5.5362e-001 +4.1494e+000 +3.2273e+000 -4.8751e+000 -7.4994e-001 +1.6321e+000 -3.0147e-001 -9.0632e-001 +3.3553e+000 -2.3622e+000 +4.0494e+000 -1.6912e+000 -8.1057e-001 +5.3560e-001 +4.3030e-001
41 +4.248550508e+003 +4.248550508e+003 +4.226000508e+003 +4.226000508e+003 +2.6548e+000 -3.5603e+000 -4.7206e+000 -2.9180e+000 -4.0556e+000 -1.2469e+000 +2.4769e+000 -4.9244e+000 +4.8586e+000 +1.7716e-001 -2.6786e+000 +1.5906e+000 +4.8804e+000 +4.2719e-001 +3.0992e+000 -3.5461e+000 +3.0067e+000 +3.3594e+000 +5.8342e-001 +1.1625e+000
180 +1.813328770e+003 +1.813328770e+003 +1.790778770e+003 +1.790778770e+003 +1.9088e-001 -1.8119e+000 -2.1734e+000 +7.5707e-001 -3.8033e+000 +1.2770e+000 +4.2313e+000 +2.3998e+000 +4.1342e+000 +3.5050e+000 -4.7297e+000 -5.7273e+000 +4.3428e+000 +5.9081e-001 +2.1933e+000 +1.4597e+000 -1.6001e+000 +2.7946e+000 +9.8239e-002 +3.1711e-001
