% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.102032227e+003 +6.102032227e+003 +5.999482227e+003 +5.999482227e+003 +6.7235e+000 +1.0186e+001 +8.6113e+000 +8.5440e+000 +1.2255e+001 +1.1734e+001 +1.4492e+001 +1.4444e+001 +9.4999e+000 +5.4522e+000 +8.8583e+000 +1.1419e+001 +1.3035e+001 +9.1385e+000 +6.2490e+000 +1.0311e+001 +6.2134e+000 +7.7602e+000 +1.2323e+001 +6.5644e+000
12 +3.557849970e+003 +3.557849970e+003 +3.455299970e+003 +3.455299970e+003 +1.0595e+001 +7.7397e+000 +9.5850e+000 +7.6125e+000 +6.2092e+000 +1.2835e+001 +5.7781e+000 +6.7174e+000 +9.6729e+000 +1.4921e+001 +7.0206e+000 +6.3859e+000 +1.2953e+001 +9.6719e+000 +8.6559e+000 +1.0993e+001 +7.5251e+000 +1.0450e+001 +8.2373e+000 +5.5826e+000
189 +1.997999301e+003 +1.997999301e+003 +1.895449301e+003 +1.895449301e+003 +1.2256e+001 +8.2442e+000 +1.0906e+001 +1.1371e+001 +2.6117e+000 +1.0240e+001 +8.2133e+000 +7.5915e+000 +5.2166e+000 +5.7802e+000 +6.9399e+000 +6.9574e+000 +9.4626e+000 +2.8223e+000 +4.5852e+000 +7.9435e+000 +6.0575e+000 +1.3085e+001 +7.7213e+000 +7.7630e+000
363 +1.477052209e+003 +1.477052209e+003 +1.374502209e+003 +1.374502209e+003 +1.0218e+001 +5.6314e-001 +1.3178e+001 +8.6082e+000 +5.8833e+000 +6.3547e+000 +9.7196e+000 +6.2776e+000 +7.1358e+000 +9.7815e+000 +9.1044e+000 +4.5714e+000 +5.9315e+000 +2.8307e+000 +9.4870e+000 +5.9654e+000 +5.3965e+000 +7.0142e+000 +5.0951e+000 +4.2134e+000
677 +9.629010376e+002 +9.629010376e+002 +8.603510376e+002 +8.603510376e+002 +1.0861e+001 +8.3523e+000 +1.0473e+001 +8.6333e+000 -5.7693e-001 +8.2833e+000 +7.4866e+000 +1.0154e+001 +6.5795e+000 +9.1195e+000 +7.1975e+000 +8.0139e+000 +3.6638e+000 +4.6568e+000 +2.8860e+000 +1.0894e+001 -1.8965e+000 -8.6759e-001 +1.3190e+000 +4.0596e+000
1016 +4.344679235e+002 +4.344679235e+002 +3.319179235e+002 +3.319179235e+002 +4.3463e+000 -3.4899e+000 +8.4373e+000 +8.2787e+000 +6.2250e+000 +1.9124e+000 +1.6719e+000 +5.3229e+000 +4.3831e+000 +4.3280e+000 +1.1907e+001 -5.4128e-002 +5.6312e+000 +3.9020e+000 +4.5510e+000 +3.7595e+000 +1.3965e+000 +6.6524e+000 -4.1722e+000 +3.4352e+000
1042 +3.277863671e+002 +3.277863671e+002 +2.252363671e+002 +2.252363671e+002 +8.5710e-001 +9.1503e+000 +9.1737e+000 +9.4682e+000 +3.1597e+000 +4.6442e+000 -4.5110e-001 +8.4249e+000 +4.3553e+000 +1.7259e+000 +4.7855e+000 +8.1793e+000 +8.6656e+000 -4.0652e+000 +5.3642e+000 +4.4855e+000 +1.0466e+000 -1.5914e+000 +3.7903e-001 +4.6410e+000
1213 +2.506781221e+002 +2.506781221e+002 +1.481281221e+002 +1.481281221e+002 +6.4207e+000 +2.4965e+000 +8.5037e+000 +3.0500e+000 +1.1725e+000 +7.8799e-001 +1.0287e+000 +6.2776e+000 -2.5567e+000 +8.7373e-001 +6.3011e+000 +3.4496e+000 +6.0559e+000 +1.7704e+000 +8.6131e+000 +2.7821e+000 +7.8055e+000 -1.7717e+000 -5.8221e+000 -3.2404e+000
1459 +1.205063304e+002 +1.205063304e+002 +1.795633035e+001 +1.795633035e+001 +1.2656e+001 -1.4583e+000 +4.9961e-001 +2.1205e+000 +5.2467e+000 +6.2521e+000 +1.5813e+000 +4.8815e+000 -4.1864e+000 -1.1777e+000 -8.0551e-002 -1.5217e+000 +2.4362e+000 -2.8066e+000 +9.1288e-001 -1.5519e+000 +1.6150e+000 +4.3311e-001 -2.4541e+000 -1.9156e+000
1532 +5.552077713e+001 +5.552077713e+001 -4.702922287e+001 -4.702922287e+001 +1.2136e+000 +4.0022e-001 +3.1267e+000 +1.8545e+000 -3.0030e-001 -1.2791e+000 -6.0449e-001 +4.5708e+000 -4.3939e+000 +2.2367e+000 +7.5952e+000 +2.4986e+000 +3.5240e+000 -6.6620e-001 +3.2146e+000 +3.5029e-001 +4.3783e+000 +2.0257e+000 -3.4406e+000 -9.2890e-001
2012 +3.081390825e+001 +3.081390825e+001 -7.173609175e+001 -7.173609175e+001 +2.3736e+000 -3.3024e-001 +8.6203e-001 +4.8949e+000 -1.1663e+000 +1.9845e+000 +2.4231e+000 +1.1223e+000 +1.0898e+000 +3.9305e+000 +3.2428e+000 -1.2149e+000 +2.5627e+000 +1.4673e+000 -1.2035e+000 +4.0939e+000 +6.3035e-001 -4.3951e+000 +2.1625e+000 +1.4278e+000
2144 +2.173239112e+001 +2.173239112e+001 -8.081760888e+001 -8.081760888e+001 -2.7443e+000 +6.7496e-001 +2.0815e+000 +1.6108e+000 -1.6930e+000 -1.6254e+000 +1.5452e+000 -6.5437e+000 +1.5324e+000 -3.7207e+000 +1.9828e+000 +1.8177e+000 +2.0000e+000 -1.6209e-001 +4.7871e+000 -1.7255e-001 -6.9067e-001 +1.3452e+000 -3.6036e-001 +1.2615e+000
