% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.702327211e+005 +2.702327211e+005 +2.696862211e+005 +2.696862211e+005 -2.3060e+000 -2.6054e+000 -5.3413e-001 -4.5589e+000 +8.9055e-001 +4.6909e+000 -1.6124e+000 +1.3182e+000 -3.3677e+000 -3.1830e+000 -1.6339e+000 +4.5450e+000 -2.2475e+000 -3.5917e+000 -4.9273e+000 +3.7927e+000 +2.3334e+000 -1.1411e+000 +3.7781e+000 -6.8604e-001
4 +1.559096964e+005 +1.559096964e+005 +1.553631964e+005 +1.553631964e+005 -7.7846e-001 -4.9271e+000 -1.4111e+000 -5.8939e-001 +3.8044e+000 -1.3933e-001 -1.8608e+000 +4.3190e+000 +2.0245e+000 +3.9256e+000 -3.4958e-001 -1.4799e+000 -1.9805e+000 +4.7640e+000 +1.0540e+000 -3.6579e+000 -2.5643e+000 +1.8503e+000 -2.8427e+000 +2.8589e+000
15 +3.962726999e+004 +3.962726999e+004 +3.908076999e+004 +3.908076999e+004 +1.4410e+000 +4.2713e+000 +4.7502e+000 +6.6589e-001 +3.8950e+000 +1.0093e-001 -3.8973e+000 -2.8285e+000 -4.3557e+000 -4.0997e+000 +3.3690e+000 +3.8016e-002 +3.8424e-001 +2.3638e+000 +1.4854e+000 -3.2330e-001 +1.6168e-001 +2.4133e-001 -1.1194e+000 +1.3245e+000
397 +2.205554350e+004 +2.205554350e+004 +2.150904350e+004 +2.150904350e+004 +3.1557e+000 +2.9894e+000 +5.0965e+000 -4.8340e-001 +1.7846e+000 -2.5789e+000 -1.8810e+000 +1.3087e-001 -1.5614e+000 -7.0092e-001 +2.5210e+000 +2.0158e-001 +2.1264e+000 +1.5837e+000 +1.1710e+000 -1.4244e+000 +2.3835e+000 +1.4168e+000 -2.1101e+000 +3.0133e+000
612 +1.536696277e+004 +1.536696277e+004 +1.482046277e+004 +1.482046277e+004 +2.1411e+000 +4.4238e+000 +3.0398e+000 +1.6491e+000 +2.8089e+000 -1.0780e+000 -1.4546e+000 -3.3492e+000 -5.5042e+000 -8.5505e-001 +3.7049e+000 +8.1255e-001 -7.4246e-001 -4.1905e-001 +2.7261e+000 -1.6206e+000 +8.1615e-001 +7.8450e-002 -1.2215e+000 +1.0601e+000
791 +6.292632583e+003 +6.292632583e+003 +5.746132583e+003 +5.746132583e+003 -1.3150e+000 +1.0341e-002 +4.9218e+000 +4.8126e-001 -1.6689e+000 -2.1523e+000 -5.1345e-001 -2.2129e+000 -1.2464e+000 +2.8733e-001 +3.7114e+000 -1.7327e-001 +3.0143e+000 -1.1512e+000 +2.5935e+000 -1.8372e+000 +2.0921e+000 -9.6895e-001 -2.5090e+000 +1.5697e+000
1096 +2.970635556e+003 +2.970635556e+003 +2.424135556e+003 +2.424135556e+003 -8.1246e-001 +1.1255e+000 +2.4354e+000 +4.2308e-001 -8.0353e-001 -2.5790e+000 -7.6356e-001 -5.0359e-001 -1.3678e+000 +1.9191e+000 +3.6916e+000 +3.7292e-001 +2.7261e+000 -1.6763e+000 +2.8226e+000 -1.8329e+000 +1.7656e+000 -5.4163e-001 -7.2128e-001 +2.0630e+000
1104 +2.351306183e+003 +2.351306183e+003 +1.804806183e+003 +1.804806183e+003 +3.7981e-001 -5.5894e-002 +1.5720e+000 -6.5137e-001 -1.0761e+000 -4.0451e+000 +1.2687e+000 -1.2278e-001 +5.1371e-002 +3.0762e+000 +2.5351e+000 +1.6941e+000 +3.3280e+000 -1.1057e+000 +2.3477e+000 -1.6752e+000 +2.0843e+000 -7.5706e-001 -2.0115e+000 +1.4724e+000
1180 +3.517171959e+002 +3.517171959e+002 -1.947828041e+002 -1.947828041e+002 -8.1591e-001 +1.4999e+000 -3.7011e-001 -1.6906e+000 +2.1258e+000 -1.5462e+000 -2.5103e+000 +4.2633e-001 +1.9066e-002 +2.5549e+000 +2.1606e+000 +2.3325e-001 +2.8382e+000 -1.1819e+000 +2.0967e+000 -1.1720e+000 +2.0164e+000 -1.5517e-001 -1.4141e+000 +1.3850e+000
1617 +1.707676370e+002 +1.707676370e+002 -3.757323630e+002 -3.757323630e+002 -2.7146e-001 +1.0893e+000 +3.4595e-001 -1.3222e+000 +1.3545e+000 -2.0342e+000 -2.0857e+000 +2.4346e-001 -2.2688e-001 +2.4705e+000 +2.3914e+000 +3.7323e-001 +2.6955e+000 -1.2373e+000 +2.3933e+000 -1.3460e+000 +2.1779e+000 -2.3818e-001 -1.4525e+000 +1.2115e+000
