% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.588104287e+003 +3.588104287e+003 +3.681044287e+003 +3.681044287e+003 -2.8146e+000 +2.7753e+000 +2.3263e+000 +8.2551e-001 -2.8737e+000 -3.1086e+000 +4.6381e+000 +3.4686e+000 +2.5610e+000 +2.6953e+000 -5.6394e-001 -4.6652e-001 -1.3577e-001 -4.7518e+000 -4.1139e+000 -1.6368e+000 -1.5045e+000 -2.6675e+000 +2.9736e+000 +2.3334e+000
4 +1.318424852e+003 +1.318424852e+003 +1.411364852e+003 +1.411364852e+003 +2.6957e+000 -2.3088e+000 -4.1629e-001 +3.9778e+000 -1.5343e+000 +1.5465e+000 -4.4639e-001 +2.0169e+000 -2.6796e-001 -1.1105e+000 -1.7895e+000 +8.3468e-001 -3.7770e+000 -4.4026e+000 -6.2500e-001 -3.4420e+000 +4.8153e+000 +1.5836e+000 +3.5068e+000 -2.3156e-001
55 +9.150497125e+002 +9.150497125e+002 +1.007989712e+003 +1.007989712e+003 -1.1236e+000 -1.0380e+000 -4.1629e-001 +3.9778e+000 -1.8838e+000 +1.5465e+000 -4.4639e-001 +2.0169e+000 +4.0128e+000 -1.1105e+000 -3.2435e+000 +8.3468e-001 -2.2385e+000 -4.4026e+000 +3.0203e+000 +2.8609e+000 +4.8153e+000 -1.5793e+000 -1.0184e+000 +3.3800e+000
209 +5.289545209e+002 +5.289545209e+002 +6.218945209e+002 +6.218945209e+002 -9.2114e-001 +2.1948e+000 +5.3004e+000 +7.1255e+000 +2.7248e-001 +8.7871e+000 +1.1255e+000 +2.9304e+000 +2.1968e+000 +3.4978e+000 +4.7470e+000 -2.8206e+000 -1.6947e+000 +3.0083e+000 -3.8995e+000 -1.6848e+000 -4.8387e-001 -2.3297e+000 +2.1645e+000 +2.2151e+000
379 +3.288040181e+002 +3.288040181e+002 +4.217440181e+002 +4.217440181e+002 +1.1589e+000 +5.5740e-001 +2.7284e+000 +4.5205e+000 +1.5470e+000 +7.3523e+000 +2.5390e+000 -2.5744e+000 +2.9690e+000 +1.8427e+000 +3.4265e+000 -4.0464e-001 -3.4316e+000 +1.8275e+000 -3.9815e+000 +7.8150e-001 +5.0867e+000 -3.1790e+000 +3.4840e+000 +4.0915e+000
746 +2.501648550e+002 +2.501648550e+002 +3.431048550e+002 +3.431048550e+002 -2.2996e-001 +1.3566e-001 +1.4794e+000 +2.1581e+000 +4.5676e+000 +8.9255e+000 +1.1196e+000 +1.2301e+000 +1.1867e+000 +2.7454e+000 +3.1913e+000 +7.7467e-001 -2.7520e+000 +2.6450e+000 -2.6920e+000 -5.9847e-001 +3.2331e+000 -2.3133e+000 +2.1578e+000 +2.0415e+000
1165 +1.340219076e+002 +1.340219076e+002 +2.269619076e+002 +2.269619076e+002 -5.5401e-001 -2.4454e-001 +1.0604e+000 +4.5370e+000 +2.6084e+000 +7.3352e+000 +3.1680e-001 -1.2002e+000 +1.9505e+000 +1.9335e+000 +2.1478e+000 -8.3310e-001 -2.8048e+000 +2.1587e+000 -1.5800e+000 -7.6141e-001 +4.1265e+000 -2.4442e+000 +2.5580e+000 +8.6322e-001
1185 +9.889015261e+001 +9.889015261e+001 +1.918301526e+002 +1.918301526e+002 -1.0756e+000 -5.8368e-001 +9.3332e-001 +3.9337e+000 +3.8715e+000 +7.5671e+000 +6.8672e-001 +3.7390e-002 +1.0661e+000 +3.9169e+000 +1.7484e+000 -1.7162e-001 -2.3300e+000 +2.5276e+000 -1.6910e+000 -1.4357e+000 +3.4913e+000 -1.9324e+000 +1.8940e+000 +3.8203e-001
1833 +6.274093756e+001 +6.274093756e+001 +1.556809376e+002 +1.556809376e+002 -1.3352e-001 +2.5046e-001 +5.8093e-001 +4.3467e+000 +2.4552e+000 +5.9662e+000 +1.4127e+000 -1.3868e+000 +1.5708e+000 +2.0992e+000 +4.1359e-001 -1.3258e+000 -2.9164e+000 +1.0513e+000 -1.1972e+000 +1.6084e+000 +4.1420e+000 -2.2806e+000 +2.2049e+000 +7.0685e-001
2063 +3.947139056e+001 +3.947139056e+001 +1.324113906e+002 +1.324113906e+002 -8.7438e-001 +7.6321e-001 +1.4095e+000 +4.2257e+000 +3.5242e+000 +4.9244e+000 +5.4789e-001 -1.3750e+000 +1.3125e+000 +2.9946e+000 +9.0934e-001 -1.8819e+000 -2.6143e+000 +1.3384e+000 -1.0575e+000 +2.4562e+000 +4.4976e+000 -2.1603e+000 +2.1498e+000 -9.1383e-001
2386 +2.256993859e+001 +2.256993859e+001 +1.155099386e+002 +1.155099386e+002 -3.7452e-001 +7.6323e-001 +1.3262e+000 +4.3020e+000 +2.4181e+000 +4.7253e+000 +1.9297e+000 -3.0795e+000 +1.9689e+000 +2.0861e+000 +1.7109e+000 -1.9284e+000 -2.6618e+000 +9.8957e-001 -9.1104e-001 +3.4224e+000 +4.7568e+000 -3.0123e+000 +2.5063e+000 -1.6593e-001
2702 +1.569071153e+001 +1.569071153e+001 +1.086307115e+002 +1.086307115e+002 -4.8020e-001 +1.1645e+000 +1.3165e+000 +3.7750e+000 +2.4454e+000 +4.6250e+000 +1.9286e+000 -3.0225e+000 +2.9758e+000 +1.4631e+000 +2.1985e+000 -1.9787e+000 -2.5583e+000 +6.0871e-001 -5.9849e-001 +4.0342e+000 +5.0092e+000 -3.2845e+000 +2.7010e+000 -8.2885e-001
% function evaluation | noise-free fitness - Fopt (3.535000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.538147869e+003 +4.538147869e+003 +4.573497869e+003 +4.573497869e+003 +4.4398e+000 -1.7260e+000 +3.4143e+000 -8.1702e-001 +2.3203e+000 +2.2183e+000 +1.1372e+000 +2.9715e+000 +2.1341e+000 +3.3415e+000 +3.8192e+000 +3.1885e+000 -4.9970e+000 +3.3450e+000 -3.5085e+000 +4.5171e+000 +2.4457e+000 +4.9110e+000 -3.0861e+000 +4.1578e+000
3 +3.157272495e+003 +3.157272495e+003 +3.192622495e+003 +3.192622495e+003 -4.8376e+000 +2.8513e+000 +4.8835e+000 +2.4710e+000 +7.9257e-001 -2.3232e+000 +4.8767e+000 -3.9450e+000 +2.3461e+000 +1.5409e+000 -2.8172e+000 +7.0666e-001 -8.2633e-002 -1.6140e+000 -2.9729e+000 +1.1953e+000 -1.3187e-001 +2.7341e+000 -2.9846e+000 -4.0653e+000
9 +2.104025027e+003 +2.104025027e+003 +2.139375027e+003 +2.139375027e+003 +4.2216e+000 -2.8211e+000 -3.4247e+000 +4.8560e+000 +1.2886e+000 -3.5595e+000 +5.9067e-001 +2.9187e+000 -5.1518e-001 +2.6782e+000 +1.3153e+000 -1.3789e+000 +4.6578e+000 +3.7560e+000 +6.9458e-001 -1.8310e+000 -3.2966e+000 -2.8546e+000 -1.4535e+000 -3.7025e+000
45 +1.115260689e+003 +1.115260689e+003 +1.150610689e+003 +1.150610689e+003 +4.9628e+000 -3.6152e+000 +3.8591e+000 +5.8258e-001 -6.2677e-001 +6.3508e-001 +2.3592e+000 +4.9650e+000 +4.9157e+000 +8.0152e-002 +1.7290e+000 +4.2703e+000 +1.0627e+000 +4.9062e+000 +2.5866e+000 -3.2667e+000 +3.9885e+000 +9.9120e-001 +4.0264e+000 +3.2263e+000
