% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.170724624e+008 +2.170724624e+008 +2.170718413e+008 +2.170718413e+008 +2.8128e-001 -6.0830e-001 +9.4030e-001 -3.1194e+000 -1.9929e+000 -1.9183e+000 -1.6640e+000 +2.2263e+000 -4.1412e+000 -3.1274e-001 -2.2356e+000 +1.1303e+000 +5.9578e-001 +2.1722e+000 +7.1203e-001 -7.2604e-002 -4.2764e-002 -3.9641e-001 -3.0467e+000 +1.4421e+000
424 +9.475159238e+007 +9.475159238e+007 +9.475097127e+007 +9.475097127e+007 -5.3476e+000 +4.9966e+000 -9.0357e-001 -2.6683e+000 +1.0325e+000 +9.7041e-001 -9.9706e-001 -3.6011e+000 +4.5493e+000 -2.8601e-001 -4.3892e-001 +6.5467e+000 +2.2494e+000 +1.2793e+000 +4.6545e+000 -4.1773e+000 +1.3832e+000 +2.0128e+000 -3.6907e-001 -1.1398e-001
1528 +5.069627699e+007 +5.069627699e+007 +5.069565588e+007 +5.069565588e+007 -1.1858e+000 +5.9924e+000 -3.9580e-001 -2.3535e+000 +6.4535e-001 -1.0647e+000 +8.4160e-001 +1.0230e+000 +3.9287e+000 +1.0720e+000 -9.7187e-001 +3.5167e+000 +2.6215e+000 +1.0492e+000 +1.4464e+000 -5.7850e+000 +2.2292e+000 +1.9190e+000 +3.0493e+000 -1.8780e+000
2147 +3.386340602e+007 +3.386340602e+007 +3.386278491e+007 +3.386278491e+007 +7.1658e-002 +6.3542e+000 -2.7214e-001 -2.7930e+000 -8.0986e-001 -1.8979e+000 +4.1922e+000 +5.8406e-001 -4.8974e-001 +6.2819e-001 +3.1507e-001 +2.8506e+000 +3.4221e+000 +2.6115e+000 +1.5728e+000 -4.0985e+000 +2.9381e+000 +2.5600e+000 +1.1359e+000 -2.0289e+000
2748 +2.055568434e+007 +2.055568434e+007 +2.055506323e+007 +2.055506323e+007 -5.3013e-001 +4.9983e+000 +2.5608e+000 -5.1004e+000 -3.9983e-001 -2.2045e+000 +1.7737e+000 -8.7386e-001 +2.7039e+000 +3.8574e-001 +7.3658e-001 +2.3006e+000 +3.7971e+000 -4.0388e-001 +7.0911e-001 -1.8324e+000 +1.1770e+000 +2.3363e+000 -8.8749e-001 -4.1759e-001
2866 +1.583481869e+007 +1.583481869e+007 +1.583419758e+007 +1.583419758e+007 -1.7849e+000 +5.1019e+000 +7.3545e-001 -3.8411e+000 +1.5144e+000 -9.1157e-001 +2.0551e+000 +7.7775e-001 +1.9145e+000 -4.0303e-003 +1.3920e+000 +2.9231e+000 +2.8649e+000 +2.2425e+000 +2.7809e+000 -2.3265e+000 +1.7592e+000 +3.4613e+000 -6.5983e-003 +4.6022e-001
3450 +9.434321938e+006 +9.434321938e+006 +9.433700828e+006 +9.433700828e+006 -1.2784e+000 +3.5885e+000 -1.1621e+000 -3.7948e+000 -1.4591e+000 -2.6882e+000 +2.1410e+000 +5.8105e-001 +1.7011e+000 -5.9711e-001 +6.6793e-001 +3.1184e+000 +2.9192e+000 +2.3706e+000 +1.7190e+000 -2.1393e+000 +2.7000e-001 +2.9534e+000 +5.7960e-001 +2.1817e-001
3587 +6.277743816e+006 +6.277743816e+006 +6.277122706e+006 +6.277122706e+006 -6.9167e-001 +4.0384e+000 +8.3878e-002 -3.9364e+000 -1.1626e+000 -2.8212e+000 +1.8041e+000 -1.0034e+000 +1.4987e+000 +1.3166e-001 +8.9339e-001 +2.7800e+000 +3.7673e+000 +1.7910e+000 +2.7966e-001 -2.1362e+000 +4.7714e-001 +2.2989e+000 +7.5320e-001 -2.5807e-001
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.981184738e+008 +4.981184738e+008 +4.981182189e+008 +4.981182189e+008 +4.0360e+000 -2.2052e+000 +3.6500e+000 +3.3562e-001 +8.9097e-001 -1.3772e+000 -3.2767e+000 -2.3823e+000 +5.8132e-001 +3.7020e+000 +3.4634e+000 +4.3040e-002 +4.3899e+000 +2.4593e+000 +1.8007e+000 -2.0800e+000 +2.8441e+000 -2.0977e+000 -9.4147e-001 -1.0923e-001
20 +2.683500607e+008 +2.683500607e+008 +2.683498058e+008 +2.683498058e+008 +1.9431e+000 -1.0186e+000 +3.6625e+000 -2.8401e+000 +3.7937e+000 -3.3819e+000 +1.7482e-001 +2.0982e+000 -4.4239e+000 +3.8353e+000 -7.4921e-001 +3.8877e+000 -1.9330e+000 +1.6096e+000 -3.7048e+000 -4.9447e+000 -1.4916e+000 +2.1070e+000 -1.9155e+000 +3.1375e+000
325 +2.005910355e+008 +2.005910355e+008 +2.005907807e+008 +2.005907807e+008 +2.7529e+000 +1.5970e-001 +2.7000e+000 +4.3575e+000 -2.8141e+000 -2.2863e+000 -3.1929e+000 +6.6030e+000 -1.3405e+000 +3.2167e-001 +3.3148e+000 -4.0228e+000 +1.8446e+000 -1.8902e+000 -4.3812e+000 +1.4677e+000 +9.0327e-001 -3.5980e+000 -1.3561e+000 +3.6863e+000
877 +1.021286213e+008 +1.021286213e+008 +1.021283665e+008 +1.021283665e+008 +3.6420e+000 -9.5023e-001 +2.4113e+000 -7.9612e-001 -4.6798e+000 -2.1371e+000 -4.8841e+000 +4.9113e+000 +1.5286e+000 +5.3614e+000 +1.5425e-001 +3.1634e+000 -1.4741e+000 +9.0454e-001 -4.5711e+000 +2.3164e+000 +4.8394e+000 -2.4890e-002 +5.3819e-001 +5.4445e+000
901 +9.502368033e+007 +9.502368033e+007 +9.502342551e+007 +9.502342551e+007 +4.8652e+000 +4.1023e+000 -2.2819e+000 +1.1521e-001 -4.5208e+000 -3.4889e+000 -3.3242e+000 +5.6094e+000 -9.5787e-001 +2.9490e+000 -7.5504e-002 +1.1249e+000 -4.8073e+000 +1.0572e+000 -4.5117e+000 -6.4187e-001 +1.6627e+000 +2.8428e-001 -3.4324e-001 +7.2779e-001
1051 +5.376112549e+007 +5.376112549e+007 +5.376087067e+007 +5.376087067e+007 +4.6593e+000 +4.1023e+000 -2.2819e+000 +1.1521e-001 -4.5208e+000 +5.3948e-001 -3.3242e+000 +5.6094e+000 -9.5787e-001 +2.9490e+000 +2.1735e-001 +1.1249e+000 +2.0463e-001 +1.0572e+000 -4.5117e+000 +1.6806e+000 +4.2170e+000 +2.8428e-001 -3.4324e-001 +7.2779e-001
1989 +3.122799762e+007 +3.122799762e+007 +3.122774280e+007 +3.122774280e+007 +3.5822e+000 +3.3485e+000 +2.9656e+000 -2.7019e+000 -4.8256e+000 -1.4848e+000 -1.8376e+000 +3.9489e+000 +1.9506e+000 +3.7254e+000 +5.4369e+000 +2.6196e+000 -2.0180e+000 -1.0120e+000 -1.9077e+000 -1.4975e+000 +3.8806e+000 -1.5833e+000 -2.4040e+000 +2.9738e+000
