% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.403660771e+006 +2.403660771e+006 +2.403737041e+006 +2.403737041e+006 -3.7814e+000 +3.7589e+000 +2.7589e-001 +2.7579e+000 +2.1234e+000 +1.0100e+000 -4.5327e+000 +1.0070e+000 -2.4299e+000 +2.0970e+000 -3.0706e+000 +1.5743e+000 +4.7645e+000 -1.7600e+000 +2.8527e-001 -3.5318e+000 +2.6049e+000 -1.7320e-001 -2.8937e+000 +3.8021e+000
12 +4.120999151e+003 +4.120999151e+003 +4.197269151e+003 +4.197269151e+003 -4.1649e+000 +3.9735e+000 -1.7638e+000 +4.4699e+000 +2.6658e+000 -1.1610e+000 +2.1786e+000 -4.8831e+000 +1.2614e+000 +2.9209e+000 +2.1272e-001 +2.3365e+000 +5.1493e-001 -1.1710e+000 -4.8213e-001 +4.9796e+000 +4.1410e-002 -4.7045e+000 +3.9928e+000 +4.9197e-002
103 +3.777402878e+003 +3.777402878e+003 +3.853672878e+003 +3.853672878e+003 +2.0066e+000 +3.6887e+000 +4.6874e+000 -2.0176e+000 +2.0589e+000 +1.2138e+000 +5.3943e-001 -1.5114e+000 +1.5882e+000 -1.0451e+000 +5.6786e-001 +3.4605e-001 -4.6298e-001 +3.7278e+000 -4.1126e+000 -4.0326e+000 -7.1406e-002 -2.7326e-001 +2.8236e+000 +5.2777e+000
301 +7.485483750e+002 +7.485483750e+002 +8.248183750e+002 +8.248183750e+002 -3.7784e+000 +1.8642e+000 -7.9454e-001 -1.0571e+000 -1.8022e+000 -3.7925e+000 +8.2367e-001 -7.4375e+000 -2.9582e+000 -3.2108e+000 +2.0644e+000 +1.6146e+000 -1.1614e+000 -2.1991e+000 -3.7251e+000 +2.5548e+000 +2.7444e+000 +3.3769e+000 +6.7620e+000 +9.5200e-001
839 +2.627776315e+002 +2.627776315e+002 +3.390476315e+002 +3.390476315e+002 -2.7894e+000 +7.3017e-001 -1.0647e+000 -1.6051e+000 -2.5918e+000 -2.6947e+000 +9.8855e-001 -5.7958e+000 -1.1005e+000 -3.3252e+000 +1.8252e+000 +1.3609e+000 -2.0813e+000 -3.2303e+000 -3.2614e+000 +2.3795e+000 +3.5153e+000 +3.2890e+000 +5.7976e+000 +1.7623e-001
1185 +2.432626169e+002 +2.432626169e+002 +3.195326169e+002 +3.195326169e+002 +4.9849e+000 -2.7089e+000 +1.1350e+000 +2.0234e+000 -1.0934e+000 +1.1166e+000 +1.2909e-002 +1.4865e+000 +3.5542e+000 -5.8929e+000 +3.4156e+000 +1.7387e+000 -5.6825e+000 -1.9280e+000 +1.3281e+000 -2.5791e+000 +3.1971e+000 -3.6736e+000 +1.2647e+000 +8.0729e-001
2211 +1.577985968e+002 +1.577985968e+002 +2.340685968e+002 +2.340685968e+002 +8.9287e-002 -9.4037e-001 -1.7416e+000 -2.2172e+000 -1.5698e+000 +3.1301e+000 +6.4198e-001 -7.2147e-001 +7.4692e-001 +2.3406e+000 -1.7004e-001 +1.0335e+000 -3.6593e+000 -2.9407e+000 -1.8591e+000 +3.5215e+000 +2.1482e+000 +1.2080e+000 +1.2265e+000 -9.0155e-001
5151 +9.804137218e+001 +9.804137218e+001 +1.743113722e+002 +1.743113722e+002 +5.5091e-001 +1.1977e-001 -7.8174e-001 -8.6809e-001 -3.3628e-001 +3.2078e+000 -7.3318e-001 -1.5667e+000 +7.4900e-001 +2.2105e+000 +1.7368e+000 -1.2477e-001 -4.2884e+000 -1.3318e-001 -1.7565e+000 -1.8298e+000 +4.8809e+000 -1.8016e+000 -5.5385e-001 -1.5020e-001
9282 +6.247620082e+001 +6.247620082e+001 +1.387462008e+002 +1.387462008e+002 -1.0988e+000 -1.0819e+000 -1.6100e+000 -6.4709e-001 -2.7983e+000 -1.1501e+000 -1.9694e+000 -6.1815e-001 +2.1881e-001 +5.0691e-001 +2.7965e+000 -8.5857e-001 -3.0463e+000 -1.1461e-001 +8.6256e-002 +1.0926e+000 +3.8812e+000 -1.2287e+000 +1.1556e+000 +1.7844e-001
23625 +3.941878609e+001 +3.941878609e+001 +1.156887861e+002 +1.156887861e+002 +2.6119e-001 -3.8290e+000 -3.0554e-001 +1.7355e+000 -1.1401e+000 -1.5821e+000 +1.7321e-001 +4.7423e-001 -1.4304e+000 +4.3444e-001 +3.3284e+000 -8.6997e-001 -2.1777e+000 +1.8036e+000 -2.0553e-001 -5.3652e-001 -2.0446e+000 -4.9830e+000 +1.7786e+000 -1.2866e+000
