% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.055526496e+005 +7.055526496e+005 +7.056764796e+005 +7.056764796e+005 -3.5817e+000 -5.8575e-001 -4.5753e+000 -4.1680e+000 +3.2420e+000 -4.3933e+000 -1.3897e+000 +3.1618e+000 +2.8445e+000 +4.8286e+000 -4.0001e+000 -3.4552e+000 +2.4587e-001 -4.2334e+000 +4.6289e+000 +4.9763e+000 -3.7572e+000 +1.8776e+000 -3.5245e+000 -9.6273e-001
3 +3.524294567e+005 +3.524294567e+005 +3.525532867e+005 +3.525532867e+005 +4.8369e+000 +8.0767e-001 -2.0532e+000 -4.2125e+000 +8.9335e-001 -2.9065e-001 +1.5538e+000 -3.2244e+000 -2.2815e+000 -3.5371e-001 +4.3434e+000 -4.9927e+000 -1.9826e+000 -3.5083e+000 +3.1117e-001 -6.6204e-001 +4.0122e+000 -2.7302e+000 +2.2174e+000 +4.2726e+000
4 +2.465931946e+005 +2.465931946e+005 +2.467170246e+005 +2.467170246e+005 -4.7143e+000 -2.1962e+000 +2.5671e+000 -2.6830e+000 -1.3479e+000 -2.5006e+000 -1.6681e-003 +3.7618e+000 +4.0266e+000 -4.7560e+000 +9.0375e-001 +6.7706e-001 +2.4465e+000 -3.8871e+000 -4.4036e+000 +1.4597e+000 +1.8989e+000 +3.6660e+000 -4.6334e+000 +1.2562e-002
39 +8.618981187e+004 +8.618981187e+004 +8.631364187e+004 +8.631364187e+004 +1.0110e+000 +2.5045e-001 -3.8974e+000 +1.1477e+000 +4.4776e-001 -2.8263e+000 +1.0041e+000 +8.3347e-001 -1.6198e+000 -3.0543e+000 -4.5373e+000 -4.3450e+000 -2.9946e+000 +1.3638e+000 +4.5036e+000 -4.0084e+000 +9.4972e-001 -2.8188e-001 -1.4917e+000 -1.0249e+000
184 +5.792928197e+004 +5.792928197e+004 +5.805311197e+004 +5.805311197e+004 -4.7927e-001 -3.2766e+000 +5.6979e-001 +3.4804e+000 +1.8560e+000 +1.4988e-001 +3.3140e+000 +1.2288e+000 +1.0590e+000 -2.7347e+000 -1.0858e+000 +5.2619e-001 -1.0550e+000 +1.7929e+000 -1.2045e+000 +1.5938e+000 -5.6089e-001 -2.3486e+000 +4.0710e+000 +1.4783e+000
324 +1.910106811e+004 +1.910106811e+004 +1.922489811e+004 +1.922489811e+004 +2.8597e-001 -2.0008e+000 -2.9363e+000 +1.3147e+000 +1.5812e+000 -1.0509e+000 +1.1005e+000 -8.1468e-001 +2.0535e-001 +4.4294e-001 -3.2432e+000 -5.9589e-001 -1.3988e+000 +2.2598e-001 +1.5537e+000 +7.9702e-002 -2.9647e+000 -2.0915e-001 +6.1539e-002 -9.3320e-001
716 +1.540485701e+004 +1.540485701e+004 +1.552868701e+004 +1.552868701e+004 +5.9317e-001 +4.1590e-001 -2.2851e+000 +1.1527e+000 +8.6374e-002 +2.5602e-001 +3.0936e+000 -4.3783e-002 +2.1798e+000 -2.6942e-001 -2.1245e+000 +1.3411e+000 -2.7905e-001 -4.2603e-001 +5.9858e-001 +5.6485e-001 -2.6137e+000 +1.6631e+000 -2.2831e-001 +2.0443e-001
789 +4.985362835e+003 +4.985362835e+003 +5.109192835e+003 +5.109192835e+003 +5.2876e-001 +4.4098e-001 -2.3457e+000 +1.2366e+000 -2.9128e-001 -1.0709e+000 +1.3462e+000 +3.2495e-001 +1.1697e-002 -3.6276e-001 -1.4581e+000 -2.0284e-001 -1.8202e+000 +5.4303e-001 +1.1226e+000 +1.1213e+000 -1.5685e+000 +9.3753e-002 -1.3021e+000 -8.9966e-001
896 +2.930102580e+003 +2.930102580e+003 +3.053932580e+003 +3.053932580e+003 +1.2397e-001 +3.0763e-001 -1.8183e+000 +1.2745e+000 -5.0275e-001 -1.1469e+000 +1.3902e+000 -1.0783e-001 -5.2733e-001 +5.9640e-001 -8.5210e-001 -3.5577e-001 -2.2876e+000 +4.4274e-001 +2.8025e-001 -3.2876e-001 -1.3085e+000 +5.2111e-001 -2.7460e-001 -2.8800e-001
1114 +1.712569542e+003 +1.712569542e+003 +1.836399542e+003 +1.836399542e+003 +1.3666e-001 +1.2328e+000 +4.6128e-002 +2.2094e+000 -1.5354e-002 -1.4498e+000 +1.1508e+000 +5.0148e-001 -3.4697e-001 +1.3308e-001 -3.0005e-001 -1.5866e+000 -1.6891e+000 +9.8441e-001 +9.2568e-001 +8.7127e-002 -3.0695e-001 +2.4736e-001 +4.1114e-001 -8.9960e-001
