% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.793536726e+006 +1.793536726e+006 +1.793612996e+006 +1.793612996e+006 +8.0733e-001 -1.4579e+000 +2.7942e+000 -4.1629e+000 +3.7208e+000 +4.6742e-001 +1.0881e+000 -3.0199e+000 -4.0819e+000 +4.7277e+000 -3.4494e+000 +4.7539e+000 -1.6768e+000 +3.5940e+000 -3.2065e+000 -4.4528e+000 -4.2712e+000 -1.0152e+000 +3.8040e+000 -2.3409e+000
5 +4.823531222e+005 +4.823531222e+005 +4.824293922e+005 +4.824293922e+005 -7.8649e-001 +7.4267e-001 -3.6492e+000 +2.6253e+000 +3.0321e+000 +1.5249e+000 +2.3991e+000 -3.7016e+000 -4.0093e+000 +1.2752e-001 -2.9748e+000 +4.0788e+000 -4.9603e+000 +2.1424e+000 +4.0020e+000 +2.7421e+000 -4.3460e+000 -2.9944e+000 +1.4007e+000 +1.9808e+000
16 +4.795031580e+003 +4.795031580e+003 +4.871301580e+003 +4.871301580e+003 +1.3699e-001 -2.8078e+000 -1.4960e+000 +1.8330e+000 +4.8119e-002 -4.6066e+000 -8.2123e-001 -3.8629e+000 -3.6348e+000 +2.8765e+000 +1.9077e+000 -2.8557e+000 +4.6244e+000 +1.4453e+000 +6.8743e-001 -3.2171e+000 -4.4709e+000 -3.6385e+000 +6.7363e-001 -1.0423e+000
147 +2.499262623e+003 +2.499262623e+003 +2.575532623e+003 +2.575532623e+003 +1.9334e+000 +2.6793e+000 -7.4226e+000 +7.2455e+000 -4.6427e+000 +5.2837e+000 -3.5819e+000 +5.4887e+000 +2.3074e+000 +2.7004e+000 -1.0248e+001 +3.8967e+000 +1.4312e+000 -8.7312e+000 -2.7779e+000 +4.9887e+000 -5.2004e+000 +2.0500e+000 -7.9574e+000 +1.0018e+001
221 +1.114902914e+003 +1.114902914e+003 +1.191172914e+003 +1.191172914e+003 -5.9190e-001 -4.3414e+000 +1.4473e+000 +8.5128e-003 +1.1358e+000 +1.8747e+000 +2.9786e-002 +1.0929e+000 -1.4642e+000 -1.5232e-001 -4.0415e+000 +2.0904e+000 -5.6235e+000 +3.1945e+000 +2.6754e+000 +5.5985e+000 +6.2633e-001 -3.8005e+000 +3.3057e+000 +3.7684e+000
242 +9.130398538e+002 +9.130398538e+002 +9.893098538e+002 +9.893098538e+002 +2.3640e+000 -1.1264e+000 +2.6431e+000 +2.0192e+000 +7.1727e+000 -3.9156e+000 +1.5901e+000 -3.0179e+000 +5.4310e+000 -2.1744e+000 +3.4542e+000 +7.4888e-001 +1.5452e+000 +3.2560e+000 -1.7598e+000 +3.7266e+000 +2.4040e+000 -8.6528e-001 -4.8731e+000 -2.3072e+000
349 +5.494156468e+002 +5.494156468e+002 +6.256856468e+002 +6.256856468e+002 +2.5203e+000 -5.8949e+000 +2.9113e+000 -7.0054e+000 +1.9401e+000 -1.6915e+000 -2.7287e+000 +7.2081e+000 -2.9137e+000 +4.3855e+000 -8.9425e+000 +2.4731e+000 -4.9361e-001 -1.9283e+000 -3.6509e+000 -4.9889e-001 -1.4274e+000 -1.4287e+000 +3.0808e+000 +2.7004e+000
372 +3.872952283e+002 +3.872952283e+002 +4.635652283e+002 +4.635652283e+002 +2.3699e+000 -4.4645e+000 -1.6973e+000 -5.3638e+000 +1.5389e+000 -9.3868e-001 -5.8697e+000 +9.6680e+000 +1.2568e+000 +3.1325e+000 -8.7003e+000 -7.9573e-001 -1.8089e+000 -1.7825e+000 -3.0024e+000 +9.3643e-001 -3.3582e+000 -5.4028e-001 +2.3182e+000 -1.9583e-001
911 +2.130244748e+002 +2.130244748e+002 +2.892944748e+002 +2.892944748e+002 -3.7742e+000 -4.7014e+000 -1.7430e+000 -4.0075e+000 -1.6941e+000 -7.7119e-001 +1.6790e+000 +5.8434e+000 -8.5537e-001 +5.5440e+000 -1.1459e-002 -2.4083e+000 +9.9257e-001 -4.1574e+000 -2.3369e+000 -1.8941e+000 -9.4803e-001 -1.6314e+000 +7.2431e+000 -5.8022e+000
1304 +1.513079611e+002 +1.513079611e+002 +2.275779611e+002 +2.275779611e+002 -1.7842e+000 -2.6108e+000 -3.4047e+000 -5.1010e-001 -1.9657e+000 -2.8868e+000 -2.6563e-001 +1.3035e+000 -2.8743e+000 +5.6137e+000 +1.1782e+000 -2.9703e+000 +3.8004e+000 -3.1048e+000 -1.7662e+000 -4.2454e+000 -4.4603e+000 -1.9987e+000 +3.2442e+000 -2.7058e+000
