% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.655752807e+002 +3.655752807e+002 +3.563652807e+002 +3.563652807e+002 +3.3588e+000 +2.4111e+000 +3.0410e+000 +2.4750e+000 -9.3579e-001 +1.6727e+000 -2.2643e+000 -9.6629e-001 -4.9148e+000 -2.8454e-001 +4.7487e+000 -4.4674e-002 -4.0969e+000 +4.7016e+000 +4.7428e+000 +3.7542e+000 +2.3222e+000 +9.9379e-001 -3.6236e+000 +3.8208e+000
55 +2.031004096e+002 +2.031004096e+002 +1.938904096e+002 +1.938904096e+002 +2.8227e+000 +4.9648e+000 -1.4694e+000 -2.6955e-001 -4.0427e+000 -4.0494e+000 +4.4448e+000 +2.6498e+000 +2.6614e+000 +1.9318e+000 -5.7934e+000 -4.3793e+000 +5.6869e+000 -3.5468e-001 -1.4758e+000 -4.7240e+000 +7.0108e+000 -2.1110e+000 -4.6985e+000 +2.4153e+000
84 +1.577497164e+002 +1.577497164e+002 +1.485397164e+002 +1.485397164e+002 +1.1130e+000 +1.0987e+001 +4.4009e+000 +1.1745e+000 -5.3027e+000 -9.3922e+000 +5.2065e+000 +1.7057e+000 -3.8800e-001 -5.3819e-002 -8.2149e+000 -6.9290e+000 +1.0452e+001 +5.6646e+000 -7.0596e-001 -1.2395e+001 +1.0644e+001 -2.7944e+000 -1.2698e+001 +6.5205e+000
132 +9.269065648e+001 +9.269065648e+001 +8.348065648e+001 +8.348065648e+001 -5.6375e+000 +8.3654e+000 -6.7764e-004 +3.2613e+000 -1.0264e+001 -6.1054e+000 +4.6103e+000 +1.1944e+001 +2.6220e-001 -3.0580e+000 -6.0277e+000 -3.0846e+000 +7.5157e+000 +6.8899e+000 -4.4131e+000 -7.3861e+000 +8.6352e+000 +3.7223e+000 -9.4804e+000 +3.6748e+000
190 +5.717693422e+001 +5.717693422e+001 +4.796693422e+001 +4.796693422e+001 -1.4437e+000 +7.9770e+000 +1.1775e+000 +7.8756e+000 -7.1928e+000 -6.2913e+000 +8.2091e+000 +8.6838e+000 +2.5491e+000 -4.1576e+000 -4.8282e+000 -4.4174e+000 +1.3573e+001 +9.1562e+000 -5.7069e+000 -1.3298e+001 +1.2642e+001 +3.2913e+000 -1.6051e+001 +7.2383e+000
259 +3.791386613e+001 +3.791386613e+001 +2.870386613e+001 +2.870386613e+001 -5.0333e+000 +1.0413e+001 +1.5098e+000 +9.4026e+000 -1.2804e+001 -6.2527e+000 +1.0986e+001 +1.9108e+001 +4.9246e+000 -4.4400e+000 -4.7197e+000 -9.9233e+000 +9.2704e+000 +9.4419e+000 -1.1015e+001 -1.8503e+001 +1.4348e+001 +7.5154e+000 -1.9897e+001 +7.4433e+000
334 +2.330613480e+001 +2.330613480e+001 +1.409613480e+001 +1.409613480e+001 -5.0333e+000 +1.2138e+001 +6.4961e+000 +5.3681e+000 -3.0645e+001 -1.2235e+000 +1.0986e+001 +1.9108e+001 +4.9246e+000 -4.4400e+000 -2.1285e+001 -9.9233e+000 +1.4455e+001 +9.4419e+000 -1.1015e+001 -1.1400e+001 +1.4348e+001 +6.3332e+000 -2.9493e+001 +7.4433e+000
384 +1.323044322e+001 +1.323044322e+001 +4.020443219e+000 +4.020443219e+000 -5.7119e+000 +1.0035e+001 +7.6447e+000 +6.3737e+000 -3.8664e+001 +3.6260e+000 +1.2966e+001 +2.6285e+001 +7.2036e+000 -7.2024e+000 -2.4523e+001 -1.1585e+001 +1.5896e+001 +1.0143e+001 -1.6879e+001 -1.5337e+001 +1.7192e+001 +9.3644e+000 -3.6645e+001 +8.2421e+000
409 +8.635948565e+000 +8.635948565e+000 -5.740514347e-001 -5.740514347e-001 -2.6368e+000 +7.1454e+000 +4.2159e+000 +8.9297e+000 -3.7373e+001 +5.4231e+000 +1.1542e+001 +2.2808e+001 +5.0650e+000 -8.6192e+000 -2.5939e+001 -1.0641e+001 +1.5578e+001 +7.8348e+000 -1.9889e+001 -1.5432e+001 +1.9793e+001 +9.8393e+000 -3.8196e+001 +5.6111e+000
424 +4.932867358e+000 +4.932867358e+000 -4.277132642e+000 -4.277132642e+000 +6.7133e-002 +5.7119e+000 +5.6252e+000 +1.0238e+001 -3.9069e+001 +7.8295e+000 +1.3219e+001 +2.2480e+001 +6.2262e+000 -8.4479e+000 -2.5175e+001 -1.3269e+001 +1.3570e+001 +6.7172e+000 -2.1514e+001 -1.7920e+001 +2.0551e+001 +9.7761e+000 -4.2399e+001 +7.0356e+000
