% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.532954868e+001 +1.532954868e+001 +2.219954868e+001 +2.219954868e+001 +4.3553e+000 -2.6987e+000 +2.5953e+000 +2.0320e+000 +3.2957e+000 -4.1437e+000 -5.7138e-001 +1.8946e-001 -3.7182e+000 -9.1565e-001 -4.2092e+000 -6.3269e-001 -3.9966e+000 +3.8372e+000 +4.7306e+000 +2.3394e+000 -2.9424e-001 +2.7506e+000 +2.6377e+000 +1.4270e+000
4 +8.889172373e+000 +8.889172373e+000 +1.575917237e+001 +1.575917237e+001 +2.4424e+000 -5.9820e-001 +4.4368e+000 -4.3846e-001 +2.5077e+000 -2.8229e+000 +3.2480e+000 -3.6203e-001 +3.5685e+000 +1.8656e+000 +4.3011e+000 +6.2654e-001 -2.2395e+000 -4.5444e+000 +3.4708e+000 -3.0453e+000 +9.1815e-001 -9.2434e-001 +6.6724e-001 -2.2901e-001
32 +4.945728032e+000 +4.945728032e+000 +1.181572803e+001 +1.181572803e+001 -3.7353e+000 -1.2635e+000 +6.4197e-001 +1.5460e+000 -4.0992e+000 -2.7535e+000 +1.1301e+000 +1.7269e+000 -4.3147e+000 +1.3548e+000 -1.8683e+000 -4.9035e+000 +4.6009e+000 -3.7073e+000 +2.2840e+000 -3.3156e+000 -1.4457e+000 -2.5967e+000 +3.0080e+000 -1.3340e+000
1346 +3.819962751e+000 +3.819962751e+000 +1.068996275e+001 +1.068996275e+001 -1.5596e+000 -1.9349e+000 +4.1564e-001 +1.0244e+000 -3.6389e+000 -3.1959e+000 +1.1880e+000 +1.6416e+000 -4.3867e+000 +1.5403e+000 -1.8975e+000 -1.8088e+000 +3.3615e+000 -3.9135e+000 +6.8931e-001 -2.6931e+000 -2.0218e+000 -2.1056e+000 +2.3351e+000 +2.5754e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e-002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.576640669e+001 +1.576640669e+001 +1.577640669e+001 +1.577640669e+001 -4.0520e+000 +4.1779e+000 -3.2697e-001 -3.6528e+000 -4.9038e+000 +1.0713e+000 +3.0466e-001 +2.6590e+000 +4.8388e+000 -4.5176e+000 +3.2735e+000 -3.9353e+000 +1.1204e+000 +3.4064e+000 -9.0861e-001 +1.7528e+000 -3.1668e+000 -3.5319e+000 -5.9463e-001 -7.7588e-001
5 +7.515615996e+000 +7.515615996e+000 +7.525615996e+000 +7.525615996e+000 -4.5696e+000 -4.9613e+000 +1.5561e+000 +3.5520e+000 -7.7075e-001 +5.6562e-001 -1.7810e+000 -4.1644e+000 +4.7850e+000 -7.0048e-001 -3.1543e+000 -1.3091e+000 -4.7328e+000 +2.0910e+000 +3.8563e+000 -3.7765e+000 +1.6847e+000 -1.2016e+000 -4.2829e+000 +1.9293e+000
18 +5.975185025e+000 +5.975185025e+000 +5.985185025e+000 +5.985185025e+000 -1.4631e+000 +2.9012e+000 +2.6664e+000 +1.2998e-001 +6.8941e-001 -9.3290e-001 +2.7636e+000 -2.4870e+000 +7.8354e-001 -2.6150e+000 +2.7652e+000 -2.0730e+000 -8.4808e-001 +2.1500e+000 +1.7425e+000 +1.3237e+000 +2.4582e+000 +5.6080e-001 -4.1050e+000 +3.9581e+000
3752 +3.731545630e+000 +3.731545630e+000 +3.741545630e+000 +3.741545630e+000 +3.4487e+000 +2.5655e+000 -4.1757e-001 -3.1023e+000 +5.5035e-001 +2.7973e+000 +1.4424e+000 -1.6866e+000 -2.7588e-001 -9.7122e-001 +1.3091e+000 -3.9322e+000 -1.6484e+000 +6.6846e-001 -2.4039e+000 +3.1149e+000 +1.1316e+000 +2.1711e+000 -1.4158e+000 +4.6160e+000
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
