% function evaluation | noise-free fitness - Fopt (-1.025500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.101622186e+002 +1.101622186e+002 +7.612218620e+000 +7.612218620e+000 -2.6256e+000 -3.5124e+000 +3.0807e+000 -5.6315e-001 +3.3951e+000 +1.7543e+000 -2.8331e+000 +4.2136e+000 +3.6602e+000 -1.8284e-001 +4.3383e+000 -3.5815e+000 +4.2489e+000 -4.5376e+000 +2.3457e+000 -2.8842e+000 +3.1667e+000 -9.6548e-001 +1.6756e+000 +4.4784e+000
3 +5.373395746e+001 +5.373395746e+001 -4.881604254e+001 -4.881604254e+001 +2.4707e+000 +1.1288e+000 +4.7425e+000 -1.2728e+000 -4.4192e+000 -3.7172e+000 -1.1751e+000 -3.8955e+000 +1.4579e+000 -3.8987e+000 -1.5646e+000 -4.2610e+000 +3.2372e+000 -2.3901e+000 +7.5563e-001 +1.9001e+000 +1.3782e+000 -2.9457e+000 -2.7342e+000 -3.1530e+000
6 +3.663291480e+001 +3.663291480e+001 -6.591708520e+001 -6.591708520e+001 +9.1671e-001 +8.2006e-001 -4.8539e+000 +3.9490e+000 +1.8570e+000 +2.2691e+000 -5.6756e-001 -1.8036e+000 +3.5769e+000 +3.6612e+000 -1.9069e+000 -2.8981e+000 +4.6576e+000 -2.4731e+000 +2.5513e+000 +3.4515e+000 +1.6978e-001 +7.1197e-001 +5.0197e-001 -2.8183e+000
263 +2.089679489e+001 +2.089679489e+001 -8.165320511e+001 -8.165320511e+001 +1.4147e+000 +1.7132e-001 -3.4854e+000 +2.4253e-003 +1.7332e-001 -2.0906e+000 -1.6248e+000 +2.0613e+000 -1.1059e+000 -1.6903e+000 -2.9042e-001 -1.5491e-001 +1.1983e+000 -2.8484e+000 -5.5719e+000 +5.8873e-001 +2.1701e+000 -3.7172e+000 -1.0785e+000 -9.7490e-001
513 +1.555710808e+001 +1.555710808e+001 -8.699289192e+001 -8.699289192e+001 +1.4147e+000 +1.7132e-001 -1.0854e+000 +2.4253e-003 +1.4599e+000 -1.4371e+000 -1.0749e+000 +2.0613e+000 -1.1059e+000 -1.6903e+000 -2.9042e-001 -1.5491e-001 +1.1983e+000 -3.2048e+000 +2.8745e+000 -1.0821e+000 +2.1701e+000 -1.1629e+000 -1.0785e+000 -9.7490e-001
1877 +9.111153747e+000 +9.111153747e+000 -9.343884625e+001 -9.343884625e+001 +3.2736e-001 +1.3508e+000 -9.0759e-002 -1.0033e+000 -1.9213e+000 +1.1080e+000 +4.0238e-001 +5.3684e-001 +1.4217e+000 -2.4167e+000 +1.0897e+000 +1.1185e+000 +1.0042e+000 +1.3146e-001 -2.8537e-001 +4.7231e-001 -3.9749e-001 +4.3152e-002 +1.3095e-001 -1.1330e+000
% function evaluation | noise-free fitness - Fopt (7.169000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.559837222e+001 +4.559837222e+001 +1.172883722e+002 +1.172883722e+002 +1.7743e+000 -9.3643e-001 -1.4933e+000 +4.5714e+000 -3.2018e+000 -4.6107e+000 -4.5717e+000 -8.8974e-001 -3.5345e-001 +2.3952e+000 -2.5030e+000 -2.0904e+000 -3.8879e+000 +3.7917e-001 -2.4633e+000 +1.1054e+000 -2.7096e-001 +1.2793e+000 +1.2151e+000 +1.5652e+000
8 +3.625204937e+001 +3.625204937e+001 +1.079420494e+002 +1.079420494e+002 +3.8140e+000 +1.4929e+000 +8.8565e-001 -2.4160e+000 -3.4374e+000 -1.6150e+000 -1.6428e+000 -3.4066e+000 +8.5022e-001 +3.2051e+000 +1.1570e+000 +3.7944e+000 +1.7836e+000 -1.6949e+000 -3.1104e+000 +2.5756e+000 +5.4542e-001 -4.8267e+000 -7.8331e-001 -1.2910e-001
27 +2.416096793e+001 +2.416096793e+001 +9.585096793e+001 +9.585096793e+001 -3.3073e+000 -1.1701e+000 -9.5129e-001 -9.3330e-001 -2.7327e+000 +1.0368e+000 -2.1070e+000 +1.1393e+000 +4.9829e+000 +3.7562e+000 -1.0193e+000 -2.2422e-001 +1.8847e+000 +4.8247e+000 +1.6647e+000 -4.7900e-001 +4.0716e+000 +9.6530e-001 -1.5889e+000 +6.3238e-001
