% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.262729185e+003 +9.262729185e+003 +9.292699185e+003 +9.292699185e+003 +1.4305e+001 +6.1863e+000 +7.1598e+000 +7.8425e+000 +7.7148e+000 +1.2248e+001 +6.6256e+000 +8.2735e+000 +7.2211e+000 +6.9313e+000 +6.5817e+000 +1.3363e+001 +6.8566e+000 +1.2014e+001 +5.8223e+000 +9.4403e+000 +1.4639e+001 +1.4981e+001 +5.1411e+000 +7.5571e+000
57 +1.773964217e+003 +1.773964217e+003 +1.803934217e+003 +1.803934217e+003 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
564 +1.559226290e+003 +1.559226290e+003 +1.589196290e+003 +1.589196290e+003 +0.0000e+000 +0.0000e+000 -4.8503e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
2976 +9.923560074e+002 +9.923560074e+002 +1.022326007e+003 +1.022326007e+003 +1.5804e+000 +1.1464e-001 -3.4531e+000 -4.1167e-001 +0.0000e+000 +1.6856e+000 -2.1909e+000 -2.5541e+000 -3.6473e-001 -9.7940e-001 +0.0000e+000 -1.1565e-001 +2.4915e+000 +1.9559e+000 -4.7109e-001 +2.9811e-002 -4.8028e-001 -1.1457e+000 +0.0000e+000 -7.8613e-001
8231 +6.309128701e+002 +6.309128701e+002 +6.608828701e+002 +6.608828701e+002 +1.9935e+000 -1.3255e+000 -3.2150e+000 -2.0216e+000 +0.0000e+000 +1.8385e+000 -3.5894e+000 -4.0245e+000 +2.0726e-001 -1.2727e+000 +0.0000e+000 -1.2244e-001 +4.1221e+000 +2.2139e+000 -1.7408e+000 +2.9191e+000 -2.4942e+000 -8.3363e-001 +0.0000e+000 -3.2891e+000
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.003590642e+004 +1.003590642e+004 +9.984196418e+003 +9.984196418e+003 +6.5510e+000 +1.2527e+001 +8.8233e+000 +1.2980e+001 +7.6736e+000 +9.3190e+000 +1.1688e+001 +7.9873e+000 +1.4039e+001 +1.0218e+001 +7.2086e+000 +1.4836e+001 +5.5763e+000 +1.1766e+001 +1.4728e+001 +8.0860e+000 +9.0418e+000 +1.1070e+001 +6.0731e+000 +1.4355e+001
3 +9.798872041e+003 +9.798872041e+003 +9.747162041e+003 +9.747162041e+003 +9.6761e+000 +5.2202e+000 +1.1884e+001 +1.1097e+001 +8.2795e+000 +1.4128e+001 +6.1922e+000 +1.4285e+001 +1.3737e+001 +1.3513e+001 +1.2921e+001 +9.5869e+000 +8.8197e+000 +1.2010e+001 +1.2663e+001 +9.0955e+000 +7.4067e+000 +9.3144e+000 +7.5735e+000 +1.0426e+001
59 +2.449644894e+003 +2.449644894e+003 +2.397934894e+003 +2.397934894e+003 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
1215 +1.579085152e+003 +1.579085152e+003 +1.527375152e+003 +1.527375152e+003 -5.3746e-001 -1.0151e+000 -1.6709e+000 -9.8972e-001 -5.3804e-002 +1.5243e-001 -2.1153e+000 +0.0000e+000 -3.4758e+000 +2.2387e-001 +6.2989e+000 +0.0000e+000 +1.7329e-001 -4.1972e-001 -2.8731e+000 +2.7961e-001 -1.7125e+000 -4.6225e-003 -3.7360e-002 +1.3740e+000
3117 +9.923697394e+002 +9.923697394e+002 +9.406597394e+002 +9.406597394e+002 +2.3580e+000 +1.2852e+000 -4.0319e+000 -3.6772e+000 +2.0020e-001 +7.7293e-001 -4.4802e+000 +0.0000e+000 -2.7183e+000 +4.2233e-001 +5.7013e+000 -3.8092e-001 +1.1338e+000 -1.0114e+000 -3.3160e+000 +4.4749e-001 -4.3401e+000 +7.2148e-003 +1.1877e-001 +4.9199e+000
7779 +6.257430246e+002 +6.257430246e+002 +5.740330246e+002 +5.740330246e+002 +2.9217e+000 +1.9142e+000 -3.8707e+000 -4.1244e+000 +8.9028e-001 +1.0552e+000 -4.1161e+000 +0.0000e+000 -2.8085e+000 +2.6820e-001 +4.1191e+000 +1.7657e+000 +2.5102e+000 +1.5790e-001 -2.5977e+000 +2.1911e+000 -4.4849e+000 +1.0921e+000 +7.4679e-001 +4.1841e+000
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
