% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.765587019e+006 +9.765587019e+006 +9.765622919e+006 +9.765622919e+006 +1.2850e+001 +1.0027e+001 +6.9426e+000 +1.3036e+001 +5.8125e+000 +9.2974e+000 +9.5424e+000 +7.3108e+000 +7.1644e+000 +1.1843e+001 +1.4996e+001 +1.2757e+001 +8.0581e+000 +5.9536e+000 +6.9857e+000 +7.2695e+000 +6.3206e+000 +1.0645e+001 +8.3833e+000 +6.9386e+000
213 +6.037416657e+006 +6.037416657e+006 +6.037452557e+006 +6.037452557e+006 +7.2982e+000 +8.7167e+000 +7.0910e+000 +5.9108e+000 +1.2514e+001 -1.8320e+000 +1.1530e+001 +1.3601e+001 +1.2642e+001 +7.3197e+000 +5.2763e+000 +6.2411e+000 +1.1216e+001 +1.2139e+001 +1.3661e+001 +5.0722e+000 +1.0638e+001 +1.0017e+001 +3.5591e+000 +7.9748e+000
612 +2.978924908e+006 +2.978924908e+006 +2.978960808e+006 +2.978960808e+006 +3.2421e+000 +9.5327e+000 +5.2378e+000 -2.5659e+000 +6.4575e+000 -4.2804e+000 +8.8385e+000 +5.5159e+000 +8.8129e+000 +7.7400e+000 -3.6025e+000 +7.5708e+000 +4.8508e+000 +6.5771e+000 +6.1441e+000 +3.8440e+000 +1.0456e+001 +1.9013e+001 +4.4919e+000 +7.9358e+000
843 +2.388585806e+006 +2.388585806e+006 +2.388621706e+006 +2.388621706e+006 +1.9885e+000 +1.1452e+001 +1.6102e+000 +2.7276e+000 +3.1485e+000 -4.2414e+000 +1.3867e+001 +7.9638e+000 +1.1110e+001 +1.0952e+001 +1.8916e+000 +7.5663e+000 +6.9806e+000 +3.6123e+000 +8.5645e+000 -1.3015e+000 +5.4814e+000 +2.0166e+001 +4.9259e+000 +4.5865e+000
932 +1.103540584e+006 +1.103540584e+006 +1.103576484e+006 +1.103576484e+006 +1.1783e+001 +7.3689e+000 +4.4417e+000 +2.9379e+000 +3.5297e+000 -1.9855e+000 +1.4613e+001 +4.9441e+000 +5.9103e+000 +4.0150e+000 -1.2512e+001 -3.7485e+000 +6.4267e+000 -5.3116e+000 +6.6091e+000 +7.7523e-001 +9.0305e+000 +1.8858e+001 +5.7248e+000 -4.4856e+000
1029 +9.846249998e+005 +9.846249998e+005 +9.846608998e+005 +9.846608998e+005 +4.3380e+000 +9.6475e+000 +2.7964e+000 +3.7130e+000 +3.5653e+000 -1.5023e+000 +1.3304e+001 +5.6638e+000 +9.7033e+000 +5.4750e+000 -1.0852e+001 -4.2040e+000 +8.7988e+000 +1.8867e+000 +1.1061e+001 -1.5513e+000 +6.6085e+000 +1.9969e+001 +2.8238e+000 +2.9520e+000
1036 +5.777410578e+005 +5.777410578e+005 +5.777769578e+005 +5.777769578e+005 -1.1570e+000 +8.6767e+000 +1.2844e-001 +1.9816e+000 -1.4961e-001 -9.3715e-003 +1.2705e+001 +5.2798e+000 +1.0941e+001 +7.6728e+000 -1.1863e+001 -1.9146e+000 +7.0390e+000 -2.7269e-001 +1.3024e+001 -2.2065e+000 +9.0176e+000 +2.1098e+001 +3.0542e+000 +1.2597e+000
1170 +3.609481247e+005 +3.609481247e+005 +3.609840247e+005 +3.609840247e+005 +5.9673e+000 +9.0327e+000 +9.8114e-001 +1.6264e+000 +1.0769e+000 -5.8365e+000 +1.6223e+001 -3.1994e+000 +7.2411e+000 +6.6639e+000 -1.2937e+001 -2.9843e+000 +7.8992e+000 -2.5967e+000 +8.9198e+000 +4.9117e-001 +1.4066e+001 +2.3900e+001 +5.7301e+000 -1.9608e+000
1274 +2.022888148e+005 +2.022888148e+005 +2.023247148e+005 +2.023247148e+005 +3.8420e+000 +7.4578e+000 +8.9897e-001 -1.1466e+000 +1.1798e+000 +1.1924e+000 +1.3667e+001 -3.6017e+000 +1.2186e+001 +5.1514e+000 -1.2858e+001 -4.7177e+000 +5.9303e+000 -1.0970e+000 +5.1412e+000 -4.8183e+000 +1.2988e+001 +2.3460e+001 +2.4154e+000 +2.6702e+000
1366 +1.244822588e+005 +1.244822588e+005 +1.245181588e+005 +1.245181588e+005 +1.0131e+000 +7.3260e+000 +5.2628e-001 -4.6776e-001 -2.0782e+000 +2.1632e-001 +1.5174e+001 -7.2269e-001 +9.3809e+000 +4.5163e+000 -1.6968e+001 -4.0431e+000 +5.7783e+000 -2.3871e+000 +6.5808e+000 -3.9663e+000 +1.2557e+001 +2.4334e+001 +2.6510e+000 -2.5123e+000
