% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.792245897e+007 +1.792245897e+007 +1.792224909e+007 +1.792224909e+007 -2.7507e+000 -3.5284e+000 +2.3270e+000 -4.3331e+000 -4.4552e+000 +3.9986e+000 -2.8859e+000 +4.3389e+000 -2.6338e+000 +6.7028e-001 +3.6024e+000 +2.9285e+000 +3.6136e+000 +3.3686e+000 -4.1297e+000 +3.1985e+000 -6.4105e-002 -1.8548e+000 -5.3651e-001 +4.3524e+000
4 +8.907653069e+006 +8.907653069e+006 +8.907443189e+006 +8.907443189e+006 +2.7765e+000 +2.2435e+000 -2.3564e+000 +4.6268e+000 -3.7848e+000 -2.7484e+000 -3.2344e-002 +2.0190e+000 -2.3754e+000 +3.4509e+000 +4.7532e+000 -3.1463e-001 +2.7658e+000 -4.9971e+000 +2.5346e+000 +1.4791e+000 -9.9672e-001 +1.0034e-001 +3.0999e-001 +1.0563e+000
33 +3.418034443e+006 +3.418034443e+006 +3.417824563e+006 +3.417824563e+006 +1.6960e+000 +8.6130e-001 +9.8436e-001 +2.8497e+000 +2.6469e+000 -2.0535e+000 +4.3748e+000 -3.2872e+000 -1.3501e+000 -4.5070e+000 +4.9450e+000 -4.5578e+000 +2.4137e+000 +4.0630e+000 -4.6496e+000 +1.2632e+000 -3.4355e+000 +3.5869e+000 -3.4140e+000 +2.8028e+000
408 +2.405924110e+006 +2.405924110e+006 +2.405714230e+006 +2.405714230e+006 -8.8768e-001 +1.2150e+000 +5.5777e+000 +2.9660e+000 +4.6687e+000 -4.6349e+000 +4.9642e+000 -2.6480e+000 -7.4706e-001 -6.4510e+000 +5.3929e+000 -3.0867e+000 +9.3570e+000 +2.5595e+000 -5.6741e+000 -1.4947e+000 -5.6814e+000 +3.0934e+000 -2.5970e+000 +1.2689e+000
472 +1.158160203e+006 +1.158160203e+006 +1.157950323e+006 +1.157950323e+006 -4.4155e+000 +6.9710e+000 +3.5044e+000 -1.6467e+000 +3.3880e+000 -2.1724e+000 -1.5477e+001 -2.7618e+000 -2.1341e+000 +8.5975e+000 +1.2189e+000 +2.5810e+000 -2.8107e+000 +2.8204e+000 -4.1929e-001 -3.8919e+000 -2.6731e+000 +3.3528e+000 -1.3478e+000 +1.9165e+000
511 +9.944800243e+005 +9.944800243e+005 +9.942701443e+005 +9.942701443e+005 -5.8123e+000 +8.1670e+000 +5.3471e+000 -2.0311e+000 +2.5843e+000 -1.8023e+000 -1.5572e+001 -3.0838e-001 -1.1681e+000 +9.4644e+000 -1.2011e+000 +3.6810e+000 +1.4809e-001 +4.3735e+000 -6.0551e-001 -5.1597e+000 -2.6256e+000 +3.6690e+000 -2.4045e+000 +1.5750e+000
796 +4.218893163e+005 +4.218893163e+005 +4.216794363e+005 +4.216794363e+005 +2.6952e-001 +6.7080e+000 +1.0536e+001 -1.6974e+000 +4.6169e+000 -6.9694e+000 -7.1229e+000 -6.9956e+000 -1.3805e+000 -3.0854e+000 +2.6995e+000 +2.0292e+000 +5.7436e+000 +2.8436e+000 -2.4752e+000 -4.4970e+000 -3.7742e+000 +3.1363e+000 -2.4247e+000 +1.7483e+000
892 +3.507852618e+005 +3.507852618e+005 +3.505753818e+005 +3.505753818e+005 +8.1974e+000 -3.7809e+000 +1.4021e+001 -6.0681e+000 -1.0384e-001 -4.6377e+000 -4.0156e+000 -6.1508e+000 +8.8116e-001 +4.3703e+000 -4.2336e-001 +3.2229e+000 +3.0951e+000 +2.5178e+000 -7.4650e-001 -2.6604e+000 -2.7414e+000 +3.2144e+000 -2.2592e+000 +1.8178e+000
1057 +2.344103579e+005 +2.344103579e+005 +2.342004779e+005 +2.342004779e+005 +3.3538e+000 -1.5103e+000 +1.4367e+001 -4.8937e+000 +6.0011e+000 -6.6213e+000 -2.0954e+000 -8.1515e+000 +8.2917e-001 +2.9112e+000 -9.2565e-001 +1.1606e+000 +6.7216e+000 +1.3841e+000 -8.1128e-001 -2.8672e+000 -2.9894e+000 +3.1924e+000 -2.3002e+000 +1.8588e+000
1204 +1.583383304e+005 +1.583383304e+005 +1.581284504e+005 +1.581284504e+005 +3.0952e-001 -6.7880e+000 +1.5126e+001 -4.9874e+000 +6.2323e+000 -7.0860e+000 -1.0614e+000 -2.3070e+000 -1.1209e+000 -3.0321e+000 +1.7491e+000 -1.7295e+000 +4.3716e+000 +2.4015e-001 -1.5989e+000 -4.0731e+000 -3.7463e+000 +2.9133e+000 -2.2203e+000 +1.9496e+000
1583 +6.724806555e+004 +6.724806555e+004 +6.703818555e+004 +6.703818555e+004 +2.4669e+000 -5.5988e+000 +2.2946e+001 -7.1672e+000 +8.8912e+000 -1.0248e+001 -6.4935e+000 -3.0255e+000 -3.8629e-001 +6.0816e+000 +2.2362e+000 +3.1710e+000 +3.9641e+000 -1.2267e+000 -9.0056e-001 -3.9360e+000 -3.2831e+000 +3.1339e+000 -2.5181e+000 +1.9118e+000
