% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.260782393e+005 +3.260782393e+005 +3.262273893e+005 +3.262273893e+005 -4.4899e+000 +4.0378e+000 -2.8479e+000 -3.1788e+000 -2.3983e+000 -4.7807e+000 +3.8045e+000 +7.5731e-001 -3.9242e+000 -4.5531e-001 -1.9372e+000 -3.6755e-001 +2.5680e+000 -4.7346e+000 +3.2201e-001 -4.9594e+000 +3.1695e+000 +4.6923e+000 -1.5884e+000 -1.6083e+000
10 +1.695125816e+005 +1.695125816e+005 +1.696617316e+005 +1.696617316e+005 -3.0799e+000 -2.9656e+000 -2.7302e+000 +5.1016e-001 -1.8289e+000 -3.6750e+000 +7.2772e-001 -1.7125e+000 -4.4055e+000 +4.0930e+000 -4.4100e-001 -4.2267e+000 +3.2945e+000 +3.6716e+000 +2.5094e-001 +1.6960e+000 -6.6626e-001 -3.1009e+000 -4.5928e+000 +1.4899e+000
21 +1.085199857e+005 +1.085199857e+005 +1.086691357e+005 +1.086691357e+005 -6.8211e-001 -1.3237e+000 -4.9912e+000 -1.3851e+000 -3.5072e+000 -4.3026e+000 +2.0080e+000 -3.6181e+000 -2.1059e-001 +4.0136e+000 -1.6134e-001 -2.0834e+000 +2.2128e+000 -3.3861e+000 -3.3544e+000 -7.4914e-001 -9.4989e-001 -9.7012e-001 -3.1105e+000 -3.8562e+000
65 +6.798491056e+004 +6.798491056e+004 +6.813406056e+004 +6.813406056e+004 -2.1685e+000 -3.6603e+000 +5.9664e-001 -6.8794e-002 -8.7260e-001 +1.8307e+000 +2.0440e-001 -3.7272e+000 -1.4376e+000 -7.4536e-001 -4.3765e+000 -4.0252e+000 +1.6209e+000 -1.8776e+000 -1.2351e+000 -2.4470e-001 -3.2269e+000 -2.4865e+000 -4.5848e+000 -1.1733e+000
85 +4.558177165e+004 +4.558177165e+004 +4.573092165e+004 +4.573092165e+004 +1.2045e+000 -8.7248e-001 -2.0907e+000 +4.9822e-001 -5.2118e+000 -2.1984e+000 -1.8625e+000 -3.1017e+000 -2.7070e+000 +1.4881e+000 -2.9241e-001 -1.0732e+000 +5.0755e+000 +1.6301e-001 -4.5553e+000 +1.8863e+000 -2.6293e+000 -1.4176e+000 -4.5930e+000 -4.8222e+000
284 +3.565816188e+004 +3.565816188e+004 +3.580731188e+004 +3.580731188e+004 -1.7264e+000 -3.7242e+000 -2.9709e+000 -1.0991e+000 -4.2941e+000 -3.1672e+000 -2.0621e+000 -4.3620e+000 -7.4941e-001 -7.1209e-001 -3.2422e-001 -1.0059e+000 +3.9062e+000 +6.0368e-001 -4.4840e+000 +3.8279e-001 -2.0210e+000 +2.8987e-001 -4.6566e+000 -5.9593e+000
315 +1.574843611e+004 +1.574843611e+004 +1.589758611e+004 +1.589758611e+004 -3.2242e+000 -2.2051e+000 +9.2331e-001 -5.0520e-001 -1.8799e+000 -2.5817e-001 +4.0469e-001 -2.4206e+000 -1.7579e+000 -1.0969e+000 -1.9276e+000 -9.2169e-001 +2.6098e+000 -2.4076e+000 -1.8083e+000 +7.9834e-001 -2.4985e+000 -5.7632e-001 -2.7321e+000 -4.2652e+000
834 +9.962378340e+003 +9.962378340e+003 +1.011152834e+004 +1.011152834e+004 -2.8558e+000 -1.6510e+000 -9.5077e-001 -1.0708e+000 -1.9617e+000 -1.5825e-001 +3.8440e-001 -2.9998e+000 -7.4632e-002 -1.8326e+000 -1.8355e+000 -3.2851e-001 +1.3832e+000 -3.0468e+000 -2.4865e+000 -6.8152e-001 -2.3607e+000 +9.0652e-002 -1.5253e+000 -6.0887e+000
871 +6.124231126e+003 +6.124231126e+003 +6.273381126e+003 +6.273381126e+003 -1.9257e+000 -8.5649e-001 -1.1155e+000 -8.2954e-001 -3.5091e+000 -3.3806e+000 -1.5908e+000 -3.1297e+000 -1.5938e+000 -8.3265e-001 -2.2601e+000 -1.3274e-001 +1.4602e+000 -3.0740e+000 -3.3394e-001 -2.8080e+000 -2.3515e+000 -1.9650e-001 -4.3297e+000 -4.9278e+000
913 +3.540530295e+003 +3.540530295e+003 +3.689680295e+003 +3.689680295e+003 -2.5769e+000 -7.5725e-001 -5.2387e-001 -1.1404e+000 -2.3066e+000 -1.5980e+000 -2.6292e-001 -2.1397e+000 -9.2145e-001 -1.1004e+000 -1.9267e+000 -4.8615e-001 +9.9166e-001 -2.5272e+000 -1.6030e+000 -2.2326e+000 -1.8705e+000 +1.0501e-002 -2.1995e+000 -5.1017e+000
1406 +2.291931845e+003 +2.291931845e+003 +2.441081845e+003 +2.441081845e+003 -1.7897e+000 -1.3382e+000 -7.8212e-001 -1.0075e+000 -1.8571e+000 -8.9181e-001 -5.0166e-001 -2.3682e+000 -1.9506e+000 +8.0495e-001 -1.7765e+000 +3.9272e-001 +1.7399e+000 -2.4723e+000 -9.5344e-001 -1.7999e+000 -1.6422e+000 +4.6507e-001 -3.6766e+000 -2.8684e+000
1550 +1.396348304e+003 +1.396348304e+003 +1.545498304e+003 +1.545498304e+003 -1.8955e+000 -6.4905e-001 -6.9848e-001 +1.0825e-001 -3.2655e+000 -2.2462e+000 -1.5627e+000 -2.4969e+000 +2.6757e-001 -4.6572e-001 -2.4499e+000 -1.5274e-001 +2.5017e+000 -2.7337e+000 -1.6294e+000 -2.0375e+000 -2.1013e+000 +4.4232e-001 -2.8137e+000 -4.6202e+000
1821 +9.404952791e+002 +9.404952791e+002 +1.089645279e+003 +1.089645279e+003 -1.0511e+000 -6.2221e-001 -1.0429e+000 +8.3013e-001 -2.8743e+000 -1.4484e+000 -1.8091e+000 -2.4284e+000 -1.1555e+000 -5.5367e-001 -3.0713e+000 -5.4314e-001 +2.0913e+000 -2.7035e+000 -1.7419e+000 -1.3771e+000 -2.0922e+000 +2.7526e-001 -2.6437e+000 -3.0595e+000
1929 +5.544769224e+002 +5.544769224e+002 +7.036269224e+002 +7.036269224e+002 -1.4038e+000 -7.0888e-001 -8.8462e-001 +2.5650e-001 -3.0641e+000 -1.5476e+000 -1.3858e+000 -2.6573e+000 -1.2851e+000 -6.0165e-002 -2.4786e+000 -2.9890e-001 +1.8287e+000 -2.5364e+000 -1.1461e+000 -1.8678e+000 -1.8944e+000 +3.4476e-001 -2.2584e+000 -3.3979e+000
2086 +3.883126942e+002 +3.883126942e+002 +5.374626942e+002 +5.374626942e+002 -1.6295e+000 -9.7969e-001 -1.2011e+000 +4.8794e-001 -3.3964e+000 -1.6494e+000 -1.2729e+000 -2.4785e+000 -3.6133e-001 -7.1187e-002 -2.6528e+000 -5.7633e-001 +1.7740e+000 -2.4826e+000 -1.3696e+000 -1.4351e+000 -1.8401e+000 +2.7246e-001 -2.1913e+000 -3.5859e+000
2438 +2.214905314e+002 +2.214905314e+002 +3.706405314e+002 +3.706405314e+002 -1.1504e+000 -9.0544e-001 -9.2160e-001 +8.9018e-001 -3.3996e+000 -2.1261e+000 -1.4640e+000 -1.9977e+000 -1.2592e+000 -5.7270e-001 -2.8465e+000 -6.3978e-001 +1.8481e+000 -2.2563e+000 -1.2417e+000 -1.3417e+000 -1.1690e+000 -5.4285e-001 -2.1270e+000 -3.2136e+000
2723 +1.562117063e+002 +1.562117063e+002 +3.053617063e+002 +3.053617063e+002 -1.2259e+000 -1.0462e+000 -9.5062e-001 +9.0468e-001 -3.8341e+000 -2.5378e+000 -1.5673e+000 -1.9183e+000 -1.1071e+000 -7.1887e-001 -3.1287e+000 -6.2148e-001 +1.8817e+000 -1.7562e+000 -1.4880e+000 -1.2706e+000 -1.1436e+000 -6.0086e-001 -2.5967e+000 -3.7819e+000
3131 +9.309444557e+001 +9.309444557e+001 +2.422444456e+002 +2.422444456e+002 -6.7299e-001 -1.2771e+000 -7.6980e-001 +8.3998e-001 -3.8798e+000 -1.8858e+000 -1.5065e+000 -1.9065e+000 -7.8720e-001 -6.6135e-001 -2.5280e+000 -1.6781e-001 +1.4439e+000 -1.7160e+000 -1.3002e+000 -1.4000e+000 -9.9536e-001 -7.6735e-001 -2.6691e+000 -3.7384e+000
3327 +5.214667686e+001 +5.214667686e+001 +2.012966769e+002 +2.012966769e+002 -1.7488e+000 -1.0406e+000 -7.3833e-001 +9.7155e-001 -3.8721e+000 -2.1268e+000 -1.7021e+000 -1.8766e+000 -7.7975e-001 -5.7707e-001 -2.4783e+000 -6.2810e-002 +1.7392e+000 -1.6803e+000 -1.4220e+000 -1.2971e+000 -7.1961e-001 -3.7182e-001 -2.6501e+000 -4.0231e+000
3914 +3.813798708e+001 +3.813798708e+001 +1.872879871e+002 +1.872879871e+002 -1.6079e+000 -1.1812e+000 -8.6921e-001 +8.4287e-001 -3.6948e+000 -2.1838e+000 -1.5912e+000 -1.8677e+000 -7.9986e-001 -5.3774e-001 -2.5164e+000 -2.3684e-001 +1.8150e+000 -1.5414e+000 -1.5412e+000 -1.6093e+000 -7.3828e-001 -3.4457e-001 -2.7529e+000 -3.9409e+000
4994 +2.370903299e+001 +2.370903299e+001 +1.728590330e+002 +1.728590330e+002 -1.5929e+000 -1.1232e+000 -9.4468e-001 +8.9582e-001 -3.7416e+000 -2.1073e+000 -1.7033e+000 -2.0688e+000 -8.9691e-001 -4.2998e-001 -2.6220e+000 -1.4274e-001 +1.6973e+000 -1.5050e+000 -1.6996e+000 -1.4534e+000 -8.3446e-001 -3.4102e-001 -2.8246e+000 -3.9357e+000
14317 +1.580824964e+001 +1.580824964e+001 +1.649582496e+002 +1.649582496e+002 -1.9798e-001 -6.3868e-001 -4.5385e-001 +1.1213e+000 -3.6919e+000 -2.1810e+000 -1.7928e+000 -2.0605e+000 -8.9742e-001 -4.7354e-001 -2.6595e+000 -2.2961e-001 +1.7506e+000 -1.5634e+000 -1.6746e+000 -1.4652e+000 -8.4408e-001 -3.5105e-001 -2.7806e+000 -3.8395e+000
27965 +9.986103111e+000 +9.986103111e+000 +1.591361031e+002 +1.591361031e+002 -6.6989e-002 -3.8255e-001 +4.1129e-003 +1.8245e+000 -2.7891e+000 -1.2725e+000 -9.6389e-001 -1.3414e+000 -3.7730e-001 -2.2318e-001 -2.6264e+000 -2.3768e-001 +1.7567e+000 -1.5391e+000 -1.6958e+000 -1.4728e+000 -8.5360e-001 -3.5776e-001 -2.7981e+000 -3.8472e+000
34624 +6.285262557e+000 +6.285262557e+000 +1.554352626e+002 +1.554352626e+002 -4.8044e-002 -3.7052e-001 +1.7119e-002 +1.8382e+000 -2.7433e+000 -1.1891e+000 -8.2757e-001 -1.1007e+000 +2.8540e-002 +3.9242e-001 -1.8712e+000 +4.5177e-001 +2.2125e+000 -1.3486e+000 -1.6463e+000 -1.4599e+000 -8.5073e-001 -3.5850e-001 -2.8013e+000 -3.8297e+000
