% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.051635730e+002 +3.051635730e+002 +3.765135730e+002 +3.765135730e+002 +8.1649e+000 +5.6466e+000 +8.2881e+000 +5.1760e+000 +1.3270e+001 +1.2402e+001 +8.0005e+000 +6.3454e+000 +5.8855e+000 +5.7633e+000 +1.2444e+001 +5.0097e+000 +1.1212e+001 +8.4035e+000 +6.5413e+000 +6.1940e+000 +1.4084e+001 +1.2763e+001 +1.1348e+001 +1.0722e+001
53 +7.357246449e+001 +7.357246449e+001 +1.449224645e+002 +1.449224645e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
251 +5.791013772e+001 +5.791013772e+001 +1.292601377e+002 +1.292601377e+002 +2.8858e+000 -3.0381e+000 -2.1903e+000 +7.2984e-001 +3.0959e+000 -3.8364e+000 +3.3094e-001 +6.0025e+000 +3.3188e-001 +6.4360e-001 +5.5641e+000 +6.3183e-001 -2.1580e+000 +2.7304e+000 -1.8122e+000 -6.1249e-002 -1.2505e+000 -3.0635e-001 -4.5476e+000 +3.0163e+000
338 +3.899194260e+001 +3.899194260e+001 +1.103419426e+002 +1.103419426e+002 -6.3588e+000 -5.7551e-001 -9.2427e-001 -3.8402e+000 +1.1268e+000 +1.8787e+000 +3.7300e+000 -4.5530e-001 +1.1240e+000 -8.1468e-001 -3.2226e+000 -1.7989e+000 -1.8581e+000 +5.7011e-001 +1.6459e+000 +4.3629e-001 -1.4822e+000 -8.8994e-001 +4.1054e-001 +6.9443e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.288251052e+002 +3.288251052e+002 -2.639489480e+001 -2.639489480e+001 +7.8214e+000 +1.4519e+001 +1.4126e+001 +1.4418e+001 +7.7536e+000 +8.3032e+000 +1.4262e+001 +7.3395e+000 +5.8266e+000 +1.0064e+001 +1.3250e+001 +7.4314e+000 +8.7345e+000 +8.6269e+000 +8.1819e+000 +9.0735e+000 +6.3777e+000 +6.6688e+000 +7.5083e+000 +7.7292e+000
53 +6.508868155e+001 +6.508868155e+001 -2.901313185e+002 -2.901313185e+002 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
211 +4.587476828e+001 +4.587476828e+001 -3.093452317e+002 -3.093452317e+002 -2.6974e+000 +0.0000e+000 +1.5433e+000 +1.8476e+000 +0.0000e+000 +4.5942e+000 +0.0000e+000 +0.0000e+000 +2.5939e+000 +0.0000e+000 -2.4054e+000 +1.5685e+000 +1.9693e+000 +0.0000e+000 -1.5736e-001 +0.0000e+000 +0.0000e+000 +0.0000e+000 -3.1054e+000 +0.0000e+000
580 +3.815771776e+001 +3.815771776e+001 -3.170622822e+002 -3.170622822e+002 +0.0000e+000 +1.5003e+000 -5.1173e-001 +0.0000e+000 +0.0000e+000 +2.1197e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 -7.2013e-001 -3.2754e+000 -6.2408e-001 +0.0000e+000 +3.1298e-002 +0.0000e+000 -1.4577e+000 +0.0000e+000 +0.0000e+000
% function evaluation | noise-free fitness - Fopt (9.917000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
