% function evaluation | noise-free fitness - Fopt (1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.321474126e+003 +1.321474126e+003 +2.321474126e+003 +2.321474126e+003 +4.1483e-001 -3.5716e+000 -1.0233e+000 -1.2911e+000 +3.0023e+000 +2.3535e+000 -1.0079e+000 +1.7988e+000 -3.1947e+000 +3.5023e+000 +3.2625e+000 -1.0483e+000 -7.6723e-001 +3.0461e+000 +4.5928e+000 +3.8356e+000 -1.9212e-001 +3.9440e+000 -4.0151e+000 -8.0351e-001
10 +9.618856991e+002 +9.618856991e+002 +1.961885699e+003 +1.961885699e+003 +1.0686e-001 +4.1309e-001 -3.1805e+000 +1.1429e+000 +8.4620e-001 -3.9540e-001 +1.9492e-001 -2.4562e+000 +1.9389e+000 -1.1629e+000 +1.9626e+000 -3.0301e+000 -3.7369e+000 +1.2270e+000 +1.7229e+000 +4.3736e+000 -2.6113e+000 +3.7207e+000 -3.1914e+000 +1.3457e+000
416 +6.263141471e+002 +6.263141471e+002 +1.626314147e+003 +1.626314147e+003 +2.1028e+000 +6.1683e-001 +3.0746e+000 +3.9165e+000 +1.6675e+000 -2.3019e+000 +2.6845e+000 +2.6419e+000 -1.7893e+000 +1.9890e+000 +2.4304e-001 -1.3639e+000 -2.2312e+000 -1.0680e+000 +2.7625e+000 +2.2402e+000 -1.6220e+000 -1.5216e+000 +3.6474e+000 -1.1692e+000
951 +3.741945951e+002 +3.741945951e+002 +1.374194595e+003 +1.374194595e+003 -1.3907e+000 +6.6182e-001 +3.8017e+000 +7.4816e+000 +2.5975e+000 -2.7719e+000 -1.6831e+000 +5.8072e-001 -8.9046e-001 -2.7869e+000 -5.5672e-001 -3.6621e+000 +5.6527e-001 -4.7916e+000 +6.3786e+000 +4.0806e+000 +4.5786e+000 -1.7499e+000 -1.9596e-001 -3.8451e-001
2063 +2.438625032e+002 +2.438625032e+002 +1.243862503e+003 +1.243862503e+003 -1.7327e+000 +6.4219e-001 +2.3407e+000 +6.0078e+000 +2.2045e+000 -1.4656e+000 -1.1109e+000 +2.8952e-001 -3.0868e+000 -3.5906e-002 -1.5320e+000 -1.6555e+000 -1.0666e+000 -3.9057e+000 +3.0635e+000 +3.1122e+000 +2.0644e+000 -1.3947e+000 -3.1208e+000 +8.3101e-002
% function evaluation | noise-free fitness - Fopt (7.003000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.815275398e+003 +3.815275398e+003 +3.885305398e+003 +3.885305398e+003 -2.4105e-002 +4.8878e+000 +2.8251e+000 +3.6075e+000 -2.2879e-001 +4.4333e+000 +1.1468e-001 +3.2456e+000 -3.9846e+000 +3.7116e+000 +2.7000e+000 +4.8639e+000 -4.6326e-001 +3.5186e+000 +1.0219e+000 +3.7310e-001 -2.2017e+000 +3.9553e+000 +4.2961e+000 +2.5874e+000
3 +1.724674667e+003 +1.724674667e+003 +1.794704667e+003 +1.794704667e+003 +1.3867e+000 -1.0058e+000 -4.0956e+000 -4.3939e+000 -7.3534e-001 -3.3778e+000 +1.3434e+000 -1.2090e+000 +3.8329e+000 +9.0658e-002 -3.5800e+000 +1.4560e-001 -4.7850e+000 -4.3791e-001 +3.1605e+000 -3.6769e+000 -2.1379e+000 -4.9836e+000 +9.8737e-001 +7.1408e-001
8 +8.177092168e+002 +8.177092168e+002 +8.877392168e+002 +8.877392168e+002 -1.3870e+000 +1.4112e+000 -1.2416e-001 +4.4062e+000 +2.1994e+000 -3.8610e+000 -1.0362e+000 +2.0573e+000 -4.6623e+000 -6.7162e-003 -4.4873e+000 +9.8667e-001 -1.4744e+000 +2.7891e-002 -1.8665e-001 +3.2136e+000 -1.1330e+000 +2.2228e+000 -3.0706e+000 +2.9886e+000
22 +5.668985833e+002 +5.668985833e+002 +6.369285833e+002 +6.369285833e+002 +1.0629e+000 -1.7609e+000 -6.2296e-001 -3.0021e-001 -3.6332e+000 -1.0590e+000 -2.0789e+000 -1.6173e+000 -1.4166e-001 -2.9542e+000 -3.4935e+000 -1.8378e+000 +2.5927e+000 +8.6908e-001 +3.0072e+000 -3.5066e+000 -1.2946e+000 +3.0807e+000 -3.1963e+000 -5.4006e-001
