% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.044070152e+002 +5.044070152e+002 +4.951970152e+002 +4.951970152e+002 +4.8395e+000 -4.0619e+000 -4.1990e+000 +5.3189e-001 -4.0118e+000 -3.2852e+000 -2.7061e-001 -2.2209e+000 +4.8758e-001 -2.5124e+000 -1.9608e+000 +3.0516e+000 -8.4364e-001 -3.4647e-001 +1.6330e+000 +3.9798e+000 -7.2666e-001 -4.0016e+000 -3.4787e-001 -2.7245e+000
4 +3.920311283e+002 +3.920311283e+002 +3.828211283e+002 +3.828211283e+002 -2.0556e+000 -2.9325e+000 +4.8785e+000 -2.4717e+000 +4.2326e+000 -1.9587e+000 -6.5967e-001 +1.5517e+000 -4.7497e+000 -1.3472e+000 -4.8221e+000 +2.1842e+000 -2.7500e+000 -2.3456e+000 +5.5182e-001 +3.2209e-001 -4.3664e+000 +1.8056e+000 -1.9813e+000 +4.5487e+000
104 +2.464964444e+002 +2.464964444e+002 +2.372864444e+002 +2.372864444e+002 -2.1114e-001 -8.3911e-002 +4.8785e+000 -2.4717e+000 +4.2326e+000 -4.2520e+000 -6.5967e-001 +1.5517e+000 -4.7497e+000 -7.3859e+000 -5.4222e+000 +2.1842e+000 +4.3028e+000 -1.4845e-001 -7.6030e+000 +4.8811e+000 +9.0757e+000 +1.1101e+001 -1.9813e+000 +4.5487e+000
345 +1.491794042e+002 +1.491794042e+002 +1.399694042e+002 +1.399694042e+002 +6.9159e-001 +2.6343e+000 +1.9850e-001 -4.7267e+000 -1.5163e+000 +2.3487e+000 +3.2263e+000 +5.3793e+000 +4.5552e+000 -1.0724e+001 -7.2018e+000 -7.4278e+000 +8.7308e+000 +6.6669e+000 -8.9885e+000 +1.9899e-001 +2.1019e+000 -7.0869e-001 -7.3446e+000 +4.0234e+000
495 +7.158793477e+001 +7.158793477e+001 +6.237793477e+001 +6.237793477e+001 +6.9159e-001 +1.8789e+001 +7.3981e+000 -3.7465e-001 +1.7898e+000 -1.0730e-002 +1.0007e+001 -1.6368e+000 +4.5552e+000 -1.0724e+001 -7.2018e+000 -7.4278e+000 +3.5305e+000 +5.3836e+000 -9.4997e+000 -7.1400e+000 +3.9751e+000 +3.8216e+000 -7.3446e+000 +1.2106e+001
769 +4.391980349e+001 +4.391980349e+001 +3.470980349e+001 +3.470980349e+001 +1.8891e+000 +1.0058e+000 +4.2794e+000 +6.3426e+000 -1.6818e+000 +4.4895e+000 +7.5215e+000 +1.1786e+001 -7.6354e-001 -5.9921e+000 -3.3342e+000 -1.4228e+001 +7.9929e+000 +5.2953e+000 -5.8714e+000 -3.6580e+000 +6.4448e+000 +8.8124e+000 -5.3259e+000 +6.7128e+000
844 +3.371684214e+001 +3.371684214e+001 +2.450684214e+001 +2.450684214e+001 +2.5091e+000 +6.5535e+000 +5.5494e+000 -4.7324e+000 -5.4258e+000 +5.9954e+000 +2.3889e+000 +1.0825e+001 +2.2926e+000 -8.1630e+000 -6.2473e+000 -5.1212e+000 +1.0466e+001 +1.0945e+001 -4.3210e+000 -5.8294e+000 +4.8589e+000 +7.8119e+000 -7.1574e+000 +7.6575e+000
1043 +2.466356223e+001 +2.466356223e+001 +1.545356223e+001 +1.545356223e+001 +7.7431e-001 +1.3618e+001 +5.9398e+000 +7.9655e+000 +1.5922e+000 +7.3554e+000 +9.9921e+000 +7.6794e+000 +7.2786e+000 -1.2072e+001 -3.9284e+000 -4.5343e+000 +8.7787e+000 +1.7864e+001 -1.0496e+001 -4.2910e+000 +2.2413e+001 +7.9058e+000 -9.8559e+000 +1.5219e+001
1370 +1.535203198e+001 +1.535203198e+001 +6.142031975e+000 +6.142031975e+000 +5.6974e+000 +1.1190e+001 +4.8230e+000 +5.1100e+000 -8.7351e+000 +9.0969e+000 -2.3105e+000 +1.2728e+001 +1.1777e+001 -9.9513e+000 -7.8131e+000 -7.1949e+000 +1.9120e+001 +1.3714e+001 -1.8567e+001 -1.1411e+001 +9.0392e+000 +1.5600e+001 -6.5043e+000 +1.6037e+001
1418 +6.831076804e+000 +6.831076804e+000 -2.378923196e+000 -2.378923196e+000 +3.7830e+000 +1.4674e+001 +4.5505e+000 +1.7342e+001 -5.0308e+000 +8.7517e+000 +1.7116e+001 +2.4647e+001 +9.2081e+000 -3.3062e+000 -9.9367e+000 -8.9502e+000 +1.6275e+001 +8.6045e+000 -1.9533e+001 -8.2200e+000 +5.0066e+000 +1.2872e+001 -7.7538e+000 +1.5424e+001
